Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MTU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MTU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MTU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MTU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MTU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MTU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MTU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MTU_M_R
3990,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
3991,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3992,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
3993,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3994,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
3995,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3996,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
3997,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3998,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3999,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
4000,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
4001,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4002,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4003,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4004,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
4005,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4006,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4007,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4008,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4009,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4010,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
4011,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4012,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4013,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4014,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
4015,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4016,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4017,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4018,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4019,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4020,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
4021,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Cropland
4022,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4023,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
4024,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
4025,Grassland,Cropland,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
4026,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4027,Grassland,Cropland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
4028,Grassland,Cropland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Cropland
4029,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
4030,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,Water,Grassland
4031,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4032,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4033,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
4034,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
4035,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
4036,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
4037,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
4038,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4039,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
4040,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
4041,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
4042,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
4043,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
4044,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
4045,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
4046,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4047,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
4048,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
4049,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4050,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4051,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
4052,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
4053,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
4054,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4055,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4056,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
4057,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
4058,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
4059,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4060,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
4061,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
4062,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4063,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4064,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
4065,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4066,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
4067,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
4068,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
4069,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4070,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
4071,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
4072,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
4073,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Water,Cropland
4074,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4075,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
4076,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
4077,Grassland,Wetland,Cropland,Water,Non_Wetland,NULL,Grassland,Wetland
4078,Grassland,Wetland,Wetland,Water,Wetland,Shrubland,Water,Water
4079,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Shrubland,Water
4080,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
4081,Grassland,Built-up,Shrubland,Water,Non_Wetland,Shrubland,Built-up,Water
4082,Grassland,Built-up,Shrubland,Water,Non_Wetland,Water,Built-up,Water
4083,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4084,Grassland,Built-up,Wetland,Water,Wetland,Shrubland,Shrubland,Water
4085,Grassland,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4086,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4087,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4088,Grassland,Water,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
4089,Grassland,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
4090,Grassland,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
4091,Grassland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
4092,Grassland,Water,Forest,NULL,Non_Wetland,Water,Water,Water
4093,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
4094,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
4095,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4096,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4097,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
4098,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4099,Grassland,Forest,NULL,Water,Non_Wetland,Shrubland,Shrubland,Water
4100,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
4101,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
4102,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4103,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4104,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4105,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4106,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4107,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
4108,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
4109,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4110,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
4111,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4112,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4113,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4114,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4115,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4116,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4117,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
4118,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4119,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
4120,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
4121,Grassland,Forest,Grassland,Water,Non_Wetland,Shrubland,Shrubland,Water
4122,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4123,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4124,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4125,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4126,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
4127,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Shrubland,Water
4128,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
4129,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
4130,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
4131,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4132,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
4133,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
4134,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4135,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4136,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4137,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4138,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
4139,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
4140,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
4141,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4142,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
4143,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4144,Grassland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
4145,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Water
4146,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
4147,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4148,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
4149,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
4150,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4151,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
4152,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
4153,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
4154,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
4155,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
4156,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
4157,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4158,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
4159,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
4160,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
4161,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
4162,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
4163,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
4164,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4165,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
4166,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
4167,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
4168,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
4169,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4170,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4171,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
4172,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
4173,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4174,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
4175,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4176,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4177,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
4178,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
4179,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
4180,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
4181,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
4182,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
4183,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4184,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
4185,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
4186,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4187,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4188,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
4189,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
4190,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4191,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
4192,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
4193,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
4194,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
4195,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
4196,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
4197,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
4198,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
4199,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
4200,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
4201,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
4202,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4203,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
4204,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
4205,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
4206,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4207,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
4208,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
4209,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4210,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
4211,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
4212,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
4213,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
4214,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
4215,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
4216,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4217,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
4218,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
4219,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
4220,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
4221,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4222,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
4223,Cropland,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
4224,Cropland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Water
4225,Cropland,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
4226,Cropland,NULL,NULL,Water,Non_Wetland,Water,Water,Water
4227,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
4228,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4229,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
4230,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
4231,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4232,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
4233,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4234,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
4235,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
4236,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
4237,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
4238,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4239,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
4240,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
4241,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4242,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
4243,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
4244,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
4245,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
4246,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
4247,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
4248,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
4249,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
4250,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
4251,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4252,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
4253,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
4254,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4255,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4256,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
4257,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
4258,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
4259,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4260,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4261,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4262,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4263,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
4264,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
4265,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
4266,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
4267,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
4268,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
4269,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
4270,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4271,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
4272,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
4273,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4274,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
4275,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
4276,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4277,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4278,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4279,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
4280,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
4281,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4282,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4283,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4284,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4285,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
4286,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4287,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
4288,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
4289,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4290,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
4291,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
4292,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
4293,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4294,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
4295,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
4296,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
4297,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4298,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
4299,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
4300,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4301,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4302,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
