Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LMH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LMH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LMH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LMH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LMH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LMH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LMH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LMH_M_R
1857,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1858,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1859,Wetland,Wetland,Water,NULL,Water,NULL,NULL,NULL
1860,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1861,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Cropland
1862,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1863,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Water
1864,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Forest
1865,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,NULL
1866,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1867,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Cropland
1868,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1869,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1870,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1871,Wetland,Wetland,Water,Water,Water,NULL,NULL,NULL
1872,Wetland,Wetland,Water,Water,Water,NULL,NULL,Grassland
1873,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
1874,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
1875,Wetland,Wetland,Water,Water,Water,NULL,NULL,Forest
1876,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1877,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1878,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1879,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1880,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1881,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1882,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1883,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1884,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1885,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1886,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,NULL
1887,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1888,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1889,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1890,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1891,Wetland,Bareland,Water,Water,Water,NULL,NULL,Water
1892,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1893,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1894,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1895,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1896,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1897,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1898,Wetland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1899,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1900,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1901,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1902,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1903,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1904,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1905,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1906,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1907,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1908,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1909,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1910,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1911,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1912,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1913,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1914,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1915,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1916,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1917,Wetland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1918,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
1919,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1920,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
1921,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1922,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1923,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1924,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1925,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1926,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1927,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1928,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1929,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,NULL
1930,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1931,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1932,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1933,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1934,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1935,Wetland,Water,Water,NULL,Water,NULL,NULL,NULL
1936,Wetland,Water,Water,NULL,Water,NULL,NULL,Grassland
1937,Wetland,Water,Water,NULL,Water,NULL,NULL,Wetland
1938,Wetland,Water,Water,NULL,Water,NULL,NULL,Forest
1939,Wetland,Water,Water,Non_Water,Water,NULL,NULL,NULL
1940,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1941,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1942,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Water
1943,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1944,Wetland,Water,Water,Water,Water,NULL,NULL,NULL
1945,Wetland,Water,Water,Water,Water,NULL,NULL,Grassland
1946,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
1947,Wetland,Water,Water,Water,Water,NULL,NULL,Water
1948,Wetland,Water,Water,Water,Water,NULL,NULL,Forest
1949,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1950,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1951,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1952,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1953,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1954,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1955,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1956,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1957,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1958,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1959,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1960,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1961,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1962,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1963,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1964,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1965,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1966,Wetland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1967,Wetland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1968,Wetland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1969,Wetland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1970,Wetland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1971,Wetland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
1972,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1973,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1974,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1975,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1976,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1977,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1978,Wetland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1979,Wetland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1980,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1981,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1982,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1983,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1984,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1985,Wetland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1986,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1987,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1988,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1989,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1990,Wetland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1991,Wetland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1992,Wetland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1993,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1994,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1995,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
1996,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1997,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1998,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1999,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2000,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2001,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2002,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2003,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
2004,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2005,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
2006,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
2007,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
2008,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
2009,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2010,Wetland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2011,Wetland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2012,Wetland,Forest,Water,NULL,Water,NULL,NULL,NULL
2013,Wetland,Forest,Water,NULL,Water,NULL,NULL,Grassland
2014,Wetland,Forest,Water,NULL,Water,NULL,NULL,Cropland
2015,Wetland,Forest,Water,NULL,Water,NULL,NULL,Wetland
2016,Wetland,Forest,Water,NULL,Water,NULL,NULL,Forest
2017,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,NULL
2018,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
2019,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Cropland
2020,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
2021,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Water
2022,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
2023,Wetland,Forest,Water,Water,Water,NULL,NULL,NULL
2024,Wetland,Forest,Water,Water,Water,NULL,NULL,Grassland
2025,Wetland,Forest,Water,Water,Water,NULL,NULL,Wetland
2026,Wetland,Forest,Water,Water,Water,NULL,NULL,Water
2027,Wetland,Forest,Water,Water,Water,NULL,NULL,Forest
2028,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2029,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2030,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2031,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2032,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2033,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2034,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2035,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2036,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2037,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2038,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2039,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2040,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
2041,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2042,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2043,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2044,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2045,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2046,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2047,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
2048,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2049,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2050,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2051,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2052,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2053,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2054,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2055,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2056,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
2057,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2058,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2059,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2060,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2061,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2062,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2063,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2064,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2065,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2066,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2067,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2068,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2069,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2070,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2071,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2072,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2073,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2074,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2075,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2076,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2077,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2078,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2079,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2080,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2081,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2082,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2083,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2084,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
2085,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2086,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2087,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2088,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2089,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2090,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2091,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2092,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2093,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2094,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2095,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2096,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2097,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2098,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2099,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
2100,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2101,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
2102,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2103,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
2104,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
2105,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
2106,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2107,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2108,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2109,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2110,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2111,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2112,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2113,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
2114,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2115,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
2116,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2117,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
2118,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
2119,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
2120,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2121,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
2122,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2123,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2124,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2125,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2126,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2127,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2128,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2129,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2130,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2131,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
2132,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
2133,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
2134,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2135,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2136,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2137,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2138,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2139,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2140,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2141,Bareland,NULL,Water,NULL,Water,NULL,NULL,NULL
2142,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
2143,Bareland,NULL,Water,NULL,Water,NULL,NULL,Cropland
2144,Bareland,NULL,Water,NULL,Water,NULL,NULL,Wetland
2145,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
2146,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
2147,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
2148,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
2149,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2150,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
2151,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
2152,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
2153,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
2154,Bareland,NULL,Water,Water,Water,NULL,NULL,NULL
2155,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
2156,Bareland,NULL,Water,Water,Water,NULL,NULL,Cropland
2157,Bareland,NULL,Water,Water,Water,NULL,NULL,Wetland
2158,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
2159,Bareland,NULL,Water,Water,Water,NULL,NULL,Forest
2160,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2161,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2162,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2163,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2164,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2165,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2166,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2167,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2168,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2169,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2170,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2171,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2172,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2173,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2174,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2175,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2176,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2177,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
2178,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2179,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2180,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2181,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2182,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2183,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2184,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
2185,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2186,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2187,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2188,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2189,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2190,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2191,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2192,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
2193,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2194,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2195,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
2196,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2197,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2198,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2199,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
