Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LVP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LVP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LVP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LVP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LVP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LVP_M_R
428,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water
429,NULL,Water,Shrubland,Non_Water,Non_Wetland,Forest
430,NULL,Water,Shrubland,Water,Non_Wetland,Grassland
431,NULL,Water,Shrubland,Water,Non_Wetland,Wetland
432,NULL,Water,Shrubland,Water,Non_Wetland,Bareland
433,NULL,Water,Shrubland,Water,Non_Wetland,Water
434,NULL,Water,Shrubland,Water,Non_Wetland,Forest
435,NULL,Water,Grassland,NULL,Non_Wetland,NULL
436,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
437,NULL,Water,Grassland,NULL,Non_Wetland,Wetland
438,NULL,Water,Grassland,NULL,Non_Wetland,Bareland
439,NULL,Water,Grassland,NULL,Non_Wetland,Built-up
440,NULL,Water,Grassland,NULL,Non_Wetland,Water
441,NULL,Water,Grassland,NULL,Non_Wetland,Forest
442,NULL,Water,Grassland,Non_Water,Non_Wetland,Grassland
443,NULL,Water,Grassland,Non_Water,Non_Wetland,Water
444,NULL,Water,Grassland,Non_Water,Non_Wetland,Forest
445,NULL,Water,Grassland,Water,Non_Wetland,Grassland
446,NULL,Water,Grassland,Water,Non_Wetland,Wetland
447,NULL,Water,Grassland,Water,Non_Wetland,Water
448,NULL,Water,Grassland,Water,Non_Wetland,Forest
449,NULL,Water,Cropland,NULL,Non_Wetland,Grassland
450,NULL,Water,Cropland,NULL,Non_Wetland,Cropland
451,NULL,Water,Cropland,NULL,Non_Wetland,Bareland
452,NULL,Water,Cropland,NULL,Non_Wetland,Built-up
453,NULL,Water,Cropland,NULL,Non_Wetland,Water
454,NULL,Water,Cropland,NULL,Non_Wetland,Forest
455,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland
456,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland
457,NULL,Water,Cropland,Non_Water,Non_Wetland,Water
458,NULL,Water,Cropland,Non_Water,Non_Wetland,Forest
459,NULL,Water,Cropland,Water,Non_Wetland,Grassland
460,NULL,Water,Cropland,Water,Non_Wetland,Bareland
461,NULL,Water,Cropland,Water,Non_Wetland,Built-up
462,NULL,Water,Cropland,Water,Non_Wetland,Water
463,NULL,Water,Cropland,Water,Non_Wetland,Forest
464,NULL,Water,Wetland,NULL,Wetland,Grassland
465,NULL,Water,Wetland,NULL,Wetland,Wetland
466,NULL,Water,Wetland,NULL,Wetland,Bareland
467,NULL,Water,Wetland,NULL,Wetland,Built-up
468,NULL,Water,Wetland,NULL,Wetland,Water
469,NULL,Water,Wetland,NULL,Wetland,Forest
470,NULL,Water,Wetland,Non_Water,Wetland,Grassland
471,NULL,Water,Wetland,Non_Water,Wetland,Bareland
472,NULL,Water,Wetland,Non_Water,Wetland,Built-up
473,NULL,Water,Wetland,Non_Water,Wetland,Water
474,NULL,Water,Wetland,Non_Water,Wetland,Forest
475,NULL,Water,Wetland,Water,Wetland,Grassland
476,NULL,Water,Wetland,Water,Wetland,Wetland
477,NULL,Water,Wetland,Water,Wetland,Bareland
478,NULL,Water,Wetland,Water,Wetland,Water
479,NULL,Water,Wetland,Water,Wetland,Forest
480,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
481,NULL,Water,Bareland,NULL,Non_Wetland,Cropland
482,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
483,NULL,Water,Bareland,NULL,Non_Wetland,Water
484,NULL,Water,Bareland,NULL,Non_Wetland,Forest
485,NULL,Water,Bareland,Non_Water,Non_Wetland,Grassland
486,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland
487,NULL,Water,Bareland,Non_Water,Non_Wetland,Water
488,NULL,Water,Bareland,Non_Water,Non_Wetland,Forest
489,NULL,Water,Bareland,Water,Non_Wetland,Grassland
490,NULL,Water,Bareland,Water,Non_Wetland,Bareland
491,NULL,Water,Bareland,Water,Non_Wetland,Water
492,NULL,Water,Bareland,Water,Non_Wetland,Forest
493,NULL,Water,Built-up,NULL,Non_Wetland,Bareland
494,NULL,Water,Built-up,NULL,Non_Wetland,Built-up
495,NULL,Water,Built-up,NULL,Non_Wetland,Water
496,NULL,Water,Built-up,NULL,Non_Wetland,Forest
497,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland
498,NULL,Water,Built-up,Non_Water,Non_Wetland,Water
499,NULL,Water,Built-up,Water,Non_Wetland,Water
500,NULL,Water,Water,NULL,Water,Grassland
501,NULL,Water,Water,NULL,Water,Wetland
502,NULL,Water,Water,NULL,Water,Bareland
503,NULL,Water,Water,NULL,Water,Built-up
504,NULL,Water,Water,NULL,Water,Water
505,NULL,Water,Water,NULL,Water,Forest
506,NULL,Water,Water,Non_Water,Water,Grassland
507,NULL,Water,Water,Non_Water,Water,Wetland
508,NULL,Water,Water,Non_Water,Water,Bareland
509,NULL,Water,Water,Non_Water,Water,Water
510,NULL,Water,Water,Non_Water,Water,Forest
511,NULL,Water,Water,Water,Water,Grassland
512,NULL,Water,Water,Water,Water,Wetland
513,NULL,Water,Water,Water,Water,Bareland
514,NULL,Water,Water,Water,Water,Built-up
515,NULL,Water,Water,Water,Water,Water
516,NULL,Water,Water,Water,Water,Forest
517,NULL,Water,Forest,NULL,Non_Wetland,Grassland
518,NULL,Water,Forest,NULL,Non_Wetland,Wetland
519,NULL,Water,Forest,NULL,Non_Wetland,Bareland
520,NULL,Water,Forest,NULL,Non_Wetland,Built-up
521,NULL,Water,Forest,NULL,Non_Wetland,Water
522,NULL,Water,Forest,NULL,Non_Wetland,Forest
523,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland
524,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland
525,NULL,Water,Forest,Non_Water,Non_Wetland,Built-up
526,NULL,Water,Forest,Non_Water,Non_Wetland,Water
527,NULL,Water,Forest,Non_Water,Non_Wetland,Forest
528,NULL,Water,Forest,Water,Non_Wetland,Grassland
529,NULL,Water,Forest,Water,Non_Wetland,Wetland
530,NULL,Water,Forest,Water,Non_Wetland,Bareland
531,NULL,Water,Forest,Water,Non_Wetland,Water
532,NULL,Water,Forest,Water,Non_Wetland,Forest
533,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
534,NULL,Forest,NULL,NULL,Non_Wetland,Built-up
535,NULL,Forest,NULL,NULL,Non_Wetland,Forest
536,NULL,Forest,NULL,Non_Water,Non_Wetland,Bareland
537,NULL,Forest,NULL,Non_Water,Non_Wetland,Forest
538,NULL,Forest,NULL,Water,Non_Wetland,Forest
539,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
540,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
541,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
542,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland
543,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up
544,NULL,Forest,Shrubland,NULL,Non_Wetland,Water
545,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
546,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
547,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
548,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Built-up
549,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Forest
550,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland
551,NULL,Forest,Shrubland,Water,Non_Wetland,Forest
552,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
553,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
554,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland
555,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
556,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up
557,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
558,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland
559,NULL,Forest,Grassland,Non_Water,Non_Wetland,Forest
560,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
561,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
562,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland
563,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up
564,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
565,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland
566,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland
567,NULL,Forest,Cropland,Non_Water,Non_Wetland,Built-up
568,NULL,Forest,Cropland,Non_Water,Non_Wetland,Forest
569,NULL,Forest,Cropland,Water,Non_Wetland,Grassland
570,NULL,Forest,Cropland,Water,Non_Wetland,Bareland
571,NULL,Forest,Wetland,NULL,Wetland,Water
572,NULL,Forest,Wetland,NULL,Wetland,Forest
573,NULL,Forest,Wetland,Non_Water,Wetland,Bareland
574,NULL,Forest,Wetland,Non_Water,Wetland,Forest
575,NULL,Forest,Wetland,Water,Wetland,Grassland
576,NULL,Forest,Wetland,Water,Wetland,Bareland
577,NULL,Forest,Wetland,Water,Wetland,Water
578,NULL,Forest,Wetland,Water,Wetland,Forest
579,NULL,Forest,Bareland,NULL,Non_Wetland,NULL
580,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
581,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland
582,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
583,NULL,Forest,Bareland,Non_Water,Non_Wetland,Grassland
584,NULL,Forest,Bareland,Non_Water,Non_Wetland,Forest
585,NULL,Forest,Bareland,Water,Non_Wetland,Grassland
586,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
587,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland
588,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up
589,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
590,NULL,Forest,Water,NULL,Water,Forest
591,NULL,Forest,Water,Non_Water,Water,Forest
592,NULL,Forest,Water,Water,Water,Forest
593,NULL,Forest,Forest,NULL,Non_Wetland,NULL
594,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
595,NULL,Forest,Forest,NULL,Non_Wetland,Cropland
596,NULL,Forest,Forest,NULL,Non_Wetland,Bareland
597,NULL,Forest,Forest,NULL,Non_Wetland,Built-up
598,NULL,Forest,Forest,NULL,Non_Wetland,Water
599,NULL,Forest,Forest,NULL,Non_Wetland,Forest
600,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland
601,NULL,Forest,Forest,Non_Water,Non_Wetland,Bareland
602,NULL,Forest,Forest,Non_Water,Non_Wetland,Built-up
603,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest
604,NULL,Forest,Forest,Water,Non_Wetland,Grassland
605,NULL,Forest,Forest,Water,Non_Wetland,Water
606,NULL,Forest,Forest,Water,Non_Wetland,Forest
607,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland
608,Grassland,NULL,NULL,NULL,Non_Wetland,Forest
609,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland
610,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
611,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
612,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
613,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland
614,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland
615,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up
616,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water
617,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
618,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
619,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
620,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland
621,Grassland,NULL,Shrubland,Water,Non_Wetland,Forest
622,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL
623,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
624,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland
625,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland
626,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland
627,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up
628,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest
629,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
630,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest
631,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland
632,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
633,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
634,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
635,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland
636,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
637,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
638,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
639,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest
640,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland
641,Grassland,NULL,Cropland,Water,Non_Wetland,Forest
642,Grassland,NULL,Wetland,NULL,Wetland,Grassland
643,Grassland,NULL,Wetland,NULL,Wetland,Forest
644,Grassland,NULL,Wetland,Non_Water,Wetland,Forest
645,Grassland,NULL,Wetland,Water,Wetland,Grassland
646,Grassland,NULL,Wetland,Water,Wetland,Forest
647,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL
648,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
649,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland
650,Grassland,NULL,Bareland,NULL,Non_Wetland,Built-up
651,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest
652,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
653,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Forest
654,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland
655,Grassland,NULL,Bareland,Water,Non_Wetland,Forest
656,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland
657,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland
658,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up
659,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest
660,Grassland,NULL,Water,NULL,Water,Grassland
661,Grassland,NULL,Water,NULL,Water,Wetland
662,Grassland,NULL,Water,NULL,Water,Forest
663,Grassland,NULL,Water,Non_Water,Water,Grassland
664,Grassland,NULL,Water,Non_Water,Water,Forest
665,Grassland,NULL,Water,Water,Water,Grassland
666,Grassland,NULL,Water,Water,Water,Forest
667,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
668,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
669,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
670,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland
671,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland
672,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up
673,Grassland,NULL,Forest,NULL,Non_Wetland,Water
674,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
675,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
676,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest
677,Grassland,NULL,Forest,Water,Non_Wetland,Grassland
678,Grassland,NULL,Forest,Water,Non_Wetland,Forest
679,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland
680,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland
681,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest
682,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Forest
683,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
684,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
685,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
686,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
687,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
688,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
689,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
690,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest
691,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
692,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
693,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
694,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
695,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
696,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
697,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
698,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland
699,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
700,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland
701,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
702,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
703,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
704,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland
705,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up
706,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
707,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
708,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
709,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Forest
710,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland
711,Grassland,Cropland,Forest,Water,Non_Wetland,Forest
712,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
713,Grassland,Wetland,Water,NULL,Water,Wetland
714,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland
715,Grassland,Wetland,Forest,NULL,Non_Wetland,Cropland
716,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland
717,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest
718,Grassland,Bareland,Grassland,NULL,Non_Wetland,Grassland
719,Grassland,Bareland,Cropland,NULL,Non_Wetland,Forest
720,Grassland,Bareland,Wetland,Water,Wetland,Bareland
721,Grassland,Bareland,Bareland,Water,Non_Wetland,Grassland
722,Grassland,Bareland,Forest,NULL,Non_Wetland,Forest
723,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL
724,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
725,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
726,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Forest
727,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL
728,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland
729,Grassland,Built-up,Grassland,NULL,Non_Wetland,Cropland
730,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland
731,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up
732,Grassland,Built-up,Grassland,NULL,Non_Wetland,Forest
733,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
734,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland
735,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up
736,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest
737,Grassland,Built-up,Bareland,NULL,Non_Wetland,Grassland
738,Grassland,Built-up,Bareland,NULL,Non_Wetland,Bareland
739,Grassland,Built-up,Bareland,NULL,Non_Wetland,Forest
740,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland
741,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland
742,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up
743,Grassland,Built-up,Built-up,NULL,Non_Wetland,Forest
744,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL
745,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
746,Grassland,Built-up,Forest,NULL,Non_Wetland,Cropland
747,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland
748,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up
749,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
750,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
751,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland
752,Grassland,Water,Shrubland,NULL,Non_Wetland,Built-up
753,Grassland,Water,Shrubland,NULL,Non_Wetland,Water
754,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest
755,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland
756,Grassland,Water,Shrubland,Water,Non_Wetland,Bareland
757,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland
758,Grassland,Water,Grassland,NULL,Non_Wetland,Built-up
759,Grassland,Water,Grassland,NULL,Non_Wetland,Forest
760,Grassland,Water,Grassland,Water,Non_Wetland,Grassland
761,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland
762,Grassland,Water,Cropland,NULL,Non_Wetland,Forest
763,Grassland,Water,Wetland,NULL,Wetland,Forest
764,Grassland,Water,Wetland,Non_Water,Wetland,Grassland
765,Grassland,Water,Wetland,Water,Wetland,Grassland
766,Grassland,Water,Wetland,Water,Wetland,Bareland
767,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland
768,Grassland,Water,Bareland,NULL,Non_Wetland,Forest
769,Grassland,Water,Water,NULL,Water,Grassland
770,Grassland,Water,Water,Water,Water,Grassland
771,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
772,Grassland,Water,Forest,NULL,Non_Wetland,Cropland
773,Grassland,Water,Forest,NULL,Non_Wetland,Wetland
774,Grassland,Water,Forest,NULL,Non_Wetland,Bareland
775,Grassland,Water,Forest,NULL,Non_Wetland,Forest
776,Grassland,Water,Forest,Water,Non_Wetland,Grassland
777,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
778,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
779,Grassland,Forest,NULL,Non_Water,Non_Wetland,Forest
780,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
781,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
782,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
783,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
784,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
785,Grassland,Forest,Shrubland,Water,Non_Wetland,Grassland
786,Grassland,Forest,Shrubland,Water,Non_Wetland,Forest
787,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
788,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
789,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland
790,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland
791,Grassland,Forest,Grassland,NULL,Non_Wetland,Built-up
792,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
793,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
794,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland
795,Grassland,Forest,Cropland,NULL,Non_Wetland,Built-up
796,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
797,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
798,Grassland,Forest,Wetland,NULL,Wetland,Grassland
799,Grassland,Forest,Wetland,NULL,Wetland,Forest
800,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland
801,Grassland,Forest,Bareland,NULL,Non_Wetland,Bareland
802,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland
803,Grassland,Forest,Built-up,NULL,Non_Wetland,Forest
804,Grassland,Forest,Water,NULL,Water,Water
805,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
806,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
807,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
808,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland
809,Grassland,Forest,Forest,NULL,Non_Wetland,Built-up
810,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
811,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
812,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
813,Grassland,Forest,Forest,Water,Non_Wetland,Forest
814,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
815,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
816,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
817,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland
818,Cropland,NULL,NULL,Non_Water,Non_Wetland,Bareland
819,Cropland,NULL,NULL,Non_Water,Non_Wetland,Water
820,Cropland,NULL,NULL,Non_Water,Non_Wetland,Forest
821,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
822,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
823,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
824,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
825,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water
826,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
827,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
828,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
829,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water
830,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
831,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
832,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
833,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
834,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
835,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
836,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
837,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
838,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
839,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
840,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Water
841,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Forest
842,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
843,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
844,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
845,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
846,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
847,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
848,Cropland,NULL,Cropland,NULL,Non_Wetland,Water
849,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
850,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
851,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
852,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
853,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water
854,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
855,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
856,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland
857,Cropland,NULL,Wetland,NULL,Wetland,Grassland
858,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland
859,Cropland,NULL,Wetland,Non_Water,Wetland,Bareland
860,Cropland,NULL,Wetland,Non_Water,Wetland,Water
861,Cropland,NULL,Wetland,Non_Water,Wetland,Forest
862,Cropland,NULL,Wetland,Water,Wetland,Bareland
863,Cropland,NULL,Wetland,Water,Wetland,Water
864,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
865,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
