Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KNT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KNT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KNT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KNT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KNT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KNT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KNT_M_R
10541,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
10542,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Cropland
10543,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
10544,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
10545,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
10546,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
10547,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
10548,Wetland,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
10549,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
10550,Wetland,Water,Wetland,Water,Wetland,NULL,Water,Cropland
10551,Wetland,Water,Wetland,Water,Wetland,NULL,Water,Wetland
10552,Wetland,Water,Wetland,Water,Wetland,NULL,Water,Water
10553,Wetland,Water,Wetland,Water,Wetland,NULL,Water,Forest
10554,Wetland,Water,Wetland,Water,Wetland,NULL,Forest,Forest
10555,Wetland,Water,Wetland,Water,Wetland,Wetland,NULL,Wetland
10556,Wetland,Water,Wetland,Water,Wetland,Wetland,NULL,Water
10557,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
10558,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Water
10559,Wetland,Water,Wetland,Water,Wetland,Water,NULL,Wetland
10560,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
10561,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
10562,Wetland,Water,Wetland,Water,Wetland,Water,Water,Forest
10563,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
10564,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
10565,Wetland,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
10566,Wetland,Water,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
10567,Wetland,Water,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
10568,Wetland,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
10569,Wetland,Water,Built-up,Non_Water,Non_Wetland,Water,Forest,Forest
10570,Wetland,Water,Water,NULL,Water,Wetland,Water,Wetland
10571,Wetland,Water,Water,NULL,Water,Water,Water,Water
10572,Wetland,Water,Water,Non_Water,Water,NULL,Water,Water
10573,Wetland,Water,Water,Non_Water,Water,Water,Water,Water
10574,Wetland,Water,Water,Water,Water,NULL,Water,Wetland
10575,Wetland,Water,Water,Water,Water,NULL,Water,Water
10576,Wetland,Water,Water,Water,Water,NULL,Water,Forest
10577,Wetland,Water,Water,Water,Water,NULL,Forest,Wetland
10578,Wetland,Water,Water,Water,Water,Wetland,Water,Wetland
10579,Wetland,Water,Water,Water,Water,Wetland,Water,Water
10580,Wetland,Water,Water,Water,Water,Water,NULL,Water
10581,Wetland,Water,Water,Water,Water,Water,Water,Wetland
10582,Wetland,Water,Water,Water,Water,Water,Water,Water
10583,Wetland,Water,Water,Water,Water,Water,Forest,Forest
10584,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
10585,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
10586,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
10587,Wetland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
10588,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
10589,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
10590,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
10591,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
10592,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
10593,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
10594,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
10595,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
10596,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
10597,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
10598,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
10599,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
10600,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
10601,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
10602,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
10603,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
10604,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
10605,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
10606,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Bareland
10607,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
10608,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
10609,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
10610,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
10611,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
10612,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
10613,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
10614,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
10615,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
10616,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
10617,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
10618,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
10619,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
10620,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
10621,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
10622,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
10623,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
10624,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
10625,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
10626,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Bareland
10627,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
10628,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
10629,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
10630,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
10631,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
10632,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
10633,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
10634,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
10635,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
10636,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Cropland
10637,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
10638,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
10639,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
10640,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
10641,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
10642,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
10643,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
10644,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
10645,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
10646,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
10647,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
10648,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
10649,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
10650,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
10651,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
10652,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
10653,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
10654,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
10655,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Wetland
10656,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
10657,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
10658,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
10659,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
10660,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
10661,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
10662,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
10663,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
10664,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
10665,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
10666,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
10667,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
10668,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
10669,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
10670,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Bareland
10671,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Built-up
10672,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
10673,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
10674,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
10675,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
10676,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
10677,Bareland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
10678,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
10679,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
10680,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
10681,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
10682,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
10683,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
10684,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
10685,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
10686,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
10687,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Cropland
10688,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Bareland
10689,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
10690,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
10691,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
10692,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Bareland
10693,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
10694,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
10695,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
10696,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Wetland
10697,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Wetland
10698,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
10699,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
10700,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,NULL
10701,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
10702,Bareland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
10703,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
10704,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,NULL
10705,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
10706,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
10707,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
10708,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
10709,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
10710,Bareland,NULL,NULL,Water,Non_Wetland,NULL,Water,Bareland
10711,Bareland,NULL,NULL,Water,Non_Wetland,NULL,Water,Water
10712,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
10713,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Cropland
10714,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
10715,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Water
10716,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Built-up,Water
10717,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
10718,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Water,Water
10719,Bareland,NULL,NULL,Water,Non_Wetland,Water,NULL,Wetland
10720,Bareland,NULL,NULL,Water,Non_Wetland,Water,Water,Water
10721,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
10722,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
10723,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
10724,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
10725,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
10726,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
10727,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
10728,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
10729,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
10730,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
10731,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
10732,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
10733,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
10734,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
10735,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
10736,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
10737,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
10738,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
10739,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
10740,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
10741,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
10742,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
10743,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
10744,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
10745,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
10746,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
10747,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
10748,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
10749,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10750,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
10751,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
10752,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
10753,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
10754,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
10755,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
10756,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
10757,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
10758,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10759,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
10760,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10761,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
10762,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
10763,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
10764,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
10765,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
10766,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
10767,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
10768,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
10769,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
10770,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
10771,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
10772,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
10773,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
10774,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
10775,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
10776,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
10777,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
10778,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
10779,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
10780,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
10781,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
10782,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
10783,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
10784,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
10785,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
10786,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
10787,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
10788,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
10789,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
10790,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
10791,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
10792,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
10793,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
10794,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
10795,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
10796,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
10797,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
10798,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
10799,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10800,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
10801,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
10802,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
10803,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
10804,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
10805,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
10806,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
10807,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
10808,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
10809,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
10810,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
10811,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
10812,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
10813,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
10814,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
10815,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
10816,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
10817,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
10818,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
10819,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
10820,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
10821,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
10822,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
10823,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
10824,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
10825,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
10826,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
10827,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
10828,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
10829,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
10830,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
10831,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
10832,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
10833,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
10834,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
10835,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
10836,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
10837,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
10838,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
10839,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
10840,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
10841,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
10842,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
10843,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
10844,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
10845,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
10846,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
10847,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
10848,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
10849,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
10850,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Cropland
10851,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Bareland
10852,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Built-up
10853,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
10854,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
10855,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
10856,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
10857,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
10858,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,NULL
10859,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
10860,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
10861,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
10862,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10863,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
10864,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
10865,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
