Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LNF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LNF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LNF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LNF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LNF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LNF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LNF_M_R
8493,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
8494,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
8495,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
8496,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
8497,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
8498,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
8499,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8500,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
8501,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8502,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
8503,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8504,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
8505,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8506,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
8507,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
8508,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
8509,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8510,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
8511,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Wetland
8512,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8513,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
8514,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
8515,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
8516,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
8517,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
8518,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8519,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
8520,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
8521,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
8522,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
8523,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
8524,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
8525,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
8526,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Water
8527,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
8528,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
8529,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8530,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
8531,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
8532,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
8533,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
8534,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
8535,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
8536,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8537,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
8538,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8539,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
8540,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
8541,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Water,Grassland
8542,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
8543,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
8544,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
8545,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
8546,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
8547,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
8548,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Cropland
8549,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Grassland
8550,Bareland,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Bareland
8551,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
8552,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Bareland
8553,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
8554,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
8555,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
8556,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
8557,Bareland,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
8558,Bareland,NULL,Wetland,Non_Water,Wetland,Shrubland,Bareland,Grassland
8559,Bareland,NULL,Wetland,Non_Water,Wetland,Shrubland,Bareland,Wetland
8560,Bareland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
8561,Bareland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
8562,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
8563,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
8564,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Wetland
8565,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Bareland
8566,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
8567,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
8568,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
8569,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Wetland
8570,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
8571,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
8572,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
8573,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
8574,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
8575,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Bareland
8576,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Water
8577,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
8578,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
8579,Bareland,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
8580,Bareland,NULL,Wetland,Water,Wetland,Shrubland,Bareland,Wetland
8581,Bareland,NULL,Wetland,Water,Wetland,Shrubland,Water,NULL
8582,Bareland,NULL,Wetland,Water,Wetland,Wetland,Bareland,Grassland
8583,Bareland,NULL,Wetland,Water,Wetland,Wetland,Bareland,Wetland
8584,Bareland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
8585,Bareland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
8586,Bareland,NULL,Wetland,Water,Wetland,Wetland,Water,Bareland
8587,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
8588,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Wetland
8589,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
8590,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
8591,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
8592,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
8593,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
8594,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
8595,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
8596,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
8597,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Bareland
8598,Bareland,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,NULL
8599,Bareland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Water,NULL
8600,Bareland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Water,Water
8601,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
8602,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8603,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Water
8604,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
8605,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8606,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8607,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8608,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8609,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8610,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
8611,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Water,Water
8612,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
8613,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland,Water,Grassland
8614,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
8615,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
8616,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
8617,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
8618,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
8619,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Bareland
8620,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
8621,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
8622,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
8623,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
8624,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
8625,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
8626,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,NULL
8627,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
8628,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8629,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
8630,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
8631,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Bareland
8632,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
8633,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Water,Bareland
8634,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Forest,NULL
8635,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
8636,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
8637,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
8638,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
8639,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
8640,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
8641,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
8642,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
8643,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
8644,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
8645,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
8646,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8647,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
8648,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
8649,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
8650,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
8651,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
8652,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
8653,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
8654,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
8655,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
8656,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
8657,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
8658,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
8659,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
8660,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
8661,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
8662,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
8663,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Shrubland,Grassland
8664,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,NULL
8665,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Water,Bareland
8666,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
8667,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Bareland
8668,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
8669,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
8670,Bareland,NULL,Water,NULL,Water,Grassland,Grassland,Water
8671,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
8672,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
8673,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
8674,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
8675,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
8676,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8677,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
8678,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
8679,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
8680,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
8681,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
8682,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
8683,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
8684,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
8685,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
8686,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
8687,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
8688,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
8689,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
8690,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
8691,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
8692,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
8693,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
8694,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
8695,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
8696,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
8697,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8698,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8699,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
8700,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
8701,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
8702,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
8703,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8704,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
8705,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8706,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
8707,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
8708,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
8709,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
8710,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
8711,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
8712,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
8713,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
8714,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
8715,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
8716,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Water
8717,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
8718,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
8719,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8720,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8721,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
8722,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
8723,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8724,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
8725,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
8726,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
8727,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
8728,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
8729,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
8730,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
8731,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
8732,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
8733,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
8734,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
8735,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
8736,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
8737,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
8738,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
8739,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
8740,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
8741,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8742,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8743,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
8744,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
8745,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
8746,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
8747,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
8748,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
8749,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
8750,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
8751,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
8752,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
8753,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
8754,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
8755,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
8756,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
8757,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
8758,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
8759,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
8760,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8761,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
8762,Bareland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
8763,Bareland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
8764,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
8765,Bareland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
8766,Bareland,NULL,Forest,Water,Non_Wetland,Bareland,Water,Wetland
8767,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
8768,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
8769,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
8770,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
8771,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
8772,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
8773,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
8774,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
8775,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
8776,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
8777,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
8778,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
8779,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
8780,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
8781,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
8782,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
8783,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
8784,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
8785,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
8786,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
8787,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
8788,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
8789,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
8790,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
8791,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
8792,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
8793,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
8794,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8795,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8796,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
8797,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8798,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
8799,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
8800,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
8801,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
8802,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
8803,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
8804,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
8805,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
8806,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
8807,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
8808,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8809,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8810,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
8811,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
8812,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
8813,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
