Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LMH_M_R
5780,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
5781,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
5782,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Built-up
5783,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Cropland
5784,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
5785,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
5786,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
5787,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
5788,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
5789,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5790,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5791,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5792,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5793,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5794,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5795,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
5796,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5797,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
5798,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5799,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
5800,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
5801,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5802,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5803,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
5804,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
5805,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5806,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
5807,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
5808,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
5809,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
5810,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Built-up
5811,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
5812,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5813,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5814,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Bareland
5815,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
5816,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
5817,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
5818,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
5819,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Bareland
5820,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
5821,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
5822,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
5823,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
5824,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5825,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5826,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
5827,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5828,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
5829,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
5830,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
5831,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
5832,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5833,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
5834,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5835,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
5836,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
5837,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
5838,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
5839,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5840,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
5841,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
5842,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
5843,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5844,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
5845,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
5846,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
5847,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
5848,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
5849,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
5850,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
5851,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
5852,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
5853,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
5854,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
5855,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
5856,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5857,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
5858,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
5859,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
5860,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5861,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5862,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5863,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
5864,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
5865,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5866,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5867,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5868,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
5869,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
5870,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5871,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
5872,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
5873,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
5874,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5875,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
5876,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
5877,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
5878,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5879,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5880,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5881,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
5882,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
5883,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
5884,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5885,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5886,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5887,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5888,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5889,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
5890,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5891,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5892,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
5893,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
5894,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
5895,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
5896,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
5897,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
5898,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5899,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5900,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
5901,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Built-up
5902,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
5903,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
5904,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5905,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5906,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
5907,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Built-up
5908,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,NULL
5909,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
5910,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
5911,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
5912,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Built-up
5913,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
5914,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
5915,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
5916,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
5917,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
5918,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
5919,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
5920,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5921,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5922,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5923,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5924,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5925,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5926,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
5927,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
5928,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
5929,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
5930,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5931,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
5932,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
5933,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
5934,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5935,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
5936,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5937,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
5938,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
5939,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
5940,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
5941,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5942,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
5943,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
5944,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
5945,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
5946,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
5947,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
5948,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
5949,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
5950,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
5951,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
5952,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
5953,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
5954,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
5955,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5956,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
5957,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
5958,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5959,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5960,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5961,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
5962,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5963,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5964,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5965,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5966,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5967,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5968,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
5969,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
5970,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5971,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5972,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
5973,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5974,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5975,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5976,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
5977,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
5978,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5979,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5980,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5981,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5982,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5983,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
5984,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5985,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
5986,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
5987,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
5988,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
5989,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
5990,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
5991,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
5992,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
5993,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
5994,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5995,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5996,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
5997,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
5998,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
5999,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6000,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6001,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
6002,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
6003,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,NULL
6004,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
6005,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
6006,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
6007,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Built-up
6008,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
6009,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
6010,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6011,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
6012,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
6013,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
6014,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
6015,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6016,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6017,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6018,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6019,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
6020,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6021,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
6022,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6023,Bareland,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
6024,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
6025,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
6026,Bareland,Cropland,Cropland,Water,Non_Wetland,Cropland,NULL,Cropland
6027,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
6028,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
6029,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
6030,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6031,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
6032,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
6033,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,Bareland,Cropland
6034,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,Bareland,Bareland
6035,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,Bareland,Built-up
6036,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
6037,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
6038,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Bareland
6039,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland,Bareland,Grassland
6040,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland,Bareland,Bareland
6041,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
6042,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6043,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6044,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6045,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
6046,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
6047,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
6048,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
6049,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
6050,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
6051,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
6052,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Bareland
6053,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
6054,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
6055,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
6056,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
6057,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
6058,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
6059,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
6060,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
6061,Bareland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6062,Bareland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6063,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
6064,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
6065,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6066,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,NULL
6067,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
6068,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
6069,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
6070,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6071,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Shrubland,Bareland
6072,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
6073,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Built-up
6074,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
6075,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
6076,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
6077,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
6078,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
6079,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
6080,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
6081,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
6082,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
6083,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Built-up
6084,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Water
6085,Bareland,Cropland,Water,NULL,Water,NULL,Shrubland,Grassland
6086,Bareland,Cropland,Water,NULL,Water,NULL,Shrubland,Bareland
6087,Bareland,Cropland,Water,NULL,Water,NULL,Grassland,Bareland
