Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NCJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NCJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NCJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NCJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NCJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NCJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NCJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NCJ_M_R
815,Wetland,Wetland,Water,NULL,Water,Wetland,NULL,Forest
816,Wetland,Wetland,Water,NULL,Water,Water,NULL,Water
817,Wetland,Wetland,Water,Water,Water,NULL,NULL,Bareland
818,Wetland,Wetland,Water,Water,Water,Wetland,NULL,Water
819,Wetland,Wetland,Water,Water,Water,Wetland,NULL,Forest
820,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Forest
821,Wetland,Wetland,Water,Water,Water,Wetland,Water,Bareland
822,Wetland,Wetland,Water,Water,Water,Wetland,Water,Water
823,Wetland,Wetland,Water,Water,Water,Water,NULL,Water
824,Wetland,Wetland,Water,Water,Water,Water,NULL,Forest
825,Wetland,Wetland,Water,Water,Water,Water,Water,Bareland
826,Wetland,Wetland,Water,Water,Water,Water,Water,Water
827,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
828,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
829,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
830,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Water
831,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
832,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
833,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
834,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
835,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
836,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
837,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
838,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
839,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Water
840,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
841,Wetland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
842,Wetland,Water,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
843,Wetland,Water,Shrubland,Water,Non_Wetland,Water,NULL,Bareland
844,Wetland,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
845,Wetland,Water,Shrubland,Water,Non_Wetland,Water,NULL,Forest
846,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
847,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
848,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
849,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
850,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
851,Wetland,Water,Wetland,NULL,Wetland,Wetland,NULL,Grassland
852,Wetland,Water,Wetland,NULL,Wetland,Wetland,NULL,Wetland
853,Wetland,Water,Wetland,NULL,Wetland,Wetland,NULL,Bareland
854,Wetland,Water,Wetland,NULL,Wetland,Wetland,NULL,Water
855,Wetland,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
856,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
857,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Water
858,Wetland,Water,Wetland,NULL,Wetland,Bareland,NULL,Water
859,Wetland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
860,Wetland,Water,Wetland,NULL,Wetland,Water,NULL,Water
861,Wetland,Water,Wetland,NULL,Wetland,Water,NULL,Forest
862,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
863,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
864,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Water
865,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
866,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
867,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
868,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
869,Wetland,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
870,Wetland,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
871,Wetland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
872,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
873,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
874,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
875,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
876,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
877,Wetland,Water,Wetland,Water,Wetland,Wetland,NULL,Grassland
878,Wetland,Water,Wetland,Water,Wetland,Wetland,NULL,Wetland
879,Wetland,Water,Wetland,Water,Wetland,Wetland,NULL,Bareland
880,Wetland,Water,Wetland,Water,Wetland,Wetland,NULL,Water
881,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
882,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
883,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Water
884,Wetland,Water,Wetland,Water,Wetland,Water,NULL,Bareland
885,Wetland,Water,Wetland,Water,Wetland,Water,NULL,Water
886,Wetland,Water,Wetland,Water,Wetland,Water,Water,Bareland
887,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
888,Wetland,Water,Water,NULL,Water,NULL,NULL,Grassland
889,Wetland,Water,Water,NULL,Water,NULL,NULL,Bareland
890,Wetland,Water,Water,NULL,Water,NULL,NULL,Water
891,Wetland,Water,Water,NULL,Water,NULL,NULL,Forest
892,Wetland,Water,Water,NULL,Water,Wetland,NULL,Water
893,Wetland,Water,Water,NULL,Water,Wetland,NULL,Forest
894,Wetland,Water,Water,NULL,Water,Wetland,Water,Water
895,Wetland,Water,Water,NULL,Water,Water,NULL,Water
896,Wetland,Water,Water,NULL,Water,Water,NULL,Forest
897,Wetland,Water,Water,NULL,Water,Water,Water,Water
898,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
899,Wetland,Water,Water,Non_Water,Water,Wetland,NULL,Water
900,Wetland,Water,Water,Non_Water,Water,Wetland,Water,Bareland
901,Wetland,Water,Water,Non_Water,Water,Wetland,Water,Water
902,Wetland,Water,Water,Non_Water,Water,Water,NULL,Water
903,Wetland,Water,Water,Non_Water,Water,Water,Water,Bareland
904,Wetland,Water,Water,Non_Water,Water,Water,Water,Water
905,Wetland,Water,Water,Water,Water,NULL,NULL,Grassland
906,Wetland,Water,Water,Water,Water,NULL,NULL,Bareland
907,Wetland,Water,Water,Water,Water,NULL,NULL,Water
908,Wetland,Water,Water,Water,Water,NULL,NULL,Forest
909,Wetland,Water,Water,Water,Water,NULL,Wetland,Forest
910,Wetland,Water,Water,Water,Water,NULL,Water,Forest
911,Wetland,Water,Water,Water,Water,Wetland,NULL,Wetland
912,Wetland,Water,Water,Water,Water,Wetland,NULL,Water
913,Wetland,Water,Water,Water,Water,Wetland,NULL,Forest
914,Wetland,Water,Water,Water,Water,Wetland,Water,Water
915,Wetland,Water,Water,Water,Water,Bareland,Water,Grassland
916,Wetland,Water,Water,Water,Water,Bareland,Water,Water
917,Wetland,Water,Water,Water,Water,Water,NULL,Wetland
918,Wetland,Water,Water,Water,Water,Water,NULL,Bareland
919,Wetland,Water,Water,Water,Water,Water,NULL,Water
920,Wetland,Water,Water,Water,Water,Water,NULL,Forest
921,Wetland,Water,Water,Water,Water,Water,Water,Wetland
922,Wetland,Water,Water,Water,Water,Water,Water,Bareland
923,Wetland,Water,Water,Water,Water,Water,Water,Water
924,Wetland,Water,Water,Water,Water,Water,Water,Forest
925,Wetland,Water,Water,Water,Water,Forest,NULL,Water
926,Wetland,Water,Water,Water,Water,Forest,NULL,Forest
927,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
928,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
929,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
930,Wetland,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
931,Wetland,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
932,Wetland,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
933,Wetland,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
934,Wetland,Water,Forest,Water,Non_Wetland,Forest,NULL,Forest
935,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
936,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
937,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
938,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
939,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
940,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
941,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
942,Wetland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
943,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
944,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
945,Bareland,Wetland,Water,Water,Water,Forest,NULL,Forest
946,Bareland,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
947,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
948,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
949,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
950,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
951,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
952,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
953,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
954,Bareland,Water,Wetland,NULL,Wetland,Water,NULL,Water
955,Bareland,Water,Wetland,NULL,Wetland,Water,NULL,Forest
956,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
957,Bareland,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Water
958,Bareland,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
959,Bareland,Water,Wetland,Water,Wetland,Bareland,NULL,Water
960,Bareland,Water,Wetland,Water,Wetland,Water,NULL,Water
961,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
962,Bareland,Water,Water,NULL,Water,NULL,Water,Water
963,Bareland,Water,Water,NULL,Water,Wetland,Water,Water
964,Bareland,Water,Water,NULL,Water,Water,NULL,Water
965,Bareland,Water,Water,NULL,Water,Water,NULL,Forest
966,Bareland,Water,Water,Non_Water,Water,Water,NULL,Water
967,Bareland,Water,Water,Non_Water,Water,Water,Water,Water
968,Bareland,Water,Water,Water,Water,Wetland,Water,Water
969,Bareland,Water,Water,Water,Water,Bareland,NULL,Water
970,Bareland,Water,Water,Water,Water,Bareland,Water,Water
971,Bareland,Water,Water,Water,Water,Water,NULL,Water
972,Bareland,Water,Water,Water,Water,Water,NULL,Forest
973,Bareland,Water,Water,Water,Water,Water,Wetland,Water
974,Bareland,Water,Water,Water,Water,Water,Wetland,Forest
975,Bareland,Water,Water,Water,Water,Water,Water,Water
976,Bareland,Water,Water,Water,Water,Water,Water,Forest
977,Bareland,Water,Water,Water,Water,Forest,NULL,Water
978,Bareland,Water,Water,Water,Water,Forest,NULL,Forest
979,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
980,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
981,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
982,Bareland,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Water
983,Bareland,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
984,Bareland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
985,Bareland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
986,Bareland,Water,Forest,NULL,Non_Wetland,Water,Water,Water
987,Bareland,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
988,Bareland,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
989,Bareland,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
990,Bareland,Water,Forest,Water,Non_Wetland,Water,NULL,Water
991,Bareland,Water,Forest,Water,Non_Wetland,Water,NULL,Forest
992,Bareland,Water,Forest,Water,Non_Wetland,Forest,NULL,Water
993,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
994,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
995,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
996,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
997,Bareland,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
998,Bareland,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
999,Bareland,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
1000,Bareland,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1001,Bareland,Forest,Water,NULL,Water,NULL,Water,Forest
1002,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1003,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1004,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
1005,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1006,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1007,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1008,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1009,Bareland,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1010,Bareland,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1011,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1012,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1013,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
1014,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1015,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1016,Bareland,Forest,Forest,Water,Non_Wetland,Forest,NULL,Forest
1017,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1018,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1019,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1020,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
1021,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1022,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
1023,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1024,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1025,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1026,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1027,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1028,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1029,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1030,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1031,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1032,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
1033,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1034,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1035,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1036,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1037,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1038,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
1039,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1040,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
1041,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1042,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1043,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1044,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1045,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1046,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
1047,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1048,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1049,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
1050,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1051,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1052,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1053,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1054,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1055,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1056,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1057,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1058,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1059,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1060,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
1061,Water,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
1062,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1063,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1064,Water,NULL,Wetland,NULL,Wetland,Bareland,NULL,Forest
1065,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
1066,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1067,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1068,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Bareland
1069,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1070,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1071,Water,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
1072,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
1073,Water,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
1074,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1075,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1076,Water,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
1077,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
1078,Water,NULL,Wetland,Water,Wetland,Built-up,Water,Water
1079,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1080,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1081,Water,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
1082,Water,NULL,Water,NULL,Water,Wetland,Water,Grassland
1083,Water,NULL,Water,NULL,Water,Water,Wetland,Forest
1084,Water,NULL,Water,Non_Water,Water,Wetland,NULL,Forest
1085,Water,NULL,Water,Water,Water,Bareland,NULL,Bareland
1086,Water,NULL,Water,Water,Water,Bareland,NULL,Forest
1087,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1088,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1089,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1090,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1091,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1092,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1093,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1094,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1095,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1096,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1097,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1098,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1099,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1100,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1101,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1102,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1103,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1104,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1105,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Water
1106,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1107,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1108,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1109,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1110,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1111,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1112,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1113,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
1114,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1115,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
1116,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1117,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
1118,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1119,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1120,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1121,Water,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1122,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1123,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1124,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1125,Water,Wetland,Shrubland,Water,Non_Wetland,Water,NULL,Water
1126,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
1127,Water,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
1128,Water,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Forest
1129,Water,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1130,Water,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Forest
1131,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1132,Water,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1133,Water,Wetland,Wetland,NULL,Wetland,Water,NULL,Water
1134,Water,Wetland,Wetland,NULL,Wetland,Water,NULL,Forest
1135,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1136,Water,Wetland,Wetland,NULL,Wetland,Forest,NULL,Forest
1137,Water,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
1138,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1139,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
1140,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
1141,Water,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Water
1142,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
1143,Water,Wetland,Wetland,Water,Wetland,Water,NULL,Water
1144,Water,Wetland,Water,NULL,Water,Water,NULL,Forest
1145,Water,Wetland,Water,NULL,Water,Forest,NULL,Forest
1146,Water,Wetland,Water,Non_Water,Water,Water,NULL,Forest
1147,Water,Wetland,Water,Water,Water,NULL,Wetland,Forest
1148,Water,Wetland,Water,Water,Water,NULL,Water,Forest
1149,Water,Wetland,Water,Water,Water,Wetland,NULL,Water
1150,Water,Wetland,Water,Water,Water,Wetland,NULL,Forest
1151,Water,Wetland,Water,Water,Water,Water,NULL,Grassland
1152,Water,Wetland,Water,Water,Water,Water,NULL,Water
1153,Water,Wetland,Water,Water,Water,Water,NULL,Forest
1154,Water,Wetland,Water,Water,Water,Water,Water,Wetland
1155,Water,Wetland,Water,Water,Water,Water,Water,Water
1156,Water,Wetland,Water,Water,Water,Water,Water,Forest
1157,Water,Wetland,Water,Water,Water,Forest,NULL,Forest
1158,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1159,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
1160,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1161,Water,Wetland,Forest,NULL,Non_Wetland,Water,NULL,Forest
1162,Water,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1163,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1164,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
1165,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
1166,Water,Wetland,Forest,Water,Non_Wetland,Water,NULL,Water
1167,Water,Wetland,Forest,Water,Non_Wetland,Water,NULL,Forest
1168,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
1169,Water,Wetland,Forest,Water,Non_Wetland,Forest,NULL,Forest
1170,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1171,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1172,Water,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1173,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
1174,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Water,Bareland
1175,Water,Built-up,NULL,Water,Non_Wetland,Built-up,Water,Forest
1176,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1177,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
1178,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1179,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1180,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1181,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1182,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1183,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
