Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MWT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MWT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MWT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MWT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MWT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MWT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MWT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MWT_M_R
2664,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2665,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Built-up
2666,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2667,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
2668,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Built-up
2669,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
2670,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
2671,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2672,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2673,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2674,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2675,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2676,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2677,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Built-up
2678,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2679,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
2680,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
2681,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Grassland
2682,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
2683,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2684,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2685,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2686,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2687,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2688,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
2689,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2690,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2691,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
2692,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Built-up
2693,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2694,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2695,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
2696,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
2697,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2698,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
2699,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
2700,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
2701,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Water,Forest
2702,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2703,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
2704,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Water
2705,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2706,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
2707,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
2708,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
2709,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
2710,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
2711,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
2712,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
2713,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
2714,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
2715,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
2716,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2717,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2718,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2719,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
2720,NULL,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2721,NULL,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Built-up,Grassland
2722,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2723,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
2724,NULL,Built-up,Forest,Water,Non_Wetland,Grassland,Bareland,Grassland
2725,NULL,Built-up,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2726,NULL,Built-up,Forest,Water,Non_Wetland,Wetland,Bareland,Grassland
2727,NULL,Built-up,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
2728,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2729,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
2730,NULL,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
2731,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2732,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
2733,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Bareland
2734,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
2735,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2736,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2737,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
2738,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
2739,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2740,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
2741,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
2742,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Built-up,Wetland
2743,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
2744,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
2745,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
2746,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
2747,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2748,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2749,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
2750,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2751,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2752,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2753,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Wetland
2754,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
2755,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
2756,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2757,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
2758,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
2759,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
2760,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
2761,NULL,Water,NULL,NULL,Non_Wetland,Built-up,Water,Grassland
2762,NULL,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
2763,NULL,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2764,NULL,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
2765,NULL,Water,NULL,NULL,Non_Wetland,Water,Bareland,Wetland
2766,NULL,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
2767,NULL,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
2768,NULL,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
2769,NULL,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
2770,NULL,Water,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2771,NULL,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
2772,NULL,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
2773,NULL,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
2774,NULL,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
2775,NULL,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
2776,NULL,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
2777,NULL,Water,NULL,Water,Non_Wetland,Wetland,Bareland,Grassland
2778,NULL,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
2779,NULL,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
2780,NULL,Water,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
2781,NULL,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Wetland
2782,NULL,Water,NULL,Water,Non_Wetland,Bareland,Water,Grassland
2783,NULL,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
2784,NULL,Water,NULL,Water,Non_Wetland,Water,Wetland,Wetland
2785,NULL,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
2786,NULL,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
2787,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2788,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2789,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2790,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2791,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
2792,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2793,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2794,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
2795,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2796,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2797,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2798,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
2799,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2800,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2801,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
2802,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Water
2803,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
2804,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Wetland
2805,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Water
2806,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
2807,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
2808,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
2809,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
2810,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
2811,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2812,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2813,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2814,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2815,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2816,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
2817,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
2818,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2819,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2820,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2821,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
2822,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2823,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2824,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
2825,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
2826,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
2827,NULL,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
2828,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2829,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2830,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
2831,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Built-up,Grassland
2832,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2833,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
2834,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2835,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2836,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2837,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2838,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2839,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2840,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
2841,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Wetland
2842,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
2843,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
2844,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
2845,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
2846,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
2847,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
2848,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
2849,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Built-up,Grassland
2850,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Built-up,Wetland
2851,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
2852,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
2853,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
2854,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
2855,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
2856,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
2857,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
2858,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Built-up,Grassland
2859,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
2860,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
2861,NULL,Water,Shrubland,Water,Non_Wetland,Built-up,Water,Wetland
2862,NULL,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
2863,NULL,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
2864,NULL,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Grassland
2865,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
2866,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2867,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2868,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2869,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2870,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2871,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2872,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
2873,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
2874,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2875,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
2876,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2877,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2878,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2879,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
2880,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
2881,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Water
2882,NULL,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2883,NULL,Water,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2884,NULL,Water,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
2885,NULL,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
2886,NULL,Water,Grassland,Water,Non_Wetland,Wetland,Bareland,Grassland
2887,NULL,Water,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
2888,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
2889,NULL,Water,Wetland,NULL,Wetland,Wetland,NULL,Grassland
2890,NULL,Water,Wetland,NULL,Wetland,Wetland,NULL,Wetland
2891,NULL,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2892,NULL,Water,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
2893,NULL,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
2894,NULL,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2895,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2896,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2897,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
2898,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2899,NULL,Water,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
2900,NULL,Water,Wetland,NULL,Wetland,Wetland,Bareland,Forest
2901,NULL,Water,Wetland,NULL,Wetland,Wetland,Built-up,Wetland
2902,NULL,Water,Wetland,NULL,Wetland,Wetland,Built-up,Water
2903,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
2904,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
2905,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Bareland
2906,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Water
2907,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
2908,NULL,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2909,NULL,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
2910,NULL,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
2911,NULL,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
2912,NULL,Water,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
2913,NULL,Water,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
2914,NULL,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
2915,NULL,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2916,NULL,Water,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
2917,NULL,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2918,NULL,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
2919,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
2920,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Wetland
2921,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Water
2922,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
2923,NULL,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
2924,NULL,Water,Wetland,NULL,Wetland,Built-up,Water,Grassland
2925,NULL,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
2926,NULL,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
2927,NULL,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
2928,NULL,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
2929,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
2930,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
2931,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Water
2932,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
2933,NULL,Water,Wetland,NULL,Wetland,Water,Bareland,Wetland
2934,NULL,Water,Wetland,NULL,Wetland,Water,Water,Grassland
2935,NULL,Water,Wetland,NULL,Wetland,Water,Water,Wetland
2936,NULL,Water,Wetland,NULL,Wetland,Water,Water,Bareland
2937,NULL,Water,Wetland,NULL,Wetland,Water,Water,Water
2938,NULL,Water,Wetland,NULL,Wetland,Water,Water,Forest
2939,NULL,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
2940,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
2941,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
2942,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
2943,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2944,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2945,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2946,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
2947,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
2948,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2949,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2950,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
2951,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2952,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
2953,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
2954,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
2955,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Built-up,Grassland
2956,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
2957,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
2958,NULL,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2959,NULL,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2960,NULL,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
2961,NULL,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2962,NULL,Water,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
2963,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
2964,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
2965,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
2966,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
2967,NULL,Water,Wetland,Water,Wetland,Wetland,NULL,Grassland
2968,NULL,Water,Wetland,Water,Wetland,Wetland,Grassland,Grassland
2969,NULL,Water,Wetland,Water,Wetland,Wetland,Grassland,Wetland
2970,NULL,Water,Wetland,Water,Wetland,Wetland,Grassland,Water
2971,NULL,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
2972,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2973,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2974,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
2975,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
2976,NULL,Water,Wetland,Water,Wetland,Wetland,Bareland,Grassland
2977,NULL,Water,Wetland,Water,Wetland,Wetland,Bareland,Wetland
2978,NULL,Water,Wetland,Water,Wetland,Wetland,Bareland,Forest
2979,NULL,Water,Wetland,Water,Wetland,Wetland,Built-up,Wetland
2980,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
2981,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
2982,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
2983,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Water
2984,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Forest
2985,NULL,Water,Wetland,Water,Wetland,Wetland,Forest,Grassland
2986,NULL,Water,Wetland,Water,Wetland,Bareland,Grassland,Grassland
2987,NULL,Water,Wetland,Water,Wetland,Bareland,Grassland,Wetland
2988,NULL,Water,Wetland,Water,Wetland,Bareland,Grassland,Bareland
2989,NULL,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
2990,NULL,Water,Wetland,Water,Wetland,Bareland,Wetland,Wetland
2991,NULL,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
2992,NULL,Water,Wetland,Water,Wetland,Bareland,Bareland,Wetland
2993,NULL,Water,Wetland,Water,Wetland,Bareland,Built-up,Grassland
2994,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
2995,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
2996,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
2997,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Water
2998,NULL,Water,Wetland,Water,Wetland,Built-up,Built-up,Grassland
2999,NULL,Water,Wetland,Water,Wetland,Built-up,Water,Grassland
3000,NULL,Water,Wetland,Water,Wetland,Built-up,Water,Water
3001,NULL,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
3002,NULL,Water,Wetland,Water,Wetland,Water,Grassland,Wetland
3003,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
3004,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
3005,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Forest
