Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KEC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KEC_M_R
1381,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Built-up
1382,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
1383,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
1384,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
1385,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Bareland
1386,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Built-up
1387,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Forest
1388,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
1389,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
1390,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1391,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1392,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1393,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
1394,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
1395,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
1396,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1397,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1398,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1399,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1400,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1401,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1402,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1403,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1404,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1405,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1406,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1407,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
1408,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1409,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1410,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
1411,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
1412,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
1413,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
1414,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Water
1415,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
1416,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1417,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
1418,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
1419,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
1420,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
1421,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
1422,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1423,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1424,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
1425,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1426,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
1427,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1428,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
1429,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
1430,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1431,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
1432,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1433,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1434,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1435,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1436,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
1437,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
1438,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
1439,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Cropland
1440,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Built-up
1441,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
1442,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
1443,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Built-up,Water
1444,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
1445,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
1446,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
1447,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Built-up
1448,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
1449,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1450,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
1451,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1452,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Cropland
1453,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
1454,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
1455,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Cropland
1456,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
1457,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Water,Forest
1458,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
1459,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
1460,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1461,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1462,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1463,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1464,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1465,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1466,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
1467,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Built-up
1468,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
1469,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1470,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
1471,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1472,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
1473,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1474,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
1475,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Grassland
1476,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
1477,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
1478,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
1479,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
1480,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1481,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Water,Built-up,Grassland
1482,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
1483,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
1484,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
1485,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
1486,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1487,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1488,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,Built-up,Built-up
1489,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,Water,Forest
1490,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1491,NULL,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Forest
1492,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Water
1493,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1494,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
1495,NULL,Built-up,Wetland,Non_Water,Wetland,Water,NULL,Grassland
1496,NULL,Built-up,Wetland,Non_Water,Wetland,Water,Built-up,Grassland
1497,NULL,Built-up,Wetland,Water,Wetland,Water,Water,Water
1498,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Bareland
1499,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Built-up,Built-up
1500,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Built-up,Forest
1501,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1502,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
1503,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Built-up,Grassland
1504,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Built-up,Cropland
1505,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Built-up,Bareland
1506,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1507,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1508,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1509,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1510,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1511,NULL,Built-up,Bareland,NULL,Non_Wetland,Water,Built-up,Built-up
1512,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up,Water,Water
1513,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1514,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1515,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1516,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1517,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1518,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1519,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
1520,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
1521,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
1522,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
1523,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
1524,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
1525,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
1526,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
1527,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
1528,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
1529,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
1530,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
1531,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
1532,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
1533,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Water
1534,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
1535,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
1536,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
1537,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Forest
1538,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
1539,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
1540,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
1541,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1542,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
1543,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
1544,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
1545,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
1546,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1547,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
1548,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1549,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1550,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1551,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1552,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
1553,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1554,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1555,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1556,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
1557,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
1558,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
1559,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
1560,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
1561,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
1562,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
1563,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
1564,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
1565,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
1566,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
1567,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
1568,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Forest
1569,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
1570,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Cropland
1571,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
1572,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
1573,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Forest
1574,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
1575,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Cropland
1576,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Built-up
1577,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Water,Forest
1578,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
1579,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1580,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
1581,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1582,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1583,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
1584,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
1585,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1586,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1587,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1588,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
1589,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1590,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1591,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1592,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1593,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
1594,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
1595,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1596,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Water
1597,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
1598,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
1599,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
1600,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
1601,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
1602,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
1603,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
1604,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
1605,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
1606,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Water
1607,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
1608,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1609,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
1610,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
1611,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
1612,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
1613,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1614,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Cropland
1615,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
1616,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
1617,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
1618,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1619,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
1620,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1621,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1622,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
1623,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1624,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Grassland
1625,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Built-up
1626,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
1627,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
1628,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
1629,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Built-up
1630,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
1631,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Built-up
1632,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
1633,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Grassland
1634,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Built-up
1635,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
1636,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Water,Grassland
1637,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Built-up
1638,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
1639,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1640,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
1641,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1642,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
1643,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Built-up
1644,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Forest
1645,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Grassland
1646,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Cropland
1647,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Built-up
1648,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Forest
1649,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Water,Built-up
1650,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
1651,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1652,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Cropland,NULL,Forest
1653,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1654,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
1655,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
1656,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,NULL,Grassland
1657,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Bareland,Built-up
1658,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
1659,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
1660,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
1661,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Water,Built-up
1662,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Water,NULL,Grassland
1663,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Forest,NULL,Forest
1664,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Built-up
1665,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Built-up
1666,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
1667,NULL,Built-up,Water,NULL,Water,NULL,NULL,Grassland
1668,NULL,Built-up,Water,NULL,Water,NULL,NULL,Cropland
1669,NULL,Built-up,Water,NULL,Water,NULL,NULL,Built-up
1670,NULL,Built-up,Water,NULL,Water,NULL,NULL,Water
1671,NULL,Built-up,Water,NULL,Water,NULL,Bareland,Forest
1672,NULL,Built-up,Water,NULL,Water,NULL,Built-up,Forest
1673,NULL,Built-up,Water,NULL,Water,NULL,Water,Forest
1674,NULL,Built-up,Water,NULL,Water,Bareland,NULL,Cropland
1675,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Bareland
1676,NULL,Built-up,Water,NULL,Water,Bareland,Water,Bareland
1677,NULL,Built-up,Water,NULL,Water,Bareland,Water,Forest
1678,NULL,Built-up,Water,NULL,Water,Built-up,NULL,Water
1679,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Bareland
1680,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Built-up
1681,NULL,Built-up,Water,NULL,Water,Forest,Bareland,Forest
1682,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
1683,NULL,Built-up,Water,Non_Water,Water,NULL,Water,Forest
1684,NULL,Built-up,Water,Non_Water,Water,Built-up,Built-up,Bareland
1685,NULL,Built-up,Water,Water,Water,NULL,Water,Water
1686,NULL,Built-up,Water,Water,Water,Bareland,Water,Water
1687,NULL,Built-up,Water,Water,Water,Built-up,Water,Grassland
1688,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1689,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1690,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1691,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
1692,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1693,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1694,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1695,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1696,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1697,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
1698,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Built-up
1699,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
1700,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Grassland
1701,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Forest
1702,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
