Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MLU_M_R
4934,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4935,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
4936,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
4937,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Water,Wetland
4938,Wetland,Wetland,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
4939,Wetland,Wetland,Wetland,NULL,Wetland,Cropland,Grassland,Wetland
4940,Wetland,Wetland,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
4941,Wetland,Wetland,Wetland,NULL,Wetland,Cropland,Wetland,Wetland
4942,Wetland,Wetland,Wetland,NULL,Wetland,Cropland,Water,Grassland
4943,Wetland,Wetland,Wetland,NULL,Wetland,Cropland,Water,Wetland
4944,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
4945,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4946,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Cropland
4947,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
4948,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
4949,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4950,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
4951,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4952,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
4953,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4954,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
4955,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
4956,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Bareland
4957,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
4958,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
4959,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
4960,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Bareland
4961,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
4962,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
4963,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
4964,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Wetland
4965,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
4966,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,NULL,Grassland
4967,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,NULL,Wetland
4968,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
4969,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
4970,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
4971,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
4972,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
4973,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
4974,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
4975,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Water,Wetland
4976,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Forest,Grassland
4977,Wetland,Wetland,Wetland,NULL,Wetland,Water,Grassland,Grassland
4978,Wetland,Wetland,Wetland,NULL,Wetland,Water,Grassland,Wetland
4979,Wetland,Wetland,Wetland,NULL,Wetland,Water,Grassland,Water
4980,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
4981,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
4982,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
4983,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
4984,Wetland,Wetland,Wetland,NULL,Wetland,Water,Bareland,Grassland
4985,Wetland,Wetland,Wetland,NULL,Wetland,Water,Bareland,Wetland
4986,Wetland,Wetland,Wetland,NULL,Wetland,Water,Bareland,Bareland
4987,Wetland,Wetland,Wetland,NULL,Wetland,Water,Bareland,Forest
4988,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
4989,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
4990,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Bareland
4991,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
4992,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Grassland,Grassland
4993,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Grassland
4994,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Wetland
4995,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Bareland,Wetland
4996,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Water,Wetland
4997,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Water,Water
4998,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
4999,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Forest,Wetland
5000,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Forest,Water
5001,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
5002,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
5003,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
5004,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
5005,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
5006,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
5007,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
5008,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
5009,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
5010,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
5011,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
5012,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
5013,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
5014,Wetland,Wetland,Wetland,Non_Water,Wetland,Cropland,Grassland,Grassland
5015,Wetland,Wetland,Wetland,Non_Water,Wetland,Cropland,Water,Wetland
5016,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
5017,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
5018,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
5019,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
5020,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
5021,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Bareland,Wetland
5022,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
5023,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
5024,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
5025,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Wetland
5026,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
5027,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
5028,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
5029,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
5030,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
5031,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
5032,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
5033,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Wetland
5034,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
5035,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
5036,Wetland,Wetland,Wetland,Water,NULL,Water,Water,Wetland
5037,Wetland,Wetland,Wetland,Water,NULL,Water,Water,Water
5038,Wetland,Wetland,Wetland,Water,Wetland,NULL,Grassland,Wetland
5039,Wetland,Wetland,Wetland,Water,Wetland,NULL,Wetland,Grassland
5040,Wetland,Wetland,Wetland,Water,Wetland,NULL,Wetland,Wetland
5041,Wetland,Wetland,Wetland,Water,Wetland,NULL,Water,Grassland
5042,Wetland,Wetland,Wetland,Water,Wetland,NULL,Water,Wetland
5043,Wetland,Wetland,Wetland,Water,Wetland,NULL,Water,Water
5044,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Wetland
5045,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
5046,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
5047,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
5048,Wetland,Wetland,Wetland,Water,Wetland,Cropland,Grassland,Grassland
5049,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
5050,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
5051,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
5052,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
5053,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
5054,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Bareland,Bareland
5055,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
5056,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
5057,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
5058,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Grassland,Grassland
5059,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
5060,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Wetland
5061,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
5062,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
5063,Wetland,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
5064,Wetland,Wetland,Wetland,Water,Wetland,Water,Bareland,Wetland
5065,Wetland,Wetland,Wetland,Water,Wetland,Water,Bareland,Water
5066,Wetland,Wetland,Wetland,Water,Wetland,Water,Bareland,Forest
5067,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
5068,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Bareland
5069,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
5070,Wetland,Wetland,Wetland,Water,Wetland,Forest,Wetland,Wetland
5071,Wetland,Wetland,Wetland,Water,Wetland,Forest,Water,Grassland
5072,Wetland,Wetland,Wetland,Water,Wetland,Forest,Water,Wetland
5073,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
5074,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Wetland
5075,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,Water,Wetland
5076,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5077,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
5078,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5079,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5080,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5081,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
5082,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
5083,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5084,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5085,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
5086,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
5087,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Bareland,Bareland
5088,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
5089,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Wetland
5090,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Water
5091,Wetland,Wetland,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
5092,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
5093,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Water,Wetland
5094,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5095,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
5096,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
5097,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
5098,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
5099,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,Water,Wetland
5100,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,Water,Water
5101,Wetland,Wetland,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
5102,Wetland,Wetland,Bareland,Water,Non_Wetland,Grassland,Wetland,Wetland
5103,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
5104,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
5105,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
5106,Wetland,Wetland,Bareland,Water,Non_Wetland,Bareland,Wetland,Wetland
5107,Wetland,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
5108,Wetland,Wetland,Bareland,Water,Non_Wetland,Forest,Water,Water
5109,Wetland,Wetland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5110,Wetland,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Wetland
5111,Wetland,Wetland,Water,NULL,Water,NULL,Wetland,Wetland
5112,Wetland,Wetland,Water,NULL,Water,NULL,Water,Wetland
5113,Wetland,Wetland,Water,NULL,Water,Grassland,Wetland,Grassland
5114,Wetland,Wetland,Water,NULL,Water,Wetland,Grassland,Grassland
5115,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
5116,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
5117,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Wetland
5118,Wetland,Wetland,Water,NULL,Water,Water,Bareland,Wetland
5119,Wetland,Wetland,Water,NULL,Water,Water,Water,Grassland
5120,Wetland,Wetland,Water,NULL,Water,Water,Water,Wetland
5121,Wetland,Wetland,Water,NULL,Water,Water,Water,Bareland
5122,Wetland,Wetland,Water,NULL,Water,Water,Water,Water
5123,Wetland,Wetland,Water,NULL,Water,Forest,Grassland,Forest
5124,Wetland,Wetland,Water,NULL,Water,Forest,Water,Wetland
5125,Wetland,Wetland,Water,Non_Water,Water,NULL,Wetland,Wetland
5126,Wetland,Wetland,Water,Non_Water,Water,NULL,Water,Wetland
5127,Wetland,Wetland,Water,Non_Water,Water,Wetland,Grassland,Wetland
5128,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
5129,Wetland,Wetland,Water,Non_Water,Water,Wetland,Forest,Wetland
5130,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Grassland
5131,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Wetland
5132,Wetland,Wetland,Water,Water,NULL,Wetland,Wetland,Water
5133,Wetland,Wetland,Water,Water,NULL,Water,Water,Wetland
5134,Wetland,Wetland,Water,Water,NULL,Water,Water,Water
5135,Wetland,Wetland,Water,Water,NULL,Forest,Forest,Wetland
5136,Wetland,Wetland,Water,Water,Water,NULL,Wetland,Wetland
5137,Wetland,Wetland,Water,Water,Water,NULL,Water,Wetland
5138,Wetland,Wetland,Water,Water,Water,NULL,Water,Water
5139,Wetland,Wetland,Water,Water,Water,Grassland,Wetland,Grassland
5140,Wetland,Wetland,Water,Water,Water,Grassland,Wetland,Wetland
5141,Wetland,Wetland,Water,Water,Water,Cropland,Water,Wetland
5142,Wetland,Wetland,Water,Water,Water,Wetland,Grassland,Wetland
5143,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
5144,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
5145,Wetland,Wetland,Water,Water,Water,Wetland,Water,Wetland
5146,Wetland,Wetland,Water,Water,Water,Wetland,Water,Water
5147,Wetland,Wetland,Water,Water,Water,Bareland,Water,Wetland
5148,Wetland,Wetland,Water,Water,Water,Water,Grassland,Wetland
5149,Wetland,Wetland,Water,Water,Water,Water,Bareland,Wetland
5150,Wetland,Wetland,Water,Water,Water,Water,Water,Grassland
5151,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
5152,Wetland,Wetland,Water,Water,Water,Water,Water,Water
5153,Wetland,Wetland,Water,Water,Water,Forest,Water,Wetland
5154,Wetland,Wetland,Water,Water,Water,Forest,Water,Water
5155,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
5156,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
5157,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
5158,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Wetland
5159,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5160,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5161,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5162,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
5163,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
5164,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
5165,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
5166,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
5167,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5168,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
5169,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
5170,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5171,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
5172,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
5173,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
5174,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5175,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Wetland
5176,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,NULL
5177,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
5178,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
5179,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
5180,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
5181,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
5182,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
5183,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
5184,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
5185,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5186,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
5187,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
5188,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
5189,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
5190,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
5191,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Wetland
5192,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Water,Water
5193,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Wetland
5194,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland,Water,Grassland
5195,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
5196,Wetland,Wetland,Forest,Water,Non_Wetland,Bareland,Wetland,Wetland
5197,Wetland,Wetland,Forest,Water,Non_Wetland,Forest,Forest,Grassland
5198,Wetland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5199,Wetland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5200,Wetland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
5201,Wetland,Bareland,Wetland,NULL,Wetland,NULL,Bareland,Wetland
5202,Wetland,Bareland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
5203,Wetland,Bareland,Wetland,NULL,Wetland,Grassland,Water,Bareland
5204,Wetland,Bareland,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
5205,Wetland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
5206,Wetland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
5207,Wetland,Bareland,Wetland,NULL,Wetland,Bareland,Water,Wetland
5208,Wetland,Bareland,Wetland,NULL,Wetland,Water,Bareland,Wetland
5209,Wetland,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Wetland
5210,Wetland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Wetland
5211,Wetland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Water
5212,Wetland,Bareland,Wetland,Water,Wetland,Water,Water,Water
5213,Wetland,Bareland,Wetland,Water,Wetland,Forest,Bareland,Water
5214,Wetland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Wetland
5215,Wetland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5216,Wetland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
5217,Wetland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
5218,Wetland,Bareland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5219,Wetland,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
5220,Wetland,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
5221,Wetland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5222,Wetland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5223,Wetland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
5224,Wetland,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
5225,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5226,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5227,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5228,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5229,Wetland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5230,Wetland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5231,Wetland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Wetland
5232,Wetland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5233,Wetland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Wetland
5234,Wetland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5235,Wetland,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
5236,Wetland,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
5237,Wetland,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
5238,Wetland,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
5239,Wetland,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
5240,Wetland,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
5241,Wetland,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Cropland
5242,Wetland,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
5243,Wetland,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Built-up
5244,Wetland,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
5245,Wetland,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
5246,Wetland,Built-up,Wetland,NULL,Wetland,Bareland,Forest,Grassland
5247,Wetland,Built-up,Wetland,Water,Wetland,Bareland,Grassland,Grassland
5248,Wetland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5249,Wetland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Wetland
5250,Wetland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
5251,Wetland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
5252,Wetland,Built-up,Built-up,NULL,Non_Wetland,Wetland,Forest,Wetland
5253,Wetland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5254,Wetland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5255,Wetland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
5256,Wetland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
5257,Wetland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
5258,Wetland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
5259,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
5260,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
5261,Wetland,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
5262,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
5263,Wetland,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
5264,Wetland,Water,NULL,Water,Non_Wetland,Bareland,Water,Bareland
5265,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5266,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5267,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
