Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NUE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NUE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NUE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NUE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NUE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NUE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NUE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NUE_M_R
350,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
351,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
352,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
353,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
354,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
355,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
356,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
357,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
358,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
359,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
360,Wetland,Water,Water,NULL,Water,NULL,NULL,Wetland
361,Wetland,Water,Water,NULL,Water,NULL,NULL,Water
362,Wetland,Water,Water,NULL,Water,NULL,NULL,Forest
363,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
364,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
365,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Water
366,Wetland,Water,Water,Water,Water,NULL,NULL,Grassland
367,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
368,Wetland,Water,Water,Water,Water,NULL,NULL,Bareland
369,Wetland,Water,Water,Water,Water,NULL,NULL,Water
370,Wetland,Water,Water,Water,Water,NULL,NULL,Forest
371,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
372,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
373,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
374,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
375,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
376,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
377,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
378,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
379,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
380,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
381,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
382,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
383,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
384,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
385,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
386,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
387,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
388,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
389,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
390,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
391,Bareland,NULL,Water,Water,Water,NULL,NULL,Forest
392,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
393,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
394,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
395,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
396,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
397,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
398,Bareland,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Water
399,Bareland,Wetland,Water,Water,Water,NULL,NULL,Water
400,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
401,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
402,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
403,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
404,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
405,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
406,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
407,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
408,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
409,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
410,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
411,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
412,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
413,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
414,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
415,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
416,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
417,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
418,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
419,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
420,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
421,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
422,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
423,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
424,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
425,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
426,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
427,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
428,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
429,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
430,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
431,Bareland,Water,Water,Water,Water,NULL,NULL,Water
432,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
433,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
434,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
435,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
436,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
437,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
438,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
439,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
440,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
441,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
442,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
443,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
444,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
445,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
446,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
447,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
448,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
449,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
450,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
451,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Water
452,Bareland,Forest,Water,Water,Water,NULL,NULL,Forest
453,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
454,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
455,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
456,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
457,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
458,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
459,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
460,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
461,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
462,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
463,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
464,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
465,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
466,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
467,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
468,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
469,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
470,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
471,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
472,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
473,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
474,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
475,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
476,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
477,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
478,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
479,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
480,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
481,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
482,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
483,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
484,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
485,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
486,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
487,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
488,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
489,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
490,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
491,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
492,Water,NULL,Water,NULL,Water,NULL,NULL,Water
493,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
494,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
495,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
496,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
497,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
498,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
499,Water,NULL,Water,Water,Water,NULL,NULL,Water
500,Water,NULL,Water,Water,Water,NULL,NULL,Forest
501,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
502,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
503,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
504,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
505,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
506,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
507,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
508,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
509,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
510,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
511,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
512,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
513,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
514,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
515,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
516,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
517,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
518,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
519,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
520,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
521,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
522,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
523,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
524,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
525,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
526,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
527,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
528,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
529,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
530,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
531,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
532,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,NULL
533,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
534,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
535,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
536,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
537,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
538,Water,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
539,Water,Wetland,Water,NULL,Water,NULL,NULL,Grassland
540,Water,Wetland,Water,NULL,Water,NULL,NULL,Wetland
541,Water,Wetland,Water,NULL,Water,NULL,NULL,Bareland
542,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
543,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
544,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
545,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
546,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
547,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
548,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
549,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
550,Water,Wetland,Water,Water,Water,NULL,NULL,Bareland
551,Water,Wetland,Water,Water,Water,NULL,NULL,Water
552,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
553,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
554,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
555,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
556,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
557,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
558,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
559,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
560,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
561,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
562,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
563,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
564,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
565,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
566,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
567,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
568,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
569,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
570,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
571,Water,Bareland,Water,NULL,Water,NULL,NULL,Forest
572,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
573,Water,Bareland,Water,Water,Water,NULL,NULL,Grassland
574,Water,Bareland,Water,Water,Water,NULL,NULL,Water
575,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
576,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
577,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
578,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
579,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
580,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
581,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
582,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
583,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
584,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
585,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
586,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
587,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
588,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
589,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
590,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
591,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
592,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
593,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
594,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
595,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
596,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
597,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
598,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
599,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
600,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
601,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
602,Water,Water,Wetland,Water,Wetland,NULL,NULL,NULL
603,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
604,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
605,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
606,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
607,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
608,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
609,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
610,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
611,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
612,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
613,Water,Water,Water,NULL,Water,NULL,NULL,Water
614,Water,Water,Water,NULL,Water,NULL,NULL,Forest
615,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
616,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
617,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
618,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
619,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
620,Water,Water,Water,Water,Water,NULL,NULL,Grassland
621,Water,Water,Water,Water,Water,NULL,NULL,Wetland
622,Water,Water,Water,Water,Water,NULL,NULL,Bareland
623,Water,Water,Water,Water,Water,NULL,NULL,Water
624,Water,Water,Water,Water,Water,NULL,NULL,Forest
625,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
626,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
627,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
628,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
629,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
630,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
631,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
632,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
633,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
634,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
635,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
636,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
637,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
638,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
639,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
640,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
641,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
642,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
643,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
644,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
645,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
646,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
647,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
648,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
649,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
650,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
651,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
652,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
653,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
654,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
655,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
656,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
657,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
658,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
659,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
660,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
661,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
662,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
663,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
664,Water,Forest,Water,NULL,Water,NULL,NULL,Water
665,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
666,Water,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
667,Water,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
668,Water,Forest,Water,Non_Water,Water,NULL,NULL,Water
669,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
670,Water,Forest,Water,Water,Water,NULL,NULL,Grassland
671,Water,Forest,Water,Water,Water,NULL,NULL,Wetland
672,Water,Forest,Water,Water,Water,NULL,NULL,Water
673,Water,Forest,Water,Water,Water,NULL,NULL,Forest
674,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
675,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
676,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
677,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
678,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
679,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
680,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
681,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
682,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
683,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
684,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
685,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
686,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
687,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
688,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
689,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
690,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
691,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
692,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
693,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
694,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
695,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
696,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
697,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
698,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
699,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
700,Permanent_ice_and_snow,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
701,Permanent_ice_and_snow,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
702,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
703,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
704,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
705,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Water
706,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
707,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
708,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
709,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
710,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Water
711,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,NULL,Water
712,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Grassland
713,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
714,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
715,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
716,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
