Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LWQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LWQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LWQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LWQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LWQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LWQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LWQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LWQ_M_R
697,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
698,Cropland,NULL,Water,Water,Water,NULL,NULL,Wetland
699,Cropland,NULL,Water,Water,Water,NULL,NULL,Bareland
700,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
701,Cropland,NULL,Water,Water,Water,NULL,NULL,Forest
702,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
703,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
704,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
705,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
706,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
707,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
708,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
709,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
710,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
711,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
712,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
713,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
714,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
715,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
716,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
717,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
718,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
719,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
720,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
721,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
722,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
723,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
724,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
725,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
726,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
727,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
728,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
729,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
730,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
731,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
732,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
733,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
734,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
735,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
736,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
737,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
738,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
739,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
740,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
741,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
742,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
743,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
744,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
745,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
746,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
747,Cropland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
748,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
749,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
750,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
751,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
752,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
753,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
754,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
755,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
756,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
757,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
758,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Water
759,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
760,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
761,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Water
762,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
763,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
764,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Bareland
765,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Water
766,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
767,Cropland,Cropland,Water,Water,Water,NULL,NULL,Grassland
768,Cropland,Cropland,Water,Water,Water,NULL,NULL,Wetland
769,Cropland,Cropland,Water,Water,Water,NULL,NULL,Bareland
770,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
771,Cropland,Cropland,Water,Water,Water,NULL,NULL,Forest
772,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
773,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
774,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
775,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
776,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
777,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
778,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
779,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
780,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
781,Cropland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
782,Cropland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
783,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
784,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
785,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
786,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
787,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
788,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
789,Cropland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
790,Cropland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
791,Cropland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
792,Cropland,Wetland,Water,Water,Water,NULL,NULL,Grassland
793,Cropland,Wetland,Water,Water,Water,NULL,NULL,Cropland
794,Cropland,Wetland,Water,Water,Water,NULL,NULL,Water
795,Cropland,Wetland,Water,Water,Water,NULL,NULL,Forest
796,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
797,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
798,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
799,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
800,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
801,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
802,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
803,Cropland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
804,Cropland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
805,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
806,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
807,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
808,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
809,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
810,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
811,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
812,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
813,Cropland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
814,Cropland,Bareland,Water,NULL,Water,NULL,NULL,Forest
815,Cropland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
816,Cropland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
817,Cropland,Bareland,Water,Water,Water,NULL,NULL,Grassland
818,Cropland,Bareland,Water,Water,Water,NULL,NULL,Water
819,Cropland,Bareland,Water,Water,Water,NULL,NULL,Forest
820,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
821,Cropland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
822,Cropland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
823,Cropland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
824,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
825,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
826,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
827,Cropland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
828,Cropland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
829,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
830,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
831,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
832,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
833,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
834,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
835,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
836,Cropland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
837,Cropland,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
838,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
839,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
840,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
841,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Grassland
842,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Forest
843,Cropland,Built-up,Water,Water,Water,NULL,NULL,Water
844,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
845,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
846,Cropland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
847,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
848,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
849,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
850,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
851,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
852,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
853,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
854,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
855,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
856,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
857,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
858,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
859,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
860,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
861,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
862,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
863,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
864,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
865,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
866,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
867,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
868,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
869,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
870,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
871,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
872,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
873,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
874,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
875,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
876,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
877,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
878,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
879,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
880,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
881,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
882,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
883,Cropland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
884,Cropland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
885,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
886,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
887,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
888,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
889,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
890,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
891,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
892,Cropland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
893,Cropland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
894,Cropland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
895,Cropland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
896,Cropland,Water,Water,NULL,Water,NULL,NULL,Grassland
897,Cropland,Water,Water,NULL,Water,NULL,NULL,Bareland
898,Cropland,Water,Water,NULL,Water,NULL,NULL,Water
899,Cropland,Water,Water,NULL,Water,NULL,NULL,Forest
900,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
901,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
902,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Water
903,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Forest
904,Cropland,Water,Water,Water,Water,NULL,NULL,Grassland
905,Cropland,Water,Water,Water,Water,NULL,NULL,Wetland
906,Cropland,Water,Water,Water,Water,NULL,NULL,Bareland
907,Cropland,Water,Water,Water,Water,NULL,NULL,Water
908,Cropland,Water,Water,Water,Water,NULL,NULL,Forest
909,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
910,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
911,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
912,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
913,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
914,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
915,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
916,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
917,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
918,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
919,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
920,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
921,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
922,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
923,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
924,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
925,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
926,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
927,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
928,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
929,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
930,Cropland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
931,Cropland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
932,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
933,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
934,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
935,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
936,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
937,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
938,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
939,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
940,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
941,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
942,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
943,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
944,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
945,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
946,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
947,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
948,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
949,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
950,Cropland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
951,Cropland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
952,Cropland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
953,Cropland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
954,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
955,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
956,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
957,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
958,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
959,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
960,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
961,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
962,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
963,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
964,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
965,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
966,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
967,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
968,Cropland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
969,Cropland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
970,Cropland,Forest,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
971,Cropland,Forest,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
972,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
973,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
974,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
975,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
976,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
977,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
978,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
979,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
980,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
981,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
982,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
983,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
984,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
985,Cropland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
986,Cropland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
987,Cropland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Water
988,Cropland,Forest,Water,NULL,Water,NULL,NULL,Water
989,Cropland,Forest,Water,NULL,Water,NULL,NULL,Forest
990,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
991,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
992,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Water
993,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
994,Cropland,Forest,Water,Water,Water,NULL,NULL,Grassland
995,Cropland,Forest,Water,Water,Water,NULL,NULL,Wetland
996,Cropland,Forest,Water,Water,Water,NULL,NULL,Bareland
997,Cropland,Forest,Water,Water,Water,NULL,NULL,Water
998,Cropland,Forest,Water,Water,Water,NULL,NULL,Forest
999,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1000,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1001,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1002,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1003,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1004,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1005,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1006,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1007,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1008,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1009,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1010,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1011,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1012,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1013,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1014,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1015,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1016,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1017,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1018,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1019,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1020,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1021,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1022,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1023,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1024,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1025,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1026,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1027,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1028,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1029,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1030,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1031,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1032,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1033,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1034,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1035,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1036,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
1037,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
1038,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
1039,Wetland,NULL,Water,Water,Water,NULL,NULL,Forest
1040,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1041,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1042,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1043,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1044,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1045,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1046,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
