Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MBU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MBU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MBU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MBU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MBU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MBU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MBU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MBU_M_R
779,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
780,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
781,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
782,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
783,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
784,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
785,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
786,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
787,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
788,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
789,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
790,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
791,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
792,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Water
793,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
794,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
795,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
796,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
797,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
798,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
799,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
800,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
801,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
802,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
803,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
804,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
805,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
806,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
807,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
808,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
809,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
810,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
811,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
812,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
813,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
814,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
815,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
816,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
817,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
818,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
819,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
820,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
821,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
822,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
823,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
824,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
825,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
826,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
827,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
828,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
829,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
830,Grassland,NULL,Forest,Water,Non_Wetland,Water,Grassland,Bareland
831,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
832,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
833,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
834,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
835,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
836,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
837,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
838,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
839,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
840,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
841,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
842,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
843,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
844,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
845,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
846,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
847,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
848,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
849,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
850,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
851,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
852,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
853,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
854,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
855,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
856,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
857,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
858,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
859,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
860,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
861,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
862,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
863,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
864,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
865,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
866,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
867,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
868,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
869,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
870,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
871,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
872,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
873,Grassland,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
874,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
875,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
876,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
877,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
878,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
879,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
880,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
881,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
882,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
883,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
884,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
885,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
886,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
887,Grassland,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
888,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
889,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
890,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
891,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
892,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
893,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
894,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
895,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
896,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
897,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
898,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
899,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
900,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
901,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
902,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
903,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
904,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
905,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
906,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
907,Grassland,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
908,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
909,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
910,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
911,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
912,Grassland,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
913,Grassland,Water,Water,NULL,Water,Grassland,Grassland,Forest
914,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
915,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
916,Grassland,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
917,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
918,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
919,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
920,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
921,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
922,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
923,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
924,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
925,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
926,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
927,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
928,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
929,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
930,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
931,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
932,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
933,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
934,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
935,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
936,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
937,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
938,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
939,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
940,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
941,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
942,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
943,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
944,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
945,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
946,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
947,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
948,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
949,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
950,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
951,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
952,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
953,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
954,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
955,Cropland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
956,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
957,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
958,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
959,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
960,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
961,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
962,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
963,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
964,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
965,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
966,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
967,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
968,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
969,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
970,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
971,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
972,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
973,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
974,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
975,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
976,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
977,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
978,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
979,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
980,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
981,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
982,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
983,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
984,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
985,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
986,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
987,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
988,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
989,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
990,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
991,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
992,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
993,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
994,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
995,Cropland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
996,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
997,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
998,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
999,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1000,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1001,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1002,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1003,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1004,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1005,Cropland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Bareland
1006,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1007,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1008,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1009,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1010,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1011,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1012,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1013,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1014,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1015,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1016,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1017,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1018,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1019,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1020,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1021,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1022,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1023,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1024,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1025,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1026,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1027,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1028,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1029,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1030,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1031,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1032,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1033,Cropland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1034,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1035,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1036,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1037,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1038,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1039,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1040,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1041,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1042,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1043,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1044,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1045,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1046,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1047,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1048,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1049,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1050,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1051,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1052,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
1053,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1054,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1055,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1056,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1057,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1058,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1059,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1060,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
1061,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1062,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1063,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1064,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1065,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1066,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1067,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1068,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1069,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1070,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1071,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1072,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1073,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1074,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1075,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1076,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1077,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1078,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1079,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1080,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1081,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1082,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
1083,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1084,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1085,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1086,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1087,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1088,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1089,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1090,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1091,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1092,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1093,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1094,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1095,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1096,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1097,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1098,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
