Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NVF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NVF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NVF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NVF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NVF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NVF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NVF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NVF_M_R
346,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
347,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
348,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
349,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
350,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
351,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
352,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
353,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
354,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
355,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
356,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
357,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
358,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
359,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
360,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
361,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
362,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
363,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
364,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
365,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
366,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
367,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
368,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
369,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
370,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
371,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
372,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
373,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
374,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
375,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
376,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
377,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
378,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
379,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
380,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
381,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
382,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
383,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
384,Wetland,NULL,Water,NULL,Water,NULL,NULL,Bareland
385,Wetland,NULL,Water,NULL,Water,NULL,NULL,Water
386,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
387,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
388,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
389,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
390,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
391,Wetland,NULL,Water,Water,Water,NULL,NULL,Forest
392,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
393,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
394,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
395,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
396,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
397,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
398,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
399,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
400,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
401,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
402,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
403,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
404,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
405,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
406,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
407,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
408,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
409,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
410,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
411,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
412,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
413,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
414,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Water
415,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Forest
416,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
417,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
418,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
419,Wetland,Wetland,Water,Water,Water,NULL,NULL,Grassland
420,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
421,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
422,Wetland,Wetland,Water,Water,Water,NULL,NULL,Forest
423,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
424,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
425,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
426,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
427,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
428,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
429,Wetland,Bareland,Water,Water,Water,NULL,NULL,Water
430,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
431,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
432,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
433,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
434,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
435,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
436,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
437,Wetland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
438,Wetland,Water,Water,NULL,Water,NULL,NULL,Grassland
439,Wetland,Water,Water,NULL,Water,NULL,NULL,Wetland
440,Wetland,Water,Water,NULL,Water,NULL,NULL,Water
441,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
442,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Water
443,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
444,Wetland,Water,Water,Water,Water,NULL,NULL,Water
445,Wetland,Water,Water,Water,Water,NULL,NULL,Forest
446,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
447,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
448,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
449,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
450,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
451,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
452,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
453,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
454,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
455,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
456,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
457,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
458,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
459,Wetland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
460,Wetland,Forest,Water,NULL,Water,NULL,NULL,Wetland
461,Wetland,Forest,Water,NULL,Water,NULL,NULL,Forest
462,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
463,Wetland,Forest,Water,Water,Water,NULL,NULL,Wetland
464,Wetland,Forest,Water,Water,Water,NULL,NULL,Forest
465,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
466,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
467,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
468,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
469,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
470,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
471,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
472,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
473,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
474,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
475,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
476,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
477,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
478,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
479,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
480,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
481,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
482,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
483,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
484,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
485,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
486,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
487,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
488,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
489,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
490,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
491,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
492,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
493,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
494,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
495,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
496,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
497,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
498,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
499,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
500,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
501,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
502,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
503,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
504,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
505,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
506,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
507,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
508,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
509,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
510,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
511,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
512,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
513,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
514,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
515,Bareland,Bareland,Water,Water,Water,NULL,NULL,Wetland
516,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
517,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
518,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
519,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
520,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
521,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
522,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
523,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
524,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
525,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
526,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
527,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
528,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
529,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
530,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
531,Bareland,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
532,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
533,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
534,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
535,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
536,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
537,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
538,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
539,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
540,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
541,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
542,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
543,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
544,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
545,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
546,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
547,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
548,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
549,Bareland,Water,Water,Water,Water,NULL,NULL,Water
550,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
551,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
552,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
553,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
554,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
555,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
556,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
557,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
558,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
559,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
560,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
561,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
562,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
563,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
564,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
565,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
566,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
567,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
568,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
569,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
570,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
571,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
572,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
573,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
574,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
575,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
576,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
577,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
578,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
579,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
580,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
581,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
582,Water,NULL,Water,NULL,Water,NULL,NULL,Water
583,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
584,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
585,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
586,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
587,Water,NULL,Water,Water,Water,NULL,NULL,Water
588,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
589,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
590,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
591,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
592,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
593,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
594,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
595,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
596,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
597,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
598,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
599,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
600,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
601,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
602,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
603,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
604,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
605,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
606,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
607,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
608,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
609,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
610,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
611,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
612,Water,Wetland,Water,NULL,Water,NULL,NULL,Wetland
613,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
614,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
615,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
616,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
617,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
618,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
619,Water,Wetland,Water,Water,Water,NULL,NULL,Bareland
620,Water,Wetland,Water,Water,Water,NULL,NULL,Water
621,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
622,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
623,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
624,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
625,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
626,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
627,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
628,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
629,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
630,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
631,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
632,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
633,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
634,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
635,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
636,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
637,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
638,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
639,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
640,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
641,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
642,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
643,Water,Bareland,Water,Water,Water,NULL,NULL,Water
644,Water,Bareland,Water,Water,Water,NULL,NULL,Forest
645,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
646,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
647,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
648,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
649,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
650,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
651,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
652,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
653,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
654,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
655,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
656,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
657,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
658,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
659,Water,Built-up,Water,NULL,Water,NULL,NULL,Water
660,Water,Built-up,Water,NULL,Water,NULL,NULL,Forest
661,Water,Built-up,Water,Non_Water,Water,NULL,NULL,Forest
662,Water,Built-up,Water,Water,Water,NULL,NULL,Water
663,Water,Built-up,Water,Water,Water,NULL,NULL,Forest
664,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
665,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
666,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
667,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
668,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
669,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
670,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
671,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
672,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
673,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
674,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
675,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
676,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
677,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
678,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
679,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
680,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
681,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
682,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
683,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
684,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
685,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
686,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
687,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
688,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
689,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
690,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
691,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
692,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
693,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
694,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
695,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
696,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
697,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
698,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
699,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
700,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
701,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
702,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
703,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
704,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
705,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
706,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
707,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
708,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
709,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
