Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NVH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NVH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NVH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NVH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NVH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NVH_M_R
872,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
873,Cropland,NULL,Grassland,NULL,Non_Wetland,Water
874,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
875,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
876,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
877,Cropland,NULL,Grassland,Water,Non_Wetland,Cropland
878,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland
879,Cropland,NULL,Grassland,Water,Non_Wetland,Water
880,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
881,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
882,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
883,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
884,Cropland,NULL,Wetland,NULL,Wetland,Grassland
885,Cropland,NULL,Wetland,Water,Wetland,Grassland
886,Cropland,NULL,Wetland,Water,Wetland,Water
887,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
888,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
889,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up
890,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
891,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
892,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Water
893,Cropland,NULL,Bareland,Water,Non_Wetland,Water
894,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
895,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
896,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
897,Cropland,NULL,Water,NULL,Water,Grassland
898,Cropland,NULL,Water,NULL,Water,Bareland
899,Cropland,NULL,Water,NULL,Water,Forest
900,Cropland,NULL,Water,Non_Water,Water,Grassland
901,Cropland,NULL,Water,Water,Water,Grassland
902,Cropland,NULL,Water,Water,Water,Cropland
903,Cropland,NULL,Water,Water,Water,Wetland
904,Cropland,NULL,Water,Water,Water,Water
905,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
906,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
907,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
908,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
909,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
910,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
911,Cropland,NULL,Forest,Non_Water,Non_Wetland,Bareland
912,Cropland,NULL,Forest,Non_Water,Non_Wetland,Water
913,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
914,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
915,Cropland,NULL,Forest,Water,Non_Wetland,Cropland
916,Cropland,NULL,Forest,Water,Non_Wetland,Water
917,Cropland,NULL,Forest,Water,Non_Wetland,Forest
918,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
919,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
920,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
921,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
922,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
923,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
924,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
925,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
926,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
927,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
928,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
929,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
930,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
931,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
932,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
933,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
934,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water
935,Cropland,Cropland,Shrubland,Water,Non_Wetland,Forest
936,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
937,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
938,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
939,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
940,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
941,Cropland,Cropland,Grassland,NULL,Non_Wetland,Water
942,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
943,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
944,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
945,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
946,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
947,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
948,Cropland,Cropland,Grassland,Water,Non_Wetland,Bareland
949,Cropland,Cropland,Grassland,Water,Non_Wetland,Water
950,Cropland,Cropland,Grassland,Water,Non_Wetland,Forest
951,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
952,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
953,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
954,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
955,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
956,Cropland,Cropland,Wetland,NULL,Wetland,Water
957,Cropland,Cropland,Wetland,NULL,Wetland,Forest
958,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland
959,Cropland,Cropland,Wetland,Water,Wetland,Bareland
960,Cropland,Cropland,Wetland,Water,Wetland,Water
961,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
962,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
963,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
964,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
965,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
966,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
967,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
968,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
969,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
970,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
971,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
972,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
973,Cropland,Cropland,Water,NULL,Water,Grassland
974,Cropland,Cropland,Water,NULL,Water,Water
975,Cropland,Cropland,Water,NULL,Water,Forest
976,Cropland,Cropland,Water,Non_Water,Water,Grassland
977,Cropland,Cropland,Water,Water,Water,Grassland
978,Cropland,Cropland,Water,Water,Water,Bareland
979,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
980,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
981,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
982,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
983,Cropland,Cropland,Forest,NULL,Non_Wetland,Water
984,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
985,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
986,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
987,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
988,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
989,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
990,Cropland,Cropland,Forest,Water,Non_Wetland,Bareland
991,Cropland,Cropland,Forest,Water,Non_Wetland,Water
992,Cropland,Cropland,Forest,Water,Non_Wetland,Forest
993,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
994,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
995,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland
996,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland
997,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
998,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
999,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1000,Cropland,Wetland,Forest,Water,Non_Wetland,Grassland
1001,Cropland,Bareland,NULL,NULL,Non_Wetland,Grassland
1002,Cropland,Bareland,Grassland,Water,Non_Wetland,Grassland
1003,Cropland,Bareland,Wetland,Water,Wetland,Water
1004,Cropland,Bareland,Water,NULL,Water,Forest
1005,Cropland,Bareland,Water,Water,Water,Cropland
1006,Cropland,Bareland,Water,Water,Water,Water
1007,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
1008,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
1009,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1010,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1011,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1012,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1013,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1014,Cropland,Built-up,Shrubland,Water,Non_Wetland,Grassland
1015,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1016,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1017,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1018,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
1019,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
1020,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1021,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1022,Cropland,Built-up,Wetland,NULL,Wetland,Forest
1023,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1024,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1025,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
1026,Cropland,Built-up,Bareland,Water,Non_Wetland,Grassland
1027,Cropland,Built-up,Bareland,Water,Non_Wetland,Water
1028,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1029,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1030,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
1031,Cropland,Built-up,Water,NULL,Water,Bareland
1032,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
1033,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
1034,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland
1035,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
1036,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
1037,Cropland,Water,NULL,NULL,Non_Wetland,Forest
1038,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
1039,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
1040,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
1041,Cropland,Water,Shrubland,NULL,Non_Wetland,Built-up
1042,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
1043,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1044,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1045,Cropland,Water,Shrubland,Water,Non_Wetland,Grassland
1046,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
1047,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
1048,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
1049,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
1050,Cropland,Water,Grassland,Water,Non_Wetland,Grassland
1051,Cropland,Water,Grassland,Water,Non_Wetland,Water
1052,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
1053,Cropland,Water,Cropland,NULL,Non_Wetland,Water
1054,Cropland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1055,Cropland,Water,Wetland,NULL,Wetland,Grassland
1056,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
1057,Cropland,Water,Bareland,NULL,Non_Wetland,Cropland
1058,Cropland,Water,Built-up,NULL,Non_Wetland,Grassland
1059,Cropland,Water,Built-up,NULL,Non_Wetland,Built-up
1060,Cropland,Water,Water,NULL,Water,Grassland
1061,Cropland,Water,Water,NULL,Water,Bareland
1062,Cropland,Water,Water,NULL,Water,Forest
1063,Cropland,Water,Water,Non_Water,Water,Forest
1064,Cropland,Water,Water,Water,Water,Bareland
1065,Cropland,Water,Water,Water,Water,Water
1066,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
1067,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
1068,Cropland,Water,Forest,NULL,Non_Wetland,Forest
1069,Cropland,Water,Forest,Non_Water,Non_Wetland,Forest
1070,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
1071,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1072,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1073,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up
1074,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
1075,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1076,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1077,Cropland,Forest,Shrubland,Water,Non_Wetland,Forest
1078,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
1079,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
1080,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
1081,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
1082,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
1083,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
1084,Cropland,Forest,Cropland,Water,Non_Wetland,Cropland
1085,Cropland,Forest,Cropland,Water,Non_Wetland,Water
1086,Cropland,Forest,Wetland,NULL,Wetland,Forest
1087,Cropland,Forest,Wetland,Water,Wetland,Grassland
1088,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
1089,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland
1090,Cropland,Forest,Built-up,Non_Water,Non_Wetland,Forest
1091,Cropland,Forest,Water,Water,Water,Grassland
1092,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
1093,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
1094,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up
1095,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
1096,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland
1097,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
1098,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland
1099,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1100,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1101,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water
1102,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
1103,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1104,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water
1105,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1106,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
1107,Wetland,NULL,Shrubland,Water,Non_Wetland,Cropland
1108,Wetland,NULL,Shrubland,Water,Non_Wetland,Water
1109,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest
1110,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
1111,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
1112,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland
1113,Wetland,NULL,Grassland,NULL,Non_Wetland,Water
1114,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
1115,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1116,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Water
1117,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
1118,Wetland,NULL,Grassland,Water,Non_Wetland,Bareland
1119,Wetland,NULL,Grassland,Water,Non_Wetland,Water
1120,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
1121,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1122,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1123,Wetland,NULL,Wetland,NULL,Wetland,Water
1124,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
1125,Wetland,NULL,Wetland,Non_Water,Wetland,Water
1126,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
1127,Wetland,NULL,Wetland,Water,Wetland,Grassland
1128,Wetland,NULL,Wetland,Water,Wetland,Water
1129,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
1130,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
1131,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1132,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1133,Wetland,NULL,Built-up,NULL,Non_Wetland,Forest
1134,Wetland,NULL,Water,NULL,Water,Grassland
1135,Wetland,NULL,Water,NULL,Water,Bareland
1136,Wetland,NULL,Water,Non_Water,Water,Grassland
1137,Wetland,NULL,Water,Water,Water,Grassland
1138,Wetland,NULL,Water,Water,Water,Bareland
1139,Wetland,NULL,Water,Water,Water,Water
1140,Wetland,NULL,Water,Water,Water,Forest
1141,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
1142,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland
1143,Wetland,NULL,Forest,NULL,Non_Wetland,Water
1144,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
1145,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1146,Wetland,NULL,Forest,Non_Water,Non_Wetland,Bareland
1147,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water
1148,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
1149,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
1150,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
1151,Wetland,NULL,Forest,Water,Non_Wetland,Water
1152,Wetland,NULL,Forest,Water,Non_Wetland,Forest
1153,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland
1154,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1155,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1156,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1157,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1158,Wetland,Cropland,Shrubland,Water,Non_Wetland,Grassland
1159,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1160,Wetland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1161,Wetland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1162,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1163,Wetland,Cropland,Grassland,Water,Non_Wetland,Grassland
1164,Wetland,Cropland,Grassland,Water,Non_Wetland,Forest
1165,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1166,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1167,Wetland,Cropland,Cropland,NULL,Non_Wetland,Water
1168,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest
1169,Wetland,Cropland,Cropland,Water,Non_Wetland,Grassland
1170,Wetland,Cropland,Wetland,Water,Wetland,Grassland
1171,Wetland,Cropland,Wetland,Water,Wetland,Water
1172,Wetland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1173,Wetland,Cropland,Water,NULL,Water,Bareland
1174,Wetland,Cropland,Water,NULL,Water,Forest
1175,Wetland,Cropland,Water,Water,Water,Grassland
1176,Wetland,Cropland,Water,Water,Water,Water
1177,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
1178,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
1179,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
1180,Wetland,Cropland,Forest,Water,Non_Wetland,Grassland
1181,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
1182,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Grassland
1183,Wetland,Wetland,NULL,Water,Non_Wetland,Water
1184,Wetland,Wetland,NULL,Water,Non_Wetland,Forest
1185,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1186,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1187,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
1188,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1189,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1190,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1191,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
1192,Wetland,Wetland,Shrubland,Water,Non_Wetland,Forest
1193,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1194,Wetland,Wetland,Grassland,NULL,Non_Wetland,Forest
1195,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1196,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Forest
1197,Wetland,Wetland,Grassland,Water,Non_Wetland,Grassland
1198,Wetland,Wetland,Grassland,Water,Non_Wetland,Forest
1199,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
1200,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Water
1201,Wetland,Wetland,Cropland,Water,Non_Wetland,Water
1202,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
1203,Wetland,Wetland,Wetland,Non_Water,Wetland,Cropland
1204,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
1205,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
1206,Wetland,Wetland,Wetland,Water,Wetland,Grassland
1207,Wetland,Wetland,Wetland,Water,Wetland,Cropland
1208,Wetland,Wetland,Wetland,Water,Wetland,Water
1209,Wetland,Wetland,Wetland,Water,Wetland,Forest
1210,Wetland,Wetland,Bareland,NULL,Non_Wetland,Cropland
1211,Wetland,Wetland,Water,NULL,Water,Grassland
1212,Wetland,Wetland,Water,Non_Water,Water,Grassland
1213,Wetland,Wetland,Water,Non_Water,Water,Forest
1214,Wetland,Wetland,Water,Water,Water,Grassland
1215,Wetland,Wetland,Water,Water,Water,Cropland
1216,Wetland,Wetland,Water,Water,Water,Water
1217,Wetland,Wetland,Water,Water,Water,Forest
1218,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
1219,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
1220,Wetland,Wetland,Forest,NULL,Non_Wetland,Water
1221,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
1222,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1223,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water
1224,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest
1225,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
1226,Wetland,Wetland,Forest,Water,Non_Wetland,Water
1227,Wetland,Wetland,Forest,Water,Non_Wetland,Forest
1228,Wetland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1229,Wetland,Bareland,Shrubland,Water,Non_Wetland,Grassland
1230,Wetland,Bareland,Forest,NULL,Non_Wetland,Forest
1231,Wetland,Bareland,Forest,Water,Non_Wetland,Grassland
1232,Wetland,Built-up,NULL,NULL,Non_Wetland,Bareland
1233,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1234,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1235,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1236,Wetland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1237,Wetland,Built-up,Wetland,Non_Water,Wetland,Water
1238,Wetland,Built-up,Forest,NULL,Non_Wetland,Grassland
1239,Wetland,Water,NULL,NULL,Non_Wetland,Grassland
1240,Wetland,Water,NULL,NULL,Non_Wetland,Forest
1241,Wetland,Water,NULL,Water,Non_Wetland,Water
1242,Wetland,Water,NULL,Water,Non_Wetland,Forest
1243,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
1244,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland
1245,Wetland,Water,Shrubland,NULL,Non_Wetland,Built-up
1246,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
1247,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
1248,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1249,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1250,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1251,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
1252,Wetland,Water,Shrubland,Water,Non_Wetland,Forest
1253,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
1254,Wetland,Water,Grassland,NULL,Non_Wetland,Cropland
1255,Wetland,Water,Grassland,NULL,Non_Wetland,Bareland
1256,Wetland,Water,Grassland,NULL,Non_Wetland,Built-up
1257,Wetland,Water,Grassland,NULL,Non_Wetland,Water
1258,Wetland,Water,Grassland,NULL,Non_Wetland,Forest
1259,Wetland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1260,Wetland,Water,Grassland,Non_Water,Non_Wetland,Bareland
1261,Wetland,Water,Grassland,Non_Water,Non_Wetland,Water
1262,Wetland,Water,Grassland,Non_Water,Non_Wetland,Forest
1263,Wetland,Water,Grassland,Water,Non_Wetland,Grassland
1264,Wetland,Water,Grassland,Water,Non_Wetland,Bareland
1265,Wetland,Water,Grassland,Water,Non_Wetland,Water
1266,Wetland,Water,Grassland,Water,Non_Wetland,Forest
1267,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland
1268,Wetland,Water,Cropland,Water,Non_Wetland,Grassland
1269,Wetland,Water,Cropland,Water,Non_Wetland,Water
1270,Wetland,Water,Wetland,NULL,Wetland,Grassland
1271,Wetland,Water,Wetland,NULL,Wetland,Water
1272,Wetland,Water,Wetland,NULL,Wetland,Forest
1273,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
1274,Wetland,Water,Wetland,Non_Water,Wetland,Water
1275,Wetland,Water,Wetland,Non_Water,Wetland,Forest
1276,Wetland,Water,Wetland,Water,Wetland,Grassland
1277,Wetland,Water,Wetland,Water,Wetland,Bareland
1278,Wetland,Water,Wetland,Water,Wetland,Water
1279,Wetland,Water,Wetland,Water,Wetland,Forest
1280,Wetland,Water,Bareland,NULL,Non_Wetland,Forest
1281,Wetland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1282,Wetland,Water,Bareland,Water,Non_Wetland,Grassland
1283,Wetland,Water,Water,NULL,Water,Grassland
1284,Wetland,Water,Water,NULL,Water,Water
1285,Wetland,Water,Water,Non_Water,Water,Grassland
1286,Wetland,Water,Water,Water,Water,Grassland
1287,Wetland,Water,Water,Water,Water,Bareland
1288,Wetland,Water,Water,Water,Water,Water
1289,Wetland,Water,Water,Water,Water,Forest
1290,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
1291,Wetland,Water,Forest,NULL,Non_Wetland,Water
1292,Wetland,Water,Forest,NULL,Non_Wetland,Forest
1293,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland
1294,Wetland,Water,Forest,Non_Water,Non_Wetland,Water
1295,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
1296,Wetland,Water,Forest,Water,Non_Wetland,Grassland
