Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NUF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NUF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NUF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NUF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NUF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NUF_M_R
442,NULL,Forest,Forest,Water,Non_Wetland,Water
443,NULL,Forest,Forest,Water,Non_Wetland,Forest
444,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland
445,Grassland,NULL,NULL,NULL,Non_Wetland,Water
446,Grassland,NULL,NULL,NULL,Non_Wetland,Forest
447,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland
448,Grassland,NULL,NULL,Water,Non_Wetland,Grassland
449,Grassland,NULL,NULL,Water,Non_Wetland,Water
450,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
451,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland
452,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up
453,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water
454,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
455,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
456,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
457,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water
458,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
459,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland
460,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland
461,Grassland,NULL,Shrubland,Water,Non_Wetland,Water
462,Grassland,NULL,Shrubland,Water,Non_Wetland,Forest
463,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL
464,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
465,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up
466,Grassland,NULL,Grassland,NULL,Non_Wetland,Water
467,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest
468,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
469,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
470,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water
471,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest
472,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland
473,Grassland,NULL,Grassland,Water,Non_Wetland,Bareland
474,Grassland,NULL,Grassland,Water,Non_Wetland,Water
475,Grassland,NULL,Grassland,Water,Non_Wetland,Forest
476,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
477,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
478,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
479,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest
480,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland
481,Grassland,NULL,Cropland,Water,Non_Wetland,Water
482,Grassland,NULL,Cropland,Water,Non_Wetland,Forest
483,Grassland,NULL,Wetland,NULL,Wetland,Grassland
484,Grassland,NULL,Wetland,NULL,Wetland,Built-up
485,Grassland,NULL,Wetland,NULL,Wetland,Water
486,Grassland,NULL,Wetland,NULL,Wetland,Forest
487,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland
488,Grassland,NULL,Wetland,Non_Water,Wetland,Water
489,Grassland,NULL,Wetland,Non_Water,Wetland,Forest
490,Grassland,NULL,Wetland,Water,Wetland,Grassland
491,Grassland,NULL,Wetland,Water,Wetland,Bareland
492,Grassland,NULL,Wetland,Water,Wetland,Water
493,Grassland,NULL,Wetland,Water,Wetland,Forest
494,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest
495,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
496,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
497,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water
498,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Forest
499,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland
500,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland
501,Grassland,NULL,Bareland,Water,Non_Wetland,Water
502,Grassland,NULL,Bareland,Water,Non_Wetland,Forest
503,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland
504,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up
505,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest
506,Grassland,NULL,Built-up,Water,Non_Wetland,Grassland
507,Grassland,NULL,Built-up,Water,Non_Wetland,Water
508,Grassland,NULL,Water,NULL,Water,Grassland
509,Grassland,NULL,Water,NULL,Water,Bareland
510,Grassland,NULL,Water,NULL,Water,Water
511,Grassland,NULL,Water,NULL,Water,Forest
512,Grassland,NULL,Water,Non_Water,Water,Grassland
513,Grassland,NULL,Water,Non_Water,Water,Bareland
514,Grassland,NULL,Water,Non_Water,Water,Water
515,Grassland,NULL,Water,Non_Water,Water,Forest
516,Grassland,NULL,Water,Water,Water,Grassland
517,Grassland,NULL,Water,Water,Water,Bareland
518,Grassland,NULL,Water,Water,Water,Water
519,Grassland,NULL,Water,Water,Water,Forest
520,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
521,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
522,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland
523,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up
524,Grassland,NULL,Forest,NULL,Non_Wetland,Water
525,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
526,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
527,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water
528,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest
529,Grassland,NULL,Forest,Water,Non_Wetland,Grassland
530,Grassland,NULL,Forest,Water,Non_Wetland,Bareland
531,Grassland,NULL,Forest,Water,Non_Wetland,Water
532,Grassland,NULL,Forest,Water,Non_Wetland,Forest
533,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland
534,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
535,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
536,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
537,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
538,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland
539,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
540,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland
541,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up
542,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest
543,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
544,Grassland,Cropland,Grassland,Water,Non_Wetland,Grassland
545,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
546,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
547,Grassland,Cropland,Wetland,NULL,Wetland,NULL
548,Grassland,Cropland,Wetland,NULL,Wetland,Grassland
549,Grassland,Cropland,Wetland,NULL,Wetland,Forest
550,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland
551,Grassland,Cropland,Wetland,Non_Water,Wetland,Water
552,Grassland,Cropland,Wetland,Water,Wetland,Grassland
553,Grassland,Cropland,Wetland,Water,Wetland,Water
554,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland
555,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland
556,Grassland,Cropland,Built-up,NULL,Non_Wetland,Forest
557,Grassland,Cropland,Water,NULL,Water,Grassland
558,Grassland,Cropland,Water,Non_Water,Water,Grassland
559,Grassland,Cropland,Water,Water,Water,Grassland
560,Grassland,Cropland,Water,Water,Water,Water
561,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
562,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
563,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up
564,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
565,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
566,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland
567,Grassland,Cropland,Forest,Water,Non_Wetland,Forest
568,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
569,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Forest
570,Grassland,Wetland,Shrubland,Water,Non_Wetland,Water
571,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland
572,Grassland,Wetland,Grassland,NULL,Non_Wetland,Forest
573,Grassland,Wetland,Grassland,Water,Non_Wetland,Water
574,Grassland,Wetland,Cropland,Water,Non_Wetland,Water
575,Grassland,Wetland,Bareland,Water,Non_Wetland,Water
576,Grassland,Wetland,Water,Water,Water,Water
577,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland
578,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest
579,Grassland,Wetland,Forest,Water,Non_Wetland,Water
580,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Water
581,Grassland,Bareland,Shrubland,Non_Water,Non_Wetland,Water
582,Grassland,Bareland,Grassland,Non_Water,Non_Wetland,Water
583,Grassland,Bareland,Wetland,Water,Wetland,Water
584,Grassland,Bareland,Bareland,Water,Non_Wetland,Water
585,Grassland,Bareland,Built-up,Water,Non_Wetland,Water
586,Grassland,Bareland,Water,NULL,Water,Grassland
587,Grassland,Bareland,Water,Water,Water,Water
588,Grassland,Bareland,Forest,NULL,Non_Wetland,Forest
589,Grassland,Bareland,Forest,Water,Non_Wetland,Forest
590,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
591,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
592,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Forest
593,Grassland,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
594,Grassland,Built-up,Shrubland,Water,Non_Wetland,Grassland
595,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland
596,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up
597,Grassland,Built-up,Grassland,NULL,Non_Wetland,Forest
598,Grassland,Built-up,Bareland,Water,Non_Wetland,Water
599,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland
600,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up
601,Grassland,Built-up,Built-up,NULL,Non_Wetland,Forest
602,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
603,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up
604,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
605,Grassland,Built-up,Forest,Non_Water,Non_Wetland,Forest
606,Grassland,Built-up,Forest,Water,Non_Wetland,Grassland
607,Grassland,Water,NULL,NULL,Non_Wetland,Forest
608,Grassland,Water,NULL,Non_Water,Non_Wetland,Forest
609,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
610,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland
611,Grassland,Water,Shrubland,NULL,Non_Wetland,Water
612,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest
613,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
614,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Forest
615,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland
616,Grassland,Water,Shrubland,Water,Non_Wetland,Water
617,Grassland,Water,Shrubland,Water,Non_Wetland,Forest
618,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland
619,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland
620,Grassland,Water,Grassland,NULL,Non_Wetland,Forest
621,Grassland,Water,Grassland,Non_Water,Non_Wetland,Forest
622,Grassland,Water,Grassland,Water,Non_Wetland,Water
623,Grassland,Water,Grassland,Water,Non_Wetland,Forest
624,Grassland,Water,Cropland,NULL,Non_Wetland,Forest
625,Grassland,Water,Cropland,Water,Non_Wetland,Grassland
626,Grassland,Water,Wetland,NULL,Wetland,Grassland
627,Grassland,Water,Wetland,NULL,Wetland,Water
628,Grassland,Water,Wetland,NULL,Wetland,Forest
629,Grassland,Water,Wetland,Non_Water,Wetland,Grassland
630,Grassland,Water,Wetland,Non_Water,Wetland,Water
631,Grassland,Water,Wetland,Non_Water,Wetland,Forest
632,Grassland,Water,Wetland,Water,Wetland,Grassland
633,Grassland,Water,Wetland,Water,Wetland,Water
634,Grassland,Water,Wetland,Water,Wetland,Forest
635,Grassland,Water,Bareland,Non_Water,Non_Wetland,Grassland
636,Grassland,Water,Bareland,Non_Water,Non_Wetland,Bareland
637,Grassland,Water,Bareland,Non_Water,Non_Wetland,Water
638,Grassland,Water,Bareland,Water,Non_Wetland,Bareland
639,Grassland,Water,Built-up,NULL,Non_Wetland,Water
640,Grassland,Water,Water,NULL,Water,Grassland
641,Grassland,Water,Water,NULL,Water,Forest
642,Grassland,Water,Water,Non_Water,Water,Bareland
643,Grassland,Water,Water,Non_Water,Water,Water
644,Grassland,Water,Water,Non_Water,Water,Forest
645,Grassland,Water,Water,Water,Water,Grassland
646,Grassland,Water,Water,Water,Water,Water
647,Grassland,Water,Water,Water,Water,Forest
648,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
649,Grassland,Water,Forest,NULL,Non_Wetland,Water
650,Grassland,Water,Forest,NULL,Non_Wetland,Forest
651,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland
652,Grassland,Water,Forest,Non_Water,Non_Wetland,Bareland
653,Grassland,Water,Forest,Non_Water,Non_Wetland,Water
654,Grassland,Water,Forest,Non_Water,Non_Wetland,Forest
655,Grassland,Water,Forest,Water,Non_Wetland,Grassland
656,Grassland,Water,Forest,Water,Non_Wetland,Forest
657,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
658,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
659,Grassland,Forest,NULL,Non_Water,Non_Wetland,Forest
660,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
661,Grassland,Forest,Shrubland,NULL,Non_Wetland,Built-up
662,Grassland,Forest,Shrubland,NULL,Non_Wetland,Water
663,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
664,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
665,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
666,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Water
667,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
668,Grassland,Forest,Shrubland,Water,Non_Wetland,Grassland
669,Grassland,Forest,Shrubland,Water,Non_Wetland,Water
670,Grassland,Forest,Shrubland,Water,Non_Wetland,Forest
671,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
672,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland
673,Grassland,Forest,Grassland,NULL,Non_Wetland,Water
674,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
675,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
676,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Bareland
677,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Forest
678,Grassland,Forest,Grassland,Water,Non_Wetland,Grassland
679,Grassland,Forest,Grassland,Water,Non_Wetland,Bareland
680,Grassland,Forest,Grassland,Water,Non_Wetland,Water
681,Grassland,Forest,Grassland,Water,Non_Wetland,Forest
682,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
683,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
684,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Water
685,Grassland,Forest,Cropland,Water,Non_Wetland,Bareland
686,Grassland,Forest,Wetland,NULL,Wetland,Grassland
687,Grassland,Forest,Wetland,NULL,Wetland,Forest
688,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland
689,Grassland,Forest,Wetland,Non_Water,Wetland,Water
690,Grassland,Forest,Wetland,Non_Water,Wetland,Forest
691,Grassland,Forest,Wetland,Water,Wetland,Grassland
692,Grassland,Forest,Wetland,Water,Wetland,Water
693,Grassland,Forest,Wetland,Water,Wetland,Forest
694,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland
695,Grassland,Forest,Bareland,NULL,Non_Wetland,Water
696,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
697,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Forest
698,Grassland,Forest,Bareland,Water,Non_Wetland,Grassland
699,Grassland,Forest,Bareland,Water,Non_Wetland,Bareland
700,Grassland,Forest,Bareland,Water,Non_Wetland,Water
701,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland
702,Grassland,Forest,Built-up,Water,Non_Wetland,Water
703,Grassland,Forest,Water,NULL,Water,Grassland
704,Grassland,Forest,Water,NULL,Water,Forest
705,Grassland,Forest,Water,Non_Water,Water,Grassland
706,Grassland,Forest,Water,Non_Water,Water,Forest
707,Grassland,Forest,Water,Water,Water,Grassland
708,Grassland,Forest,Water,Water,Water,Bareland
709,Grassland,Forest,Water,Water,Water,Water
710,Grassland,Forest,Water,Water,Water,Forest
711,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
712,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland
713,Grassland,Forest,Forest,NULL,Non_Wetland,Built-up
714,Grassland,Forest,Forest,NULL,Non_Wetland,Water
715,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
716,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
717,Grassland,Forest,Forest,Non_Water,Non_Wetland,Water
718,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
719,Grassland,Forest,Forest,Water,Non_Wetland,Grassland
720,Grassland,Forest,Forest,Water,Non_Wetland,Bareland
721,Grassland,Forest,Forest,Water,Non_Wetland,Water
722,Grassland,Forest,Forest,Water,Non_Wetland,Forest
723,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
724,Cropland,NULL,NULL,Non_Water,Non_Wetland,Water
725,Cropland,NULL,NULL,Non_Water,Non_Wetland,Forest
726,Cropland,NULL,NULL,Water,Non_Wetland,Bareland
727,Cropland,NULL,NULL,Water,Non_Wetland,Water
728,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
729,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
730,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
731,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
732,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water
733,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
734,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
735,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
736,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water
737,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
738,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
739,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland
740,Cropland,NULL,Shrubland,Water,Non_Wetland,Water
741,Cropland,NULL,Shrubland,Water,Non_Wetland,Forest
742,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
743,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
744,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
745,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
746,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Forest
747,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland
748,Cropland,NULL,Grassland,Water,Non_Wetland,Water
749,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
750,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
751,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
752,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
753,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
754,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water
755,Cropland,NULL,Wetland,NULL,Wetland,Water
756,Cropland,NULL,Wetland,NULL,Wetland,Forest
757,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland
758,Cropland,NULL,Wetland,Non_Water,Wetland,Bareland
759,Cropland,NULL,Wetland,Non_Water,Wetland,Water
760,Cropland,NULL,Wetland,Non_Water,Wetland,Forest
761,Cropland,NULL,Wetland,Water,Wetland,Grassland
762,Cropland,NULL,Wetland,Water,Wetland,Bareland
763,Cropland,NULL,Wetland,Water,Wetland,Water
764,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
765,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
766,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
767,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Water
768,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Forest
769,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
770,Cropland,NULL,Bareland,Water,Non_Wetland,Water
771,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
772,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
773,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
774,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
775,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
776,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Forest
777,Cropland,NULL,Built-up,Water,Non_Wetland,Bareland
778,Cropland,NULL,Built-up,Water,Non_Wetland,Water
779,Cropland,NULL,Water,NULL,Water,Forest
780,Cropland,NULL,Water,Non_Water,Water,Grassland
781,Cropland,NULL,Water,Non_Water,Water,Bareland
782,Cropland,NULL,Water,Non_Water,Water,Water
783,Cropland,NULL,Water,Water,Water,Grassland
784,Cropland,NULL,Water,Water,Water,Bareland
785,Cropland,NULL,Water,Water,Water,Water
786,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
787,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
788,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
789,Cropland,NULL,Forest,NULL,Non_Wetland,Water
790,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
791,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
792,Cropland,NULL,Forest,Non_Water,Non_Wetland,Bareland
793,Cropland,NULL,Forest,Non_Water,Non_Wetland,Water
794,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
795,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
796,Cropland,NULL,Forest,Water,Non_Wetland,Bareland
797,Cropland,NULL,Forest,Water,Non_Wetland,Water
798,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
799,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
800,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
801,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
802,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
803,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
804,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
805,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water
806,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
807,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
808,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
809,Cropland,Cropland,Shrubland,Water,Non_Wetland,Bareland
810,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
811,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
812,Cropland,Cropland,Grassland,NULL,Non_Wetland,Water
813,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
814,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
815,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
816,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
817,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland
818,Cropland,Cropland,Wetland,Non_Water,Wetland,Water
819,Cropland,Cropland,Wetland,Water,Wetland,Bareland
820,Cropland,Cropland,Wetland,Water,Wetland,Water
821,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
822,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
823,Cropland,Cropland,Water,NULL,Water,Grassland
824,Cropland,Cropland,Water,Non_Water,Water,Grassland
825,Cropland,Cropland,Water,Non_Water,Water,Water
826,Cropland,Cropland,Water,Water,Water,Bareland
827,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
828,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
829,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
830,Cropland,Cropland,Forest,NULL,Non_Wetland,Water
831,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
832,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
833,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Water
834,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
835,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
836,Cropland,Cropland,Forest,Water,Non_Wetland,Forest
837,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
838,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
839,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland
840,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Forest
841,Cropland,Wetland,Water,Water,Water,Water
842,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
843,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
844,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Forest
845,Cropland,Wetland,Forest,Water,Non_Wetland,Water
846,Cropland,Bareland,NULL,Non_Water,Non_Wetland,Forest
847,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
848,Cropland,Bareland,Shrubland,Water,Non_Wetland,Bareland
849,Cropland,Bareland,Bareland,NULL,Non_Wetland,Forest
850,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
851,Cropland,Bareland,Built-up,Water,Non_Wetland,Bareland
852,Cropland,Bareland,Water,Non_Water,Water,Grassland
853,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
854,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
855,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
856,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
857,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
858,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
859,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
860,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
861,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
862,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
863,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
864,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
865,Cropland,Built-up,Wetland,NULL,Wetland,Grassland
866,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
867,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
868,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
869,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland
870,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
871,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
872,Cropland,Built-up,Forest,Water,Non_Wetland,Forest
873,Cropland,Water,NULL,Non_Water,Non_Wetland,Grassland
874,Cropland,Water,NULL,Water,Non_Wetland,Water
875,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
876,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
