Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MLS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MLS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MLS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MLS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MLS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MLS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MLS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MLS_M_R
2319,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2320,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2321,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
2322,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
2323,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Water
2324,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
2325,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
2326,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Water
2327,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
2328,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
2329,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
2330,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
2331,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Water
2332,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
2333,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
2334,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
2335,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
2336,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
2337,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
2338,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
2339,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2340,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
2341,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2342,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2343,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Bareland
2344,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Water
2345,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2346,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
2347,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2348,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Water
2349,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
2350,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
2351,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
2352,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
2353,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
2354,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
2355,Water,Water,Grassland,Water,Non_Wetland,NULL,Water,Water
2356,Water,Water,Grassland,Water,Non_Wetland,NULL,Water,Forest
2357,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Water
2358,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
2359,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
2360,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
2361,Water,Water,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
2362,Water,Water,Grassland,Water,Non_Wetland,Built-up,Water,Water
2363,Water,Water,Grassland,Water,Non_Wetland,Water,NULL,Water
2364,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
2365,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
2366,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
2367,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
2368,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
2369,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
2370,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Grassland
2371,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Water
2372,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2373,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
2374,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2375,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Water
2376,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2377,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Bareland,Water
2378,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Water
2379,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
2380,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Bareland
2381,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
2382,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2383,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
2384,Water,Water,Cropland,Water,Non_Wetland,Built-up,Bareland,Water
2385,Water,Water,Cropland,Water,Non_Wetland,Built-up,Water,Water
2386,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
2387,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Forest
2388,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
2389,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
2390,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
2391,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2392,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
2393,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
2394,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
2395,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2396,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2397,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2398,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
2399,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2400,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
2401,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
2402,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2403,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
2404,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
2405,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
2406,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
2407,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Built-up
2408,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
2409,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
2410,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
2411,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
2412,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
2413,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
2414,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
2415,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
2416,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2417,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
2418,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2419,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
2420,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2421,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2422,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2423,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2424,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
2425,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
2426,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
2427,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
2428,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2429,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
2430,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2431,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
2432,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Water
2433,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
2434,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
2435,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
2436,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
2437,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
2438,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
2439,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
2440,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
2441,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
2442,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
2443,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
2444,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
2445,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
2446,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
2447,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
2448,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
2449,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
2450,Water,Water,Wetland,Water,Wetland,Built-up,Bareland,Water
2451,Water,Water,Wetland,Water,Wetland,Built-up,Built-up,Grassland
2452,Water,Water,Wetland,Water,Wetland,Built-up,Built-up,Wetland
2453,Water,Water,Wetland,Water,Wetland,Built-up,Water,Grassland
2454,Water,Water,Wetland,Water,Wetland,Built-up,Water,Water
2455,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
2456,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
2457,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
2458,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
2459,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
2460,Water,Water,Wetland,Water,Wetland,Water,Bareland,Grassland
2461,Water,Water,Wetland,Water,Wetland,Water,Bareland,Water
2462,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
2463,Water,Water,Wetland,Water,Wetland,Water,Water,Water
2464,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
2465,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
2466,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Water
2467,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
2468,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2469,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
2470,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
2471,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2472,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2473,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Water
2474,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
2475,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2476,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2477,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
2478,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
2479,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
2480,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
2481,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
2482,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
2483,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
2484,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
2485,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2486,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Grassland
2487,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
2488,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Bareland
2489,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
2490,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
2491,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
2492,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
2493,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
2494,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
2495,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
2496,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2497,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2498,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
2499,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
2500,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2501,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Water
2502,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
2503,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
2504,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
2505,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
2506,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
2507,Water,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Water
2508,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Water
2509,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
2510,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Bareland
2511,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Bareland
2512,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Water
2513,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
2514,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
2515,Water,Water,Bareland,Water,Non_Wetland,Water,Bareland,Water
2516,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
2517,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Bareland
2518,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
2519,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
2520,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Grassland
2521,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
2522,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
2523,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
2524,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Grassland,Water
2525,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
2526,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
2527,Water,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Water
2528,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Water
2529,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
2530,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2531,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2532,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
2533,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
2534,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
2535,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
2536,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
2537,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
2538,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Grassland,Forest
2539,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
2540,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
2541,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
2542,Water,Water,Built-up,Water,Non_Wetland,Built-up,Wetland,Grassland
2543,Water,Water,Built-up,Water,Non_Wetland,Built-up,Bareland,Water
2544,Water,Water,Built-up,Water,Non_Wetland,Built-up,Water,Water
2545,Water,Water,Built-up,Water,Non_Wetland,Water,NULL,Water
2546,Water,Water,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
2547,Water,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
2548,Water,Water,Built-up,Water,Non_Wetland,Water,Bareland,Grassland
2549,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
2550,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
2551,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
2552,Water,Water,Water,NULL,Water,NULL,Wetland,Water
2553,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
2554,Water,Water,Water,NULL,Water,Grassland,Water,Water
2555,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
2556,Water,Water,Water,NULL,Water,Wetland,Water,Wetland
2557,Water,Water,Water,NULL,Water,Wetland,Water,Forest
2558,Water,Water,Water,NULL,Water,Bareland,Grassland,Water
2559,Water,Water,Water,NULL,Water,Bareland,Grassland,Forest
2560,Water,Water,Water,NULL,Water,Bareland,Wetland,Grassland
2561,Water,Water,Water,NULL,Water,Bareland,Water,Water
2562,Water,Water,Water,NULL,Water,Bareland,Water,Forest
2563,Water,Water,Water,NULL,Water,Built-up,Water,Forest
2564,Water,Water,Water,NULL,Water,Water,NULL,Water
2565,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
2566,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
2567,Water,Water,Water,NULL,Water,Water,Wetland,Water
2568,Water,Water,Water,NULL,Water,Water,Wetland,Forest
2569,Water,Water,Water,NULL,Water,Water,Water,Grassland
2570,Water,Water,Water,NULL,Water,Water,Water,Bareland
2571,Water,Water,Water,NULL,Water,Water,Water,Water
2572,Water,Water,Water,NULL,Water,Water,Water,Forest
2573,Water,Water,Water,NULL,Water,Water,Forest,Water
2574,Water,Water,Water,NULL,Water,Water,Forest,Forest
2575,Water,Water,Water,NULL,Water,Forest,Water,Forest
2576,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Grassland
2577,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Water
2578,Water,Water,Water,Non_Water,Water,Grassland,Water,Water
2579,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
2580,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
2581,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
2582,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
2583,Water,Water,Water,Non_Water,Water,Bareland,Water,Forest
2584,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
2585,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
2586,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
2587,Water,Water,Water,Non_Water,Water,Water,Water,Water
2588,Water,Water,Water,Non_Water,Water,Water,Water,Forest
2589,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
2590,Water,Water,Water,Water,Water,NULL,Wetland,Water
2591,Water,Water,Water,Water,Water,NULL,Water,Water
2592,Water,Water,Water,Water,Water,NULL,Water,Forest
2593,Water,Water,Water,Water,Water,Grassland,Wetland,Water
2594,Water,Water,Water,Water,Water,Grassland,Water,Grassland
2595,Water,Water,Water,Water,Water,Grassland,Water,Water
2596,Water,Water,Water,Water,Water,Grassland,Water,Forest
2597,Water,Water,Water,Water,Water,Wetland,Grassland,Grassland
2598,Water,Water,Water,Water,Water,Wetland,Wetland,Grassland
2599,Water,Water,Water,Water,Water,Wetland,Wetland,Wetland
2600,Water,Water,Water,Water,Water,Wetland,Wetland,Water
2601,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
2602,Water,Water,Water,Water,Water,Wetland,Water,Grassland
2603,Water,Water,Water,Water,Water,Wetland,Water,Water
2604,Water,Water,Water,Water,Water,Wetland,Water,Forest
2605,Water,Water,Water,Water,Water,Bareland,Water,Wetland
2606,Water,Water,Water,Water,Water,Bareland,Water,Water
2607,Water,Water,Water,Water,Water,Built-up,Wetland,Grassland
2608,Water,Water,Water,Water,Water,Built-up,Bareland,Water
2609,Water,Water,Water,Water,Water,Built-up,Water,Grassland
2610,Water,Water,Water,Water,Water,Built-up,Water,Water
2611,Water,Water,Water,Water,Water,Water,NULL,Water
2612,Water,Water,Water,Water,Water,Water,Grassland,Water
2613,Water,Water,Water,Water,Water,Water,Grassland,Forest
2614,Water,Water,Water,Water,Water,Water,Wetland,Grassland
2615,Water,Water,Water,Water,Water,Water,Wetland,Water
2616,Water,Water,Water,Water,Water,Water,Wetland,Forest
2617,Water,Water,Water,Water,Water,Water,Bareland,Grassland
2618,Water,Water,Water,Water,Water,Water,Bareland,Water
2619,Water,Water,Water,Water,Water,Water,Water,Grassland
2620,Water,Water,Water,Water,Water,Water,Water,Wetland
2621,Water,Water,Water,Water,Water,Water,Water,Water
2622,Water,Water,Water,Water,Water,Water,Water,Forest
2623,Water,Water,Water,Water,Water,Water,Forest,Water
2624,Water,Water,Water,Water,Water,Water,Forest,Forest
2625,Water,Water,Water,Water,Water,Forest,Water,Forest
2626,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2627,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2628,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
2629,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
2630,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2631,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
2632,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2633,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
2634,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2635,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
2636,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2637,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2638,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2639,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2640,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2641,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2642,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2643,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
2644,Water,Water,Forest,NULL,Non_Wetland,Built-up,Bareland,Water
2645,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2646,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
2647,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
2648,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2649,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2650,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
2651,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2652,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
2653,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
2654,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
2655,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
2656,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
2657,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
2658,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
2659,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2660,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
2661,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2662,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2663,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2664,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2665,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
2666,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2667,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2668,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
2669,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2670,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
2671,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
2672,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
2673,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2674,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
2675,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
2676,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2677,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
2678,Water,Water,Forest,Water,Non_Wetland,Built-up,Bareland,Water
2679,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
2680,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
2681,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
2682,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
2683,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
2684,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
2685,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
2686,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
2687,Water,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2688,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2689,Water,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
2690,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
2691,Water,Forest,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
2692,Water,Forest,Water,NULL,Water,Water,Water,Water
2693,Water,Forest,Water,Water,Water,Water,Wetland,Grassland
2694,Water,Forest,Water,Water,Water,Water,Water,Forest
2695,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2696,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2697,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2698,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2699,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
