Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KTS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KTS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KTS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KTS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KTS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KTS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KTS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KTS_M_R
688,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
689,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
690,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
691,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
692,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,NULL
693,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
694,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
695,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
696,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
697,Bareland,NULL,Water,NULL,Water,NULL,NULL,NULL
698,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
699,Bareland,NULL,Water,NULL,Water,NULL,NULL,Cropland
700,Bareland,NULL,Water,NULL,Water,NULL,NULL,Wetland
701,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
702,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
703,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
704,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
705,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
706,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
707,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
708,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
709,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
710,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
711,Bareland,NULL,Water,Water,Water,NULL,NULL,NULL
712,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
713,Bareland,NULL,Water,Water,Water,NULL,NULL,Cropland
714,Bareland,NULL,Water,Water,Water,NULL,NULL,Wetland
715,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
716,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
717,Bareland,NULL,Water,Water,Water,NULL,NULL,Forest
718,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
719,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
720,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
721,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
722,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
723,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
724,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
725,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
726,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
727,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
728,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
729,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
730,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
731,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
732,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
733,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
734,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
735,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
736,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
737,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
738,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
739,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
740,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
741,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
742,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
743,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
744,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
745,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
746,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
747,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
748,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
749,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
750,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
751,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
752,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
753,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
754,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
755,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
756,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
757,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
758,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
759,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
760,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
761,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
762,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
763,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
764,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
765,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
766,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
767,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
768,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
769,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
770,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
771,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
772,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
773,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
774,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
775,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
776,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
777,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
778,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
779,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
780,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
781,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
782,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
783,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
784,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
785,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
786,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
787,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
788,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
789,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
790,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
791,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
792,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
793,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
794,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
795,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
796,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
797,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
798,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
799,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
800,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
801,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
802,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
803,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
804,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
805,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
806,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
807,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
808,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
809,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
810,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
811,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
812,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
813,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
814,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
815,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
816,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
817,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
818,Water,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
819,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
820,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
821,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
822,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
823,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
824,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
825,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
826,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
827,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
828,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
829,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
830,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
831,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
832,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
833,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
834,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
835,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
836,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
837,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
838,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
839,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
840,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
841,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
842,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
843,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
844,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
845,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
846,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
847,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
848,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
849,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
850,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
851,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
852,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
853,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
854,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
855,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
856,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
857,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
858,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
859,Water,NULL,Water,NULL,Water,NULL,NULL,NULL
860,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
861,Water,NULL,Water,NULL,Water,NULL,NULL,Cropland
862,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
863,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
864,Water,NULL,Water,NULL,Water,NULL,NULL,Water
865,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
866,Water,NULL,Water,Non_Water,Water,NULL,NULL,NULL
867,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
868,Water,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
869,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
870,Water,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
871,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
872,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
873,Water,NULL,Water,Water,Water,NULL,NULL,NULL
874,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
875,Water,NULL,Water,Water,Water,NULL,NULL,Cropland
876,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
877,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
878,Water,NULL,Water,Water,Water,NULL,NULL,Water
879,Water,NULL,Water,Water,Water,NULL,NULL,Forest
880,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
881,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
882,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
883,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
884,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
885,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
886,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
887,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
888,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
889,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
890,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
891,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
892,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
893,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
894,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
895,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
896,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
897,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
898,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
899,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
900,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
901,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
902,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
903,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
904,Permanent_ice_and_snow,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
905,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
906,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
907,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
908,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
909,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
910,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
911,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
912,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
913,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
914,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
915,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
916,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
917,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
918,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Grassland
919,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Water
920,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
921,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
922,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
923,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
924,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
925,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
926,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
927,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
928,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
929,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
930,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
931,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
932,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
933,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
934,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
935,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
936,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
937,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
938,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
939,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
940,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
941,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
942,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
943,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
944,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
945,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
946,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
947,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
948,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
949,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
950,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
951,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
952,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
953,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
954,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
955,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
956,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
957,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
958,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
959,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
960,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
961,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
962,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
963,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
964,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
965,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
966,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
967,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
968,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
969,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
970,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
971,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
972,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
973,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
974,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
975,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
976,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
977,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
978,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
979,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
980,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
981,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
982,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
983,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
984,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
985,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
986,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
987,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
988,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
989,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
990,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
991,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
992,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
993,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
994,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
995,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
996,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
997,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
998,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
999,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1000,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1001,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1002,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1003,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1004,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1005,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1006,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1007,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1008,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1009,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1010,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
1011,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1012,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1013,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1014,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1015,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1016,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1017,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1018,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1019,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1020,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1021,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1022,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1023,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1024,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1025,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1026,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1027,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1028,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1029,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1030,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1031,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1032,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1033,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1034,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1035,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
1036,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1037,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1038,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1039,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
