Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LCH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LCH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LCH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LCH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LCH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LCH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LCH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LCH_M_R
345,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
346,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
347,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
348,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
349,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
350,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
351,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
352,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
353,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
354,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
355,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
356,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
357,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
358,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
359,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
360,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
361,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
362,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
363,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
364,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
365,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
366,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
367,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
368,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
369,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
370,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
371,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Water
372,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
373,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
374,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
375,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
376,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
377,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
378,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
379,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
380,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
381,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
382,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
383,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
384,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
385,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
386,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
387,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
388,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
389,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
390,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
391,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
392,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
393,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
394,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
395,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
396,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
397,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
398,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
399,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
400,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
401,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
402,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
403,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
404,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
405,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
406,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
407,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
408,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
409,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
410,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
411,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
412,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
413,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
414,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
415,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
416,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
417,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
418,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
419,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
420,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
421,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
422,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
423,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
424,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
425,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
426,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
427,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
428,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
429,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
430,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
431,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
432,Bareland,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
433,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
434,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
435,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
436,Bareland,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
437,Bareland,Water,NULL,NULL,Non_Wetland,Water,NULL,Bareland
438,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
439,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
440,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
441,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
442,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
443,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
444,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
445,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
446,Bareland,Water,NULL,Water,Non_Wetland,Water,NULL,Water
447,Bareland,Water,NULL,Water,Non_Wetland,Water,Forest,Bareland
448,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
449,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
450,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
451,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
452,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
453,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
454,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
455,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
456,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
457,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
458,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
459,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
460,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
461,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
462,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
463,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
464,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
465,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
466,Bareland,Water,Grassland,NULL,Non_Wetland,Water,Water,Bareland
467,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
468,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
469,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
470,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
471,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
472,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
473,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
474,Bareland,Water,Grassland,Water,Non_Wetland,Bareland,NULL,Bareland
475,Bareland,Water,Grassland,Water,Non_Wetland,Water,Water,Water
476,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
477,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
478,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
479,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
480,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
481,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
482,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Bareland
483,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Water
484,Bareland,Water,Wetland,NULL,Wetland,Water,Forest,Bareland
485,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
486,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
487,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
488,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
489,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
490,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
491,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
492,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
493,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
494,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
495,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
496,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
497,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
498,Bareland,Water,Bareland,NULL,Non_Wetland,Water,NULL,Bareland
499,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
500,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
501,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
502,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
503,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
504,Bareland,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
505,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
506,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
507,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
508,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
509,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
510,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
511,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
512,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
513,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
514,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
515,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
516,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
517,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
518,Bareland,Water,Water,Water,Water,NULL,NULL,Water
519,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
520,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
521,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
522,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
523,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
524,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Water
525,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
526,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
527,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
528,Bareland,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
529,Bareland,Water,Forest,NULL,Non_Wetland,Water,Water,Water
530,Bareland,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
531,Bareland,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
532,Bareland,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
533,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
534,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
535,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
536,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
537,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
538,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
539,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
540,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
541,Bareland,Water,Forest,Water,Non_Wetland,Grassland,NULL,Water
542,Bareland,Water,Forest,Water,Non_Wetland,Grassland,NULL,Forest
543,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
544,Bareland,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
545,Bareland,Water,Forest,Water,Non_Wetland,Water,Forest,Bareland
546,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
547,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
548,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
549,Bareland,Forest,NULL,NULL,Non_Wetland,Water,NULL,Forest
550,Bareland,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
551,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
552,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
553,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
554,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
555,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
556,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
557,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
558,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
559,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
560,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
561,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
562,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
563,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
564,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
565,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
566,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
567,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
568,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
569,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
570,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
571,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
572,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
573,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
574,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
575,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
576,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
577,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
578,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
579,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
580,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
581,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
582,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
583,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
584,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
585,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
586,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
587,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
588,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
589,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
590,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
591,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
592,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
593,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
594,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
595,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
596,Bareland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
597,Bareland,Forest,Water,NULL,Water,NULL,NULL,Water
598,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
599,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Water
600,Bareland,Forest,Water,Water,Water,NULL,NULL,Bareland
601,Bareland,Forest,Water,Water,Water,NULL,NULL,Water
602,Bareland,Forest,Water,Water,Water,NULL,NULL,Forest
603,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
604,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
605,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
606,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Water
607,Bareland,Forest,Forest,NULL,Non_Wetland,Water,NULL,Bareland
608,Bareland,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
609,Bareland,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
610,Bareland,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
611,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
612,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
613,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
614,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
615,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
616,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
617,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
618,Water,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Water
619,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
620,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
621,Water,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Water
622,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
623,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
624,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
625,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
626,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
627,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
628,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
629,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
630,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
631,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
632,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
633,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
634,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
635,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
636,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
637,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
638,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
639,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
640,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
641,Water,Bareland,Water,Water,Water,NULL,NULL,Water
642,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
643,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
644,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
645,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
646,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
647,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
648,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
649,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
650,Water,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
651,Water,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
652,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Bareland
653,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
654,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
655,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
656,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
657,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
658,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
659,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Bareland
660,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
661,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
662,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Water
663,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
664,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
665,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
666,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
667,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
668,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
669,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
670,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Water
671,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
672,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Water
673,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
674,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
675,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
676,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
677,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
678,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
679,Water,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Water
680,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
681,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
682,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
683,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
684,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
685,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Forest
686,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Bareland
687,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Water
688,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Forest
689,Water,Water,NULL,Water,Non_Wetland,Water,Water,Bareland
690,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
691,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
692,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Bareland
693,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
694,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
695,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Water
696,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
697,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
698,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
699,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
700,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
701,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
