Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LVL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LVL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LVL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LVL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LVL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LVL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LVL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LVL_M_R
13692,Water,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13693,Water,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13694,Water,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
13695,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
13696,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
13697,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
13698,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
13699,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
13700,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
13701,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
13702,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13703,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
13704,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
13705,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13706,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
13707,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
13708,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
13709,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
13710,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
13711,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
13712,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
13713,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
13714,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
13715,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
13716,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
13717,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
13718,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
13719,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
13720,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
13721,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
13722,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
13723,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
13724,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
13725,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
13726,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
13727,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
13728,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
13729,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
13730,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
13731,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
13732,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
13733,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
13734,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
13735,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
13736,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
13737,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
13738,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
13739,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
13740,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
13741,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
13742,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
13743,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
13744,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
13745,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
13746,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
13747,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
13748,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
13749,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
13750,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
13751,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
13752,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
13753,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
13754,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
13755,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
13756,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
13757,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
13758,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
13759,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
13760,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
13761,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
13762,Water,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
13763,Water,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
13764,Water,Built-up,Cropland,NULL,Non_Wetland,Water,Water,Bareland
13765,Water,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
13766,Water,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
13767,Water,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
13768,Water,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
13769,Water,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
13770,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
13771,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Water
13772,Water,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
13773,Water,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
13774,Water,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
13775,Water,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
13776,Water,Built-up,Cropland,Water,Non_Wetland,Bareland,Built-up,Water
13777,Water,Built-up,Cropland,Water,Non_Wetland,Built-up,Built-up,Grassland
13778,Water,Built-up,Cropland,Water,Non_Wetland,Water,Built-up,Bareland
13779,Water,Built-up,Cropland,Water,Non_Wetland,Forest,Built-up,Built-up
13780,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
13781,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Built-up
13782,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
13783,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
13784,Water,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Grassland
13785,Water,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Wetland
13786,Water,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Forest
13787,Water,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Grassland
13788,Water,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Wetland
13789,Water,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Bareland
13790,Water,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Built-up
13791,Water,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Forest
13792,Water,Built-up,Wetland,NULL,Wetland,NULL,Water,Grassland
13793,Water,Built-up,Wetland,NULL,Wetland,NULL,Water,Wetland
13794,Water,Built-up,Wetland,NULL,Wetland,NULL,Water,Water
13795,Water,Built-up,Wetland,NULL,Wetland,NULL,Water,Forest
13796,Water,Built-up,Wetland,NULL,Wetland,NULL,Forest,Grassland
13797,Water,Built-up,Wetland,NULL,Wetland,NULL,Forest,Forest
13798,Water,Built-up,Wetland,NULL,Wetland,Shrubland,NULL,NULL
13799,Water,Built-up,Wetland,NULL,Wetland,Grassland,NULL,Grassland
13800,Water,Built-up,Wetland,NULL,Wetland,Grassland,NULL,Forest
13801,Water,Built-up,Wetland,NULL,Wetland,Wetland,NULL,Wetland
13802,Water,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
13803,Water,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
13804,Water,Built-up,Wetland,NULL,Wetland,Wetland,Forest,Wetland
13805,Water,Built-up,Wetland,NULL,Wetland,Bareland,NULL,Grassland
13806,Water,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
13807,Water,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
13808,Water,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Grassland
13809,Water,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Wetland
13810,Water,Built-up,Wetland,NULL,Wetland,Bareland,Water,Water
13811,Water,Built-up,Wetland,NULL,Wetland,Built-up,NULL,Grassland
13812,Water,Built-up,Wetland,NULL,Wetland,Built-up,NULL,Forest
13813,Water,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,Wetland
13814,Water,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
13815,Water,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Bareland
13816,Water,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Built-up
13817,Water,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Forest
13818,Water,Built-up,Wetland,NULL,Wetland,Built-up,Forest,Forest
13819,Water,Built-up,Wetland,NULL,Wetland,Water,NULL,Grassland
13820,Water,Built-up,Wetland,NULL,Wetland,Water,NULL,Water
13821,Water,Built-up,Wetland,NULL,Wetland,Water,Built-up,Wetland
13822,Water,Built-up,Wetland,NULL,Wetland,Water,Built-up,Water
13823,Water,Built-up,Wetland,NULL,Wetland,Water,Water,Water
13824,Water,Built-up,Wetland,NULL,Wetland,Forest,NULL,Forest
13825,Water,Built-up,Wetland,NULL,Wetland,Forest,Wetland,Wetland
13826,Water,Built-up,Wetland,NULL,Wetland,Forest,Water,Water
13827,Water,Built-up,Wetland,NULL,Wetland,Forest,Water,Forest
13828,Water,Built-up,Wetland,NULL,Wetland,Forest,Forest,Forest
13829,Water,Built-up,Wetland,Non_Water,NULL,Bareland,Bareland,Bareland
13830,Water,Built-up,Wetland,Non_Water,NULL,Bareland,Bareland,Water
13831,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
13832,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
13833,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Water
13834,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
13835,Water,Built-up,Wetland,Non_Water,Wetland,NULL,Built-up,Grassland
13836,Water,Built-up,Wetland,Non_Water,Wetland,NULL,Built-up,Wetland
13837,Water,Built-up,Wetland,Non_Water,Wetland,NULL,Built-up,Water
13838,Water,Built-up,Wetland,Non_Water,Wetland,NULL,Built-up,Forest
13839,Water,Built-up,Wetland,Non_Water,Wetland,NULL,Water,Wetland
13840,Water,Built-up,Wetland,Non_Water,Wetland,NULL,Water,Water
13841,Water,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
13842,Water,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
13843,Water,Built-up,Wetland,Non_Water,Wetland,Bareland,Built-up,Cropland
13844,Water,Built-up,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
13845,Water,Built-up,Wetland,Non_Water,Wetland,Bareland,Water,Water
13846,Water,Built-up,Wetland,Non_Water,Wetland,Built-up,Built-up,Grassland
13847,Water,Built-up,Wetland,Non_Water,Wetland,Built-up,Built-up,Forest
13848,Water,Built-up,Wetland,Non_Water,Wetland,Water,Built-up,Wetland
13849,Water,Built-up,Wetland,Non_Water,Wetland,Water,Built-up,Water
13850,Water,Built-up,Wetland,Non_Water,Wetland,Water,Water,Wetland
13851,Water,Built-up,Wetland,Non_Water,Wetland,Water,Water,Forest
13852,Water,Built-up,Wetland,Non_Water,Wetland,Forest,NULL,Forest
13853,Water,Built-up,Wetland,Water,NULL,Bareland,Water,Bareland
13854,Water,Built-up,Wetland,Water,NULL,Bareland,Water,Water
13855,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
13856,Water,Built-up,Wetland,Water,Wetland,NULL,Built-up,Grassland
13857,Water,Built-up,Wetland,Water,Wetland,NULL,Built-up,Water
13858,Water,Built-up,Wetland,Water,Wetland,NULL,Water,Grassland
13859,Water,Built-up,Wetland,Water,Wetland,NULL,Water,Water
13860,Water,Built-up,Wetland,Water,Wetland,Wetland,Water,Forest
13861,Water,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Bareland
13862,Water,Built-up,Wetland,Water,Wetland,Bareland,Built-up,Bareland
13863,Water,Built-up,Wetland,Water,Wetland,Bareland,Built-up,Water
13864,Water,Built-up,Wetland,Water,Wetland,Bareland,Water,Grassland
13865,Water,Built-up,Wetland,Water,Wetland,Bareland,Water,Bareland
13866,Water,Built-up,Wetland,Water,Wetland,Bareland,Water,Water
13867,Water,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Grassland
13868,Water,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Wetland
13869,Water,Built-up,Wetland,Water,Wetland,Built-up,Water,Grassland
13870,Water,Built-up,Wetland,Water,Wetland,Built-up,Water,Water
13871,Water,Built-up,Wetland,Water,Wetland,Water,Built-up,Water
13872,Water,Built-up,Wetland,Water,Wetland,Water,Water,Water
13873,Water,Built-up,Wetland,Water,Wetland,Forest,Water,Water
13874,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
13875,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
13876,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
13877,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
13878,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
13879,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
13880,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
13881,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
13882,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13883,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
13884,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland,Built-up,Grassland
13885,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,NULL
13886,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
13887,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
13888,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Built-up
13889,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
13890,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland,Forest,Bareland
13891,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up,NULL,Grassland
13892,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up,NULL,Forest
13893,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up,Grassland,Grassland
13894,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
13895,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Built-up
13896,Water,Built-up,Bareland,Non_Water,Non_Wetland,NULL,Built-up,Wetland
13897,Water,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
13898,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
13899,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
13900,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
13901,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
13902,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
13903,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
13904,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
13905,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
13906,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
13907,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
13908,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
13909,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
13910,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
13911,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
13912,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Wetland
13913,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
13914,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
13915,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Water
13916,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
13917,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
13918,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
13919,Water,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13920,Water,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Water
13921,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
13922,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
13923,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
13924,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13925,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
13926,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
13927,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
13928,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
13929,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
13930,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
13931,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
13932,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
13933,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
13934,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
13935,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
13936,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
13937,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
13938,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
13939,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
13940,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
13941,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
13942,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
13943,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
13944,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
13945,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
13946,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
13947,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
13948,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
13949,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
13950,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
13951,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
13952,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
13953,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
13954,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
13955,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
13956,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Water
13957,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
13958,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
13959,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
13960,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
13961,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
13962,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
13963,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
13964,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
13965,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Cropland
13966,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Bareland
13967,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
13968,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
13969,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
13970,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
13971,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
13972,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Built-up
13973,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
13974,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
13975,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
13976,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
13977,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
13978,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Wetland
13979,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
13980,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
13981,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
13982,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
13983,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Built-up
13984,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
13985,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
13986,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
13987,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Bareland
13988,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Built-up
13989,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Water
13990,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Forest
13991,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Bareland
13992,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Built-up
13993,Water,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
13994,Water,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
13995,Water,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
13996,Water,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
13997,Water,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Grassland
13998,Water,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
13999,Water,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Built-up
14000,Water,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Grassland
14001,Water,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Forest
14002,Water,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
14003,Water,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
14004,Water,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
14005,Water,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
14006,Water,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,NULL,Grassland
14007,Water,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,NULL,Built-up
14008,Water,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
14009,Water,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
14010,Water,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
14011,Water,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Water
14012,Water,Built-up,Built-up,Non_Water,Non_Wetland,Water,Built-up,Grassland
14013,Water,Built-up,Built-up,Non_Water,Non_Wetland,Water,Built-up,Water
14014,Water,Built-up,Built-up,Non_Water,Non_Wetland,Water,Water,Built-up
14015,Water,Built-up,Built-up,Water,Non_Wetland,NULL,Built-up,Built-up
14016,Water,Built-up,Built-up,Water,Non_Wetland,NULL,Built-up,Water
14017,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Grassland
14018,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Bareland
14019,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Water
14020,Water,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
14021,Water,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Bareland
14022,Water,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
14023,Water,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Water
14024,Water,Built-up,Built-up,Water,Non_Wetland,Built-up,Water,Built-up
