Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KYQ_M_R
7236,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Water
7237,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
7238,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
7239,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
7240,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Water
7241,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Grassland
7242,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
7243,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,Water,Bareland
7244,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
7245,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
7246,Water,NULL,Built-up,Water,Non_Wetland,NULL,Bareland,Water
7247,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
7248,Water,NULL,Water,NULL,Water,NULL,NULL,Water
7249,Water,NULL,Water,NULL,Water,NULL,Grassland,Grassland
7250,Water,NULL,Water,NULL,Water,NULL,Wetland,Water
7251,Water,NULL,Water,NULL,Water,NULL,Water,Grassland
7252,Water,NULL,Water,NULL,Water,NULL,Water,Bareland
7253,Water,NULL,Water,NULL,Water,NULL,Water,Water
7254,Water,NULL,Water,NULL,Water,NULL,Forest,Forest
7255,Water,NULL,Water,NULL,Water,Wetland,NULL,Water
7256,Water,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
7257,Water,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
7258,Water,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
7259,Water,NULL,Water,NULL,Water,Wetland,Wetland,Bareland
7260,Water,NULL,Water,NULL,Water,Wetland,Wetland,Water
7261,Water,NULL,Water,NULL,Water,Wetland,Wetland,Forest
7262,Water,NULL,Water,NULL,Water,Wetland,Water,Grassland
7263,Water,NULL,Water,NULL,Water,Wetland,Water,Bareland
7264,Water,NULL,Water,NULL,Water,Wetland,Water,Water
7265,Water,NULL,Water,NULL,Water,Wetland,Water,Forest
7266,Water,NULL,Water,NULL,Water,Wetland,Forest,Forest
7267,Water,NULL,Water,NULL,Water,Bareland,Water,Bareland
7268,Water,NULL,Water,NULL,Water,Water,NULL,Grassland
7269,Water,NULL,Water,NULL,Water,Water,NULL,Water
7270,Water,NULL,Water,NULL,Water,Water,Grassland,Water
7271,Water,NULL,Water,NULL,Water,Water,Wetland,Bareland
7272,Water,NULL,Water,NULL,Water,Water,Water,Grassland
7273,Water,NULL,Water,NULL,Water,Water,Water,Wetland
7274,Water,NULL,Water,NULL,Water,Water,Water,Water
7275,Water,NULL,Water,NULL,Water,Water,Forest,Water
7276,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
7277,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
7278,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Water
7279,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
7280,Water,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
7281,Water,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
7282,Water,NULL,Water,Non_Water,Water,Wetland,Water,Water
7283,Water,NULL,Water,Non_Water,Water,Wetland,Water,Forest
7284,Water,NULL,Water,Non_Water,Water,Bareland,Water,Bareland
7285,Water,NULL,Water,Non_Water,Water,Water,NULL,Grassland
7286,Water,NULL,Water,Non_Water,Water,Water,Grassland,Water
7287,Water,NULL,Water,Non_Water,Water,Water,Wetland,Water
7288,Water,NULL,Water,Non_Water,Water,Water,Water,Water
7289,Water,NULL,Water,Non_Water,Water,Water,Water,Forest
7290,Water,NULL,Water,Water,Water,NULL,Wetland,Water
7291,Water,NULL,Water,Water,Water,NULL,Wetland,Forest
7292,Water,NULL,Water,Water,Water,NULL,Water,Grassland
7293,Water,NULL,Water,Water,Water,NULL,Water,Bareland
7294,Water,NULL,Water,Water,Water,NULL,Water,Water
7295,Water,NULL,Water,Water,Water,NULL,Water,Forest
7296,Water,NULL,Water,Water,Water,Wetland,NULL,Grassland
7297,Water,NULL,Water,Water,Water,Wetland,NULL,Wetland
7298,Water,NULL,Water,Water,Water,Wetland,NULL,Water
7299,Water,NULL,Water,Water,Water,Wetland,Wetland,Grassland
7300,Water,NULL,Water,Water,Water,Wetland,Wetland,Wetland
7301,Water,NULL,Water,Water,Water,Wetland,Wetland,Water
7302,Water,NULL,Water,Water,Water,Wetland,Wetland,Forest
7303,Water,NULL,Water,Water,Water,Wetland,Water,Grassland
7304,Water,NULL,Water,Water,Water,Wetland,Water,Wetland
7305,Water,NULL,Water,Water,Water,Wetland,Water,Water
7306,Water,NULL,Water,Water,Water,Wetland,Water,Forest
7307,Water,NULL,Water,Water,Water,Water,NULL,Grassland
7308,Water,NULL,Water,Water,Water,Water,NULL,Water
7309,Water,NULL,Water,Water,Water,Water,Grassland,Water
7310,Water,NULL,Water,Water,Water,Water,Wetland,Water
7311,Water,NULL,Water,Water,Water,Water,Water,Grassland
7312,Water,NULL,Water,Water,Water,Water,Water,Water
7313,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
7314,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
7315,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7316,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Water
7317,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
7318,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Bareland
7319,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Water
7320,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
7321,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
7322,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Bareland
7323,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
7324,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
7325,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Water
7326,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7327,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
7328,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
7329,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
7330,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
7331,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
7332,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Water
7333,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
7334,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
7335,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
7336,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
7337,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
7338,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
7339,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Bareland
7340,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
7341,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
7342,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
7343,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
7344,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Water
7345,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
7346,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
7347,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
7348,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Wetland
7349,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Water
7350,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
7351,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
7352,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
7353,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
7354,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
7355,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
7356,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
7357,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
7358,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
7359,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Bareland
7360,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
7361,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
7362,Water,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
7363,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
7364,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
7365,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
7366,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
7367,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
7368,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
7369,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
7370,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7371,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
7372,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
7373,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7374,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
7375,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Bareland
7376,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
7377,Water,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
7378,Water,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Water
7379,Water,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
7380,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
7381,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
7382,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Water
7383,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
7384,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
7385,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
7386,Water,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
7387,Water,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Water
7388,Water,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
7389,Water,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Water
7390,Water,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
7391,Water,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Grassland
7392,Water,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Water
7393,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
7394,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
7395,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Water
7396,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
7397,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
7398,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Water
7399,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Forest
7400,Water,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Water
7401,Water,NULL,Forest,Water,Non_Wetland,Bareland,Water,Bareland
7402,Water,NULL,Forest,Water,Non_Wetland,Water,NULL,Water
7403,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Water
7404,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Water
7405,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
7406,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
7407,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
7408,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
7409,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
7410,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
7411,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
7412,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Bareland
7413,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Water
7414,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
7415,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
7416,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
7417,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Water
7418,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
7419,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
7420,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
7421,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Water
7422,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
7423,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
7424,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
7425,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
7426,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Bareland
7427,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
7428,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
7429,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
7430,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
7431,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Water
7432,Water,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
7433,Water,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Grassland
7434,Water,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Water
7435,Water,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Forest
7436,Water,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
7437,Water,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Water
7438,Water,Cropland,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
7439,Water,Cropland,NULL,NULL,Non_Wetland,Water,Water,Wetland
7440,Water,Cropland,NULL,NULL,Non_Wetland,Water,Water,Water
7441,Water,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
7442,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
7443,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
7444,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
7445,Water,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
7446,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
7447,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
7448,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
7449,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7450,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
7451,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7452,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
7453,Water,Cropland,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
7454,Water,Cropland,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
7455,Water,Cropland,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
7456,Water,Cropland,NULL,Water,Non_Wetland,NULL,Wetland,Water
7457,Water,Cropland,NULL,Water,Non_Wetland,NULL,Water,Grassland
7458,Water,Cropland,NULL,Water,Non_Wetland,NULL,Water,Water
7459,Water,Cropland,NULL,Water,Non_Wetland,Grassland,Water,Water
7460,Water,Cropland,NULL,Water,Non_Wetland,Wetland,NULL,Grassland
7461,Water,Cropland,NULL,Water,Non_Wetland,Wetland,NULL,Forest
7462,Water,Cropland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
7463,Water,Cropland,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
7464,Water,Cropland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
7465,Water,Cropland,NULL,Water,Non_Wetland,Wetland,Water,Water
7466,Water,Cropland,NULL,Water,Non_Wetland,Water,NULL,Water
7467,Water,Cropland,NULL,Water,Non_Wetland,Water,Wetland,Grassland
7468,Water,Cropland,NULL,Water,Non_Wetland,Water,Water,Water
7469,Water,Cropland,NULL,Water,Non_Wetland,Forest,NULL,Forest
7470,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
7471,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
7472,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
7473,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
7474,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
7475,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Bareland
7476,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
7477,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
7478,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
7479,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7480,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7481,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
7482,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
7483,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
7484,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
7485,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7486,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7487,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
7488,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
7489,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
7490,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
7491,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
7492,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
7493,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
7494,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Water
7495,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
7496,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7497,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
7498,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
7499,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
7500,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7501,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
7502,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
7503,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
7504,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
7505,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
7506,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
7507,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7508,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
7509,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7510,Water,Cropland,Grassland,Water,Non_Wetland,NULL,Grassland,Grassland
7511,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7512,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
7513,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
7514,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
7515,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
7516,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7517,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
7518,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
7519,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
7520,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Bareland
7521,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
7522,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
7523,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
7524,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
7525,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
7526,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
7527,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
7528,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
7529,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
7530,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Water
7531,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Forest
7532,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7533,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
7534,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
7535,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7536,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7537,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7538,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
7539,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Water
7540,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
7541,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
7542,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,Water,Grassland
7543,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,Water,Cropland
7544,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
7545,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
7546,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
7547,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Bareland
7548,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
7549,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
7550,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
7551,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7552,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
7553,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
7554,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7555,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
7556,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Bareland
7557,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
7558,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
7559,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
7560,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
7561,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Water
7562,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
7563,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7564,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
7565,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
7566,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
7567,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7568,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7569,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
7570,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
7571,Water,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
7572,Water,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7573,Water,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
7574,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
7575,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Water
7576,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Forest
7577,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Water
7578,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Grassland
7579,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Cropland
7580,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Water
7581,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Forest
7582,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
7583,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,Water,Forest
7584,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7585,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
7586,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
