Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NFF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NFF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NFF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NFF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NFF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NFF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NFF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NFF_M_R
835,NULL,Cropland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Wetland
836,NULL,Wetland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
837,NULL,Wetland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
838,NULL,Wetland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Wetland
839,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
840,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
841,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
842,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
843,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
844,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
845,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
846,NULL,Wetland,Shrubland,Water,Non_Wetland,Cropland,Grassland,Wetland
847,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
848,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
849,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
850,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
851,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
852,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
853,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
854,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
855,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
856,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
857,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
858,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
859,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
860,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
861,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
862,NULL,Wetland,Wetland,NULL,Wetland,Water,Grassland,Wetland
863,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
864,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
865,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
866,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
867,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
868,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,NULL,Wetland
869,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
870,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
871,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
872,NULL,Wetland,Wetland,Water,Wetland,Wetland,NULL,Wetland
873,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
874,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
875,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
876,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
877,NULL,Wetland,Wetland,Water,Wetland,Bareland,NULL,Wetland
878,NULL,Wetland,Wetland,Water,Wetland,Bareland,NULL,Water
879,NULL,Wetland,Wetland,Water,Wetland,Water,NULL,Wetland
880,NULL,Wetland,Wetland,Water,Wetland,Water,NULL,Water
881,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
882,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
883,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
884,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
885,NULL,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
886,NULL,Wetland,Water,Water,Water,NULL,Wetland,Wetland
887,NULL,Wetland,Water,Water,Water,Wetland,Grassland,Wetland
888,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
889,NULL,Wetland,Water,Water,Water,Wetland,Water,Wetland
890,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
891,NULL,Wetland,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
892,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
893,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
894,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
895,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
896,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
897,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
898,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
899,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
900,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
901,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Grassland
902,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
903,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
904,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
905,NULL,Bareland,Wetland,Water,NULL,NULL,NULL,Water
906,NULL,Bareland,Wetland,Water,NULL,Bareland,Water,Water
907,NULL,Bareland,Wetland,Water,NULL,Water,Water,Water
908,NULL,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
909,NULL,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
910,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Water
911,NULL,Bareland,Water,Water,NULL,Water,Water,Water
912,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
913,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
914,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
915,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Water,Bareland
916,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
917,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
918,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
919,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
920,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
921,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
922,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
923,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
924,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
925,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
926,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
927,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
928,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
929,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
930,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
931,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Built-up
932,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
933,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Built-up
934,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
935,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
936,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
937,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
938,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
939,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
940,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
941,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
942,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
943,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
944,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
945,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
946,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
947,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
948,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
949,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
950,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
951,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
952,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
953,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
954,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
955,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
956,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
957,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
958,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
959,NULL,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Wetland
960,NULL,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Forest
961,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
962,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
963,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Forest
964,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
965,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
966,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Forest
967,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Water,Wetland
968,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Water,Built-up
969,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Water,Water
970,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Water,Forest
971,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Forest
972,NULL,Built-up,Wetland,NULL,Wetland,Water,Wetland,Forest
973,NULL,Built-up,Wetland,NULL,Wetland,Forest,Wetland,Forest
974,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
975,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
976,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
977,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
978,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
979,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
980,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
981,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
982,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
983,NULL,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Grassland
984,NULL,Built-up,Wetland,Water,Wetland,Wetland,Water,Grassland
985,NULL,Built-up,Wetland,Water,Wetland,Wetland,Water,Wetland
986,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
987,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Built-up
988,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
989,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Built-up
990,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Water,Bareland
991,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
992,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
993,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
994,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
995,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
996,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
997,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
998,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
999,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,Built-up,Grassland
1000,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Built-up
1001,NULL,Built-up,Built-up,Water,Non_Wetland,Wetland,Water,Bareland
1002,NULL,Built-up,Built-up,Water,Non_Wetland,Wetland,Water,Forest
1003,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Built-up
1004,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1005,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Forest
1006,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Built-up
1007,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1008,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1009,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
1010,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1011,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1012,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1013,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1014,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
1015,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1016,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1017,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1018,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1019,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1020,NULL,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1021,NULL,Water,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
1022,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1023,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1024,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1025,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1026,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
1027,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1028,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1029,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1030,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1031,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1032,NULL,Water,Wetland,Water,NULL,NULL,NULL,Water
1033,NULL,Water,Wetland,Water,NULL,Wetland,Grassland,Water
1034,NULL,Water,Wetland,Water,NULL,Water,Water,Water
1035,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1036,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1037,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
1038,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
1039,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Water
1040,NULL,Water,Wetland,Water,Wetland,Water,NULL,Water
1041,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
1042,NULL,Water,Water,Water,NULL,NULL,NULL,Water
1043,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1044,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1045,NULL,Water,Forest,Water,Non_Wetland,Grassland,Water,Bareland
1046,NULL,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1047,NULL,Forest,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
1048,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1049,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1050,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1051,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
1052,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
1053,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1054,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1055,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
1056,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1057,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1058,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1059,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1060,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1061,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1062,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1063,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Wetland
1064,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
1065,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
1066,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Wetland
1067,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
1068,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
1069,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
1070,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1071,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
1072,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1073,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1074,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1075,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1076,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1077,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1078,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1079,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1080,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1081,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
1082,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1083,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
1084,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1085,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1086,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1087,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1088,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
1089,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
1090,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1091,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1092,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1093,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
1094,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1095,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1096,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1097,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1098,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1099,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1100,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
1101,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
1102,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1103,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
1104,NULL,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
1105,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1106,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1107,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1108,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1109,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1110,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1111,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1112,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland,Wetland,Wetland
1113,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1114,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
1115,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1116,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1117,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1118,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1119,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1120,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1121,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
1122,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1123,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1124,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1125,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1126,NULL,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1127,NULL,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1128,NULL,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1129,NULL,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1130,NULL,Forest,Grassland,Water,Non_Wetland,Wetland,Water,Forest
1131,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
1132,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1133,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1134,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
1135,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1136,NULL,Forest,Wetland,NULL,Wetland,NULL,Water,Wetland
1137,NULL,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
1138,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
1139,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1140,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1141,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1142,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1143,NULL,Forest,Wetland,NULL,Wetland,Grassland,Water,Wetland
1144,NULL,Forest,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
1145,NULL,Forest,Wetland,NULL,Wetland,Cropland,Wetland,Wetland
1146,NULL,Forest,Wetland,NULL,Wetland,Cropland,Wetland,Forest
1147,NULL,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
1148,NULL,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
1149,NULL,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Water
1150,NULL,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
1151,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1152,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1153,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1154,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1155,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1156,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1157,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
1158,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1159,NULL,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
1160,NULL,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
1161,NULL,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
1162,NULL,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1163,NULL,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
1164,NULL,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
1165,NULL,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1166,NULL,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
1167,NULL,Forest,Wetland,NULL,Wetland,Water,Grassland,Grassland
1168,NULL,Forest,Wetland,NULL,Wetland,Water,Grassland,Wetland
