Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KGT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KGT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KGT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KGT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KGT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KGT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KGT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KGT_M_R
660,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
661,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
662,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
663,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
664,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
665,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
666,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
667,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
668,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
669,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
670,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
671,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
672,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
673,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
674,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
675,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
676,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
677,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
678,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
679,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
680,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
681,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
682,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
683,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
684,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
685,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
686,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
687,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
688,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
689,Bareland,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
690,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
691,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
692,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
693,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
694,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
695,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
696,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
697,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
698,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
699,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
700,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
701,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
702,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
703,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
704,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
705,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
706,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
707,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
708,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
709,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
710,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
711,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
712,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
713,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
714,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
715,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
716,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
717,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
718,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
719,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
720,Bareland,Water,Water,Water,Water,NULL,NULL,Wetland
721,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
722,Bareland,Water,Water,Water,Water,NULL,NULL,Water
723,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Bareland
724,Bareland,Permanent_ice_and_snow,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
725,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
726,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
727,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
728,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
729,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
730,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
731,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
732,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
733,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
734,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
735,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
736,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
737,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
738,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
739,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
740,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
741,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
742,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
743,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
744,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
745,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
746,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
747,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
748,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
749,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
750,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
751,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
752,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
753,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
754,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
755,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
756,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
757,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
758,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
759,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
760,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
761,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
762,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
763,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
764,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
765,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
766,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
767,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
768,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
769,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
770,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
771,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
772,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
773,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
774,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
775,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
776,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
777,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
778,Water,NULL,Water,NULL,Water,NULL,NULL,Water
779,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
780,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
781,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
782,Water,NULL,Water,Water,Water,NULL,NULL,Water
783,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
784,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
785,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
786,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
787,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
788,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
789,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
790,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
791,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
792,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
793,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
794,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
795,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
796,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
797,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
798,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
799,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
800,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
801,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
802,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
803,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
804,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
805,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
806,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
807,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
808,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
809,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
810,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
811,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
812,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
813,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
814,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
815,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
816,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
817,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
818,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
819,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
820,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
821,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
822,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
823,Water,Bareland,Water,NULL,Water,NULL,NULL,Bareland
824,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
825,Water,Bareland,Water,Water,Water,NULL,NULL,Wetland
826,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
827,Water,Bareland,Water,Water,Water,NULL,NULL,Water
828,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
829,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
830,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
831,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
832,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
833,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
834,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
835,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
836,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
837,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
838,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
839,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
840,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
841,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
842,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
843,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
844,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
845,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
846,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
847,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
848,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
849,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
850,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
851,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
852,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
853,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
854,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
855,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
856,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
857,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
858,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
859,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
860,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
861,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
862,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
863,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
864,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
865,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
866,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
867,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
868,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
869,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
870,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
871,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
872,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
873,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
874,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
875,Water,Water,Water,NULL,Water,NULL,NULL,Water
876,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
877,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
878,Water,Water,Water,Water,Water,NULL,NULL,Grassland
879,Water,Water,Water,Water,Water,NULL,NULL,Wetland
880,Water,Water,Water,Water,Water,NULL,NULL,Bareland
881,Water,Water,Water,Water,Water,NULL,NULL,Water
882,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
883,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
884,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
885,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
886,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
887,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
888,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
889,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
890,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
891,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
892,Permanent_ice_and_snow,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
893,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
894,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
895,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
896,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
897,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
898,Permanent_ice_and_snow,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
899,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
900,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
901,Permanent_ice_and_snow,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
902,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
903,Permanent_ice_and_snow,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
904,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
905,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
906,Permanent_ice_and_snow,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
907,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Bareland
908,Permanent_ice_and_snow,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
909,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Bareland
910,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Water
911,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
912,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
913,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Water
914,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
915,Permanent_ice_and_snow,Permanent_ice_and_snow,Wetland,Water,Wetland,NULL,NULL,Bareland
916,Permanent_ice_and_snow,Permanent_ice_and_snow,Wetland,Water,Wetland,NULL,NULL,Water
917,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
918,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
919,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
920,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
921,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
922,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
923,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
924,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
925,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
926,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
927,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
928,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
929,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
930,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
931,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
932,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
933,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
934,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
935,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
936,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
937,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
938,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
939,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
940,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
941,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
942,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
943,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
944,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
945,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
946,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
947,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
948,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
949,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
950,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
951,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
952,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
953,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
954,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
955,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
956,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
957,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
958,Forest,NULL,Water,Water,Water,NULL,NULL,Water
959,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
960,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
961,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
962,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
963,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
964,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
965,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
966,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
967,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
968,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
969,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
970,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
971,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
972,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
973,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
974,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
975,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
976,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
977,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
978,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
979,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
980,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
981,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
982,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
983,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
984,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
985,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
986,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
987,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
988,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
989,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
990,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
991,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
992,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
993,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
994,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
995,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
996,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
997,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
998,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
999,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
1000,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
1001,Forest,Water,Water,Water,Water,NULL,NULL,Water
1002,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1003,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1004,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1005,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1006,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
