Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KBD_M_R
6834,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
6835,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland,Water
6836,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
6837,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
6838,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
6839,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
6840,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,NULL,Water
6841,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
6842,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Water
6843,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6844,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
6845,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
6846,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6847,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6848,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
6849,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6850,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Water
6851,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,NULL
6852,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
6853,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Cropland
6854,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
6855,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
6856,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
6857,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Water
6858,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
6859,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Water
6860,Water,Water,NULL,Non_Water,Non_Wetland,Water,Shrubland,Water
6861,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
6862,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
6863,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
6864,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
6865,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
6866,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
6867,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
6868,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
6869,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
6870,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Grassland
6871,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Water
6872,Water,Water,NULL,Water,Non_Wetland,NULL,Forest,Water
6873,Water,Water,NULL,Water,Non_Wetland,Shrubland,Shrubland,Water
6874,Water,Water,NULL,Water,Non_Wetland,Wetland,NULL,Water
6875,Water,Water,NULL,Water,Non_Wetland,Wetland,Shrubland,Water
6876,Water,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Water
6877,Water,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
6878,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
6879,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
6880,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Bareland
6881,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
6882,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
6883,Water,Water,NULL,Water,Non_Wetland,Wetland,Bareland,Water
6884,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,NULL
6885,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
6886,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Wetland
6887,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
6888,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
6889,Water,Water,NULL,Water,Non_Wetland,Wetland,Forest,Water
6890,Water,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Water
6891,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
6892,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Water
6893,Water,Water,NULL,Water,Non_Wetland,Water,Shrubland,Water
6894,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Grassland
6895,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
6896,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
6897,Water,Water,NULL,Water,Non_Wetland,Water,Water,NULL
6898,Water,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
6899,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
6900,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
6901,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
6902,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Water
6903,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
6904,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6905,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
6906,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6907,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
6908,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6909,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
6910,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
6911,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6912,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
6913,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
6914,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
6915,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
6916,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
6917,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
6918,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
6919,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Water
6920,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
6921,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
6922,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
6923,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
6924,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
6925,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
6926,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
6927,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
6928,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
6929,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6930,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
6931,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
6932,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
6933,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
6934,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
6935,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6936,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
6937,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6938,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
6939,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6940,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6941,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
6942,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6943,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
6944,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
6945,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
6946,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
6947,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
6948,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
6949,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
6950,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
6951,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
6952,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
6953,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
6954,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
6955,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
6956,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
6957,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
6958,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
6959,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6960,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
6961,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
6962,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
6963,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
6964,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
6965,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6966,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6967,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
6968,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
6969,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
6970,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
6971,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
6972,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
6973,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
6974,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
6975,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
6976,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
6977,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
6978,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
6979,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6980,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
6981,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
6982,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6983,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
6984,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
6985,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6986,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
6987,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
6988,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
6989,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6990,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
6991,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
6992,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
6993,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
6994,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
6995,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
6996,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
6997,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
6998,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
6999,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
7000,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
7001,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
7002,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
7003,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
7004,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
7005,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
7006,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
7007,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
7008,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
7009,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
7010,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
7011,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
7012,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
7013,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
7014,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
7015,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
7016,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
7017,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
7018,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
7019,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Water
7020,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
7021,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Water
7022,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
7023,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
7024,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
7025,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7026,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
7027,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7028,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
7029,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
7030,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
7031,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Water
7032,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
7033,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Cropland
7034,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Water
7035,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
7036,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
7037,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
7038,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
7039,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
7040,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
7041,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Bareland
7042,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Water
7043,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
7044,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Water
7045,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
7046,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
7047,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
7048,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Water
7049,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
7050,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
7051,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7052,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
7053,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
7054,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7055,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
7056,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
7057,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Bareland
7058,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
7059,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
7060,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
7061,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
7062,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
7063,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
7064,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
7065,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
7066,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
7067,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
7068,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
7069,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
7070,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Cropland
7071,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
7072,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
7073,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
7074,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
7075,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
7076,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Cropland
7077,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
7078,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
7079,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
7080,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Water
7081,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
7082,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
7083,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
7084,Water,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
7085,Water,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
7086,Water,Water,Shrubland,Water,Non_Wetland,NULL,Wetland,Cropland
7087,Water,Water,Shrubland,Water,Non_Wetland,NULL,Wetland,Water
7088,Water,Water,Shrubland,Water,Non_Wetland,NULL,Bareland,Grassland
7089,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
7090,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Water
7091,Water,Water,Shrubland,Water,Non_Wetland,NULL,Forest,Water
7092,Water,Water,Shrubland,Water,Non_Wetland,NULL,Forest,Forest
7093,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
7094,Water,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
7095,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
7096,Water,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
7097,Water,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Wetland
7098,Water,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
7099,Water,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
7100,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Bareland
7101,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Water
7102,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
7103,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
7104,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
7105,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
7106,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
7107,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
7108,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
7109,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
7110,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
7111,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
7112,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
7113,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Forest,Water
7114,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
7115,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
7116,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Cropland
7117,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
7118,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
7119,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
7120,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
7121,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Forest
7122,Water,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
7123,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
7124,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
7125,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
7126,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Water
7127,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
7128,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
7129,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
7130,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
7131,Water,Water,Shrubland,Water,Non_Wetland,Forest,Shrubland,Water
7132,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
7133,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
7134,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7135,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
7136,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
7137,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
7138,Water,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7139,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
7140,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7141,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
7142,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
7143,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
7144,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
7145,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
7146,Water,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
7147,Water,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
7148,Water,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
7149,Water,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
7150,Water,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Water
7151,Water,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
7152,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,NULL
7153,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
7154,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
7155,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Water
7156,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
7157,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
7158,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7159,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
7160,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
7161,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7162,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7163,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
7164,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7165,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
7166,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
7167,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Water
7168,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
7169,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
7170,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
7171,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
7172,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
7173,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
7174,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
7175,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
7176,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7177,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
7178,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
7179,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
