Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_25MBN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_25MBN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_25MBN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_25MBN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_25MBN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_25MBN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_25MBN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_25MBN_M_R
22793,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Water
22794,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
22795,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
22796,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
22797,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
22798,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
22799,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
22800,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Wetland
22801,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
22802,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
22803,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
22804,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
22805,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Grassland
22806,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Cropland
22807,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Bareland
22808,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Built-up
22809,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
22810,Water,Built-up,Built-up,NULL,Non_Wetland,Water,NULL,Grassland
22811,Water,Built-up,Built-up,NULL,Non_Wetland,Water,NULL,Bareland
22812,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Wetland,Wetland
22813,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Built-up
22814,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Wetland
22815,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Bareland
22816,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Built-up
22817,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Water
22818,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Grassland
22819,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Bareland
22820,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Water
22821,Water,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
22822,Water,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
22823,Water,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
22824,Water,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
22825,Water,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
22826,Water,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
22827,Water,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Grassland
22828,Water,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Grassland
22829,Water,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Built-up
22830,Water,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Grassland
22831,Water,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Forest
22832,Water,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
22833,Water,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
22834,Water,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
22835,Water,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
22836,Water,Built-up,Built-up,Non_Water,Non_Wetland,Cropland,NULL,Built-up
22837,Water,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
22838,Water,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Bareland
22839,Water,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Built-up
22840,Water,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
22841,Water,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
22842,Water,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
22843,Water,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
22844,Water,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
22845,Water,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
22846,Water,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,NULL,Grassland
22847,Water,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,NULL,Built-up
22848,Water,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,NULL,Water
22849,Water,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,NULL
22850,Water,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
22851,Water,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Wetland
22852,Water,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
22853,Water,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
22854,Water,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Water
22855,Water,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Forest
22856,Water,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Water,Built-up
22857,Water,Built-up,Built-up,Non_Water,Non_Wetland,Water,NULL,Bareland
22858,Water,Built-up,Built-up,Non_Water,Non_Wetland,Water,Built-up,Grassland
22859,Water,Built-up,Built-up,Non_Water,Non_Wetland,Water,Built-up,Bareland
22860,Water,Built-up,Built-up,Non_Water,Non_Wetland,Water,Water,Bareland
22861,Water,Built-up,Built-up,Water,Non_Wetland,NULL,Bareland,Bareland
22862,Water,Built-up,Built-up,Water,Non_Wetland,NULL,Built-up,Grassland
22863,Water,Built-up,Built-up,Water,Non_Wetland,NULL,Water,Bareland
22864,Water,Built-up,Built-up,Water,Non_Wetland,NULL,Water,Built-up
22865,Water,Built-up,Built-up,Water,Non_Wetland,NULL,Water,Forest
22866,Water,Built-up,Built-up,Water,Non_Wetland,Shrubland,Built-up,Bareland
22867,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,NULL,Grassland
22868,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,NULL,Bareland
22869,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,NULL,Built-up
22870,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
22871,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
22872,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
22873,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
22874,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Bareland
22875,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Built-up
22876,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Water
22877,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
22878,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
22879,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Built-up
22880,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Water
22881,Water,Built-up,Built-up,Water,Non_Wetland,Built-up,NULL,Built-up
22882,Water,Built-up,Built-up,Water,Non_Wetland,Built-up,Bareland,Grassland
22883,Water,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
22884,Water,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Bareland
22885,Water,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
22886,Water,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Water
22887,Water,Built-up,Built-up,Water,Non_Wetland,Built-up,Water,Grassland
22888,Water,Built-up,Built-up,Water,Non_Wetland,Built-up,Water,Bareland
22889,Water,Built-up,Built-up,Water,Non_Wetland,Built-up,Water,Built-up
22890,Water,Built-up,Built-up,Water,Non_Wetland,Water,Bareland,Bareland
22891,Water,Built-up,Built-up,Water,Non_Wetland,Water,Built-up,Grassland
22892,Water,Built-up,Built-up,Water,Non_Wetland,Water,Built-up,Bareland
22893,Water,Built-up,Built-up,Water,Non_Wetland,Water,Built-up,Water
22894,Water,Built-up,Built-up,Water,Non_Wetland,Water,Built-up,Forest
22895,Water,Built-up,Built-up,Water,Non_Wetland,Water,Water,Wetland
22896,Water,Built-up,Built-up,Water,Non_Wetland,Water,Water,Bareland
22897,Water,Built-up,Built-up,Water,Non_Wetland,Water,Water,Water
22898,Water,Built-up,Water,NULL,Water,NULL,Water,Grassland
22899,Water,Built-up,Water,NULL,Water,NULL,Water,Wetland
22900,Water,Built-up,Water,NULL,Water,NULL,Water,Forest
22901,Water,Built-up,Water,NULL,Water,Built-up,NULL,Built-up
22902,Water,Built-up,Water,NULL,Water,Built-up,Water,Water
22903,Water,Built-up,Water,NULL,Water,Water,Water,Grassland
22904,Water,Built-up,Water,NULL,Water,Water,Water,Built-up
22905,Water,Built-up,Water,NULL,Water,Water,Water,Water
22906,Water,Built-up,Water,Non_Water,Water,Water,Built-up,Bareland
22907,Water,Built-up,Water,Water,NULL,Bareland,Built-up,Grassland
22908,Water,Built-up,Water,Water,NULL,Water,Bareland,Water
22909,Water,Built-up,Water,Water,Water,NULL,NULL,Grassland
22910,Water,Built-up,Water,Water,Water,NULL,Built-up,Water
22911,Water,Built-up,Water,Water,Water,NULL,Water,Grassland
22912,Water,Built-up,Water,Water,Water,NULL,Forest,Grassland
22913,Water,Built-up,Water,Water,Water,Shrubland,Built-up,Water
22914,Water,Built-up,Water,Water,Water,Wetland,Water,Grassland
22915,Water,Built-up,Water,Water,Water,Wetland,Water,Wetland
22916,Water,Built-up,Water,Water,Water,Bareland,Bareland,Bareland
22917,Water,Built-up,Water,Water,Water,Bareland,Built-up,Bareland
22918,Water,Built-up,Water,Water,Water,Built-up,Built-up,Grassland
22919,Water,Built-up,Water,Water,Water,Built-up,Water,Grassland
22920,Water,Built-up,Water,Water,Water,Built-up,Water,Water
22921,Water,Built-up,Water,Water,Water,Water,NULL,Bareland
22922,Water,Built-up,Water,Water,Water,Water,Built-up,Water
22923,Water,Built-up,Water,Water,Water,Water,Water,Grassland
22924,Water,Built-up,Water,Water,Water,Water,Water,Wetland
22925,Water,Built-up,Water,Water,Water,Water,Water,Bareland
22926,Water,Built-up,Water,Water,Water,Water,Water,Water
22927,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
22928,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
22929,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
22930,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
22931,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
22932,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
22933,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
22934,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
22935,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
22936,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
22937,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
22938,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
22939,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
22940,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
22941,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
22942,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
22943,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
22944,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Cropland
22945,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Wetland
22946,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Bareland
22947,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Built-up
22948,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Water
22949,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
22950,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Grassland
22951,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Wetland
22952,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Bareland
22953,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Forest
22954,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,NULL
22955,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
22956,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
22957,Water,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
22958,Water,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
22959,Water,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
22960,Water,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
22961,Water,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
22962,Water,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
22963,Water,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
22964,Water,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
22965,Water,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
22966,Water,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
22967,Water,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
22968,Water,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Cropland
22969,Water,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
22970,Water,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
22971,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
22972,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
22973,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
22974,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
22975,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
22976,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
22977,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
22978,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
22979,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
22980,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
22981,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
22982,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
22983,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
22984,Water,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
22985,Water,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
22986,Water,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
22987,Water,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
22988,Water,Built-up,Forest,NULL,Non_Wetland,Cropland,Built-up,Grassland
22989,Water,Built-up,Forest,NULL,Non_Wetland,Cropland,Built-up,Forest
22990,Water,Built-up,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
22991,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
22992,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
22993,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
22994,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
22995,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
22996,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
22997,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
22998,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
22999,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
23000,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
23001,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
23002,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
23003,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,NULL
23004,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
23005,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Bareland
23006,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
23007,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
23008,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
23009,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,NULL
23010,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
23011,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
23012,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Bareland
23013,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Built-up
23014,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
23015,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
23016,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Built-up
23017,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
23018,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
23019,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
23020,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
23021,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
23022,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
23023,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
23024,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Water
23025,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
23026,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
23027,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
23028,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Bareland
23029,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
23030,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
23031,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Water,Built-up
23032,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
23033,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Built-up
23034,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
23035,Water,Built-up,Forest,NULL,Non_Wetland,Water,NULL,Grassland
23036,Water,Built-up,Forest,NULL,Non_Wetland,Water,Built-up,Grassland
23037,Water,Built-up,Forest,NULL,Non_Wetland,Water,Water,Grassland
23038,Water,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
23039,Water,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
23040,Water,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
23041,Water,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
23042,Water,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Grassland
23043,Water,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
23044,Water,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
23045,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
23046,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
23047,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
23048,Water,Built-up,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
23049,Water,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
23050,Water,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Water,Cropland
23051,Water,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Forest,Forest
23052,Water,Built-up,Forest,Non_Water,Non_Wetland,Water,Built-up,Grassland
23053,Water,Built-up,Forest,Non_Water,Non_Wetland,Water,Built-up,Wetland
23054,Water,Built-up,Forest,Non_Water,Non_Wetland,Forest,Built-up,Forest
23055,Water,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
23056,Water,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Cropland
23057,Water,Built-up,Forest,Water,Non_Wetland,NULL,Built-up,Wetland
23058,Water,Built-up,Forest,Water,Non_Wetland,NULL,Water,Grassland
23059,Water,Built-up,Forest,Water,Non_Wetland,NULL,Water,Wetland
23060,Water,Built-up,Forest,Water,Non_Wetland,Shrubland,NULL,Grassland
23061,Water,Built-up,Forest,Water,Non_Wetland,Wetland,NULL,Grassland
23062,Water,Built-up,Forest,Water,Non_Wetland,Wetland,Built-up,Wetland
23063,Water,Built-up,Forest,Water,Non_Wetland,Built-up,Built-up,Wetland
23064,Water,Built-up,Forest,Water,Non_Wetland,Built-up,Built-up,Forest
23065,Water,Built-up,Forest,Water,Non_Wetland,Water,NULL,Wetland
23066,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
23067,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
23068,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
23069,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
23070,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
23071,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
23072,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
23073,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
23074,Water,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
23075,Water,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
23076,Water,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Water
23077,Water,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
23078,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
23079,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
23080,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
23081,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
23082,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Bareland
23083,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
23084,Water,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Wetland
23085,Water,Water,NULL,NULL,Non_Wetland,NULL,Built-up,Wetland
23086,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,NULL
23087,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
23088,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Cropland
23089,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Wetland
23090,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Bareland
23091,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Built-up
23092,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
23093,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
23094,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,NULL
23095,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
23096,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
23097,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
23098,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Bareland
23099,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
23100,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
23101,Water,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
23102,Water,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
23103,Water,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
23104,Water,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
23105,Water,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
23106,Water,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
23107,Water,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
23108,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
23109,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
23110,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
23111,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
23112,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
23113,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Cropland
23114,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
23115,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Bareland
23116,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Built-up
23117,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Water
23118,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
23119,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
23120,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
23121,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
23122,Water,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
23123,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
23124,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
23125,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
23126,Water,Water,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
23127,Water,Water,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
23128,Water,Water,NULL,NULL,Non_Wetland,Cropland,NULL,Wetland
23129,Water,Water,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
23130,Water,Water,NULL,NULL,Non_Wetland,Cropland,NULL,Water
23131,Water,Water,NULL,NULL,Non_Wetland,Cropland,Water,Grassland
23132,Water,Water,NULL,NULL,Non_Wetland,Cropland,Water,Cropland
23133,Water,Water,NULL,NULL,Non_Wetland,Cropland,Water,Water
23134,Water,Water,NULL,NULL,Non_Wetland,Cropland,Water,Forest
23135,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
