Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KQA_M_R
5451,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5452,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
5453,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5454,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
5455,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5456,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5457,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
5458,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
5459,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5460,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
5461,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
5462,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
5463,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Built-up
5464,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
5465,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
5466,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5467,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
5468,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
5469,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
5470,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5471,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
5472,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5473,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5474,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
5475,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
5476,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
5477,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
5478,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5479,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
5480,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
5481,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
5482,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5483,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
5484,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
5485,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
5486,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
5487,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
5488,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
5489,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
5490,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
5491,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
5492,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
5493,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5494,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
5495,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
5496,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
5497,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5498,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
5499,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
5500,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
5501,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
5502,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5503,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
5504,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5505,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
5506,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
5507,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5508,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
5509,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
5510,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
5511,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
5512,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Cropland
5513,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
5514,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
5515,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
5516,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
5517,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
5518,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
5519,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
5520,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
5521,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
5522,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
5523,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
5524,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
5525,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
5526,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
5527,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,NULL
5528,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
5529,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
5530,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
5531,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
5532,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
5533,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
5534,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Bareland
5535,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
5536,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
5537,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
5538,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
5539,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Built-up
5540,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
5541,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
5542,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
5543,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Built-up,Grassland
5544,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
5545,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,NULL
5546,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
5547,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
5548,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Bareland
5549,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5550,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
5551,Cropland,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
5552,Cropland,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
5553,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
5554,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5555,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
5556,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
5557,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
5558,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5559,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
5560,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5561,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
5562,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
5563,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
5564,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
5565,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
5566,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5567,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
5568,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
5569,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
5570,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5571,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
5572,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
5573,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
5574,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
5575,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
5576,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
5577,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
5578,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
5579,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
5580,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
5581,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
5582,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
5583,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
5584,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
5585,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
5586,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
5587,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5588,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
5589,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
5590,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
5591,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5592,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5593,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5594,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
5595,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
5596,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5597,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5598,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5599,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
5600,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5601,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5602,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
5603,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
5604,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
5605,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
5606,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
5607,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
5608,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
5609,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
5610,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
5611,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5612,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
5613,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
5614,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
5615,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5616,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5617,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5618,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5619,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
5620,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
5621,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5622,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
5623,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5624,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5625,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5626,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5627,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5628,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
5629,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5630,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
5631,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
5632,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
5633,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
5634,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5635,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
5636,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
5637,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
5638,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
5639,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
5640,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
5641,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5642,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
5643,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
5644,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
5645,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
5646,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
5647,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
5648,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
5649,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
5650,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
5651,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5652,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5653,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5654,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
5655,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
5656,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5657,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5658,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
5659,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
5660,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5661,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5662,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
5663,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
5664,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
5665,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
5666,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
5667,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
5668,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
5669,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
5670,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
5671,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
5672,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
5673,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
5674,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
5675,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
5676,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
5677,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
5678,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
5679,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
5680,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5681,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
5682,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
5683,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
5684,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
5685,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5686,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
5687,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
5688,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
5689,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
5690,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
5691,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
5692,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
5693,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
5694,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
5695,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
5696,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
5697,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
5698,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
5699,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
5700,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
5701,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Built-up
5702,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
5703,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
5704,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
5705,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
5706,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Built-up
5707,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
5708,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
5709,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
5710,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
5711,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
5712,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
5713,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
5714,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
5715,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
5716,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Built-up
5717,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
5718,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
5719,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
5720,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
5721,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Cropland
5722,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
5723,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
5724,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
5725,Cropland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5726,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
5727,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
5728,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5729,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5730,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5731,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
5732,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
5733,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
5734,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
5735,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
5736,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Cropland
5737,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
5738,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
5739,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5740,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
5741,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
5742,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
5743,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5744,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
5745,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5746,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
5747,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
5748,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
5749,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
5750,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5751,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
5752,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
5753,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
5754,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
5755,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
5756,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
5757,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
