Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LPR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LPR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LPR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LPR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LPR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LPR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LPR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LPR_M_R
1100,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1101,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1102,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1103,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1104,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1105,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1106,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1107,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1108,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
1109,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
1110,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1111,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
1112,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
1113,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1114,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1115,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1116,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1117,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
1118,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1119,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1120,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1121,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1122,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1123,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1124,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1125,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1126,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
1127,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1128,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1129,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1130,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
1131,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1132,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1133,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
1134,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
1135,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1136,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1137,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
1138,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Forest,Grassland
1139,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1140,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1141,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1142,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1143,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1144,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1145,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
1146,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1147,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1148,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
1149,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
1150,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1151,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1152,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1153,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1154,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1155,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1156,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1157,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1158,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1159,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1160,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1161,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1162,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
1163,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1164,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1165,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1166,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Water,Grassland
1167,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1168,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1169,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1170,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1171,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
1172,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1173,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1174,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1175,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1176,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1177,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1178,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1179,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1180,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
1181,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1182,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1183,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1184,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1185,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1186,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1187,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1188,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
1189,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
1190,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1191,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1192,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
1193,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1194,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
1195,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1196,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1197,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1198,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1199,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1200,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1201,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1202,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
1203,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1204,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1205,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1206,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1207,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1208,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1209,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1210,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
1211,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1212,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1213,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1214,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Bareland
1215,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1216,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
1217,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1218,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Bareland
1219,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Built-up
1220,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1221,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1222,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1223,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1224,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1225,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1226,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1227,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1228,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1229,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
1230,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1231,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1232,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
1233,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1234,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1235,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1236,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1237,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1238,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
1239,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1240,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Wetland
1241,Grassland,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
1242,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1243,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1244,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1245,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1246,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1247,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1248,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1249,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
1250,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1251,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1252,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1253,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1254,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1255,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1256,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1257,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1258,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1259,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1260,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1261,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1262,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1263,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1264,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1265,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1266,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1267,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1268,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1269,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1270,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1271,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1272,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1273,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1274,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1275,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1276,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1277,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1278,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
1279,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
1280,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1281,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
1282,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1283,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
1284,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
1285,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1286,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
1287,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Grassland
1288,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
1289,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
1290,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Built-up
1291,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
1292,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1293,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1294,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1295,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
1296,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
1297,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
1298,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
1299,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1300,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1301,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1302,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
1303,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
1304,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
1305,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1306,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1307,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1308,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
1309,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Water
1310,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Water
1311,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1312,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
1313,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1314,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1315,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1316,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1317,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1318,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1319,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1320,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
1321,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1322,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1323,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1324,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1325,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1326,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1327,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1328,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1329,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1330,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1331,Grassland,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
1332,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1333,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1334,Grassland,NULL,Water,NULL,Water,Grassland,NULL,Grassland
1335,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1336,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Grassland
1337,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1338,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1339,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1340,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1341,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1342,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1343,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
1344,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1345,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1346,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1347,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1348,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1349,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
1350,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1351,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1352,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1353,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1354,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1355,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Water
1356,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1357,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1358,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1359,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1360,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1361,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1362,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1363,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1364,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1365,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1366,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
1367,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1368,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1369,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1370,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1371,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1372,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1373,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1374,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1375,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1376,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1377,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1378,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1379,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1380,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
1381,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Water
1382,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1383,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1384,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1385,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1386,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1387,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1388,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1389,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1390,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1391,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
1392,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1393,Grassland,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1394,Grassland,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
1395,Grassland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
1396,Grassland,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1397,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1398,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1399,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1400,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1401,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1402,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1403,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1404,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1405,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1406,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1407,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1408,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1409,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1410,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1411,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1412,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1413,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1414,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1415,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
