Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LBP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LBP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LBP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LBP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LBP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LBP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LBP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LBP_M_R
3813,Water,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
3814,Water,NULL,Water,NULL,Water,Grassland,Water,Water
3815,Water,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
3816,Water,NULL,Water,NULL,Water,Wetland,Grassland,Water
3817,Water,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
3818,Water,NULL,Water,NULL,Water,Wetland,Wetland,Forest
3819,Water,NULL,Water,NULL,Water,Wetland,Water,Forest
3820,Water,NULL,Water,NULL,Water,Water,Grassland,Grassland
3821,Water,NULL,Water,NULL,Water,Water,Grassland,Bareland
3822,Water,NULL,Water,NULL,Water,Water,Grassland,Water
3823,Water,NULL,Water,NULL,Water,Water,Grassland,Forest
3824,Water,NULL,Water,NULL,Water,Water,Water,Grassland
3825,Water,NULL,Water,NULL,Water,Water,Water,Wetland
3826,Water,NULL,Water,Non_Water,Water,Wetland,Grassland,Forest
3827,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
3828,Water,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
3829,Water,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
3830,Water,NULL,Water,Non_Water,Water,Water,Wetland,Forest
3831,Water,NULL,Water,Non_Water,Water,Water,Water,Grassland
3832,Water,NULL,Water,Water,Water,Grassland,Grassland,Grassland
3833,Water,NULL,Water,Water,Water,Grassland,Grassland,Water
3834,Water,NULL,Water,Water,Water,Grassland,Water,Grassland
3835,Water,NULL,Water,Water,Water,Wetland,Grassland,Grassland
3836,Water,NULL,Water,Water,Water,Wetland,Wetland,Grassland
3837,Water,NULL,Water,Water,Water,Wetland,Wetland,Forest
3838,Water,NULL,Water,Water,Water,Water,Grassland,Grassland
3839,Water,NULL,Water,Water,Water,Water,Grassland,Bareland
3840,Water,NULL,Water,Water,Water,Water,Wetland,Wetland
3841,Water,NULL,Water,Water,Water,Water,Wetland,Forest
3842,Water,NULL,Water,Water,Water,Water,Water,Grassland
3843,Water,NULL,Water,Water,Water,Water,Water,Wetland
3844,Water,NULL,Water,Water,Water,Water,Water,Water
3845,Water,NULL,Water,Water,Water,Water,Water,Forest
3846,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3847,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3848,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3849,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3850,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
3851,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3852,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
3853,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3854,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3855,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3856,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
3857,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
3858,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
3859,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3860,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3861,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
3862,Water,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
3863,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
3864,Water,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
3865,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Water
3866,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3867,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3868,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
3869,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3870,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3871,Water,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Water
3872,Water,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
3873,Water,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Water
3874,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3875,Water,Cropland,NULL,Water,Non_Wetland,Water,NULL,Water
3876,Water,Cropland,NULL,Water,Non_Wetland,Water,NULL,Forest
3877,Water,Cropland,NULL,Water,Non_Wetland,Water,Grassland,Grassland
3878,Water,Cropland,NULL,Water,Non_Wetland,Water,Water,Water
3879,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3880,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3881,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
3882,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3883,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3884,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3885,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
3886,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
3887,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
3888,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
3889,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3890,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
3891,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
3892,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
3893,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
3894,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
3895,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3896,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
3897,Water,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3898,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3899,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
3900,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3901,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
3902,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3903,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
3904,Water,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Forest
3905,Water,Cropland,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
3906,Water,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3907,Water,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
3908,Water,Cropland,Wetland,Water,Wetland,Water,Water,Water
3909,Water,Cropland,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3910,Water,Cropland,Bareland,Water,Non_Wetland,Wetland,Grassland,Forest
3911,Water,Cropland,Water,NULL,Water,Grassland,NULL,Water
3912,Water,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
3913,Water,Cropland,Water,NULL,Water,Grassland,Grassland,Water
3914,Water,Cropland,Water,NULL,Water,Grassland,Water,Water
3915,Water,Cropland,Water,NULL,Water,Wetland,NULL,Grassland
3916,Water,Cropland,Water,NULL,Water,Wetland,NULL,Forest
3917,Water,Cropland,Water,NULL,Water,Wetland,Grassland,Grassland
3918,Water,Cropland,Water,NULL,Water,Wetland,Grassland,Forest
3919,Water,Cropland,Water,NULL,Water,Water,NULL,Water
3920,Water,Cropland,Water,NULL,Water,Water,Grassland,Grassland
3921,Water,Cropland,Water,NULL,Water,Water,Grassland,Water
3922,Water,Cropland,Water,Non_Water,Water,Wetland,Grassland,Grassland
3923,Water,Cropland,Water,Water,Water,Grassland,Water,Grassland
3924,Water,Cropland,Water,Water,Water,Wetland,Water,Grassland
3925,Water,Cropland,Water,Water,Water,Water,NULL,Water
3926,Water,Cropland,Water,Water,Water,Water,Grassland,Water
3927,Water,Cropland,Water,Water,Water,Water,Water,Water
3928,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3929,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3930,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3931,Water,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Grassland
3932,Water,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Water
3933,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3934,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Water
3935,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3936,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3937,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
3938,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3939,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
3940,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
3941,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
3942,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Water
3943,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Wetland
3944,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Water
3945,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3946,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
3947,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
3948,Water,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Water
3949,Water,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Forest
3950,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Water
3951,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3952,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
3953,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
3954,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3955,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Water
3956,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3957,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3958,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
3959,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
3960,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
3961,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
3962,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
3963,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
3964,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
3965,Water,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
3966,Water,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3967,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3968,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3969,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
3970,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3971,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
3972,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
3973,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
3974,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
3975,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
3976,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
3977,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
3978,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
3979,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
3980,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
3981,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
3982,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
3983,Water,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
3984,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3985,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
3986,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
3987,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3988,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3989,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
3990,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3991,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3992,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3993,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
3994,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3995,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3996,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
3997,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
3998,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3999,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
4000,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
4001,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
4002,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
4003,Water,Wetland,Wetland,Water,Wetland,Grassland,NULL,Grassland
4004,Water,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
4005,Water,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Water
4006,Water,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
4007,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
4008,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
4009,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
4010,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
4011,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
4012,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
4013,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
4014,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
4015,Water,Wetland,Wetland,Water,Wetland,Water,NULL,Water
4016,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
4017,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
4018,Water,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
4019,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
4020,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
4021,Water,Wetland,Wetland,Water,Wetland,Water,Water,Forest
4022,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
4023,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
4024,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Water
4025,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
4026,Water,Wetland,Water,NULL,Water,Wetland,Water,Grassland
4027,Water,Wetland,Water,NULL,Water,Wetland,Water,Water
4028,Water,Wetland,Water,NULL,Water,Wetland,Water,Forest
4029,Water,Wetland,Water,NULL,Water,Water,Grassland,Grassland
4030,Water,Wetland,Water,NULL,Water,Water,Wetland,Wetland
4031,Water,Wetland,Water,NULL,Water,Water,Wetland,Water
4032,Water,Wetland,Water,NULL,Water,Water,Wetland,Forest
4033,Water,Wetland,Water,NULL,Water,Water,Water,Water
4034,Water,Wetland,Water,NULL,Water,Water,Water,Forest
4035,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
4036,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
4037,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Water
4038,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
4039,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
4040,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Water
4041,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
4042,Water,Wetland,Water,Non_Water,Water,Water,Water,Wetland
4043,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
4044,Water,Wetland,Water,Non_Water,Water,Water,Water,Forest
4045,Water,Wetland,Water,Water,Water,NULL,Water,Water
4046,Water,Wetland,Water,Water,Water,Grassland,Water,Grassland
4047,Water,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
4048,Water,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
4049,Water,Wetland,Water,Water,Water,Wetland,Wetland,Water
4050,Water,Wetland,Water,Water,Water,Wetland,Wetland,Forest
4051,Water,Wetland,Water,Water,Water,Wetland,Water,Water
4052,Water,Wetland,Water,Water,Water,Wetland,Water,Forest
4053,Water,Wetland,Water,Water,Water,Water,Wetland,Grassland
4054,Water,Wetland,Water,Water,Water,Water,Wetland,Water
4055,Water,Wetland,Water,Water,Water,Water,Wetland,Forest
4056,Water,Wetland,Water,Water,Water,Water,Water,Grassland
4057,Water,Wetland,Water,Water,Water,Water,Water,Wetland
4058,Water,Wetland,Water,Water,Water,Water,Water,Bareland
4059,Water,Wetland,Water,Water,Water,Water,Water,Water
4060,Water,Wetland,Water,Water,Water,Water,Water,Forest
4061,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4062,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
4063,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4064,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
4065,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
4066,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
4067,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
4068,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
4069,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
4070,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
4071,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4072,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
4073,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
4074,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
4075,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
4076,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
4077,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
4078,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
4079,Water,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Forest
4080,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
4081,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Water
4082,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
4083,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Wetland
4084,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Water
4085,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
4086,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
4087,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
4088,Water,Bareland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4089,Water,Bareland,NULL,Water,Non_Wetland,Water,Water,Water
4090,Water,Bareland,Cropland,Water,Non_Wetland,Water,NULL,Water
4091,Water,Bareland,Wetland,NULL,Wetland,Water,NULL,Water
4092,Water,Bareland,Wetland,Non_Water,Wetland,Water,NULL,Water
4093,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
4094,Water,Bareland,Wetland,Water,Wetland,Grassland,NULL,Water
4095,Water,Bareland,Wetland,Water,Wetland,Grassland,Water,Water
4096,Water,Bareland,Wetland,Water,Wetland,Water,NULL,Water
4097,Water,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
4098,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
4099,Water,Bareland,Water,NULL,Water,Water,Water,Water
4100,Water,Bareland,Water,Non_Water,Water,Water,Water,Water
4101,Water,Bareland,Water,Water,Water,Grassland,Water,Water
4102,Water,Bareland,Water,Water,Water,Water,NULL,Water
4103,Water,Bareland,Water,Water,Water,Water,Water,Water
4104,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4105,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
4106,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4107,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4108,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
4109,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
4110,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
4111,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
4112,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
4113,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4114,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Bareland
4115,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
4116,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4117,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4118,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4119,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
4120,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
4121,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
4122,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
4123,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
4124,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
4125,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
4126,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
4127,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
4128,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
4129,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
4130,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
4131,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
4132,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
4133,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
4134,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
4135,Water,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
4136,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
4137,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
4138,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
4139,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
4140,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4141,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
4142,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4143,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
4144,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
4145,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
4146,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
4147,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
4148,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
4149,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
4150,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
4151,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
4152,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
4153,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
4154,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
4155,Water,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Water
4156,Water,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
4157,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Forest
4158,Water,Water,NULL,Water,Non_Wetland,Wetland,NULL,Grassland
4159,Water,Water,NULL,Water,Non_Wetland,Wetland,NULL,Forest
4160,Water,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
4161,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
4162,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
4163,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Water
4164,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Grassland
4165,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
4166,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Forest
4167,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
4168,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
4169,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
4170,Water,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
4171,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
4172,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
4173,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4174,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4175,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4176,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
4177,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
4178,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4179,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
