Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NPG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NPG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NPG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NPG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NPG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NPG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NPG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NPG_M_R
1617,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1618,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
1619,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1620,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1621,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1622,Cropland,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1623,Cropland,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1624,Cropland,Bareland,Water,Water,Water,Wetland,Water,Forest
1625,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1626,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1627,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
1628,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1629,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1630,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1631,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1632,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
1633,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1634,Cropland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1635,Cropland,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1636,Cropland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1637,Cropland,Water,Wetland,Water,Wetland,Water,Wetland,Water
1638,Cropland,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1639,Cropland,Water,Water,Water,Water,Wetland,Water,Water
1640,Cropland,Water,Water,Water,Water,Water,Wetland,Water
1641,Cropland,Water,Water,Water,Water,Water,Water,Water
1642,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1643,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1644,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1645,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1646,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1647,Cropland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1648,Cropland,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1649,Cropland,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
1650,Cropland,Forest,Wetland,Water,Wetland,Water,Water,Water
1651,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1652,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1653,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
1654,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1655,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1656,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1657,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1658,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1659,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
1660,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1661,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1662,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1663,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1664,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1665,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1666,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1667,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1668,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
1669,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1670,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Built-up
1671,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1672,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1673,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1674,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1675,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1676,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1677,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
1678,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Built-up
1679,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1680,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1681,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1682,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1683,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
1684,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
1685,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1686,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
1687,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
1688,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1689,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
1690,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1691,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
1692,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
1693,Wetland,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
1694,Wetland,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
1695,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1696,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
1697,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1698,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
1699,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest,Wetland,Grassland
1700,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
1701,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1702,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1703,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1704,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1705,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1706,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1707,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1708,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1709,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1710,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1711,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1712,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1713,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1714,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
1715,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1716,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1717,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1718,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1719,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1720,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1721,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
1722,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,Wetland,Grassland
1723,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
1724,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
1725,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
1726,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1727,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
1728,Wetland,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
1729,Wetland,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1730,Wetland,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
1731,Wetland,NULL,Grassland,Water,Non_Wetland,Forest,Wetland,Grassland
1732,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1733,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1734,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1735,Wetland,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
1736,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1737,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1738,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1739,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1740,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
1741,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
1742,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
1743,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1744,Wetland,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Forest
1745,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1746,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1747,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1748,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1749,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1750,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1751,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
1752,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
1753,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1754,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
1755,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1756,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
1757,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
1758,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1759,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
1760,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1761,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1762,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
1763,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1764,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1765,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
1766,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1767,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1768,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
1769,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Water
1770,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Forest
1771,Wetland,NULL,Wetland,NULL,Wetland,Forest,Wetland,Grassland
1772,Wetland,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
1773,Wetland,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
1774,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1775,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1776,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
1777,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1778,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
1779,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1780,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1781,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1782,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1783,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1784,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1785,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1786,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1787,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1788,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1789,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1790,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
1791,Wetland,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
1792,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1793,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
1794,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1795,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
1796,Wetland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1797,Wetland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
1798,Wetland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Bareland
1799,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,NULL
1800,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1801,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1802,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1803,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1804,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1805,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
1806,Wetland,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
1807,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1808,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1809,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
1810,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
1811,Wetland,NULL,Wetland,Water,Wetland,Water,Water,NULL
1812,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1813,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1814,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Bareland
1815,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Water
1816,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Forest
1817,Wetland,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
1818,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
1819,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
1820,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,Forest
1821,Wetland,NULL,Water,NULL,Water,Wetland,Water,Grassland
1822,Wetland,NULL,Water,NULL,Water,Wetland,Water,Wetland
1823,Wetland,NULL,Water,NULL,Water,Wetland,Water,Forest
1824,Wetland,NULL,Water,NULL,Water,Water,Wetland,Grassland
1825,Wetland,NULL,Water,NULL,Water,Water,Wetland,Wetland
1826,Wetland,NULL,Water,NULL,Water,Water,Wetland,Water
1827,Wetland,NULL,Water,NULL,Water,Water,Wetland,Forest
1828,Wetland,NULL,Water,NULL,Water,Water,Water,Grassland
1829,Wetland,NULL,Water,NULL,Water,Water,Water,Wetland
1830,Wetland,NULL,Water,NULL,Water,Water,Water,Water
1831,Wetland,NULL,Water,NULL,Water,Water,Water,Forest
1832,Wetland,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
1833,Wetland,NULL,Water,Non_Water,Water,Grassland,Wetland,Forest
1834,Wetland,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
1835,Wetland,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
1836,Wetland,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
1837,Wetland,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
1838,Wetland,NULL,Water,Non_Water,Water,Wetland,Water,Forest
1839,Wetland,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
1840,Wetland,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
1841,Wetland,NULL,Water,Non_Water,Water,Water,Wetland,Forest
1842,Wetland,NULL,Water,Non_Water,Water,Water,Water,Grassland
1843,Wetland,NULL,Water,Non_Water,Water,Water,Water,Wetland
1844,Wetland,NULL,Water,Water,Water,Grassland,Wetland,Wetland
1845,Wetland,NULL,Water,Water,Water,Wetland,Grassland,Wetland
1846,Wetland,NULL,Water,Water,Water,Wetland,Wetland,NULL
1847,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1848,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
1849,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Water
1850,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Forest
1851,Wetland,NULL,Water,Water,Water,Wetland,Water,Grassland
1852,Wetland,NULL,Water,Water,Water,Wetland,Water,Wetland
1853,Wetland,NULL,Water,Water,Water,Wetland,Water,Bareland
1854,Wetland,NULL,Water,Water,Water,Wetland,Water,Water
1855,Wetland,NULL,Water,Water,Water,Wetland,Water,Forest
1856,Wetland,NULL,Water,Water,Water,Water,Wetland,Grassland
1857,Wetland,NULL,Water,Water,Water,Water,Wetland,Wetland
1858,Wetland,NULL,Water,Water,Water,Water,Wetland,Water
1859,Wetland,NULL,Water,Water,Water,Water,Wetland,Forest
1860,Wetland,NULL,Water,Water,Water,Water,Water,Grassland
1861,Wetland,NULL,Water,Water,Water,Water,Water,Wetland
1862,Wetland,NULL,Water,Water,Water,Water,Water,Bareland
1863,Wetland,NULL,Water,Water,Water,Water,Water,Water
1864,Wetland,NULL,Water,Water,Water,Water,Water,Forest
1865,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1866,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1867,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1868,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
1869,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1870,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1871,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1872,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1873,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1874,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1875,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
1876,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1877,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1878,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1879,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1880,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1881,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
1882,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1883,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1884,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1885,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
1886,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1887,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
1888,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
1889,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1890,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1891,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1892,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1893,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1894,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1895,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1896,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1897,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1898,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1899,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Grassland
1900,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1901,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1902,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1903,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1904,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
1905,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
1906,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1907,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
1908,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1909,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1910,Wetland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1911,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1912,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1913,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1914,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
1915,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1916,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1917,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1918,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1919,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1920,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
1921,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1922,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1923,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
1924,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1925,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1926,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1927,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
1928,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1929,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
1930,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
1931,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
1932,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
1933,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1934,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
1935,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
1936,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1937,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
1938,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
1939,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
1940,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
1941,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
1942,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
1943,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1944,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1945,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1946,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1947,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1948,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1949,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1950,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1951,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1952,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1953,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1954,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1955,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
