Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LWN_M_R
7809,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
7810,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7811,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
7812,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
7813,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
7814,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7815,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
7816,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
7817,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
7818,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
7819,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
7820,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
7821,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
7822,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
7823,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
7824,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
7825,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
7826,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
7827,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
7828,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
7829,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
7830,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7831,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
7832,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
7833,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
7834,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
7835,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7836,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
7837,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
7838,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
7839,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7840,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
7841,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7842,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
7843,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7844,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
7845,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7846,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
7847,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
7848,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
7849,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
7850,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
7851,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
7852,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
7853,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
7854,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
7855,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
7856,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
7857,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
7858,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
7859,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
7860,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
7861,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7862,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
7863,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
7864,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
7865,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
7866,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,Bareland,Cropland
7867,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
7868,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
7869,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
7870,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
7871,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
7872,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
7873,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
7874,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
7875,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
7876,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
7877,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
7878,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
7879,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
7880,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
7881,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
7882,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7883,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
7884,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
7885,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
7886,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7887,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
7888,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
7889,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
7890,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
7891,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7892,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
7893,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Cropland
7894,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
7895,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Cropland
7896,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
7897,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
7898,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Water,Bareland,Cropland
7899,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
7900,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
7901,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Cropland
7902,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
7903,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,Shrubland,Cropland
7904,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
7905,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
7906,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,Forest,Cropland
7907,Cropland,Cropland,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
7908,Cropland,Cropland,Cropland,Water,Non_Wetland,Water,Grassland,Wetland
7909,Cropland,Cropland,Cropland,Water,Non_Wetland,Forest,Forest,Cropland
7910,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Shrubland,Cropland
7911,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
7912,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
7913,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
7914,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
7915,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
7916,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
7917,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
7918,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
7919,Cropland,Cropland,Wetland,Water,Wetland,NULL,Shrubland,Grassland
7920,Cropland,Cropland,Wetland,Water,Wetland,Water,Water,Cropland
7921,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
7922,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
7923,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,Bareland,Bareland
7924,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,Bareland,Water
7925,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,NULL
7926,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Cropland
7927,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7928,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7929,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
7930,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
7931,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
7932,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
7933,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
7934,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
7935,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
7936,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
7937,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
7938,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
7939,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
7940,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
7941,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
7942,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
7943,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
7944,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
7945,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
7946,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
7947,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7948,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7949,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
7950,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
7951,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
7952,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
7953,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
7954,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
7955,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
7956,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
7957,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
7958,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
7959,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
7960,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
7961,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
7962,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7963,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
7964,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
7965,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
7966,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
7967,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
7968,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
7969,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
7970,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
7971,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
7972,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
7973,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
7974,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
7975,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
7976,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
7977,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
7978,Cropland,Cropland,Water,Non_Water,Water,Grassland,Grassland,Grassland
7979,Cropland,Cropland,Water,Water,Water,Water,Grassland,Wetland
7980,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
7981,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
7982,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
7983,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
7984,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7985,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
7986,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
7987,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
7988,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
7989,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
7990,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
7991,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
7992,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
7993,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
7994,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
7995,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
7996,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
7997,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
7998,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
7999,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
8000,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
8001,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
8002,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
8003,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
8004,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
8005,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
8006,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
8007,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8008,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8009,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
8010,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
8011,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8012,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
8013,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8014,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
8015,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
8016,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
8017,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
8018,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Cropland
8019,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
8020,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
8021,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
8022,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
8023,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
8024,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
8025,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
8026,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
8027,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
8028,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8029,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8030,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
8031,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
8032,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8033,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
8034,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
8035,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
8036,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
8037,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
8038,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Cropland
8039,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
8040,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
8041,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
8042,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
8043,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
8044,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
8045,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
8046,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
8047,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
8048,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
8049,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
8050,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
8051,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8052,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
8053,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
8054,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
8055,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
8056,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
8057,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
8058,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
8059,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Cropland
8060,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Shrubland,NULL
8061,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
8062,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
8063,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
8064,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
8065,Cropland,Cropland,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
8066,Cropland,Cropland,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
8067,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
8068,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
8069,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
8070,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
8071,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
8072,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
8073,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
8074,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
8075,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
8076,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
8077,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
8078,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
8079,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
8080,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
8081,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
8082,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8083,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
8084,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
8085,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
8086,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
8087,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
8088,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
8089,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
8090,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
8091,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
8092,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
8093,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8094,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Cropland
8095,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,Grassland,Cropland
8096,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Cropland
8097,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8098,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8099,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
8100,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
8101,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
8102,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
8103,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
8104,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
8105,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
8106,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
8107,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8108,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
8109,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
8110,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8111,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
8112,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
8113,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
8114,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
8115,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
8116,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
8117,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
8118,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
8119,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
