Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LLL_M_R
5721,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
5722,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
5723,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
5724,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
5725,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5726,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
5727,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
5728,Bareland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5729,Bareland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
5730,Bareland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5731,Bareland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5732,Bareland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5733,Bareland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
5734,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
5735,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
5736,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
5737,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5738,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
5739,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5740,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5741,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
5742,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
5743,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
5744,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Bareland
5745,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
5746,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,NULL
5747,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5748,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5749,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Forest
5750,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5751,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,NULL
5752,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
5753,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
5754,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
5755,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
5756,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
5757,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
5758,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5759,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5760,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
5761,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
5762,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5763,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
5764,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
5765,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
5766,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5767,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
5768,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
5769,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
5770,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5771,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
5772,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
5773,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
5774,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
5775,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
5776,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5777,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
5778,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
5779,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
5780,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5781,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5782,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5783,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
5784,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5785,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5786,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5787,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5788,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
5789,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
5790,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5791,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5792,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
5793,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
5794,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5795,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5796,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5797,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5798,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
5799,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
5800,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5801,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5802,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5803,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5804,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5805,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
5806,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
5807,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
5808,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
5809,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
5810,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
5811,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
5812,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
5813,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5814,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5815,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
5816,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
5817,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5818,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5819,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
5820,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
5821,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
5822,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
5823,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
5824,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
5825,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5826,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
5827,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
5828,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
5829,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
5830,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5831,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
5832,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5833,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
5834,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5835,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5836,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5837,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5838,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
5839,Bareland,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
5840,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
5841,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,Shrubland,Forest
5842,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
5843,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
5844,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5845,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5846,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
5847,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
5848,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
5849,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
5850,Bareland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5851,Bareland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5852,Bareland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
5853,Bareland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5854,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
5855,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
5856,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
5857,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5858,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
5859,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
5860,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
5861,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
5862,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
5863,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5864,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Shrubland,Bareland
5865,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Shrubland,Built-up
5866,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
5867,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
5868,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
5869,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
5870,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
5871,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
5872,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
5873,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5874,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5875,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5876,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
5877,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5878,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
5879,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
5880,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
5881,Bareland,Cropland,Water,NULL,Water,Cropland,NULL,Cropland
5882,Bareland,Cropland,Water,NULL,Water,Cropland,NULL,Bareland
5883,Bareland,Cropland,Water,NULL,Water,Bareland,NULL,Bareland
5884,Bareland,Cropland,Water,NULL,Water,Bareland,Bareland,Bareland
5885,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
5886,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5887,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
5888,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
5889,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5890,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
5891,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
5892,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
5893,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
5894,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
5895,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5896,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
5897,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5898,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
5899,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5900,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
5901,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
5902,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
5903,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
5904,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5905,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5906,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5907,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5908,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
5909,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5910,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
5911,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
5912,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5913,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
5914,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
5915,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5916,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
5917,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5918,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
5919,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5920,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
5921,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
5922,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
5923,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Bareland
5924,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
5925,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
5926,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5927,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5928,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Bareland
5929,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
5930,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
5931,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
5932,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
5933,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
5934,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
5935,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
5936,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
5937,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
5938,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
5939,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
5940,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
5941,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5942,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
5943,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5944,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
5945,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5946,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
5947,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
5948,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
5949,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5950,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5951,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
5952,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5953,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
5954,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
5955,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5956,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
5957,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5958,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5959,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5960,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5961,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
5962,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
5963,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
5964,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5965,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
5966,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5967,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
5968,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5969,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
5970,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5971,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5972,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
5973,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
5974,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
5975,Bareland,Bareland,Water,NULL,Water,Bareland,Shrubland,Grassland
5976,Bareland,Bareland,Water,NULL,Water,Bareland,Shrubland,Bareland
5977,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
5978,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
5979,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
5980,Bareland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5981,Bareland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5982,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
5983,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5984,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
5985,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
5986,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
5987,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5988,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland,Bareland,Bareland
5989,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
5990,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
5991,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
5992,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5993,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
5994,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
5995,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
5996,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
5997,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
5998,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
5999,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
6000,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6001,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6002,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
6003,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6004,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6005,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6006,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6007,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6008,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
6009,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
6010,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6011,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
6012,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
6013,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6014,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6015,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
6016,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
6017,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
6018,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
6019,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6020,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
6021,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Bareland
6022,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
6023,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6024,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
6025,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
6026,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
6027,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6028,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6029,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
