Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MXV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MXV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MXV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MXV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MXV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MXV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MXV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MXV_M_R
345,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
346,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
347,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
348,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
349,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
350,Grassland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
351,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
352,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
353,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
354,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
355,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
356,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
357,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
358,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
359,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
360,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
361,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
362,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
363,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
364,Grassland,NULL,Water,NULL,Water,NULL,NULL,Water
365,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
366,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
367,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
368,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Water
369,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
370,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
371,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
372,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
373,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
374,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
375,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
376,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
377,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
378,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
379,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
380,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
381,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
382,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
383,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
384,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
385,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
386,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
387,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
388,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
389,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
390,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
391,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
392,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
393,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
394,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
395,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
396,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
397,Grassland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Wetland
398,Grassland,Cropland,Water,Water,Water,NULL,NULL,Grassland
399,Grassland,Cropland,Water,Water,Water,NULL,NULL,Water
400,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
401,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
402,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
403,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
404,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
405,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
406,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
407,Grassland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
408,Grassland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
409,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
410,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
411,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
412,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
413,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
414,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
415,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
416,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
417,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
418,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
419,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
420,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
421,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
422,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
423,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
424,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
425,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
426,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
427,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
428,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
429,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
430,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
431,Grassland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
432,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
433,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
434,Grassland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
435,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Water
436,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Forest
437,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
438,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
439,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
440,Grassland,Wetland,Water,Water,Water,NULL,NULL,Grassland
441,Grassland,Wetland,Water,Water,Water,NULL,NULL,Wetland
442,Grassland,Wetland,Water,Water,Water,NULL,NULL,Water
443,Grassland,Wetland,Water,Water,Water,NULL,NULL,Forest
444,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
445,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
446,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
447,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
448,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
449,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
450,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
451,Grassland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
452,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
453,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
454,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
455,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
456,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
457,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
458,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
459,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
460,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
461,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
462,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
463,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
464,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
465,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
466,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
467,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
468,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Water
469,Grassland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
470,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
471,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Water
472,Grassland,Water,Water,Water,Water,NULL,NULL,Grassland
473,Grassland,Water,Water,Water,Water,NULL,NULL,Wetland
474,Grassland,Water,Water,Water,Water,NULL,NULL,Water
475,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
476,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
477,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
478,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
479,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
480,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
481,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
482,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
483,Grassland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
484,Grassland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
485,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
486,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
487,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
488,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
489,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
490,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
491,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
492,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
493,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
494,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
495,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
496,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
497,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
498,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
499,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
500,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
501,Grassland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
502,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
503,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
504,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
505,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
506,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
507,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
508,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
509,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
510,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
511,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
512,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
513,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
514,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
515,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
516,Grassland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
517,Grassland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
518,Grassland,Forest,Water,NULL,Water,NULL,NULL,Grassland
519,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
520,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Water
521,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
522,Grassland,Forest,Water,Water,Water,NULL,NULL,Grassland
523,Grassland,Forest,Water,Water,Water,NULL,NULL,Wetland
524,Grassland,Forest,Water,Water,Water,NULL,NULL,Water
525,Grassland,Forest,Water,Water,Water,NULL,NULL,Forest
526,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
527,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
528,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
529,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
530,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
531,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
532,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
533,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
534,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
535,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
536,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
537,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
538,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
539,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
540,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
541,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
542,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
543,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
544,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
545,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
546,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
547,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
548,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
549,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
550,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
551,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
552,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
553,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
554,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
555,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
556,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
557,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
558,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
559,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
560,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
561,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
562,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
563,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
564,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
565,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
566,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
567,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
568,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
569,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
570,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
571,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
572,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
573,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
574,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
575,Cropland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
576,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
577,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
578,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
579,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
580,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
581,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
582,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
583,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
584,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
585,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
586,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
587,Cropland,NULL,Water,NULL,Water,NULL,NULL,Water
588,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
589,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
590,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Water
591,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
592,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
593,Cropland,NULL,Water,Water,Water,NULL,NULL,Wetland
594,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
595,Cropland,NULL,Water,Water,Water,NULL,NULL,Forest
596,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
597,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
598,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
599,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
600,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
601,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
602,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
603,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
604,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
605,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
606,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
607,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
608,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
609,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
610,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
611,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
612,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
613,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
614,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
615,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
616,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
617,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
618,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
619,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
620,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
621,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Water
622,Cropland,Cropland,Water,Water,Water,NULL,NULL,Grassland
623,Cropland,Cropland,Water,Water,Water,NULL,NULL,Wetland
624,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
625,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
626,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
627,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
628,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
629,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
630,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
631,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
632,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
633,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
634,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
635,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
636,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
637,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
638,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
639,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
640,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
641,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
642,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
643,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
644,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
645,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
646,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
647,Cropland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
648,Cropland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
649,Cropland,Wetland,Water,Water,Water,NULL,NULL,Grassland
650,Cropland,Wetland,Water,Water,Water,NULL,NULL,Water
651,Cropland,Wetland,Water,Water,Water,NULL,NULL,Forest
652,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
653,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
654,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
655,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
656,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
657,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
658,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
659,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
660,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
661,Cropland,Bareland,Water,Water,Water,NULL,NULL,Water
662,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
663,Cropland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
664,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
665,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
666,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
667,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
668,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
669,Cropland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
670,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
671,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
672,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
673,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
674,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
675,Cropland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
676,Cropland,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
677,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
678,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
679,Cropland,Built-up,Water,Water,Water,NULL,NULL,Water
680,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
681,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
682,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
683,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
684,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
685,Cropland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
686,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
687,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
688,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
689,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
690,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
691,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
692,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
693,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
694,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
