Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LPF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LPF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LPF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LPF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LPF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LPF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LPF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LPF_M_R
11939,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
11940,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11941,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11942,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
11943,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
11944,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Bareland
11945,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
11946,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
11947,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Water,Bareland
11948,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Water,Built-up
11949,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
11950,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
11951,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
11952,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
11953,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
11954,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
11955,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
11956,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
11957,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
11958,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
11959,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
11960,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
11961,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
11962,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
11963,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
11964,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
11965,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
11966,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
11967,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
11968,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
11969,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
11970,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
11971,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
11972,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
11973,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
11974,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
11975,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
11976,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
11977,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
11978,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,NULL,Grassland
11979,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Shrubland,Grassland
11980,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
11981,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Cropland
11982,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
11983,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Built-up
11984,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Water,Grassland
11985,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Water,Bareland
11986,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Water,Built-up
11987,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Water,Water
11988,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
11989,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Bareland
11990,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
11991,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
11992,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Water,Bareland,Bareland
11993,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Bareland
11994,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Water
11995,Bareland,NULL,Built-up,Water,Non_Wetland,Water,Bareland,Bareland
11996,Bareland,NULL,Built-up,Water,Non_Wetland,Water,Water,Bareland
11997,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
11998,Bareland,NULL,Water,NULL,Water,NULL,Water,Bareland
11999,Bareland,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
12000,Bareland,NULL,Water,NULL,Water,Water,Grassland,Grassland
12001,Bareland,NULL,Water,Non_Water,Water,Water,Water,Water
12002,Bareland,NULL,Water,Water,Water,Bareland,Water,Water
12003,Bareland,NULL,Water,Water,Water,Water,NULL,Water
12004,Bareland,NULL,Water,Water,Water,Water,Water,Wetland
12005,Bareland,NULL,Water,Water,Water,Water,Water,Water
12006,Bareland,NULL,Water,Water,Water,Water,Forest,Water
12007,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
12008,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
12009,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
12010,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
12011,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
12012,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
12013,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
12014,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
12015,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
12016,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
12017,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Built-up
12018,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
12019,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
12020,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
12021,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
12022,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
12023,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
12024,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
12025,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
12026,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
12027,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
12028,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
12029,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
12030,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
12031,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
12032,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Bareland
12033,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
12034,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12035,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12036,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
12037,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
12038,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12039,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
12040,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12041,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
12042,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
12043,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
12044,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
12045,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
12046,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
12047,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
12048,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
12049,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
12050,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
12051,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
12052,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
12053,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12054,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
12055,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
12056,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
12057,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
12058,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
12059,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
12060,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
12061,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
12062,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
12063,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
12064,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
12065,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
12066,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
12067,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
12068,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
12069,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
12070,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
12071,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
12072,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
12073,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
12074,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
12075,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
12076,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
12077,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
12078,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
12079,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
12080,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
12081,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12082,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
12083,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
12084,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
12085,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
12086,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
12087,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
12088,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
12089,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
12090,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
12091,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
12092,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,NULL
12093,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
12094,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Cropland
12095,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
12096,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,NULL
12097,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
12098,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
12099,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
12100,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
12101,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
12102,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Bareland
12103,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Bareland
12104,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
12105,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
12106,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
12107,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
12108,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
12109,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Bareland
12110,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Cropland
12111,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Cropland
12112,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
12113,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
12114,Bareland,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Water
12115,Bareland,NULL,Forest,Water,Non_Wetland,Water,NULL,Wetland
12116,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
12117,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
12118,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
12119,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
12120,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
12121,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
12122,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
12123,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
12124,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
12125,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
12126,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
12127,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
12128,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
12129,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
12130,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12131,Bareland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
12132,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
12133,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
12134,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
12135,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
12136,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12137,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
12138,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
12139,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
12140,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
12141,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
12142,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
12143,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
12144,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
12145,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
12146,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Cropland
12147,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
12148,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
12149,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
12150,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
12151,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
12152,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
12153,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12154,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
12155,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
12156,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
12157,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
12158,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
12159,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
12160,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
12161,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
12162,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Built-up
12163,Bareland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
12164,Bareland,Cropland,NULL,NULL,Non_Wetland,Water,Water,Water
12165,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
12166,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
12167,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
12168,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
12169,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
12170,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
12171,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
12172,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
12173,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
12174,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
12175,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
12176,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
12177,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
12178,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
12179,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Wetland
12180,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
12181,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12182,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12183,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12184,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
12185,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12186,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
12187,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
12188,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
12189,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
12190,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
12191,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
12192,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12193,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
12194,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
12195,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12196,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
12197,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
12198,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
12199,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
12200,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
12201,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
12202,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
12203,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
12204,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
12205,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
12206,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
12207,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
12208,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
12209,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12210,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
12211,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12212,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
12213,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
12214,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
12215,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
12216,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Cropland
12217,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
12218,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
12219,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
12220,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
12221,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
12222,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
12223,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
12224,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
12225,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
12226,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
12227,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
12228,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
12229,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
12230,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
12231,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
12232,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
12233,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
12234,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
12235,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
12236,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
12237,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
12238,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
12239,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
12240,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Water
12241,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
12242,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
12243,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
12244,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
12245,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12246,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
12247,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
12248,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12249,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12250,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
12251,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12252,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
12253,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12254,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
12255,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
12256,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
