Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LPJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LPJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LPJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LPJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LPJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LPJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LPJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LPJ_M_R
335,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
336,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
337,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
338,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
339,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
340,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
341,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
342,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
343,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
344,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
345,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
346,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
347,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
348,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
349,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
350,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
351,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
352,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
353,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
354,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
355,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
356,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
357,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
358,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
359,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
360,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
361,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
362,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
363,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
364,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
365,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
366,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
367,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
368,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
369,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
370,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
371,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
372,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
373,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
374,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
375,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
376,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
377,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
378,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
379,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
380,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
381,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
382,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
383,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
384,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
385,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
386,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
387,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
388,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
389,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
390,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
391,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
392,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
393,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
394,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
395,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
396,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
397,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
398,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
399,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
400,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
401,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
402,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
403,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
404,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
405,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
406,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
407,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
408,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
409,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
410,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
411,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
412,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
413,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
414,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
415,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
416,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
417,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
418,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
419,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
420,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
421,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
422,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
423,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
424,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
425,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
426,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
427,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
428,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
429,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
430,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
431,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
432,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
433,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
434,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
435,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
436,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
437,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
438,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
439,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
440,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
441,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
442,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
443,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
444,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
445,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
446,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
447,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
448,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
449,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
450,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
451,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
452,Cropland,Forest,Water,NULL,Water,NULL,NULL,Forest
453,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
454,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
455,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
456,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
457,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
458,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
459,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
460,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
461,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
462,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
463,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
464,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
465,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
466,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
467,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
468,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
469,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
470,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
471,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
472,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
473,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
474,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
475,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
476,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
477,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
478,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
479,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
480,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
481,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
482,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
483,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
484,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
485,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
486,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
487,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
488,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
489,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
490,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
491,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
492,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
493,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
494,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
495,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
496,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
497,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
498,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
499,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
500,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
501,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
502,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
503,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
504,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
505,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
506,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
507,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
508,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
509,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
510,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
511,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
512,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
513,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
514,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
515,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
516,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
517,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
518,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
519,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
520,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
521,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
522,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
523,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
524,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
525,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
526,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
527,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
528,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
529,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
530,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
531,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
532,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
533,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
534,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
535,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
536,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
537,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
538,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
539,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
540,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
541,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
542,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
543,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
544,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
545,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
546,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
547,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
548,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
549,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
550,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
551,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
552,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
553,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
554,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
555,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
556,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
557,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
558,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
559,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
560,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
561,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
562,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
563,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
564,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
565,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
566,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
567,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
568,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
569,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Forest
570,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
571,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
572,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
573,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
574,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
575,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
576,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
577,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
578,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
579,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
580,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
581,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
582,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
583,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
584,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
585,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
586,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
587,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
588,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
589,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
590,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
591,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
592,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
593,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
594,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
595,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
596,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
597,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
598,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
599,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
600,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
601,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
602,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
603,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
604,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
605,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
606,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
607,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
608,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
609,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
610,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
611,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
612,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
613,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
614,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
615,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
616,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
617,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
618,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
619,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
620,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
621,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
622,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
623,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
624,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
625,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
626,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
627,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
628,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
629,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
630,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
631,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
632,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
633,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
634,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
635,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
636,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
637,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
638,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
639,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
640,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
641,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
642,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
643,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
644,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
645,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
646,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
647,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
648,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
649,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
650,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
651,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
652,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
653,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
654,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
655,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
656,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
657,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
658,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
659,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
660,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
661,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
662,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
663,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
664,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
665,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
666,Water,Wetland,Water,Water,Water,NULL,NULL,Water
667,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
668,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
669,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
670,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
671,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
672,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
673,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
674,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
675,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
676,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
677,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
678,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
679,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
680,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
