Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MTV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MTV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MTV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MTV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MTV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MTV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MTV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MTV_M_R
8540,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
8541,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
8542,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
8543,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8544,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8545,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
8546,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
8547,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
8548,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
8549,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
8550,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
8551,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Cropland
8552,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Bareland
8553,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
8554,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
8555,Water,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
8556,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8557,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
8558,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8559,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
8560,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
8561,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
8562,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
8563,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
8564,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
8565,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
8566,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Water
8567,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8568,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Water
8569,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
8570,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
8571,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
8572,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
8573,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
8574,Water,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Water
8575,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
8576,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Water
8577,Water,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
8578,Water,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,NULL
8579,Water,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
8580,Water,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Bareland
8581,Water,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Water
8582,Water,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
8583,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
8584,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
8585,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
8586,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
8587,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
8588,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
8589,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
8590,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
8591,Water,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
8592,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
8593,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
8594,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8595,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Wetland
8596,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
8597,Water,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
8598,Water,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
8599,Water,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
8600,Water,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
8601,Water,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
8602,Water,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
8603,Water,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
8604,Water,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
8605,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
8606,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
8607,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8608,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
8609,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
8610,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Water
8611,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8612,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
8613,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
8614,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,NULL
8615,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
8616,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
8617,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
8618,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
8619,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
8620,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Water
8621,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
8622,Water,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
8623,Water,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
8624,Water,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Water
8625,Water,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
8626,Water,NULL,NULL,Water,Non_Wetland,NULL,Water,Water
8627,Water,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
8628,Water,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Wetland
8629,Water,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Water
8630,Water,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
8631,Water,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
8632,Water,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Water
8633,Water,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
8634,Water,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Wetland
8635,Water,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Water
8636,Water,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
8637,Water,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Water
8638,Water,NULL,NULL,Water,Non_Wetland,Grassland,NULL,NULL
8639,Water,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
8640,Water,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Wetland
8641,Water,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Water
8642,Water,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
8643,Water,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
8644,Water,NULL,NULL,Water,Non_Wetland,Grassland,Water,Water
8645,Water,NULL,NULL,Water,Non_Wetland,Wetland,Shrubland,Grassland
8646,Water,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
8647,Water,NULL,NULL,Water,Non_Wetland,Wetland,Water,Forest
8648,Water,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Water
8649,Water,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
8650,Water,NULL,NULL,Water,Non_Wetland,Bareland,Water,Water
8651,Water,NULL,NULL,Water,Non_Wetland,Water,NULL,Grassland
8652,Water,NULL,NULL,Water,Non_Wetland,Water,Shrubland,NULL
8653,Water,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
8654,Water,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Wetland
8655,Water,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Bareland
8656,Water,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Water
8657,Water,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
8658,Water,NULL,NULL,Water,Non_Wetland,Water,Grassland,Wetland
8659,Water,NULL,NULL,Water,Non_Wetland,Water,Grassland,Water
8660,Water,NULL,NULL,Water,Non_Wetland,Water,Built-up,Wetland
8661,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
8662,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
8663,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Water
8664,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
8665,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8666,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
8667,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
8668,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8669,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
8670,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
8671,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
8672,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
8673,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
8674,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Wetland
8675,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
8676,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
8677,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
8678,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
8679,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8680,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
8681,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
8682,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
8683,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8684,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8685,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
8686,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
8687,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
8688,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8689,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
8690,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8691,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
8692,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
8693,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
8694,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
8695,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
8696,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
8697,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
8698,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Cropland
8699,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
8700,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
8701,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
8702,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
8703,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8704,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
8705,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8706,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8707,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
8708,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
8709,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8710,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
8711,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
8712,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
8713,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
8714,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
8715,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
8716,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
8717,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
8718,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8719,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
8720,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
8721,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8722,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
8723,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8724,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
8725,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
8726,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
8727,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8728,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8729,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
8730,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
8731,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
8732,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
8733,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
8734,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
8735,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
8736,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
8737,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
8738,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
8739,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
8740,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
8741,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Cropland
8742,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
8743,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
8744,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
8745,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
8746,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
8747,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
8748,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
8749,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
8750,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
8751,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
8752,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
8753,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8754,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
8755,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
8756,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
8757,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8758,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
8759,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
8760,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
8761,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
8762,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
8763,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
8764,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
8765,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
8766,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
8767,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
8768,Water,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
8769,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
8770,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8771,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
8772,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
8773,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
8774,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Cropland
8775,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
8776,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
8777,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
8778,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
8779,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
8780,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
8781,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Bareland
8782,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
8783,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
8784,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
8785,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
8786,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
8787,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
8788,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Water
8789,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
8790,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
8791,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
8792,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
8793,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
8794,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
8795,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
8796,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Bareland
8797,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
8798,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
8799,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Bareland
8800,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Water
8801,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,NULL
8802,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
8803,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Wetland
8804,Water,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
8805,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
8806,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
8807,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Water
8808,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
8809,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
8810,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
8811,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Built-up,Grassland
8812,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
8813,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Bareland
8814,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Water
8815,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
8816,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Bareland
8817,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
8818,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
8819,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
8820,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
8821,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,NULL
8822,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
8823,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Wetland
8824,Water,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
8825,Water,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Bareland
8826,Water,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
8827,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
8828,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
8829,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
8830,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
8831,Water,NULL,Shrubland,Water,Non_Wetland,Water,Bareland,Grassland
8832,Water,NULL,Shrubland,Water,Non_Wetland,Water,Bareland,Bareland
8833,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
8834,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
8835,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
8836,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
8837,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8838,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
8839,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Water,NULL
8840,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
8841,Water,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8842,Water,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Wetland
8843,Water,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8844,Water,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8845,Water,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8846,Water,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8847,Water,NULL,Grassland,NULL,Non_Wetland,Shrubland,Water,Grassland
8848,Water,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
8849,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8850,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,NULL
8851,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8852,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,NULL
8853,Water,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
8854,Water,NULL,Grassland,NULL,Non_Wetland,Water,Shrubland,Grassland
8855,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
8856,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
8857,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
8858,Water,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
8859,Water,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
8860,Water,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
8861,Water,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
8862,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8863,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
8864,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
8865,Water,NULL,Grassland,Water,Non_Wetland,NULL,Shrubland,Grassland
8866,Water,NULL,Grassland,Water,Non_Wetland,NULL,Water,Grassland
8867,Water,NULL,Grassland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
8868,Water,NULL,Grassland,Water,Non_Wetland,Water,Shrubland,Grassland
8869,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Bareland
8870,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8871,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
8872,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8873,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
