Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KQU_M_R
5062,Grassland,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
5063,Grassland,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
5064,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
5065,Grassland,NULL,Water,Water,Water,NULL,Grassland,Grassland
5066,Grassland,NULL,Water,Water,Water,NULL,Grassland,Water
5067,Grassland,NULL,Water,Water,Water,NULL,Water,Grassland
5068,Grassland,NULL,Water,Water,Water,NULL,Water,Forest
5069,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Grassland
5070,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Forest
5071,Grassland,NULL,Water,Water,Water,Grassland,Water,Grassland
5072,Grassland,NULL,Water,Water,Water,Water,NULL,Wetland
5073,Grassland,NULL,Water,Water,Water,Water,NULL,Water
5074,Grassland,NULL,Water,Water,Water,Water,Water,Water
5075,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
5076,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5077,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
5078,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
5079,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
5080,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5081,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
5082,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
5083,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
5084,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5085,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
5086,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
5087,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
5088,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
5089,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Water
5090,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5091,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
5092,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
5093,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
5094,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Wetland
5095,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
5096,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Water
5097,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
5098,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
5099,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
5100,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5101,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
5102,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
5103,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
5104,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
5105,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5106,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5107,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
5108,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5109,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5110,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
5111,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
5112,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
5113,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5114,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
5115,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5116,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5117,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
5118,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
5119,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5120,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
5121,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
5122,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
5123,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
5124,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
5125,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5126,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5127,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
5128,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5129,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
5130,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
5131,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
5132,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
5133,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
5134,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
5135,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
5136,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
5137,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5138,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
5139,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5140,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
5141,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
5142,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
5143,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
5144,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
5145,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
5146,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
5147,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5148,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
5149,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5150,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5151,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
5152,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5153,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5154,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
5155,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5156,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
5157,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
5158,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5159,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
5160,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
5161,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
5162,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
5163,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
5164,Grassland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
5165,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
5166,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
5167,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
5168,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
5169,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
5170,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
5171,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
5172,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
5173,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
5174,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
5175,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
5176,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
5177,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Water
5178,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5179,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
5180,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
5181,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
5182,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
5183,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
5184,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
5185,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
5186,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Water
5187,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5188,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
5189,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
5190,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
5191,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Bareland
5192,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
5193,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
5194,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
5195,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
5196,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
5197,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
5198,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
5199,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Water
5200,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5201,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
5202,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
5203,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
5204,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5205,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Wetland
5206,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Water
5207,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
5208,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
5209,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
5210,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
5211,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
5212,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
5213,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5214,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Cropland
5215,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
5216,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5217,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
5218,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5219,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
5220,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
5221,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
5222,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
5223,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,NULL
5224,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
5225,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
5226,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
5227,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
5228,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Wetland
5229,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
5230,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
5231,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
5232,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Grassland
5233,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
5234,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Wetland
5235,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,NULL
5236,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
5237,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
5238,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
5239,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
5240,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
5241,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Cropland
5242,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Water,Cropland
5243,Grassland,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
5244,Grassland,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
5245,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5246,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
5247,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
5248,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5249,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5250,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
5251,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Water
5252,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5253,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
5254,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
5255,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
5256,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
5257,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5258,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5259,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
5260,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5261,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
5262,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5263,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
5264,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
5265,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5266,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
5267,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
5268,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
5269,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5270,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
5271,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5272,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
5273,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
5274,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5275,Grassland,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
5276,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
5277,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
5278,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
5279,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
5280,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
5281,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
5282,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5283,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5284,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
5285,Grassland,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
5286,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5287,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5288,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5289,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5290,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
5291,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
5292,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5293,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5294,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5295,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5296,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
5297,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5298,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
5299,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5300,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5301,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5302,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5303,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5304,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5305,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5306,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5307,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
5308,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5309,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
5310,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5311,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5312,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
5313,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
5314,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
5315,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
5316,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
5317,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
5318,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
5319,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
5320,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
5321,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
5322,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5323,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5324,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5325,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
5326,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
5327,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
5328,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
5329,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
5330,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5331,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5332,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
5333,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
5334,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
5335,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5336,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
5337,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5338,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5339,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5340,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
5341,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
5342,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
5343,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
5344,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
5345,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
5346,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5347,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5348,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
5349,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5350,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5351,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5352,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5353,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5354,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
5355,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5356,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5357,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5358,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
5359,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
5360,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
5361,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
5362,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
5363,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
5364,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
5365,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5366,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
5367,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
5368,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5369,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
5370,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
5371,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5372,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
5373,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
5374,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
5375,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Water,Grassland
5376,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Water
5377,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
5378,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
5379,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
5380,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
5381,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
5382,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
5383,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
