Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MPV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MPV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MPV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MPV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MPV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MPV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MPV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MPV_M_R
733,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
734,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
735,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
736,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
737,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
738,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
739,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
740,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
741,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
742,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Water
743,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
744,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
745,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
746,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
747,Water,NULL,Water,NULL,Water,Grassland,Water,Grassland
748,Water,NULL,Water,NULL,Water,Wetland,Wetland,Forest
749,Water,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
750,Water,NULL,Water,Non_Water,Water,Water,Water,Forest
751,Water,NULL,Water,Water,Water,Water,Water,Water
752,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
753,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
754,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
755,Water,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Water
756,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
757,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
758,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
759,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
760,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
761,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
762,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
763,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
764,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
765,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
766,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
767,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
768,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
769,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
770,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
771,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
772,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
773,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
774,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
775,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
776,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
777,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
778,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
779,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
780,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
781,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
782,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
783,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
784,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
785,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
786,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
787,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
788,Water,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Forest
789,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
790,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
791,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
792,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
793,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
794,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
795,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
796,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
797,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
798,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
799,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
800,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
801,Water,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
802,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
803,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
804,Water,Wetland,Wetland,Water,Wetland,Water,Water,Forest
805,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
806,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
807,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
808,Water,Wetland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
809,Water,Wetland,Water,NULL,Water,Wetland,Water,Forest
810,Water,Wetland,Water,NULL,Water,Water,Water,Grassland
811,Water,Wetland,Water,NULL,Water,Water,Water,Water
812,Water,Wetland,Water,NULL,Water,Water,Water,Forest
813,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
814,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
815,Water,Wetland,Water,Non_Water,Water,Water,Water,Grassland
816,Water,Wetland,Water,Non_Water,Water,Water,Water,Wetland
817,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
818,Water,Wetland,Water,Non_Water,Water,Water,Water,Forest
819,Water,Wetland,Water,Water,Water,Grassland,Water,Water
820,Water,Wetland,Water,Water,Water,Wetland,Wetland,Water
821,Water,Wetland,Water,Water,Water,Wetland,Water,Grassland
822,Water,Wetland,Water,Water,Water,Wetland,Water,Wetland
823,Water,Wetland,Water,Water,Water,Wetland,Water,Water
824,Water,Wetland,Water,Water,Water,Wetland,Water,Forest
825,Water,Wetland,Water,Water,Water,Wetland,Forest,Forest
826,Water,Wetland,Water,Water,Water,Water,Wetland,Grassland
827,Water,Wetland,Water,Water,Water,Water,Wetland,Water
828,Water,Wetland,Water,Water,Water,Water,Water,Grassland
829,Water,Wetland,Water,Water,Water,Water,Water,Wetland
830,Water,Wetland,Water,Water,Water,Water,Water,Water
831,Water,Wetland,Water,Water,Water,Water,Water,Forest
832,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
833,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
834,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
835,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
836,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
837,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
838,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
839,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
840,Water,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
841,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
842,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
843,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
844,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
845,Water,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
846,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
847,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
848,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Water
849,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
850,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
851,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
852,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
853,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
854,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
855,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
856,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
857,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
858,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
859,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
860,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
861,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
862,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
863,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
864,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
865,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
866,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
867,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
868,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
869,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
870,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
871,Water,Water,NULL,Water,Non_Wetland,Grassland,Forest,Water
872,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
873,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
874,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
875,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
876,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
877,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
878,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
879,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
880,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
881,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
882,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
883,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
884,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
885,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
886,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
887,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
888,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
889,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
890,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
891,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
892,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
893,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
894,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
895,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
896,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
897,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
898,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
899,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
900,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
901,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
902,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
903,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
904,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
905,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
906,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
907,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
908,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
909,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
910,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
911,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
912,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
913,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
914,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
915,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
916,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
917,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
918,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
919,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
920,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
921,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Wetland
922,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
923,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
924,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,NULL
925,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
926,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
927,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
928,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
929,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
930,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
931,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
932,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
933,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
934,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
935,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Bareland,Grassland
936,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
937,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
938,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
939,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
940,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Water
941,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
942,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
943,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
944,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
945,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
946,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
947,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
948,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
949,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
950,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
951,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Water
952,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Forest
953,Water,Water,Cropland,Water,Non_Wetland,Water,Forest,Water
954,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
955,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
956,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
957,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
958,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
959,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
960,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
961,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
962,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
963,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
964,Water,Water,Wetland,NULL,Wetland,Wetland,Bareland,Forest
965,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
966,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
967,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
968,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
969,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
970,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
971,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
972,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
973,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
974,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
975,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
976,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
977,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
978,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
979,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
980,Water,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
981,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
982,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
983,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
984,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
985,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
986,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
987,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
988,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
989,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
990,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
991,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
992,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
993,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
994,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
995,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
996,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
997,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
998,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
999,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1000,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1001,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
1002,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
1003,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1004,Water,Water,Wetland,Water,Wetland,Grassland,Forest,Forest
1005,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1006,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1007,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1008,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1009,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1010,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
1011,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
1012,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1013,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1014,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
1015,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
1016,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1017,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
1018,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
1019,Water,Water,Wetland,Water,Wetland,Water,Water,Water
1020,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
1021,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
1022,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
1023,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
1024,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
1025,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1026,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
1027,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
1028,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1029,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
1030,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1031,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
1032,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
1033,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1034,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1035,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
1036,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1037,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1038,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1039,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1040,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
1041,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
1042,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
1043,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Wetland
1044,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1045,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1046,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
1047,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
1048,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
1049,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1050,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
1051,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
1052,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1053,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1054,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
1055,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
1056,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
1057,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1058,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
1059,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
1060,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1061,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
1062,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1063,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
1064,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
1065,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1066,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
1067,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1068,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Wetland
1069,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
1070,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
1071,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Water
1072,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
1073,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
1074,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
1075,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1076,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Wetland
1077,Water,Water,Built-up,Water,Non_Wetland,Water,Wetland,Forest
1078,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
1079,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
1080,Water,Water,Water,NULL,Water,NULL,Water,Forest
1081,Water,Water,Water,NULL,Water,Grassland,Water,Forest
1082,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
1083,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
1084,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
1085,Water,Water,Water,NULL,Water,Wetland,Water,Water
1086,Water,Water,Water,NULL,Water,Wetland,Water,Forest
1087,Water,Water,Water,NULL,Water,Water,Wetland,Wetland
1088,Water,Water,Water,NULL,Water,Water,Wetland,Water
1089,Water,Water,Water,NULL,Water,Water,Wetland,Forest
1090,Water,Water,Water,NULL,Water,Water,Water,Grassland
1091,Water,Water,Water,NULL,Water,Water,Water,Wetland
1092,Water,Water,Water,NULL,Water,Water,Water,Water
1093,Water,Water,Water,NULL,Water,Water,Water,Forest
1094,Water,Water,Water,NULL,Water,Water,Forest,Grassland
1095,Water,Water,Water,NULL,Water,Water,Forest,Water
1096,Water,Water,Water,NULL,Water,Water,Forest,Forest
1097,Water,Water,Water,NULL,Water,Forest,Wetland,Forest
1098,Water,Water,Water,NULL,Water,Forest,Water,Forest
1099,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
1100,Water,Water,Water,Non_Water,Water,Wetland,Water,Grassland
1101,Water,Water,Water,Non_Water,Water,Wetland,Water,Wetland
1102,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
1103,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
1104,Water,Water,Water,Non_Water,Water,Water,Wetland,Wetland
1105,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
1106,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
1107,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
1108,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
1109,Water,Water,Water,Non_Water,Water,Water,Water,Water
1110,Water,Water,Water,Non_Water,Water,Water,Water,Forest
1111,Water,Water,Water,Non_Water,Water,Water,Forest,Water
1112,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
1113,Water,Water,Water,Water,Water,NULL,Wetland,Forest
1114,Water,Water,Water,Water,Water,NULL,Water,Wetland
1115,Water,Water,Water,Water,Water,NULL,Water,Water
