Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MCP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MCP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MCP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MCP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MCP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MCP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MCP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MCP_M_R
383,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
384,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
385,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
386,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
387,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
388,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
389,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
390,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
391,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
392,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
393,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
394,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
395,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
396,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
397,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
398,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
399,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
400,Water,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
401,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
402,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
403,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
404,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
405,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Water
406,Water,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
407,Water,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
408,Water,Forest,Grassland,Water,Non_Wetland,Water,Water,Water
409,Water,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
410,Water,Forest,Water,Water,Water,Wetland,Water,Forest
411,Water,Forest,Water,Water,Water,Water,Wetland,Water
412,Water,Forest,Water,Water,Water,Water,Water,Water
413,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
414,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
415,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
416,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
417,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
418,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Forest
419,Water,Forest,Forest,Water,Non_Wetland,Water,Water,Water
420,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
421,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
422,Permanent_ice_and_snow,Water,Water,Non_Water,Water,Water,Water,Water
423,Permanent_ice_and_snow,Water,Water,Water,Water,Water,Wetland,Water
424,Permanent_ice_and_snow,Water,Water,Water,Water,Water,Water,Water
425,Permanent_ice_and_snow,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Water
426,Permanent_ice_and_snow,Forest,Water,Water,Water,Water,Water,Water
427,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
428,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
429,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Built-up
430,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
431,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
432,Forest,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
433,Forest,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Water
434,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
435,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
436,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Forest
437,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
438,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
439,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Water
440,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
441,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Forest
442,Forest,NULL,Water,Water,Water,Bareland,Water,Water
443,Forest,NULL,Water,Water,Water,Water,Water,Water
444,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
445,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
446,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
447,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
448,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
449,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
450,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
451,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
452,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
453,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
454,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
455,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
456,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
457,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
458,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
459,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
460,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
461,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
462,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
463,Forest,Bareland,Wetland,Water,Wetland,Water,Water,Water
464,Forest,Bareland,Water,Water,Water,Water,Water,Water
465,Forest,Built-up,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
466,Forest,Built-up,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
467,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
468,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
469,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
470,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
471,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
472,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
473,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
474,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
475,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
476,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
477,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
478,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Water
479,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
480,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
481,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
482,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
483,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
484,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
485,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
486,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
487,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
488,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
489,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
490,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
491,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
492,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
493,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
494,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
495,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
496,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
497,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Water
498,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
499,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
500,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
501,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
502,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
503,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
504,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
505,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
506,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
507,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
508,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
509,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
510,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Water
511,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
512,Forest,Water,NULL,Water,Non_Wetland,Grassland,Water,Water
513,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
514,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
515,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
516,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
517,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
518,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
519,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
520,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
521,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
522,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
523,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
524,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
525,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
526,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
527,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
528,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
529,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
530,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
531,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
532,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
533,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Water
534,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
535,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
536,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
537,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
538,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
539,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
540,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Forest,Water
541,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
542,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
543,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
544,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
545,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
546,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
547,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Water
548,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
549,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
550,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
551,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
552,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
553,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
554,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
555,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
556,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
557,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
558,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
559,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
560,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
561,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
562,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
563,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
564,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
565,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
566,Forest,Water,Grassland,Water,Non_Wetland,Bareland,Water,Water
567,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
568,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
569,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Water
570,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
571,Forest,Water,Grassland,Water,Non_Wetland,Water,Forest,Water
572,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
573,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
574,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
575,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
576,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
577,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
578,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
579,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
580,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
581,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
582,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
583,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
584,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
585,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
586,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
587,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
588,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
589,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
590,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
591,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
592,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
593,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
594,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
595,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
596,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
597,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
598,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
599,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
600,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
601,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
602,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
603,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
604,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
605,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
606,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
607,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
608,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
609,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
610,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
611,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
612,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
613,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
614,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
615,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
616,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
617,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
618,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
619,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
620,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
621,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
622,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
623,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
624,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
625,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
626,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
627,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
628,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
629,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
630,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
631,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
632,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
633,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
634,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
635,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Water
636,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
637,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
638,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Water
639,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
640,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
641,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
642,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
643,Forest,Water,Wetland,Water,Wetland,Water,Water,Bareland
644,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
645,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
646,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
647,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
648,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
649,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
650,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
651,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
652,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Forest
653,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland,Wetland,Water
654,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Wetland,Water
655,Forest,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Water,Water
656,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
657,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
658,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
659,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
660,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
661,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Water
662,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
663,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
664,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
665,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
666,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
667,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
668,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Water
669,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Bareland
670,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
671,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
672,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
673,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
674,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
675,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
676,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
677,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
678,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
679,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
680,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Water
681,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
682,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
683,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
684,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
685,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
686,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
687,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
688,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
689,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
690,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
691,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
692,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
693,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
694,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
695,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
696,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
697,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Water
698,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
699,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
700,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Water
701,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Water
702,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
703,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
704,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
705,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
706,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Forest,Forest
707,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Water,Forest
708,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
709,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
710,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
711,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
712,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
713,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
714,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
715,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
716,Forest,Water,Bareland,Water,Non_Wetland,Forest,Wetland,Water
717,Forest,Water,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
718,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
719,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
720,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
721,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
722,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
723,Forest,Water,Water,NULL,Water,NULL,Water,Water
724,Forest,Water,Water,NULL,Water,NULL,Water,Forest
725,Forest,Water,Water,NULL,Water,NULL,Forest,Water
726,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
727,Forest,Water,Water,NULL,Water,Grassland,Wetland,Water
728,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
729,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
730,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
731,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
732,Forest,Water,Water,NULL,Water,Wetland,Water,Water
733,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
734,Forest,Water,Water,NULL,Water,Wetland,Forest,Water
735,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
736,Forest,Water,Water,NULL,Water,Water,Wetland,Water
737,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
738,Forest,Water,Water,NULL,Water,Water,Water,Grassland
739,Forest,Water,Water,NULL,Water,Water,Water,Water
740,Forest,Water,Water,NULL,Water,Water,Water,Forest
741,Forest,Water,Water,NULL,Water,Water,Forest,Water
742,Forest,Water,Water,NULL,Water,Water,Forest,Forest
743,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
744,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
745,Forest,Water,Water,NULL,Water,Forest,Water,Water
746,Forest,Water,Water,NULL,Water,Forest,Water,Forest
747,Forest,Water,Water,NULL,Water,Forest,Forest,Water
748,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
749,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
750,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
751,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
752,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
753,Forest,Water,Water,Non_Water,Water,NULL,Forest,Water
754,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
755,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Water
756,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
757,Forest,Water,Water,Non_Water,Water,Grassland,Water,Forest
758,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
759,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
