Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LRK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LRK_M_R
6661,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
6662,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
6663,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
6664,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,Built-up,Grassland
6665,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland,Built-up,Grassland
6666,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
6667,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
6668,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
6669,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
6670,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
6671,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
6672,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
6673,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
6674,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
6675,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
6676,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Grassland,Grassland
6677,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Grassland,Cropland
6678,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Bareland,Cropland
6679,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
6680,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Cropland
6681,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6682,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6683,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
6684,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Cropland
6685,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Grassland
6686,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Grassland
6687,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Cropland
6688,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Bareland
6689,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Built-up
6690,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Grassland
6691,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Cropland
6692,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Bareland
6693,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Bareland,Grassland
6694,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Bareland,Built-up
6695,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Grassland
6696,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Cropland
6697,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Bareland
6698,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Built-up
6699,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
6700,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Built-up
6701,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
6702,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Cropland
6703,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Bareland
6704,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Built-up
6705,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Built-up,Grassland
6706,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Built-up,Cropland
6707,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Built-up
6708,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6709,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
6710,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
6711,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6712,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6713,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
6714,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
6715,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
6716,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
6717,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
6718,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
6719,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
6720,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Cropland
6721,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
6722,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
6723,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
6724,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
6725,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
6726,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
6727,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
6728,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
6729,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
6730,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
6731,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
6732,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
6733,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6734,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6735,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
6736,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
6737,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
6738,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
6739,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
6740,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
6741,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6742,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6743,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
6744,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6745,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
6746,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
6747,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
6748,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
6749,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
6750,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
6751,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
6752,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
6753,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
6754,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
6755,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
6756,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
6757,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
6758,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
6759,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6760,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6761,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
6762,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
6763,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Bareland
6764,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Built-up
6765,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Forest
6766,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Wetland,Cropland
6767,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
6768,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Cropland
6769,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
6770,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
6771,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Bareland
6772,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Built-up
6773,Cropland,Cropland,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Grassland
6774,Cropland,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Built-up
6775,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
6776,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
6777,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
6778,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
6779,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
6780,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
6781,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
6782,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6783,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Cropland
6784,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6785,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6786,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
6787,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
6788,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
6789,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
6790,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
6791,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
6792,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
6793,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
6794,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
6795,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
6796,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
6797,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
6798,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
6799,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
6800,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
6801,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
6802,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
6803,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
6804,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
6805,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
6806,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
6807,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
6808,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
6809,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
6810,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
6811,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Cropland
6812,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
6813,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
6814,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
6815,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
6816,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
6817,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
6818,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6819,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
6820,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6821,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Built-up
6822,Cropland,Cropland,Built-up,Water,Non_Wetland,Grassland,Built-up,Grassland
6823,Cropland,Cropland,Built-up,Water,Non_Wetland,Grassland,Built-up,Bareland
6824,Cropland,Cropland,Built-up,Water,Non_Wetland,Bareland,Shrubland,Grassland
6825,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
6826,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
6827,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
6828,Cropland,Cropland,Water,NULL,Water,NULL,Shrubland,Forest
6829,Cropland,Cropland,Water,NULL,Water,NULL,Grassland,Forest
6830,Cropland,Cropland,Water,NULL,Water,NULL,Bareland,Forest
6831,Cropland,Cropland,Water,NULL,Water,NULL,Forest,NULL
6832,Cropland,Cropland,Water,NULL,Water,NULL,Forest,Forest
6833,Cropland,Cropland,Water,NULL,Water,Grassland,NULL,Grassland
6834,Cropland,Cropland,Water,NULL,Water,Grassland,NULL,Forest
6835,Cropland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
6836,Cropland,Cropland,Water,NULL,Water,Grassland,Grassland,Bareland
6837,Cropland,Cropland,Water,NULL,Water,Grassland,Grassland,Water
6838,Cropland,Cropland,Water,NULL,Water,Grassland,Grassland,Forest
6839,Cropland,Cropland,Water,NULL,Water,Cropland,NULL,Cropland
6840,Cropland,Cropland,Water,NULL,Water,Cropland,NULL,Bareland
6841,Cropland,Cropland,Water,NULL,Water,Cropland,NULL,Forest
6842,Cropland,Cropland,Water,NULL,Water,Cropland,Grassland,Grassland
6843,Cropland,Cropland,Water,NULL,Water,Wetland,Grassland,Grassland
6844,Cropland,Cropland,Water,NULL,Water,Bareland,NULL,Grassland
6845,Cropland,Cropland,Water,NULL,Water,Bareland,NULL,Cropland
6846,Cropland,Cropland,Water,NULL,Water,Bareland,NULL,Bareland
6847,Cropland,Cropland,Water,NULL,Water,Bareland,NULL,Forest
6848,Cropland,Cropland,Water,NULL,Water,Bareland,Grassland,NULL
6849,Cropland,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
6850,Cropland,Cropland,Water,NULL,Water,Bareland,Grassland,Forest
6851,Cropland,Cropland,Water,NULL,Water,Bareland,Bareland,Forest
6852,Cropland,Cropland,Water,NULL,Water,Bareland,Forest,Forest
6853,Cropland,Cropland,Water,NULL,Water,Built-up,Built-up,Built-up
6854,Cropland,Cropland,Water,NULL,Water,Forest,NULL,Forest
6855,Cropland,Cropland,Water,NULL,Water,Forest,Forest,Forest
6856,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
6857,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
6858,Cropland,Cropland,Water,Non_Water,Water,NULL,Grassland,Cropland
6859,Cropland,Cropland,Water,Non_Water,Water,Grassland,NULL,Cropland
6860,Cropland,Cropland,Water,Non_Water,Water,Bareland,NULL,Grassland
6861,Cropland,Cropland,Water,Water,Water,Grassland,NULL,Cropland
6862,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
6863,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6864,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
6865,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6866,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
6867,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
6868,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
6869,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
6870,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
6871,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
6872,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
6873,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
6874,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6875,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Cropland
6876,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
6877,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
6878,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
6879,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
6880,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6881,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
6882,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
6883,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
6884,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
6885,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6886,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6887,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6888,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6889,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
6890,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6891,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
6892,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
6893,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
6894,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
6895,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
6896,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
6897,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6898,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
6899,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6900,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
6901,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6902,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6903,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6904,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
6905,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
6906,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6907,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
6908,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
6909,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
6910,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6911,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
6912,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
6913,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
6914,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
6915,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
6916,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
6917,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
6918,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
6919,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
6920,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6921,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
6922,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
6923,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
6924,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Bareland
6925,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
6926,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
6927,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6928,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6929,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
6930,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
6931,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
6932,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
6933,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Bareland
6934,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
6935,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
6936,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Cropland
6937,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
6938,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Bareland,Forest
6939,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
6940,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
6941,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
6942,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
6943,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
6944,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
6945,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
6946,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
6947,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
6948,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
6949,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6950,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
6951,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
6952,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
6953,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
6954,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
6955,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
6956,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
6957,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
6958,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6959,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
6960,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6961,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
6962,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
6963,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
6964,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
6965,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
6966,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
6967,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
6968,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
6969,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
6970,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
6971,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
