Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MKQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MKQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MKQ_M_R
7149,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
7150,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
7151,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
7152,Wetland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
7153,Wetland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
7154,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
7155,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7156,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
7157,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
7158,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Forest,Wetland
7159,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
7160,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Water,Forest,Wetland
7161,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7162,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
7163,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
7164,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
7165,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7166,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
7167,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Wetland
7168,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
7169,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Built-up
7170,Wetland,Wetland,Shrubland,Water,Non_Wetland,Bareland,Water,Built-up
7171,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7172,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
7173,Wetland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7174,Wetland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Wetland
7175,Wetland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7176,Wetland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
7177,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
7178,Wetland,Wetland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
7179,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Forest,Wetland
7180,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Forest,Forest
7181,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
7182,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Water
7183,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Forest
7184,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Wetland
7185,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Water
7186,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
7187,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,NULL,Grassland
7188,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
7189,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
7190,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
7191,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
7192,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
7193,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
7194,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
7195,Wetland,Wetland,Wetland,NULL,Wetland,Water,Forest,Wetland
7196,Wetland,Wetland,Wetland,NULL,Wetland,Water,Forest,Water
7197,Wetland,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
7198,Wetland,Wetland,Wetland,NULL,Wetland,Forest,NULL,Forest
7199,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Water,Water
7200,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Forest,Water
7201,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
7202,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Water
7203,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
7204,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
7205,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Wetland
7206,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Forest
7207,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Forest,Water
7208,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
7209,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Forest
7210,Wetland,Wetland,Wetland,Water,Wetland,Water,Forest,Water
7211,Wetland,Wetland,Wetland,Water,Wetland,Forest,Water,Wetland
7212,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
7213,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7214,Wetland,Wetland,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
7215,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Water
7216,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
7217,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
7218,Wetland,Wetland,Water,NULL,Water,Wetland,Forest,Water
7219,Wetland,Wetland,Water,NULL,Water,Wetland,Forest,Forest
7220,Wetland,Wetland,Water,NULL,Water,Water,Water,Wetland
7221,Wetland,Wetland,Water,NULL,Water,Water,Water,Water
7222,Wetland,Wetland,Water,NULL,Water,Water,Forest,Water
7223,Wetland,Wetland,Water,NULL,Water,Forest,Water,Wetland
7224,Wetland,Wetland,Water,Water,Water,Wetland,Forest,Water
7225,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
7226,Wetland,Wetland,Water,Water,Water,Water,Water,Water
7227,Wetland,Wetland,Water,Water,Water,Forest,Water,Water
7228,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
7229,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Water
7230,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
7231,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
7232,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
7233,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7234,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
7235,Wetland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
7236,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7237,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
7238,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
7239,Wetland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
7240,Wetland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
7241,Wetland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
7242,Wetland,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
7243,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
7244,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
7245,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
7246,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
7247,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
7248,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
7249,Wetland,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
7250,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
7251,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7252,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
7253,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
7254,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
7255,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
7256,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
7257,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
7258,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Water
7259,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
7260,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
7261,Wetland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7262,Wetland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
7263,Wetland,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
7264,Wetland,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
7265,Wetland,Water,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
7266,Wetland,Water,Grassland,Water,Non_Wetland,Shrubland,Grassland,Water
7267,Wetland,Water,Wetland,NULL,Wetland,Grassland,NULL,Grassland
7268,Wetland,Water,Wetland,NULL,Wetland,Grassland,NULL,Water
7269,Wetland,Water,Wetland,NULL,Wetland,Grassland,NULL,Forest
7270,Wetland,Water,Wetland,NULL,Wetland,Wetland,NULL,Grassland
7271,Wetland,Water,Wetland,NULL,Wetland,Wetland,NULL,Wetland
7272,Wetland,Water,Wetland,NULL,Wetland,Wetland,NULL,Water
7273,Wetland,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
7274,Wetland,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
7275,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
7276,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Water
7277,Wetland,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
7278,Wetland,Water,Wetland,NULL,Wetland,Bareland,NULL,Wetland
7279,Wetland,Water,Wetland,NULL,Wetland,Bareland,NULL,Water
7280,Wetland,Water,Wetland,NULL,Wetland,Bareland,NULL,Forest
7281,Wetland,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
7282,Wetland,Water,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
7283,Wetland,Water,Wetland,NULL,Wetland,Bareland,Water,Water
7284,Wetland,Water,Wetland,NULL,Wetland,Bareland,Forest,Grassland
7285,Wetland,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
7286,Wetland,Water,Wetland,NULL,Wetland,Water,NULL,Forest
7287,Wetland,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
7288,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Wetland
7289,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Water
7290,Wetland,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
7291,Wetland,Water,Wetland,NULL,Wetland,Water,Forest,Forest
7292,Wetland,Water,Wetland,NULL,Wetland,Forest,NULL,Wetland
7293,Wetland,Water,Wetland,NULL,Wetland,Forest,NULL,Water
7294,Wetland,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
7295,Wetland,Water,Wetland,NULL,Wetland,Forest,Water,Wetland
7296,Wetland,Water,Wetland,NULL,Wetland,Forest,Water,Forest
7297,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
7298,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Water
7299,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
7300,Wetland,Water,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
7301,Wetland,Water,Wetland,Non_Water,Wetland,Forest,NULL,Water
7302,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Water,Wetland
7303,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
7304,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
7305,Wetland,Water,Wetland,Water,Wetland,Wetland,Shrubland,Wetland
7306,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Forest
7307,Wetland,Water,Wetland,Water,Wetland,Bareland,NULL,Forest
7308,Wetland,Water,Wetland,Water,Wetland,Water,Water,Forest
7309,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland,NULL,Wetland
7310,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
7311,Wetland,Water,Water,NULL,Water,NULL,NULL,Forest
7312,Wetland,Water,Water,NULL,Water,Wetland,NULL,Forest
7313,Wetland,Water,Water,NULL,Water,Bareland,NULL,Grassland
7314,Wetland,Water,Water,Water,Water,Wetland,Shrubland,Forest
7315,Wetland,Water,Water,Water,Water,Wetland,Water,Wetland
7316,Wetland,Water,Water,Water,Water,Bareland,NULL,Grassland
7317,Wetland,Water,Water,Water,Water,Bareland,NULL,Water
7318,Wetland,Water,Water,Water,Water,Bareland,Water,Water
7319,Wetland,Water,Water,Water,Water,Water,Wetland,Forest
7320,Wetland,Water,Water,Water,Water,Water,Water,Wetland
7321,Wetland,Water,Water,Water,Water,Water,Water,Water
7322,Wetland,Water,Water,Water,Water,Forest,Wetland,Water
7323,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7324,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
7325,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
7326,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
7327,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
7328,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
7329,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
7330,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
7331,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
7332,Wetland,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
7333,Wetland,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
7334,Wetland,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
7335,Wetland,Forest,Wetland,NULL,Wetland,NULL,Forest,Wetland
7336,Wetland,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
7337,Wetland,Forest,Wetland,NULL,Wetland,Water,Water,Forest
7338,Wetland,Forest,Wetland,NULL,Wetland,Water,Forest,Wetland
7339,Wetland,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
7340,Wetland,Forest,Wetland,NULL,Wetland,Forest,Forest,Wetland
7341,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
7342,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Wetland
7343,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Forest
7344,Wetland,Forest,Wetland,Water,Wetland,Water,Forest,Wetland
7345,Wetland,Forest,Water,NULL,Water,Water,Water,Wetland
7346,Wetland,Forest,Water,NULL,Water,Water,Water,Water
7347,Wetland,Forest,Water,NULL,Water,Water,Forest,Forest
7348,Wetland,Forest,Water,Water,Water,Bareland,Wetland,Water
7349,Wetland,Forest,Water,Water,Water,Water,Water,Water
7350,Wetland,Forest,Water,Water,Water,Water,Water,Forest
7351,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
7352,Wetland,Forest,Forest,NULL,Non_Wetland,Water,Forest,Wetland
7353,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
7354,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
7355,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Water
7356,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
7357,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
7358,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
7359,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
7360,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7361,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
7362,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
7363,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
7364,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
7365,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
7366,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
7367,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
7368,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
7369,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
7370,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
7371,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
7372,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
7373,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
7374,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
7375,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Bareland
7376,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Water
7377,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
7378,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
7379,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Bareland
7380,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
7381,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
7382,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
7383,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
7384,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Water
7385,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
7386,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
7387,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
7388,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
7389,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
7390,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
7391,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
7392,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
7393,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
7394,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
7395,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
7396,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
7397,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
7398,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Water
7399,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
7400,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
7401,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
7402,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
7403,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
7404,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
7405,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
7406,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
7407,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
7408,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
7409,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
7410,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7411,Bareland,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,Cropland
7412,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
7413,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
7414,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
7415,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
7416,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Forest,Grassland
7417,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
7418,Bareland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
7419,Bareland,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
7420,Bareland,NULL,NULL,Water,Non_Wetland,Cropland,Bareland,Bareland
7421,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
7422,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Bareland
7423,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
7424,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
7425,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
7426,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
7427,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7428,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
7429,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
7430,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7431,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7432,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
7433,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7434,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7435,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
7436,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
7437,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
7438,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
7439,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
7440,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
7441,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
7442,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
7443,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
7444,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
7445,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Built-up
7446,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
7447,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
7448,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
7449,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Water,Bareland
7450,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
7451,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
7452,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Bareland
7453,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
7454,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
7455,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
7456,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
7457,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
7458,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
7459,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
7460,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
7461,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7462,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
7463,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7464,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
7465,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
7466,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
7467,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7468,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
7469,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7470,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
7471,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
7472,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
7473,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
7474,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
7475,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
7476,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
7477,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
7478,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
7479,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
7480,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Wetland
7481,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
7482,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
7483,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
