Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MTT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MTT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MTT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MTT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MTT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MTT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MTT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MTT_M_R
4035,Water,Water,Water,Non_Water,Water,Water,Water,Forest
4036,Water,Water,Water,Non_Water,Water,Water,Forest,Water
4037,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
4038,Water,Water,Water,Non_Water,Water,Forest,Water,Forest
4039,Water,Water,Water,Water,Water,NULL,Wetland,Forest
4040,Water,Water,Water,Water,Water,NULL,Water,Grassland
4041,Water,Water,Water,Water,Water,NULL,Water,Wetland
4042,Water,Water,Water,Water,Water,NULL,Water,Water
4043,Water,Water,Water,Water,Water,NULL,Water,Forest
4044,Water,Water,Water,Water,Water,Grassland,Grassland,Grassland
4045,Water,Water,Water,Water,Water,Grassland,Water,Grassland
4046,Water,Water,Water,Water,Water,Grassland,Water,Bareland
4047,Water,Water,Water,Water,Water,Grassland,Water,Water
4048,Water,Water,Water,Water,Water,Grassland,Water,Forest
4049,Water,Water,Water,Water,Water,Wetland,Grassland,Grassland
4050,Water,Water,Water,Water,Water,Wetland,Wetland,Grassland
4051,Water,Water,Water,Water,Water,Wetland,Wetland,Wetland
4052,Water,Water,Water,Water,Water,Wetland,Wetland,Water
4053,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
4054,Water,Water,Water,Water,Water,Wetland,Bareland,Grassland
4055,Water,Water,Water,Water,Water,Wetland,Bareland,Forest
4056,Water,Water,Water,Water,Water,Wetland,Water,Grassland
4057,Water,Water,Water,Water,Water,Wetland,Water,Wetland
4058,Water,Water,Water,Water,Water,Wetland,Water,Water
4059,Water,Water,Water,Water,Water,Wetland,Water,Forest
4060,Water,Water,Water,Water,Water,Wetland,Forest,Grassland
4061,Water,Water,Water,Water,Water,Wetland,Forest,Forest
4062,Water,Water,Water,Water,Water,Bareland,Grassland,Grassland
4063,Water,Water,Water,Water,Water,Bareland,Water,Grassland
4064,Water,Water,Water,Water,Water,Bareland,Water,Water
4065,Water,Water,Water,Water,Water,Bareland,Water,Forest
4066,Water,Water,Water,Water,Water,Bareland,Forest,Grassland
4067,Water,Water,Water,Water,Water,Built-up,Water,Grassland
4068,Water,Water,Water,Water,Water,Water,Grassland,Grassland
4069,Water,Water,Water,Water,Water,Water,Grassland,Water
4070,Water,Water,Water,Water,Water,Water,Grassland,Forest
4071,Water,Water,Water,Water,Water,Water,Wetland,Grassland
4072,Water,Water,Water,Water,Water,Water,Wetland,Wetland
4073,Water,Water,Water,Water,Water,Water,Wetland,Water
4074,Water,Water,Water,Water,Water,Water,Wetland,Forest
4075,Water,Water,Water,Water,Water,Water,Bareland,Grassland
4076,Water,Water,Water,Water,Water,Water,Water,Grassland
4077,Water,Water,Water,Water,Water,Water,Water,Wetland
4078,Water,Water,Water,Water,Water,Water,Water,Bareland
4079,Water,Water,Water,Water,Water,Water,Water,Water
4080,Water,Water,Water,Water,Water,Water,Water,Forest
4081,Water,Water,Water,Water,Water,Water,Forest,Grassland
4082,Water,Water,Water,Water,Water,Water,Forest,Wetland
4083,Water,Water,Water,Water,Water,Water,Forest,Water
4084,Water,Water,Water,Water,Water,Water,Forest,Forest
4085,Water,Water,Water,Water,Water,Forest,Water,Forest
4086,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4087,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
4088,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
4089,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4090,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
4091,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
4092,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4093,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4094,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4095,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
4096,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
4097,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4098,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
4099,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4100,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
4101,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4102,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
4103,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4104,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4105,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4106,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
4107,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4108,Water,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
4109,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
4110,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
4111,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
4112,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
4113,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
4114,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
4115,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4116,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4117,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4118,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
4119,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
4120,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
4121,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
4122,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
4123,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
4124,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
4125,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
4126,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
4127,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
4128,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
4129,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
4130,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
4131,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
4132,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
4133,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
4134,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
4135,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
4136,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
4137,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
4138,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
4139,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Wetland
4140,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
4141,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4142,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
4143,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
4144,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
4145,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4146,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4147,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
4148,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4149,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
4150,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
4151,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
4152,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
4153,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
4154,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
4155,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
4156,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
4157,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
4158,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
4159,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
4160,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
4161,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
4162,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
4163,Water,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
4164,Water,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
4165,Water,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
4166,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
4167,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
4168,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
4169,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
4170,Water,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
4171,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
4172,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Wetland
4173,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
4174,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
4175,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
4176,Water,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
4177,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
4178,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
4179,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Grassland
4180,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
4181,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
4182,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
4183,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
4184,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4185,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
4186,Water,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
4187,Water,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
4188,Water,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
4189,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4190,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4191,Water,Forest,Shrubland,Water,Non_Wetland,Grassland,Forest,Forest
4192,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4193,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
4194,Water,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
4195,Water,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4196,Water,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4197,Water,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4198,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4199,Water,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
4200,Water,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
4201,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
4202,Water,Forest,Wetland,NULL,Wetland,Bareland,Water,Grassland
4203,Water,Forest,Wetland,NULL,Wetland,Bareland,Forest,Grassland
4204,Water,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
4205,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
4206,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
4207,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
4208,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
4209,Water,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
4210,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
4211,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
4212,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
4213,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
4214,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
4215,Water,Forest,Wetland,Water,Wetland,Water,Water,Wetland
4216,Water,Forest,Wetland,Water,Wetland,Water,Water,Water
4217,Water,Forest,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
4218,Water,Forest,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
4219,Water,Forest,Bareland,NULL,Non_Wetland,Water,Bareland,Grassland
4220,Water,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
4221,Water,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4222,Water,Forest,Water,NULL,Water,Wetland,Water,Forest
4223,Water,Forest,Water,NULL,Water,Water,Wetland,Wetland
4224,Water,Forest,Water,NULL,Water,Water,Wetland,Forest
4225,Water,Forest,Water,NULL,Water,Water,Water,Grassland
4226,Water,Forest,Water,NULL,Water,Water,Water,Forest
4227,Water,Forest,Water,Water,Water,Wetland,Wetland,Forest
4228,Water,Forest,Water,Water,Water,Wetland,Water,Grassland
4229,Water,Forest,Water,Water,Water,Wetland,Water,Wetland
4230,Water,Forest,Water,Water,Water,Wetland,Water,Forest
4231,Water,Forest,Water,Water,Water,Water,Water,Forest
4232,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4233,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4234,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
4235,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
4236,Water,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Forest
4237,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
4238,Water,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
4239,Water,Forest,Forest,Water,Non_Wetland,Wetland,Forest,Forest
4240,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4241,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
4242,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4243,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4244,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
4245,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
4246,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
4247,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Water,Water,Grassland
4248,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4249,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
4250,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
4251,Permanent_ice_and_snow,NULL,Water,Water,Water,Water,Wetland,Grassland
4252,Permanent_ice_and_snow,NULL,Water,Water,Water,Water,Water,Grassland
4253,Permanent_ice_and_snow,Bareland,NULL,Water,Non_Wetland,Grassland,Water,Water
4254,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4255,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
4256,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
4257,Permanent_ice_and_snow,Bareland,Water,NULL,Water,Grassland,Water,Grassland
4258,Permanent_ice_and_snow,Bareland,Water,Water,Water,Wetland,Water,Grassland
4259,Permanent_ice_and_snow,Bareland,Water,Water,Water,Water,Wetland,Grassland
4260,Permanent_ice_and_snow,Bareland,Water,Water,Water,Water,Water,Grassland
4261,Permanent_ice_and_snow,Bareland,Water,Water,Water,Water,Water,Wetland
4262,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4263,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4264,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4265,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
4266,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
4267,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
4268,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4269,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4270,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4271,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
4272,Permanent_ice_and_snow,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
4273,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4274,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4275,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
4276,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4277,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Wetland
4278,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
4279,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
4280,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
4281,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
4282,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
4283,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
4284,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
4285,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
4286,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
4287,Permanent_ice_and_snow,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
4288,Permanent_ice_and_snow,Built-up,Water,Water,Water,Water,Wetland,Grassland
4289,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4290,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water,Water,Grassland
4291,Permanent_ice_and_snow,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
4292,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4293,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
4294,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
4295,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
4296,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4297,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4298,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4299,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4300,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4301,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4302,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
4303,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
4304,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
4305,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
4306,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
4307,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
4308,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
4309,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
4310,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4311,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4312,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
4313,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
4314,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4315,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4316,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
4317,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4318,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4319,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
4320,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
4321,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
4322,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
4323,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
4324,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
4325,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
4326,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
4327,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4328,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
4329,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
4330,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4331,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
4332,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4333,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
4334,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
4335,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
4336,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
4337,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
4338,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
4339,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
4340,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
4341,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
4342,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
4343,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
4344,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Bareland
4345,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
4346,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
4347,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
4348,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
4349,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
4350,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
4351,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
4352,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Grassland
4353,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
4354,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4355,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
4356,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
4357,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4358,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4359,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4360,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4361,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
4362,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
4363,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
4364,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
4365,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
4366,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4367,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4368,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4369,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4370,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4371,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
4372,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
4373,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
4374,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
4375,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4376,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Forest,Grassland
4377,Forest,NULL,NULL,Non_Water,Non_Wetland,Built-up,Water,Forest
4378,Forest,NULL,NULL,Non_Water,Non_Wetland,Built-up,Forest,Forest
4379,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
4380,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
4381,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
4382,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Forest
