Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NKL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NKL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NKL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NKL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NKL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NKL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NKL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NKL_M_R
713,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
714,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
715,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
716,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
717,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
718,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
719,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
720,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
721,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
722,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
723,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
724,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
