Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LWP_M_R
7604,Cropland,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
7605,Cropland,Water,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7606,Cropland,Water,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
7607,Cropland,Water,Built-up,Water,Non_Wetland,NULL,Built-up,Water
7608,Cropland,Water,Water,Non_Water,Water,Water,Water,Wetland
7609,Cropland,Water,Water,Water,Water,NULL,Water,Cropland
7610,Cropland,Water,Water,Water,Water,Water,Water,Wetland
7611,Cropland,Water,Water,Water,Water,Water,Water,Bareland
7612,Cropland,Water,Water,Water,Water,Water,Water,Water
7613,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
7614,Cropland,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
7615,Cropland,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7616,Cropland,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7617,Cropland,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
7618,Cropland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
7619,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
7620,Cropland,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
7621,Cropland,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
7622,Cropland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
7623,Cropland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
7624,Cropland,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,Cropland
7625,Cropland,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
7626,Cropland,Water,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
7627,Cropland,Water,Forest,Non_Water,Non_Wetland,Bareland,NULL,Grassland
7628,Cropland,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Wetland
7629,Cropland,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
7630,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
7631,Cropland,Water,Forest,Water,Non_Wetland,NULL,Shrubland,Forest
7632,Cropland,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
7633,Cropland,Water,Forest,Water,Non_Wetland,Forest,NULL,Wetland
7634,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
7635,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
7636,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
7637,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
7638,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
7639,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
7640,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
7641,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
7642,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
7643,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
7644,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
7645,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
7646,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
7647,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
7648,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7649,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7650,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
7651,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
7652,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
7653,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7654,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
7655,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7656,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
7657,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
7658,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
7659,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
7660,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
7661,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
7662,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
7663,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7664,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7665,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
7666,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
7667,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
7668,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7669,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
7670,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
7671,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
7672,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
7673,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
7674,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
7675,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7676,Cropland,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
7677,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Water
7678,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
7679,Cropland,Forest,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
7680,Cropland,Forest,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
7681,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
7682,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
7683,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
7684,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
7685,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7686,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
7687,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
7688,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
7689,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
7690,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
7691,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
7692,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7693,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
7694,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
7695,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7696,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7697,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7698,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
7699,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7700,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7701,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
7702,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7703,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7704,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7705,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7706,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
7707,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7708,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
7709,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7710,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
7711,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
7712,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
7713,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
7714,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
7715,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7716,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
7717,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
7718,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
7719,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
7720,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
7721,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7722,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
7723,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7724,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7725,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
7726,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7727,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
7728,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7729,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
7730,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
7731,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
7732,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
7733,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7734,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7735,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7736,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7737,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
7738,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7739,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7740,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
7741,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
7742,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
7743,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
7744,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
7745,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
7746,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7747,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
7748,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
7749,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
7750,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
7751,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7752,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
7753,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
7754,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
7755,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7756,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
7757,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
7758,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
7759,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
7760,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7761,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
7762,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
7763,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7764,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7765,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
7766,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7767,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
7768,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7769,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
7770,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
7771,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7772,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
7773,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
7774,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7775,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
7776,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7777,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7778,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7779,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7780,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
7781,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7782,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7783,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
7784,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
7785,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7786,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
7787,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
7788,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
7789,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
7790,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
7791,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
7792,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
7793,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
7794,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
7795,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7796,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
7797,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
7798,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
7799,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
7800,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
7801,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
7802,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
7803,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
7804,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
7805,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Built-up
7806,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
7807,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7808,Cropland,Forest,Wetland,Water,Wetland,Grassland,NULL,Grassland
7809,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
7810,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7811,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
7812,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
7813,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
7814,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7815,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
7816,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
7817,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
7818,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
7819,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
7820,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
7821,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
7822,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
7823,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
7824,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
7825,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
7826,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
7827,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7828,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7829,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
7830,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
7831,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7832,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
7833,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7834,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
7835,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
7836,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
7837,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
7838,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7839,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7840,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
7841,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
7842,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7843,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
7844,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
7845,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
7846,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
7847,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
7848,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
7849,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
7850,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
7851,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
7852,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
7853,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
7854,Cropland,Forest,Forest,Water,Non_Wetland,Forest,Shrubland,Water
7855,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
7856,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
7857,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
7858,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
7859,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
7860,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
7861,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
7862,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
7863,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7864,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7865,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
7866,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7867,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7868,Wetland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
7869,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
7870,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
7871,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7872,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7873,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
7874,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
7875,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7876,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
7877,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
7878,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
7879,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
7880,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
7881,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
7882,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,NULL
7883,Wetland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
7884,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7885,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
7886,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
7887,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
7888,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7889,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
7890,Wetland,NULL,NULL,Non_Water,Non_Wetland,Built-up,Built-up,NULL
7891,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
7892,Wetland,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Wetland
7893,Wetland,NULL,NULL,Water,Non_Wetland,Grassland,Forest,Cropland
7894,Wetland,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
7895,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
7896,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
7897,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
7898,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
7899,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
7900,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
7901,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7902,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7903,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
7904,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
7905,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7906,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
7907,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
7908,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
7909,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
7910,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
7911,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7912,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7913,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7914,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
7915,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
7916,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7917,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
7918,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
7919,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7920,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
7921,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
