Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LGC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LGC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LGC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LGC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LGC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LGC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LGC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LGC_M_R
674,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
675,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
676,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
677,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
678,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
679,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
680,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
681,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
682,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
683,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
684,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
685,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
686,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
687,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
688,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
689,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
690,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
691,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
692,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
693,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
694,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
695,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
696,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
697,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
698,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
699,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
700,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
701,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
702,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
703,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
704,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
705,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
706,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
707,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
708,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
709,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
710,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
711,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
712,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
713,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
714,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
715,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
716,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
717,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
718,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
719,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
720,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
721,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
722,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
723,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
724,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
725,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
726,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
727,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
728,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
729,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
730,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
731,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
732,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
733,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
734,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
735,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
736,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
737,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
738,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
739,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
740,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
741,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
742,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
743,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
744,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
745,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
746,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
747,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
748,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
749,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
750,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
751,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
752,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
753,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
754,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
755,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
756,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
757,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
758,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
759,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
760,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
761,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
762,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
763,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
764,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
765,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
766,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
767,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
768,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
769,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
770,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
771,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
772,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
773,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
774,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
775,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
776,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
777,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
778,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
779,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
780,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
781,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
782,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
783,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
784,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
785,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
786,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
787,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
788,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
789,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
790,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
791,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
792,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
793,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
794,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
795,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
796,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
797,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
798,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
799,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
800,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
801,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
802,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
803,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
804,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
805,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
806,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
807,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
808,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
809,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
810,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
811,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
812,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
813,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
814,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
815,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
816,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
817,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
818,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
819,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
820,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
821,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
822,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
823,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
824,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
825,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
826,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
827,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
828,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
829,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
830,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
831,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
832,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
833,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
834,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
835,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
836,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
837,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
838,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
839,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
840,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
841,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
842,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
843,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
844,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
845,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
846,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
847,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
848,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
849,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
850,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
851,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
852,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
853,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
854,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
855,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
856,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
857,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
858,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
859,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
860,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
861,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
862,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
863,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
864,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
865,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
866,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
867,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
868,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
869,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
870,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
871,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
872,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
873,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
874,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
875,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
876,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
877,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
878,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
879,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
880,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
881,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
882,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
883,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
884,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
885,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
886,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
887,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
888,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
889,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
890,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
891,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
892,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
893,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
894,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
895,Bareland,Water,Water,Water,Water,NULL,NULL,Water
896,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
897,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
898,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
899,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
900,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
901,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
902,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
903,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
904,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
905,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
906,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
907,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
908,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
909,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
910,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
911,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
912,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
913,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
914,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
915,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
916,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
917,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
918,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
919,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
920,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
921,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
922,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
923,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
924,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
925,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
926,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
927,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
928,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
929,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
930,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
931,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
932,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
933,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
934,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
935,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
936,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
937,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
938,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
939,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
940,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
941,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
942,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
943,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
944,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
945,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
946,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
947,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
948,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
949,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
950,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
951,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
952,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
953,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
954,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
955,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
956,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
957,Bareland,Forest,Water,Water,Water,NULL,NULL,Bareland
958,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
959,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
960,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
961,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
962,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
963,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
964,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
965,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
966,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
967,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
968,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
969,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
970,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
971,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
972,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
973,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
974,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
975,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
976,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
977,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
978,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
979,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
980,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
981,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
982,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
983,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
984,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
985,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
986,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
987,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
988,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
989,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
990,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
991,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
992,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
993,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
994,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
995,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
996,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
997,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
998,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
999,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1000,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1001,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1002,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1003,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1004,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1005,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1006,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1007,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1008,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1009,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1010,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1011,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1012,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1013,Water,NULL,Water,NULL,Water,NULL,NULL,Water
1014,Water,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1015,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
1016,Water,NULL,Water,Water,Water,NULL,NULL,Forest
