Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KFV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KFV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KFV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KFV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KFV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KFV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KFV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KFV_M_R
663,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
664,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
665,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
666,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
667,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
668,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
669,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
670,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
671,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
672,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
673,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
674,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
675,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
676,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
677,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
678,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
679,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
680,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
681,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
682,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
683,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
684,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
685,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
686,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
687,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
688,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
689,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
690,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
691,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
692,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
693,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
694,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
695,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
696,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
697,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
698,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
699,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
700,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
701,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
702,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
703,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
704,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
705,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
706,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
707,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
708,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
709,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
710,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
711,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
712,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
713,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
714,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
715,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
716,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
717,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
718,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
719,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
720,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
721,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
722,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
723,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
724,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
725,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
726,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
727,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
728,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
729,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
730,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
731,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Wetland
732,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
733,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
734,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
735,Wetland,NULL,Water,NULL,Water,NULL,NULL,Water
736,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
737,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Water
738,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
739,Wetland,NULL,Water,Water,Water,NULL,NULL,Cropland
740,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
741,Wetland,NULL,Water,Water,Water,NULL,NULL,Bareland
742,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
743,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
744,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
745,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
746,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
747,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
748,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
749,Wetland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
750,Wetland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
751,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
752,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
753,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
754,Wetland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
755,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
756,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
757,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
758,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
759,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
760,Wetland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
761,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Water
762,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
763,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
764,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
765,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
766,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
767,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
768,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
769,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
770,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
771,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
772,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
773,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
774,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
775,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
776,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
777,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
778,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
779,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
780,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
781,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
782,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
783,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
784,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
785,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
786,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
787,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
788,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
789,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
790,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
791,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
792,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
793,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
794,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
795,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
796,Wetland,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
797,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
798,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Water
799,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
800,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
801,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
802,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
803,Wetland,Wetland,Water,Water,Water,NULL,NULL,Grassland
804,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
805,Wetland,Wetland,Water,Water,Water,NULL,NULL,Bareland
806,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
807,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
808,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
809,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
810,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
811,Wetland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
812,Wetland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
813,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
814,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
815,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
816,Wetland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
817,Wetland,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
818,Wetland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
819,Wetland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
820,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
821,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
822,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
823,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
824,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
825,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
826,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
827,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
828,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
829,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
830,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
831,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
832,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
833,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
834,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
835,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
836,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
837,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
838,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
839,Wetland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
840,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
841,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
842,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
843,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
844,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
845,Wetland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
846,Wetland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
847,Wetland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
848,Wetland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
849,Wetland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
850,Wetland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
851,Wetland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
852,Wetland,Water,Water,NULL,Water,NULL,NULL,Grassland
853,Wetland,Water,Water,NULL,Water,NULL,NULL,Wetland
854,Wetland,Water,Water,NULL,Water,NULL,NULL,Water
855,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Water
856,Wetland,Water,Water,Water,Water,NULL,NULL,Grassland
857,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
858,Wetland,Water,Water,Water,Water,NULL,NULL,Water
859,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
860,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
861,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
862,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
863,Wetland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
864,Wetland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
865,Wetland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Wetland
866,Wetland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
867,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
868,Wetland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
869,Wetland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
870,Wetland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
871,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
872,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
873,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
874,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
875,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
876,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
877,Wetland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
878,Wetland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
879,Wetland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
880,Wetland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Water
881,Wetland,Forest,Water,Water,Water,NULL,NULL,Grassland
882,Wetland,Forest,Water,Water,Water,NULL,NULL,Water
883,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
884,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
885,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
886,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
887,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
888,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
889,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
890,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
891,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
892,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
893,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
894,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
895,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
896,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
897,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
898,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
899,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
900,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
901,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
902,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
903,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
904,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
905,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
906,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
907,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
908,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
909,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
910,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
911,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
912,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
913,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
914,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
915,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
916,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
917,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
918,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
919,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
920,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
921,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
922,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
923,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
924,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
925,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
926,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
927,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
928,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
929,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
930,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
931,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
932,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
933,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
934,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
935,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
936,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
937,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
938,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
939,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
940,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
941,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
942,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
943,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Built-up
944,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
945,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
946,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
947,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
948,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
949,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
950,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
951,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
952,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
953,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
954,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
955,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
956,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
957,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
958,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Wetland
959,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
960,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
961,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
962,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Cropland
963,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Wetland
964,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
965,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
966,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Cropland
967,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
968,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
969,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
970,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
971,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
972,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
973,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
974,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
975,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
976,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
977,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
978,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
979,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
980,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
981,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
982,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
983,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
984,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
985,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
986,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
987,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
988,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
989,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
990,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
991,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
992,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
993,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
994,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
995,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
996,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Wetland
997,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
998,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
999,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1000,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1001,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
1002,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Wetland
1003,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1004,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
