Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MYS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MYS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MYS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MYS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MYS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MYS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MYS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MYS_M_R
4739,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
4740,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
4741,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
4742,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Wetland,Water
4743,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Bareland,Water
4744,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Water,Water
4745,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Water,Forest
4746,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Forest,Water
4747,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Forest,Forest
4748,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
4749,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Water
4750,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
4751,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
4752,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Built-up,Bareland,Water
4753,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
4754,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
4755,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
4756,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
4757,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water,Water,Bareland
4758,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water,Water,Water
4759,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
4760,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Grassland,Water
4761,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Water,Water
4762,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Water,Forest
4763,Bareland,Bareland,Forest,Water,Non_Wetland,Built-up,Built-up,Water
4764,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Grassland,Water
4765,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Wetland,Water
4766,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Water,Water
4767,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Water,Forest
4768,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Forest,Water
4769,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4770,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4771,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
4772,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4773,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4774,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4775,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4776,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4777,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
4778,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4779,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
4780,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4781,Bareland,Built-up,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
4782,Bareland,Built-up,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
4783,Bareland,Built-up,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
4784,Bareland,Built-up,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
4785,Bareland,Built-up,Grassland,NULL,Non_Wetland,Water,Bareland,Bareland
4786,Bareland,Built-up,Grassland,NULL,Non_Wetland,Water,Bareland,Built-up
4787,Bareland,Built-up,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
4788,Bareland,Built-up,Grassland,NULL,Non_Wetland,Water,Built-up,Grassland
4789,Bareland,Built-up,Grassland,NULL,Non_Wetland,Water,Built-up,Forest
4790,Bareland,Built-up,Grassland,NULL,Non_Wetland,Water,Forest,Forest
4791,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Built-up,Water
4792,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Built-up,Built-up,Water
4793,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
4794,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Water,Grassland,Bareland
4795,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4796,Bareland,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
4797,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Bareland
4798,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Built-up,Grassland
4799,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Built-up,Bareland
4800,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Water,Built-up,Grassland
4801,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Water,Built-up,Bareland
4802,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4803,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4804,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4805,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4806,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
4807,Bareland,Built-up,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
4808,Bareland,Built-up,Bareland,NULL,Non_Wetland,Water,Bareland,Bareland
4809,Bareland,Built-up,Bareland,NULL,Non_Wetland,Water,Built-up,Bareland
4810,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
4811,Bareland,Built-up,Bareland,Water,Non_Wetland,Built-up,Built-up,Water
4812,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4813,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
4814,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
4815,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4816,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
4817,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
4818,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4819,Bareland,Built-up,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
4820,Bareland,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
4821,Bareland,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
4822,Bareland,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Grassland
4823,Bareland,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Bareland
4824,Bareland,Built-up,Water,NULL,Water,Bareland,Grassland,Grassland
4825,Bareland,Built-up,Water,Non_Water,Water,Bareland,Water,Water
4826,Bareland,Built-up,Water,Non_Water,Water,Built-up,Built-up,Water
4827,Bareland,Built-up,Water,Water,Water,Built-up,Built-up,Water
4828,Bareland,Built-up,Water,Water,Water,Built-up,Water,Water
4829,Bareland,Built-up,Water,Water,Water,Water,Water,Water
4830,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4831,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4832,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
4833,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4834,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4835,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
4836,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
4837,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
4838,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4839,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
4840,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
4841,Bareland,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
4842,Bareland,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,Forest
4843,Bareland,Built-up,Forest,NULL,Non_Wetland,Water,Bareland,Forest
4844,Bareland,Built-up,Forest,NULL,Non_Wetland,Water,Built-up,Forest
4845,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
4846,Bareland,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
4847,Bareland,Built-up,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
4848,Bareland,Built-up,Forest,Water,Non_Wetland,Water,Bareland,Grassland
4849,Bareland,Water,NULL,NULL,Non_Wetland,Water,Water,Water
4850,Bareland,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
4851,Bareland,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
4852,Bareland,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
4853,Bareland,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
4854,Bareland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
4855,Bareland,Water,NULL,Water,Non_Wetland,Water,Water,Bareland
4856,Bareland,Water,NULL,Water,Non_Wetland,Water,Water,Water
4857,Bareland,Water,NULL,Water,Non_Wetland,Water,Water,Forest
4858,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4859,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
4860,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4861,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
4862,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
4863,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
4864,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
4865,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
4866,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4867,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4868,Bareland,Water,Grassland,NULL,Non_Wetland,Built-up,Bareland,Water
4869,Bareland,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
4870,Bareland,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
4871,Bareland,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
4872,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
4873,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
4874,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Bareland
4875,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Water
4876,Bareland,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
4877,Bareland,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
4878,Bareland,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Bareland
4879,Bareland,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
4880,Bareland,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Water
4881,Bareland,Water,Grassland,Water,Non_Wetland,Bareland,Grassland,Water
4882,Bareland,Water,Grassland,Water,Non_Wetland,Bareland,Wetland,Water
4883,Bareland,Water,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
4884,Bareland,Water,Grassland,Water,Non_Wetland,Bareland,Water,Water
4885,Bareland,Water,Grassland,Water,Non_Wetland,Bareland,Water,Forest
4886,Bareland,Water,Grassland,Water,Non_Wetland,Water,Wetland,Bareland
4887,Bareland,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
4888,Bareland,Water,Grassland,Water,Non_Wetland,Water,Bareland,Water
4889,Bareland,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
4890,Bareland,Water,Grassland,Water,Non_Wetland,Water,Water,Bareland
4891,Bareland,Water,Grassland,Water,Non_Wetland,Water,Water,Water
4892,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
4893,Bareland,Water,Cropland,Water,Non_Wetland,Water,Water,Water
4894,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Water
4895,Bareland,Water,Wetland,NULL,Wetland,Water,Forest,Water
4896,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
4897,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
4898,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
4899,Bareland,Water,Wetland,Water,Wetland,Built-up,Water,Water
4900,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Water
4901,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Forest
4902,Bareland,Water,Wetland,Water,Wetland,Water,Built-up,Water
4903,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
4904,Bareland,Water,Wetland,Water,Wetland,Water,Water,Forest
4905,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Water,Water
4906,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Water,Bareland
4907,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Water,Water
4908,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Water,Water
4909,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Built-up,Water,Water
4910,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Bareland
4911,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Water
4912,Bareland,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
4913,Bareland,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
4914,Bareland,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
4915,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Water
4916,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Water
4917,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
4918,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
4919,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Water
4920,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
4921,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
4922,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
4923,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
4924,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
4925,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
4926,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Grassland
4927,Bareland,Water,Bareland,Water,Non_Wetland,Grassland,Water,Forest
4928,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Grassland,Water
4929,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
4930,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
4931,Bareland,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
4932,Bareland,Water,Bareland,Water,Non_Wetland,Water,Built-up,Water
4933,Bareland,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
4934,Bareland,Water,Bareland,Water,Non_Wetland,Water,Water,Bareland
4935,Bareland,Water,Bareland,Water,Non_Wetland,Water,Water,Water
4936,Bareland,Water,Bareland,Water,Non_Wetland,Water,Forest,Bareland
4937,Bareland,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
4938,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
4939,Bareland,Water,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
4940,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
4941,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland,Forest,Water
4942,Bareland,Water,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Water
4943,Bareland,Water,Built-up,Non_Water,Non_Wetland,Built-up,Water,Water
4944,Bareland,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
4945,Bareland,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Bareland
4946,Bareland,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
4947,Bareland,Water,Built-up,Non_Water,Non_Wetland,Water,Forest,Bareland
4948,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Water,Water
4949,Bareland,Water,Built-up,Water,Non_Wetland,Built-up,Built-up,Water
4950,Bareland,Water,Built-up,Water,Non_Wetland,Water,Water,Water
4951,Bareland,Water,Water,NULL,Water,Bareland,Wetland,Water
4952,Bareland,Water,Water,NULL,Water,Bareland,Water,Water
4953,Bareland,Water,Water,NULL,Water,Built-up,Water,Water
4954,Bareland,Water,Water,NULL,Water,Water,NULL,Water
4955,Bareland,Water,Water,NULL,Water,Water,Wetland,Water
4956,Bareland,Water,Water,NULL,Water,Water,Water,Water
4957,Bareland,Water,Water,NULL,Water,Water,Water,Forest
4958,Bareland,Water,Water,NULL,Water,Water,Forest,Water
4959,Bareland,Water,Water,Non_Water,Water,Grassland,Water,Grassland
4960,Bareland,Water,Water,Non_Water,Water,Grassland,Water,Water
4961,Bareland,Water,Water,Non_Water,Water,Bareland,Grassland,Water
4962,Bareland,Water,Water,Non_Water,Water,Bareland,Wetland,Water
4963,Bareland,Water,Water,Non_Water,Water,Bareland,Water,Grassland
4964,Bareland,Water,Water,Non_Water,Water,Bareland,Water,Bareland
4965,Bareland,Water,Water,Non_Water,Water,Bareland,Water,Water
4966,Bareland,Water,Water,Non_Water,Water,Bareland,Forest,Water
4967,Bareland,Water,Water,Non_Water,Water,Built-up,Built-up,Water
4968,Bareland,Water,Water,Non_Water,Water,Built-up,Water,Water
4969,Bareland,Water,Water,Non_Water,Water,Water,Grassland,Water
4970,Bareland,Water,Water,Non_Water,Water,Water,Wetland,Grassland
4971,Bareland,Water,Water,Non_Water,Water,Water,Wetland,Water
4972,Bareland,Water,Water,Non_Water,Water,Water,Water,Grassland
4973,Bareland,Water,Water,Non_Water,Water,Water,Water,Bareland
4974,Bareland,Water,Water,Non_Water,Water,Water,Water,Water
4975,Bareland,Water,Water,Non_Water,Water,Water,Forest,Water
4976,Bareland,Water,Water,Water,Water,Grassland,Bareland,Water
4977,Bareland,Water,Water,Water,Water,Bareland,Grassland,Water
4978,Bareland,Water,Water,Water,Water,Bareland,Wetland,Water
4979,Bareland,Water,Water,Water,Water,Bareland,Water,Grassland
4980,Bareland,Water,Water,Water,Water,Bareland,Water,Water
4981,Bareland,Water,Water,Water,Water,Bareland,Water,Forest
4982,Bareland,Water,Water,Water,Water,Built-up,Wetland,Water
4983,Bareland,Water,Water,Water,Water,Built-up,Built-up,Water
4984,Bareland,Water,Water,Water,Water,Built-up,Water,Water
4985,Bareland,Water,Water,Water,Water,Water,Grassland,Water
4986,Bareland,Water,Water,Water,Water,Water,Wetland,Grassland
4987,Bareland,Water,Water,Water,Water,Water,Wetland,Water
4988,Bareland,Water,Water,Water,Water,Water,Wetland,Forest
4989,Bareland,Water,Water,Water,Water,Water,Built-up,Water
4990,Bareland,Water,Water,Water,Water,Water,Water,Grassland
4991,Bareland,Water,Water,Water,Water,Water,Water,Bareland
4992,Bareland,Water,Water,Water,Water,Water,Water,Water
4993,Bareland,Water,Water,Water,Water,Water,Water,Forest
4994,Bareland,Water,Water,Water,Water,Water,Forest,Water
4995,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4996,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4997,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
4998,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
4999,Bareland,Water,Forest,NULL,Non_Wetland,Water,Water,Water
5000,Bareland,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
5001,Bareland,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
5002,Bareland,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
5003,Bareland,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
5004,Bareland,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
5005,Bareland,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
5006,Bareland,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
5007,Bareland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
5008,Bareland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
5009,Bareland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
5010,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Water
5011,Bareland,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
5012,Bareland,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
5013,Bareland,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
5014,Bareland,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
5015,Bareland,Water,Forest,Water,Non_Wetland,Water,Water,Water
5016,Bareland,Water,Forest,Water,Non_Wetland,Water,Water,Forest
5017,Bareland,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
5018,Bareland,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
5019,Bareland,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
5020,Bareland,Forest,NULL,Water,Non_Wetland,Water,Grassland,Water
5021,Bareland,Forest,NULL,Water,Non_Wetland,Water,Water,Bareland
5022,Bareland,Forest,NULL,Water,Non_Wetland,Water,Water,Water
5023,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
5024,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5025,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5026,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
5027,Bareland,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
5028,Bareland,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
5029,Bareland,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
5030,Bareland,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
5031,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Bareland
5032,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Water
5033,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
5034,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Water
5035,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
5036,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
5037,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
5038,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Water
5039,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Water
5040,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
5041,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Water,Bareland
5042,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Water,Water
5043,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Built-up,Built-up,Water
5044,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
5045,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
5046,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
5047,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Bareland
5048,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Water
5049,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
5050,Bareland,Forest,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
5051,Bareland,Forest,Grassland,Water,Non_Wetland,Bareland,Water,Bareland
5052,Bareland,Forest,Grassland,Water,Non_Wetland,Bareland,Water,Water
5053,Bareland,Forest,Grassland,Water,Non_Wetland,Bareland,Water,Forest
5054,Bareland,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Water
5055,Bareland,Forest,Grassland,Water,Non_Wetland,Water,Water,Water
5056,Bareland,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
5057,Bareland,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
5058,Bareland,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
5059,Bareland,Forest,Wetland,Water,Wetland,Water,Water,Water
5060,Bareland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland,Water,Bareland
5061,Bareland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
5062,Bareland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Water,Grassland
5063,Bareland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Water,Water
5064,Bareland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Wetland,Water
5065,Bareland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Water,Grassland
5066,Bareland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Water,Water
5067,Bareland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Forest,Bareland
5068,Bareland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Forest,Water
5069,Bareland,Forest,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Water
5070,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5071,Bareland,Forest,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
5072,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Water
5073,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
5074,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
5075,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Water
5076,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Bareland
5077,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
