Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NRM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NRM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NRM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NRM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NRM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NRM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NRM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NRM_M_R
732,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
733,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
734,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
735,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
736,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
737,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
738,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
739,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
740,Cropland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
741,Cropland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
742,Cropland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
743,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
744,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
745,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
746,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
747,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
748,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
749,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
750,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
751,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Water
752,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Forest
753,Cropland,Water,Water,Water,Water,NULL,NULL,Wetland
754,Cropland,Water,Water,Water,Water,NULL,NULL,Bareland
755,Cropland,Water,Water,Water,Water,NULL,NULL,Water
756,Cropland,Water,Water,Water,Water,NULL,NULL,Forest
757,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
758,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
759,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
760,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
761,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
762,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
763,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
764,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
765,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
766,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
767,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
768,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
769,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
770,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
771,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
772,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
773,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
774,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
775,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
776,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
777,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
778,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
779,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
780,Cropland,Forest,Water,NULL,Water,NULL,NULL,Forest
781,Cropland,Forest,Water,Water,Water,NULL,NULL,Forest
782,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
783,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
784,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
785,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
786,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
787,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
788,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
789,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
790,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
791,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
792,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
793,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
794,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
795,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
796,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
797,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
798,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
799,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
800,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
801,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
802,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
803,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
804,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
805,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
806,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
807,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
808,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
809,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
810,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
811,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
812,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
813,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
814,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
815,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
816,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
817,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
818,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
819,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
820,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
821,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
822,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
823,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
824,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
825,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
826,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
827,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
828,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
829,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
830,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
831,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
832,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
833,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
834,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
835,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
836,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
837,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
838,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
839,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
840,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
841,Wetland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
842,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
843,Wetland,NULL,Water,NULL,Water,NULL,NULL,Bareland
844,Wetland,NULL,Water,NULL,Water,NULL,NULL,Water
845,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
846,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
847,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
848,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
849,Wetland,NULL,Water,Water,Water,NULL,NULL,Bareland
850,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
851,Wetland,NULL,Water,Water,Water,NULL,NULL,Forest
852,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
853,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
854,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
855,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
856,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
857,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
858,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
859,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
860,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
861,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
862,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
863,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
864,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
865,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
866,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
867,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
868,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
869,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
870,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
871,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
872,Wetland,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
873,Wetland,Cropland,Water,Water,Water,NULL,NULL,Grassland
874,Wetland,Cropland,Water,Water,Water,NULL,NULL,Wetland
875,Wetland,Cropland,Water,Water,Water,NULL,NULL,Bareland
876,Wetland,Cropland,Water,Water,Water,NULL,NULL,Water
877,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
878,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
879,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
880,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
881,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
882,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
883,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
884,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
885,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
886,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
887,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
888,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
889,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
890,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
891,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
892,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
893,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
894,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
895,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
896,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
897,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
898,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
899,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
900,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
901,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
902,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
903,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
904,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
905,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
906,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
907,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
908,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
909,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
910,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
911,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
912,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
913,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
914,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
915,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
916,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
917,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
918,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
919,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
920,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
921,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
922,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
923,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Water
924,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
925,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
926,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
927,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
928,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
929,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
930,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
931,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
932,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
933,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
934,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
935,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
936,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
937,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
938,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
939,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
940,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
941,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
942,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
943,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
944,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
945,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Bareland
946,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Water
947,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Forest
948,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
949,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
950,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
951,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
952,Wetland,Wetland,Water,Water,Water,NULL,NULL,Grassland
953,Wetland,Wetland,Water,Water,Water,NULL,NULL,Bareland
954,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
955,Wetland,Wetland,Water,Water,Water,NULL,NULL,Forest
956,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
957,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
958,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
959,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
960,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
961,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
962,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
963,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
964,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
965,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
966,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
967,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
968,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
969,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
970,Wetland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
971,Wetland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
972,Wetland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
973,Wetland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
974,Wetland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
975,Wetland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
976,Wetland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
977,Wetland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
978,Wetland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
979,Wetland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
980,Wetland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
981,Wetland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
982,Wetland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
983,Wetland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
984,Wetland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
985,Wetland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
986,Wetland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
987,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
988,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
989,Wetland,Bareland,Water,Water,Water,NULL,NULL,Grassland
990,Wetland,Bareland,Water,Water,Water,NULL,NULL,Water
991,Wetland,Bareland,Water,Water,Water,NULL,NULL,Forest
992,Wetland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
993,Wetland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
994,Wetland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
995,Wetland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
996,Wetland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
997,Wetland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
998,Wetland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
999,Wetland,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1000,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1001,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1002,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1003,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1004,Wetland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1005,Wetland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1006,Wetland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1007,Wetland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1008,Wetland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1009,Wetland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1010,Wetland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1011,Wetland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1012,Wetland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1013,Wetland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1014,Wetland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1015,Wetland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1016,Wetland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1017,Wetland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1018,Wetland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1019,Wetland,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1020,Wetland,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1021,Wetland,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Water
1022,Wetland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1023,Wetland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
1024,Wetland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1025,Wetland,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
1026,Wetland,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
1027,Wetland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1028,Wetland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1029,Wetland,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
1030,Wetland,Built-up,Water,Water,Water,NULL,NULL,Bareland
1031,Wetland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1032,Wetland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1033,Wetland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
1034,Wetland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1035,Wetland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1036,Wetland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1037,Wetland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1038,Wetland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
1039,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1040,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1041,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1042,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1043,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1044,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1045,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1046,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1047,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1048,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1049,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1050,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1051,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1052,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1053,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1054,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1055,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1056,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1057,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1058,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1059,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1060,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1061,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1062,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1063,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1064,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1065,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1066,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1067,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1068,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1069,Wetland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1070,Wetland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1071,Wetland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1072,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1073,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1074,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1075,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
