Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LVK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LVK_M_R
4138,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
4139,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
4140,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
4141,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4142,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4143,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4144,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4145,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4146,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4147,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4148,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4149,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4150,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4151,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4152,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4153,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4154,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
4155,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4156,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
4157,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4158,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
4159,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
4160,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
4161,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4162,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4163,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
4164,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
4165,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4166,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
4167,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
4168,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4169,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4170,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4171,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4172,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4173,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4174,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4175,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
4176,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4177,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
4178,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
4179,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
4180,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4181,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4182,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4183,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4184,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
4185,Bareland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4186,Bareland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4187,Bareland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
4188,Bareland,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
4189,Bareland,Cropland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
4190,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
4191,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Cropland
4192,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
4193,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Cropland
4194,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Grassland
4195,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Grassland
4196,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Cropland
4197,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Grassland
4198,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Cropland
4199,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Forest
4200,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
4201,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Bareland
4202,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
4203,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
4204,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
4205,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
4206,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland,Water,Water
4207,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
4208,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
4209,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4210,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
4211,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
4212,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
4213,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
4214,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
4215,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
4216,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
4217,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
4218,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
4219,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
4220,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
4221,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
4222,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4223,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
4224,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
4225,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
4226,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4227,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
4228,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
4229,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4230,Bareland,Cropland,Water,NULL,Water,Bareland,Water,Bareland
4231,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4232,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4233,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4234,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4235,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4236,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
4237,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
4238,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4239,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4240,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
4241,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
4242,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
4243,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4244,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4245,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
4246,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
4247,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
4248,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4249,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
4250,Bareland,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4251,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
4252,Bareland,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
4253,Bareland,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
4254,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4255,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4256,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
4257,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4258,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
4259,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
4260,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
4261,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
4262,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
4263,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
4264,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4265,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
4266,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
4267,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
4268,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Water
4269,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4270,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4271,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4272,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
4273,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
4274,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
4275,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4276,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
4277,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
4278,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
4279,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
4280,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
4281,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Water,Water
4282,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4283,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
4284,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
4285,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4286,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
4287,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
4288,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
4289,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
4290,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4291,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
4292,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4293,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4294,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4295,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4296,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4297,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
4298,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
4299,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4300,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
4301,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4302,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
4303,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
4304,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4305,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
4306,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
4307,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
4308,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
4309,Bareland,Bareland,Wetland,NULL,Wetland,Grassland,Bareland,Forest
4310,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
4311,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
4312,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
4313,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
4314,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
4315,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
4316,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
4317,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Water
4318,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Forest
4319,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Built-up
4320,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
4321,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
4322,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Bareland
4323,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4324,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4325,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
4326,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
4327,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
4328,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
4329,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
4330,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
4331,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
4332,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Water
4333,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
4334,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
4335,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4336,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4337,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
4338,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
4339,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
4340,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
4341,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
4342,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
4343,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4344,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
4345,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Wetland,Water
4346,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
4347,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
4348,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Built-up
4349,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Water
4350,Bareland,Bareland,Water,NULL,Water,Bareland,Grassland,Bareland
4351,Bareland,Bareland,Water,NULL,Water,Bareland,Bareland,Grassland
4352,Bareland,Bareland,Water,NULL,Water,Bareland,Bareland,Bareland
4353,Bareland,Bareland,Water,NULL,Water,Bareland,Bareland,Water
4354,Bareland,Bareland,Water,Non_Water,Water,Bareland,Bareland,Grassland
4355,Bareland,Bareland,Water,Non_Water,Water,Bareland,Bareland,Bareland
4356,Bareland,Bareland,Water,Water,Water,Bareland,Bareland,Grassland
4357,Bareland,Bareland,Water,Water,Water,Bareland,Bareland,Bareland
4358,Bareland,Bareland,Water,Water,Water,Bareland,Bareland,Water
4359,Bareland,Bareland,Water,Water,Water,Bareland,Water,Bareland
4360,Bareland,Bareland,Water,Water,Water,Bareland,Water,Water
4361,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
4362,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
4363,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
4364,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Bareland,Forest
4365,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
4366,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4367,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4368,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4369,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4370,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
4371,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4372,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
4373,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4374,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
4375,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
4376,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
4377,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
4378,Bareland,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
4379,Bareland,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
4380,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4381,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4382,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4383,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
4384,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4385,Bareland,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
4386,Bareland,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
4387,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4388,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
4389,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4390,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
4391,Bareland,Built-up,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
4392,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4393,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4394,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4395,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4396,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
4397,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4398,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
4399,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
4400,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4401,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4402,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4403,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4404,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4405,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4406,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4407,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
4408,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
4409,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
4410,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4411,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
4412,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
4413,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4414,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
4415,Bareland,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
4416,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Built-up,Grassland
4417,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
4418,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4419,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4420,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
4421,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
4422,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
4423,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4424,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
4425,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
4426,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
4427,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
4428,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Forest
4429,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
4430,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
4431,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4432,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
4433,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
4434,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4435,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
4436,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
4437,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
4438,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
4439,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
4440,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
4441,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
4442,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4443,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
4444,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
4445,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
4446,Bareland,Built-up,Water,NULL,Water,Bareland,Grassland,Grassland
4447,Bareland,Built-up,Water,NULL,Water,Bareland,Bareland,Grassland
