Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LUL_M_R
1093,Cropland,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1094,Cropland,Water,Wetland,Water,Wetland,Water,Wetland,Water
1095,Cropland,Water,Wetland,Water,Wetland,Water,Water,Grassland
1096,Cropland,Water,Wetland,Water,Wetland,Water,Water,Water
1097,Cropland,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1098,Cropland,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
1099,Cropland,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
1100,Cropland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1101,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
1102,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
1103,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1104,Wetland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
1105,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1106,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1107,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1108,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
1109,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
1110,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1111,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1112,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
1113,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
1114,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
1115,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
1116,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Water
1117,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
1118,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1119,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1120,Wetland,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Grassland
1121,Wetland,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Wetland
1122,Wetland,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
1123,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1124,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1125,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1126,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1127,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1128,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Bareland
1129,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1130,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1131,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1132,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1133,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1134,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Bareland
1135,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Water
1136,Wetland,NULL,Wetland,Water,Wetland,Forest,Water,Grassland
1137,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
1138,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
1139,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1140,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
1141,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
1142,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
1143,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
1144,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1145,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
1146,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
1147,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,Wetland,Grassland
1148,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
1149,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
1150,Wetland,Wetland,Water,Water,Water,Water,Water,Water
1151,Wetland,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
1152,Wetland,Bareland,Wetland,Water,Wetland,Water,Water,Water
1153,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
1154,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Water
1155,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
1156,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1157,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1158,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Wetland
1159,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
1160,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
1161,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
1162,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
1163,Wetland,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
1164,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1165,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1166,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
1167,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1168,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
1169,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1170,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1171,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
1172,Wetland,Water,Wetland,Water,Wetland,Shrubland,Wetland,Forest
1173,Wetland,Water,Wetland,Water,Wetland,Shrubland,Water,Grassland
1174,Wetland,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1175,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1176,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Water
1177,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1178,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1179,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
1180,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
1181,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Water
1182,Wetland,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
1183,Wetland,Water,Wetland,Water,Wetland,Water,Water,Grassland
1184,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
1185,Wetland,Water,Wetland,Water,Wetland,Water,Water,Forest
1186,Wetland,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
1187,Wetland,Water,Water,NULL,Water,Water,Water,Water
1188,Wetland,Water,Water,Water,Water,NULL,Water,Forest
1189,Wetland,Water,Water,Water,Water,Wetland,Wetland,Wetland
1190,Wetland,Water,Water,Water,Water,Water,Water,Water
1191,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1192,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1193,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1194,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1195,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1196,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1197,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1198,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1199,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1200,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1201,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1202,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
1203,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1204,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1205,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1206,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1207,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1208,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1209,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1210,Bareland,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
1211,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
1212,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
1213,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Water
1214,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1215,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1216,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1217,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1218,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
1219,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1220,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1221,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1222,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1223,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1224,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1225,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1226,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1227,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1228,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1229,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1230,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1231,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1232,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
1233,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Bareland
1234,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Water
1235,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
1236,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
1237,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
1238,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
1239,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1240,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1241,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1242,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1243,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1244,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1245,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Bareland
1246,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1247,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1248,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1249,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
1250,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
1251,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1252,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1253,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1254,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1255,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1256,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1257,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1258,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
1259,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Bareland
1260,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
1261,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
1262,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
1263,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1264,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Water
1265,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1266,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1267,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1268,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1269,Bareland,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Grassland
1270,Bareland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1271,Bareland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
1272,Bareland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1273,Bareland,NULL,Wetland,Water,Wetland,Grassland,Water,Bareland
1274,Bareland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
1275,Bareland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1276,Bareland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Bareland
1277,Bareland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
1278,Bareland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1279,Bareland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1280,Bareland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
1281,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1282,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
1283,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
1284,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1285,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
1286,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1287,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1288,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Bareland
1289,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
1290,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Forest
1291,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,Grassland
1292,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
1293,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Bareland
1294,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1295,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1296,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1297,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
1298,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
1299,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Bareland
1300,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
1301,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
1302,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
1303,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
1304,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1305,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Bareland
1306,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
1307,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
1308,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1309,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1310,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1311,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1312,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1313,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1314,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
1315,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
1316,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
1317,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
1318,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
1319,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
1320,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
1321,Bareland,NULL,Water,Non_Water,Water,Bareland,Bareland,Water
1322,Bareland,NULL,Water,Water,Water,Grassland,Water,Grassland
1323,Bareland,NULL,Water,Water,Water,Bareland,Bareland,Grassland
1324,Bareland,NULL,Water,Water,Water,Bareland,Bareland,Bareland
1325,Bareland,NULL,Water,Water,Water,Bareland,Bareland,Water
1326,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1327,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1328,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1329,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1330,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1331,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1332,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1333,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1334,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1335,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1336,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1337,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1338,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1339,Bareland,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
1340,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1341,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1342,Bareland,Wetland,Wetland,Water,Wetland,Water,Water,Water
1343,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland,Wetland,Bareland
1344,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1345,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1346,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1347,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1348,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1349,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1350,Bareland,Bareland,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
1351,Bareland,Bareland,NULL,Water,Non_Wetland,Grassland,Wetland,Bareland
1352,Bareland,Bareland,NULL,Water,Non_Wetland,Grassland,Water,Grassland
1353,Bareland,Bareland,NULL,Water,Non_Wetland,Grassland,Water,Bareland
1354,Bareland,Bareland,NULL,Water,Non_Wetland,Grassland,Water,Water
1355,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
1356,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Water
1357,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1358,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1359,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1360,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
1361,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland,Water,Bareland
1362,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland,Water,Water
1363,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
1364,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1365,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1366,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1367,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Bareland
1368,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1369,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1370,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
1371,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Water,Water
1372,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1373,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1374,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1375,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1376,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1377,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Bareland
1378,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1379,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1380,Bareland,Bareland,Cropland,Water,Non_Wetland,Shrubland,Water,Water
1381,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
1382,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland,Wetland,Bareland
1383,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland,Wetland,Water
1384,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
1385,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland,Water,Bareland
1386,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland,Water,Water
1387,Bareland,Bareland,Cropland,Water,Non_Wetland,Wetland,Water,Bareland
1388,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
1389,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,Water,Water
1390,Bareland,Bareland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1391,Bareland,Bareland,Wetland,NULL,Wetland,Wetland,Water,Grassland
1392,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1393,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1394,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1395,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
1396,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1397,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Bareland
1398,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Water
1399,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Water,Grassland
1400,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Water,Water
1401,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Forest,Forest
1402,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1403,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Water
1404,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Water,Grassland
1405,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
1406,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1407,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
1408,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Grassland
1409,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
1410,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
1411,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1412,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1413,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1414,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland,Water,Bareland
1415,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland,Water,Water
1416,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1417,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Bareland
1418,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
1419,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
1420,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Water,Bareland
1421,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1422,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
1423,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
