Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MBR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MBR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MBR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MBR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MBR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MBR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MBR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MBR_M_R
757,Grassland,Forest,NULL,NULL,Non_Wetland,Water,NULL,Forest
758,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
759,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
760,Grassland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
761,Grassland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
762,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
763,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
764,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
765,Grassland,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
766,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
767,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
768,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
769,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
770,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
771,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
772,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
773,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
774,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
775,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
776,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
777,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
778,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
779,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
780,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
781,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
782,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
783,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
784,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
785,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
786,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
787,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
788,Grassland,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
789,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
790,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
791,Grassland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
792,Grassland,Forest,Water,NULL,Water,NULL,NULL,Grassland
793,Grassland,Forest,Water,NULL,Water,NULL,NULL,Wetland
794,Grassland,Forest,Water,NULL,Water,NULL,NULL,Forest
795,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
796,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Water
797,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
798,Grassland,Forest,Water,Water,Water,NULL,NULL,Grassland
799,Grassland,Forest,Water,Water,Water,NULL,NULL,Water
800,Grassland,Forest,Water,Water,Water,NULL,NULL,Forest
801,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
802,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
803,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
804,Grassland,Forest,Forest,NULL,Non_Wetland,Water,NULL,Grassland
805,Grassland,Forest,Forest,NULL,Non_Wetland,Water,NULL,Forest
806,Grassland,Forest,Forest,NULL,Non_Wetland,Water,Water,Grassland
807,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
808,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
809,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
810,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
811,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
812,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
813,Grassland,Forest,Forest,Water,Non_Wetland,Water,Water,Water
814,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
815,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
816,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
817,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
818,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
819,Cropland,NULL,NULL,Water,Non_Wetland,Water,NULL,Water
820,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
821,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
822,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
823,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
824,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
825,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
826,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
827,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
828,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
829,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
830,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
831,Cropland,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
832,Cropland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
833,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
834,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
835,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
836,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
837,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
838,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
839,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
840,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
841,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
842,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
843,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
844,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
845,Cropland,NULL,Wetland,NULL,Wetland,Water,Water,Water
846,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
847,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
848,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
849,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
850,Cropland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
851,Cropland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
852,Cropland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
853,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
854,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
855,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
856,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
857,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
858,Cropland,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
859,Cropland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
860,Cropland,NULL,Wetland,Water,Wetland,Water,NULL,Water
861,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Water
862,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
863,Cropland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
864,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
865,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
866,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
867,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
868,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
869,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
870,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
871,Cropland,NULL,Water,NULL,Water,NULL,NULL,Water
872,Cropland,NULL,Water,NULL,Water,Water,Water,Water
873,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
874,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
875,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Water
876,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
877,Cropland,NULL,Water,Non_Water,Water,Bareland,Water,Water
878,Cropland,NULL,Water,Non_Water,Water,Water,NULL,Water
879,Cropland,NULL,Water,Non_Water,Water,Water,Water,Water
880,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
881,Cropland,NULL,Water,Water,Water,NULL,NULL,Wetland
882,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
883,Cropland,NULL,Water,Water,Water,Bareland,Water,Wetland
884,Cropland,NULL,Water,Water,Water,Water,NULL,Water
885,Cropland,NULL,Water,Water,Water,Water,Water,Water
886,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
887,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
888,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
889,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
890,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
891,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
892,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
893,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
894,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
895,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
896,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
897,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
898,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
899,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
900,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
901,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
902,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
903,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
904,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
905,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
906,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
907,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
908,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
909,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Water
910,Cropland,Cropland,Water,Water,Water,NULL,NULL,Grassland
911,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
912,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
913,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
914,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
915,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
916,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
917,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
918,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
919,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
920,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
921,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
922,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
923,Cropland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
924,Cropland,Wetland,Water,Water,Water,NULL,NULL,Water
925,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
926,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
927,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
928,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
929,Cropland,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
930,Cropland,Bareland,Wetland,Non_Water,Wetland,Water,NULL,Water
931,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
932,Cropland,Bareland,Wetland,Water,Wetland,Water,NULL,Water
933,Cropland,Bareland,Wetland,Water,Wetland,Water,Water,Water
934,Cropland,Bareland,Water,Non_Water,Water,Water,Water,Water
935,Cropland,Bareland,Water,Water,Water,NULL,NULL,Water
936,Cropland,Bareland,Water,Water,Water,Water,Wetland,Water
937,Cropland,Bareland,Water,Water,Water,Water,Water,Water
938,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
939,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
940,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
941,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
942,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
943,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
944,Cropland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Water
945,Cropland,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
946,Cropland,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
947,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
948,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Grassland
949,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Forest
950,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
951,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
952,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
953,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
954,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
955,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
956,Cropland,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
957,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
958,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
959,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
960,Cropland,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
961,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
962,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
963,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
964,Cropland,Water,Wetland,NULL,Wetland,Water,NULL,Water
965,Cropland,Water,Wetland,NULL,Wetland,Water,NULL,Forest
966,Cropland,Water,Wetland,NULL,Wetland,Water,Water,Water
967,Cropland,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
968,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
969,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
970,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
971,Cropland,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
972,Cropland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
973,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
974,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
975,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
976,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
977,Cropland,Water,Wetland,Water,Wetland,Bareland,Water,Water
978,Cropland,Water,Wetland,Water,Wetland,Water,NULL,Water
979,Cropland,Water,Wetland,Water,Wetland,Water,Water,Water
980,Cropland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
981,Cropland,Water,Built-up,Water,Non_Wetland,Water,NULL,Water
982,Cropland,Water,Water,NULL,Water,NULL,NULL,Grassland
983,Cropland,Water,Water,NULL,Water,NULL,NULL,Water
984,Cropland,Water,Water,NULL,Water,Water,Water,Water
985,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
986,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Water
987,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Forest
988,Cropland,Water,Water,Non_Water,Water,Water,NULL,Water
989,Cropland,Water,Water,Non_Water,Water,Water,Water,Water
990,Cropland,Water,Water,Water,Water,NULL,NULL,Grassland
991,Cropland,Water,Water,Water,Water,NULL,NULL,Water
992,Cropland,Water,Water,Water,Water,NULL,NULL,Forest
993,Cropland,Water,Water,Water,Water,Water,NULL,Water
994,Cropland,Water,Water,Water,Water,Water,Water,Water
995,Cropland,Water,Water,Water,Water,Water,Forest,Water
996,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
997,Cropland,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
998,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
999,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1000,Cropland,Water,Forest,Water,Non_Wetland,Water,NULL,Water
1001,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1002,Cropland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1003,Cropland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1004,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1005,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1006,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1007,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1008,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1009,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1010,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1011,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1012,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1013,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1014,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1015,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1016,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1017,Cropland,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
1018,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1019,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1020,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1021,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1022,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1023,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1024,Cropland,Forest,Wetland,Water,Wetland,Water,Water,Water
1025,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1026,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1027,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1028,Cropland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1029,Cropland,Forest,Water,NULL,Water,NULL,NULL,Forest
1030,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1031,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Water
1032,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1033,Cropland,Forest,Water,Water,Water,NULL,NULL,Grassland
1034,Cropland,Forest,Water,Water,Water,NULL,NULL,Water
1035,Cropland,Forest,Water,Water,Water,Water,NULL,Water
1036,Cropland,Forest,Water,Water,Water,Water,Water,Water
1037,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1038,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1039,Cropland,Forest,Forest,NULL,Non_Wetland,Water,NULL,Forest
1040,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1041,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1042,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1043,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1044,Cropland,Forest,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
1045,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1046,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1047,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1048,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1049,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1050,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1051,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1052,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1053,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1054,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1055,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1056,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1057,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1058,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1059,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1060,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1061,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1062,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1063,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
1064,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
1065,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1066,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1067,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1068,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1069,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1070,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1071,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1072,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1073,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1074,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1075,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1076,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1077,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1078,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1079,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1080,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1081,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1082,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1083,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1084,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1085,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1086,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1087,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1088,Wetland,Wetland,Water,Water,Water,NULL,NULL,Grassland
1089,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
1090,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
1091,Wetland,Wetland,Water,Water,Water,NULL,NULL,Forest
1092,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1093,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1094,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1095,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1096,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1097,Wetland,Water,Wetland,NULL,Wetland,Water,NULL,Water
1098,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1099,Wetland,Water,Water,NULL,Water,NULL,NULL,Grassland
1100,Wetland,Water,Water,NULL,Water,NULL,NULL,Forest
1101,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1102,Wetland,Water,Water,Water,Water,NULL,NULL,Grassland
1103,Wetland,Water,Water,Water,Water,NULL,NULL,Water
1104,Wetland,Water,Water,Water,Water,NULL,NULL,Forest
1105,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1106,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1107,Wetland,Forest,Water,Water,Water,NULL,NULL,Grassland
1108,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1109,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1110,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1111,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1112,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1113,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
1114,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1115,Bareland,NULL,Wetland,Water,Wetland,Water,NULL,Water
