Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KQA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KQA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KQA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KQA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KQA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KQA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KQA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KQA_M_R
674,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
675,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
676,Cropland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
677,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
678,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
679,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
680,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
681,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
682,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
683,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
684,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
685,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
686,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
687,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
688,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
689,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
690,Cropland,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Forest
691,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
692,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
693,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
694,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
695,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
696,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
697,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
698,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
699,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
700,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
701,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
702,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
703,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
704,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
705,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
706,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
707,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
708,Cropland,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
709,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Forest
710,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
711,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
712,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
713,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
714,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
715,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
716,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
717,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
718,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
719,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
720,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
721,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
722,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
723,Cropland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
724,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
725,Cropland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
726,Cropland,Water,Water,Water,Water,NULL,NULL,Water
727,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
728,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
729,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
730,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
731,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
732,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
733,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
734,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
735,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
736,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
737,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
738,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
739,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
740,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
741,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
742,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
743,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
744,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
745,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
746,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
747,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
748,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
749,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
750,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
751,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
752,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
753,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
754,Cropland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
755,Cropland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
756,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
757,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
758,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
759,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
760,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
761,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
762,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
763,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
764,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
765,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
766,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
767,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
768,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
769,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
770,Cropland,Forest,Water,NULL,Water,NULL,NULL,Grassland
771,Cropland,Forest,Water,NULL,Water,NULL,NULL,Water
772,Cropland,Forest,Water,NULL,Water,NULL,NULL,Forest
773,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
774,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
775,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
776,Cropland,Forest,Water,Water,Water,NULL,NULL,Wetland
777,Cropland,Forest,Water,Water,Water,NULL,NULL,Bareland
778,Cropland,Forest,Water,Water,Water,NULL,NULL,Water
779,Cropland,Forest,Water,Water,Water,NULL,NULL,Forest
780,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
781,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
782,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
783,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
784,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
785,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
786,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
787,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
788,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
789,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
790,Wetland,NULL,Water,NULL,Water,NULL,NULL,NULL
791,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
792,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
793,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
794,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
795,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
796,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
797,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
798,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
799,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
800,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
801,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
802,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
803,Wetland,Forest,Water,NULL,Water,NULL,NULL,Grassland
804,Wetland,Forest,Water,NULL,Water,NULL,NULL,Water
805,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
806,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
807,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
808,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
809,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
810,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
811,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
812,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
813,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
814,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
815,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
816,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
817,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
818,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
819,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
820,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
821,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
822,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
823,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
824,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
825,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
826,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
827,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
828,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
829,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
830,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
831,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
832,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
833,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
834,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
835,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
836,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
837,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
838,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
839,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
840,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
841,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
842,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
843,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
844,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
845,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
846,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
847,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
848,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
849,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
850,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
851,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
852,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
853,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
854,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
855,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
856,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
857,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
858,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
859,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
860,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
861,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
862,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
863,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
864,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
865,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
866,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
867,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
868,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
869,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
870,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
871,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
872,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
873,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
874,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
875,Bareland,NULL,Water,NULL,Water,NULL,NULL,NULL
876,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
877,Bareland,NULL,Water,NULL,Water,NULL,NULL,Cropland
878,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
879,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
880,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
881,Bareland,NULL,Water,Water,Water,NULL,NULL,Forest
882,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
883,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
884,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
885,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
886,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
887,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
888,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
889,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
890,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
891,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
892,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
893,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
894,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
895,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
896,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
897,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
898,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
899,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
900,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
901,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
902,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
903,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
904,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
905,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
906,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
907,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
908,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
909,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
910,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
911,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
912,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
913,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
914,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
915,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
916,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
917,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
918,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
919,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
920,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
921,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
922,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
923,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
924,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
925,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
926,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
927,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
928,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
929,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
930,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
931,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
932,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
933,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
934,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
935,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
936,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
937,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
938,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
939,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
940,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
941,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
942,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
943,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
944,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
945,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
946,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
947,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
948,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
949,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
950,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
951,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
952,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
953,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
954,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
955,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
956,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
957,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
958,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
959,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
960,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
961,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
962,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
963,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
964,Bareland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Water
965,Bareland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Forest
966,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
967,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
968,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Water
969,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Forest
970,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
971,Bareland,Cropland,Water,Water,Water,NULL,NULL,Water
972,Bareland,Cropland,Water,Water,Water,NULL,NULL,Forest
973,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
974,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
975,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
976,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
977,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
978,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
979,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
980,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
981,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
982,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
983,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
984,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
985,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
986,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
987,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
988,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
989,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
990,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
991,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
992,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
993,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
994,Bareland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
995,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
996,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
997,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
998,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
999,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1000,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1001,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1002,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1003,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1004,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1005,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1006,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1007,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1008,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1009,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1010,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1011,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1012,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
