Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LRL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LRL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LRL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LRL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LRL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LRL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LRL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LRL_M_R
4699,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
4700,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4701,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4702,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
4703,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4704,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4705,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
4706,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4707,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4708,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
4709,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
4710,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4711,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
4712,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
4713,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
4714,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
4715,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
4716,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4717,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
4718,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
4719,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
4720,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
4721,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
4722,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
4723,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
4724,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
4725,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4726,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
4727,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
4728,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
4729,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
4730,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
4731,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
4732,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
4733,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
4734,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
4735,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
4736,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4737,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4738,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
4739,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
4740,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
4741,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
4742,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4743,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
4744,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
4745,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
4746,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Cropland
4747,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
4748,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
4749,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
4750,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
4751,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
4752,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
4753,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4754,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
4755,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
4756,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4757,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
4758,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
4759,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,NULL
4760,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
4761,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
4762,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Bareland,NULL
4763,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
4764,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
4765,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
4766,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
4767,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Wetland
4768,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
4769,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
4770,Cropland,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
4771,Cropland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
4772,Cropland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
4773,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
4774,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Wetland
4775,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
4776,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
4777,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
4778,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Wetland
4779,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Cropland
4780,Cropland,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
4781,Cropland,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Wetland
4782,Cropland,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
4783,Cropland,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
4784,Cropland,NULL,Shrubland,Water,Non_Wetland,Water,Bareland,Grassland
4785,Cropland,NULL,Shrubland,Water,Non_Wetland,Water,Bareland,Wetland
4786,Cropland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
4787,Cropland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
4788,Cropland,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Grassland
4789,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
4790,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4791,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
4792,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
4793,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4794,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
4795,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4796,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Wetland
4797,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
4798,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
4799,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
4800,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
4801,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
4802,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Water
4803,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
4804,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
4805,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,NULL
4806,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
4807,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Cropland
4808,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
4809,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4810,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
4811,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Wetland
4812,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
4813,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4814,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4815,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4816,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4817,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4818,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4819,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4820,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
4821,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
4822,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
4823,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4824,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
4825,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
4826,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4827,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4828,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4829,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
4830,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4831,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4832,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4833,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4834,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4835,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Cropland
4836,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
4837,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
4838,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
4839,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4840,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4841,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Wetland
4842,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
4843,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4844,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,NULL
4845,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4846,Cropland,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
4847,Cropland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
4848,Cropland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
4849,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Wetland
4850,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
4851,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
4852,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
4853,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4854,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
4855,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
4856,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
4857,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
4858,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4859,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
4860,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Water,NULL,Grassland
4861,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
4862,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Cropland
4863,Cropland,NULL,Grassland,Water,Non_Wetland,Shrubland,Grassland,Grassland
4864,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4865,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4866,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4867,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
4868,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
4869,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
4870,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
4871,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4872,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
4873,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4874,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
4875,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
4876,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
4877,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
4878,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4879,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
4880,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
4881,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
4882,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
4883,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
4884,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4885,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
4886,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
4887,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
4888,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
4889,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
4890,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
4891,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
4892,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
4893,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
4894,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4895,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
4896,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
4897,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
4898,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
4899,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
4900,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4901,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4902,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
4903,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
4904,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
4905,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4906,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4907,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4908,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4909,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
4910,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
4911,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
4912,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4913,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
4914,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
4915,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
4916,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
4917,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
4918,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
4919,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
4920,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
4921,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4922,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4923,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
4924,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
4925,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
4926,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4927,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4928,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4929,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4930,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
4931,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
4932,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4933,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
4934,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4935,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4936,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4937,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4938,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4939,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
4940,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4941,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
4942,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4943,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
4944,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
4945,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
4946,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
4947,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4948,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
4949,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
4950,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
4951,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
4952,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
4953,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4954,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4955,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
4956,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4957,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
4958,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
4959,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
4960,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
4961,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
4962,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4963,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
4964,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
4965,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
4966,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
4967,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4968,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4969,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
4970,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4971,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4972,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4973,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
4974,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4975,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4976,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
4977,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
4978,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4979,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
4980,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
4981,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
4982,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
4983,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Cropland
4984,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
4985,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
4986,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
4987,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Water
4988,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
4989,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4990,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
4991,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Water
4992,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
4993,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4994,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
4995,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
4996,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4997,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
4998,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
4999,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
5000,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
5001,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,NULL
5002,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
5003,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
5004,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
5005,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
5006,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
5007,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Wetland
5008,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
5009,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
5010,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
5011,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Built-up
5012,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
5013,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
