Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LLC_M_R
9829,Bareland,Cropland,Water,NULL,Water,Bareland,Bareland,Bareland
9830,Bareland,Cropland,Water,NULL,Water,Water,NULL,Grassland
9831,Bareland,Cropland,Water,Non_Water,Water,Bareland,Water,Grassland
9832,Bareland,Cropland,Water,Water,Water,Grassland,NULL,Grassland
9833,Bareland,Cropland,Water,Water,Water,Bareland,NULL,Grassland
9834,Bareland,Cropland,Water,Water,Water,Bareland,Water,Bareland
9835,Bareland,Cropland,Water,Water,Water,Bareland,Water,Water
9836,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
9837,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
9838,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
9839,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
9840,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
9841,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
9842,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
9843,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
9844,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
9845,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
9846,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
9847,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
9848,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
9849,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
9850,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
9851,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
9852,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9853,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9854,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9855,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
9856,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
9857,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
9858,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
9859,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
9860,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
9861,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
9862,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
9863,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
9864,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
9865,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
9866,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9867,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
9868,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
9869,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
9870,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
9871,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
9872,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
9873,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
9874,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
9875,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
9876,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
9877,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
9878,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
9879,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
9880,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
9881,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
9882,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
9883,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
9884,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
9885,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
9886,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
9887,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
9888,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
9889,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
9890,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
9891,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
9892,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
9893,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
9894,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
9895,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
9896,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
9897,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
9898,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
9899,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
9900,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
9901,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
9902,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
9903,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
9904,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
9905,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
9906,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
9907,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Bareland
9908,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
9909,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
9910,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
9911,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
9912,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
9913,Bareland,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
9914,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
9915,Bareland,Wetland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
9916,Bareland,Wetland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
9917,Bareland,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
9918,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
9919,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
9920,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
9921,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
9922,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
9923,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
9924,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
9925,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
9926,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
9927,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9928,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
9929,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
9930,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
9931,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
9932,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9933,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
9934,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9935,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
9936,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9937,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
9938,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
9939,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
9940,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Bareland
9941,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
9942,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
9943,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
9944,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
9945,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
9946,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9947,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9948,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9949,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9950,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
9951,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
9952,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
9953,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
9954,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water,NULL,NULL
9955,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
9956,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water,NULL,Forest
9957,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
9958,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water,Water,NULL
9959,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water,Water,Grassland
9960,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water,Forest,Forest
9961,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
9962,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
9963,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
9964,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
9965,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
9966,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
9967,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
9968,Bareland,Bareland,Water,NULL,Water,Bareland,Built-up,Bareland
9969,Bareland,Bareland,Water,NULL,Water,Bareland,Water,Water
9970,Bareland,Bareland,Water,Water,Water,Bareland,Water,Bareland
9971,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,NULL,Forest
9972,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Forest,Forest
9973,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
9974,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
9975,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
9976,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
9977,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
9978,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
9979,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
9980,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Built-up
9981,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
9982,Bareland,Built-up,NULL,NULL,Non_Wetland,Water,NULL,Forest
9983,Bareland,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
9984,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
9985,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
9986,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9987,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
9988,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
9989,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
9990,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
9991,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
9992,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9993,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
9994,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
9995,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
9996,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
9997,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
9998,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
9999,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
10000,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10001,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
10002,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
10003,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
10004,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
10005,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
10006,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
10007,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
10008,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
10009,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
10010,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
10011,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
10012,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
10013,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
10014,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
10015,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
10016,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
10017,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
10018,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
10019,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
10020,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
10021,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
10022,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
10023,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
10024,Bareland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
10025,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
10026,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
10027,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
10028,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
10029,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
10030,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
10031,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10032,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
10033,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
10034,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
10035,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
10036,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
10037,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
10038,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
10039,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
10040,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
10041,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Bareland
10042,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
10043,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
10044,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
10045,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
10046,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
10047,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
10048,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
10049,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
10050,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10051,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
10052,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
10053,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
10054,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
10055,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
10056,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
10057,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
10058,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
10059,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
10060,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
10061,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
10062,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
10063,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
10064,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
10065,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Water
10066,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
10067,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
10068,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
10069,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
10070,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
10071,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
10072,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
10073,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
10074,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
10075,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
10076,Bareland,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Forest
10077,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
10078,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
10079,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
10080,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
10081,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
10082,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
10083,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
10084,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
10085,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
10086,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
10087,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Bareland
10088,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
10089,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
10090,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
10091,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
10092,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
10093,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
10094,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
10095,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
10096,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
10097,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
10098,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
10099,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
10100,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
10101,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
10102,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
10103,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
10104,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
10105,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
10106,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
10107,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
10108,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
10109,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
10110,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
10111,Bareland,Built-up,Water,NULL,Water,Bareland,NULL,Cropland
10112,Bareland,Built-up,Water,NULL,Water,Bareland,NULL,Bareland
10113,Bareland,Built-up,Water,NULL,Water,Bareland,Bareland,Cropland
10114,Bareland,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
10115,Bareland,Built-up,Water,NULL,Water,Bareland,Built-up,Bareland
10116,Bareland,Built-up,Water,NULL,Water,Bareland,Built-up,Built-up
10117,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
10118,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
10119,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
10120,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
10121,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
10122,Bareland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
10123,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
10124,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10125,Bareland,Built-up,Forest,NULL,Non_Wetland,Water,NULL,Forest
10126,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
10127,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,NULL
10128,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
10129,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
10130,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
10131,Bareland,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
10132,Bareland,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
10133,Bareland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
10134,Bareland,Water,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
10135,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
10136,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
10137,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
10138,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
10139,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
10140,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
10141,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
10142,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
10143,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
10144,Bareland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
