Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_25MCN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_25MCN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_25MCN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_25MCN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_25MCN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_25MCN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_25MCN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_25MCN_M_R
322,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
323,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
324,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Built-up
325,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,NULL,NULL
326,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,NULL,Forest
327,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
328,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
329,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Built-up
330,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Forest
331,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
332,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
333,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,Built-up,Wetland
334,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,Built-up,Grassland
335,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
336,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
337,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
338,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
339,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
340,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland,Built-up
341,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
342,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
343,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
344,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
345,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
346,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
347,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
348,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
349,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
350,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
351,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
352,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
353,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Forest
354,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
355,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
356,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
357,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
358,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
359,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
360,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
361,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
362,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
363,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
364,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
365,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
366,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
367,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
368,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
369,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
370,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
371,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
372,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
373,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
374,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
375,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
376,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,NULL
377,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
378,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
379,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
380,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
381,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Bareland
382,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
383,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
384,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
385,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
386,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
387,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
388,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
389,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Built-up
390,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Forest
391,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
392,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
393,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Bareland
394,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Grassland
395,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Built-up
396,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
397,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
398,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Grassland
399,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
400,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
401,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
402,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Built-up
403,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
404,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
405,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Forest
406,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,Built-up,Grassland
407,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,Water,Grassland
408,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
409,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
410,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Grassland
411,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Bareland
412,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Built-up
413,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Forest
414,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
415,NULL,Built-up,Water,Water,Water,Built-up,Built-up,Built-up
416,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
417,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
418,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
419,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
420,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
421,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
422,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
423,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
424,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Cropland
425,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Built-up
426,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
427,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
428,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Built-up
429,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
430,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Forest
431,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
432,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Built-up
433,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
434,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
435,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
436,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
437,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
438,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
439,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
440,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
441,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
442,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
443,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
444,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Bareland
445,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
446,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,NULL
447,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
448,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Built-up
449,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
450,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
451,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Wetland
452,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
453,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
454,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
455,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
456,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
457,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
458,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
459,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,NULL
460,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
461,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
462,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
463,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
464,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
465,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
466,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
467,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
468,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
469,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,Built-up,Grassland
470,NULL,Built-up,Forest,Water,Non_Wetland,NULL,Built-up,Grassland
471,NULL,Built-up,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
472,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
473,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
474,NULL,Water,Wetland,Water,Wetland,NULL,Wetland,Wetland
475,NULL,Water,Built-up,Water,Non_Wetland,Bareland,Built-up,Bareland
476,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
477,NULL,Water,Forest,Water,Non_Wetland,NULL,Water,Wetland
478,NULL,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
479,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
480,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
481,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
482,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
483,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
484,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
485,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
486,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
487,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
488,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
489,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
490,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
491,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
492,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
493,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
494,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
495,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
496,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
497,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
498,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
499,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
500,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
501,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
502,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
503,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
504,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
505,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
506,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
507,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
508,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
509,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
510,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
511,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
512,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
513,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
514,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
515,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
516,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
517,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
518,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
519,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
520,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
521,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
522,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
523,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
524,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
525,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
526,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
527,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
528,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
529,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
530,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
531,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
532,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
533,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
534,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
535,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
536,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
537,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
538,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
539,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
540,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
541,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
542,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
543,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
544,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
545,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
546,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
547,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
548,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
549,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
550,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
551,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
552,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
553,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
554,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
555,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
556,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
557,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
558,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
559,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
560,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
561,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
562,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
563,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
564,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Wetland
565,Wetland,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
566,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
567,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
568,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
569,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
570,Wetland,NULL,Bareland,NULL,Non_Wetland,Water,Bareland,Wetland
571,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
572,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
573,Wetland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
574,Wetland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
575,Wetland,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
576,Wetland,Built-up,NULL,NULL,Non_Wetland,Water,Built-up,Grassland
577,Wetland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
578,Wetland,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
579,Wetland,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,Forest
580,Wetland,Built-up,Bareland,NULL,Non_Wetland,NULL,Built-up,Forest
581,Wetland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
582,Wetland,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
583,Wetland,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
584,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
585,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
586,Wetland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Wetland
587,Wetland,Water,Cropland,NULL,Non_Wetland,Water,Water,Wetland
588,Wetland,Water,Cropland,NULL,Non_Wetland,Forest,Water,Wetland
589,Wetland,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Wetland
590,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
591,Wetland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
592,Wetland,Water,Wetland,NULL,Wetland,NULL,Bareland,Grassland
593,Wetland,Water,Wetland,NULL,Wetland,NULL,Bareland,Wetland
594,Wetland,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
595,Wetland,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
596,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
597,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
598,Wetland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
599,Wetland,Water,Wetland,NULL,Wetland,Water,Bareland,Wetland
600,Wetland,Water,Wetland,NULL,Wetland,Forest,Water,Wetland
601,Wetland,Water,Wetland,NULL,Wetland,Forest,Forest,Wetland
602,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
603,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
604,Wetland,Water,Wetland,Water,Wetland,Forest,Water,Wetland
605,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,Bareland,Grassland
606,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
607,Wetland,Water,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
608,Wetland,Water,Water,Water,Water,Bareland,Bareland,Grassland
609,Wetland,Water,Water,Water,Water,Forest,Water,Wetland
610,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
611,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
612,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
613,Wetland,Forest,Cropland,Water,Non_Wetland,NULL,Water,Grassland
614,Wetland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
615,Wetland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
616,Wetland,Forest,Wetland,NULL,Wetland,NULL,Water,Grassland
617,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
618,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
619,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
620,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
621,Wetland,Forest,Wetland,NULL,Wetland,Water,Bareland,Wetland
622,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
623,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
624,Wetland,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
625,Wetland,Forest,Wetland,Water,Wetland,NULL,Water,Grassland
626,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
627,Wetland,Forest,Built-up,NULL,Non_Wetland,NULL,Water,Wetland
628,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
629,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
630,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
631,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
632,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
633,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
634,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
635,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
636,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
637,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
638,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
639,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
640,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
641,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
642,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
643,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
644,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
645,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
646,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
647,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
648,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
649,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
650,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
651,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
652,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
653,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
654,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
655,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
