Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KFB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KFB_M_R
2873,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
2874,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
2875,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
2876,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Grassland
2877,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2878,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
2879,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
2880,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
2881,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2882,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Water,Cropland
2883,Grassland,NULL,Forest,Water,Non_Wetland,Forest,NULL,Forest
2884,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2885,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2886,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2887,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2888,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2889,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
2890,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2891,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2892,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
2893,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
2894,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Water
2895,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2896,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
2897,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
2898,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2899,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
2900,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Forest
2901,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
2902,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
2903,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
2904,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2905,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2906,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
2907,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2908,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2909,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2910,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2911,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2912,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
2913,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2914,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2915,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
2916,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
2917,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Built-up
2918,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
2919,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
2920,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
2921,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
2922,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Cropland
2923,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Water,Grassland
2924,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
2925,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
2926,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Bareland
2927,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
2928,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
2929,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
2930,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
2931,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
2932,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
2933,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2934,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2935,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2936,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
2937,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2938,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Water
2939,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2940,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2941,Grassland,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
2942,Grassland,Cropland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
2943,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
2944,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
2945,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Water
2946,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2947,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2948,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
2949,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2950,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
2951,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2952,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
2953,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Built-up,Grassland
2954,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2955,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
2956,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Bareland
2957,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2958,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2959,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2960,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2961,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2962,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2963,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2964,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2965,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
2966,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
2967,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
2968,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2969,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2970,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2971,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Cropland,NULL,Grassland
2972,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Cropland,NULL,Cropland
2973,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Cropland,NULL,Water
2974,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
2975,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Cropland,Water,Cropland
2976,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
2977,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2978,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2979,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2980,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
2981,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
2982,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
2983,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
2984,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
2985,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
2986,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2987,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
2988,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,Water,Grassland
2989,Grassland,Cropland,NULL,Water,Non_Wetland,Cropland,NULL,Water
2990,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2991,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2992,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2993,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2994,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2995,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2996,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2997,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2998,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
2999,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
3000,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
3001,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3002,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
3003,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
3004,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
3005,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3006,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
3007,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
3008,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
3009,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
3010,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
3011,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
3012,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
3013,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
3014,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3015,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3016,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
3017,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3018,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3019,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3020,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3021,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3022,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3023,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
3024,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3025,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
3026,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
3027,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
3028,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Wetland
3029,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
3030,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Water
3031,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
3032,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3033,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3034,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
3035,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
3036,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
3037,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Water,Grassland
3038,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
3039,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
3040,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
3041,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
3042,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
3043,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
3044,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
3045,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3046,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3047,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
3048,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3049,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3050,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
3051,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3052,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
3053,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
3054,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
3055,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
3056,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
3057,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
3058,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3059,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
3060,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
3061,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3062,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
3063,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
3064,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
3065,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3066,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
3067,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3068,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
3069,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
3070,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
3071,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
3072,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3073,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3074,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3075,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3076,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
3077,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3078,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3079,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
3080,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
3081,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
3082,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3083,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
3084,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3085,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3086,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
3087,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
3088,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Wetland
3089,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Water
3090,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
3091,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
3092,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
3093,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
3094,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
3095,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3096,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
3097,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3098,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3099,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
3100,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3101,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
3102,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Cropland
3103,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
3104,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
3105,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
3106,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3107,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
3108,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
3109,Grassland,Cropland,Shrubland,Water,Non_Wetland,Cropland,NULL,Grassland
3110,Grassland,Cropland,Shrubland,Water,Non_Wetland,Cropland,NULL,Wetland
3111,Grassland,Cropland,Shrubland,Water,Non_Wetland,Cropland,NULL,Water
3112,Grassland,Cropland,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
3113,Grassland,Cropland,Shrubland,Water,Non_Wetland,Water,NULL,Water
3114,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3115,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3116,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3117,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3118,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3119,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3120,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3121,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
3122,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
3123,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3124,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3125,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
3126,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3127,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3128,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3129,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
3130,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3131,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
3132,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
3133,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3134,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
3135,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3136,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
3137,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
3138,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
3139,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
3140,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
3141,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3142,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
3143,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
3144,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
3145,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
3146,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
3147,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
3148,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
3149,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
3150,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
3151,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
3152,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
3153,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
3154,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
3155,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
3156,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
3157,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Water
3158,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Forest
3159,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
3160,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
3161,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
3162,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Wetland
3163,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
3164,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
3165,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3166,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3167,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3168,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3169,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
3170,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3171,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3172,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3173,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3174,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3175,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3176,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3177,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
3178,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3179,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
3180,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3181,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
3182,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
3183,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
3184,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
