Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NWF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NWF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NWF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NWF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NWF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18NWF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18NWF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NWF_M_R
347,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
348,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
349,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
350,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
351,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
352,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
353,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
354,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
355,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
356,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
357,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
358,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
359,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
360,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
361,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
362,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
363,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
364,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
365,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
366,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
367,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
368,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
369,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
370,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
371,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
372,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
373,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
374,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
375,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
376,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
377,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
378,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
379,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
380,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
381,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
382,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
383,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
384,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
385,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
386,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
387,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
388,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
389,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
390,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
391,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
392,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
393,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
394,Bareland,Water,Water,Water,Water,NULL,NULL,Water
395,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
396,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
397,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
398,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
399,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
400,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
401,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
402,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
403,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
404,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
405,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
406,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
407,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Water
408,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
409,Bareland,Forest,Water,Water,Water,NULL,NULL,Grassland
410,Bareland,Forest,Water,Water,Water,NULL,NULL,Water
411,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
412,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
413,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
414,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
415,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
416,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
417,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
418,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
419,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
420,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
421,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
422,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
423,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
424,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
425,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
426,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
427,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
428,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
429,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
430,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
431,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
432,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
433,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
434,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
435,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
436,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
437,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
438,Water,NULL,Water,NULL,Water,NULL,NULL,Water
439,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
440,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
441,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
442,Water,NULL,Water,Water,Water,NULL,NULL,Water
443,Water,NULL,Water,Water,Water,NULL,NULL,Forest
444,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
445,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
446,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
447,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
448,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
449,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
450,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
451,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
452,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
453,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
454,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
455,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
456,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
457,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
458,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
459,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
460,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
461,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
462,Water,Wetland,Water,NULL,Water,NULL,NULL,Grassland
463,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
464,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
465,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
466,Water,Wetland,Water,Water,Water,NULL,NULL,Water
467,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
468,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
469,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
470,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
471,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
472,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
473,Water,Bareland,Water,Water,Water,NULL,NULL,Water
474,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
475,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
476,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
477,Water,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
478,Water,Built-up,Water,Water,Water,NULL,NULL,Water
479,Water,Built-up,Water,Water,Water,NULL,NULL,Forest
480,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
481,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
482,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
483,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
484,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
485,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
486,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
487,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
488,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
489,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
490,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
491,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
492,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
493,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
494,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
495,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
496,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
497,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
498,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
499,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
500,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
501,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
502,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
503,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
504,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
505,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
506,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
507,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
508,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
509,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
510,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
511,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
512,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
513,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
514,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
515,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
516,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
517,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
518,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
519,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
520,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
521,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
522,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
523,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
524,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
525,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
526,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
527,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
528,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
529,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
530,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
531,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
532,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
533,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
534,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
535,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
536,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
537,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
538,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
539,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
540,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
541,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
542,Water,Water,Water,NULL,Water,NULL,NULL,Water
543,Water,Water,Water,NULL,Water,NULL,NULL,Forest
544,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
545,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
546,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
547,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
548,Water,Water,Water,Water,Water,NULL,NULL,Grassland
549,Water,Water,Water,Water,Water,NULL,NULL,Wetland
550,Water,Water,Water,Water,Water,NULL,NULL,Bareland
551,Water,Water,Water,Water,Water,NULL,NULL,Water
552,Water,Water,Water,Water,Water,NULL,NULL,Forest
553,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
554,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
555,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
556,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
557,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
558,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
559,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
560,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
561,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
562,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
563,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
564,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
565,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
566,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
567,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
568,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
569,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
570,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
571,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
572,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
573,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
574,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
575,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
576,Water,Forest,Water,Water,Water,NULL,NULL,Water
577,Water,Forest,Water,Water,Water,NULL,NULL,Forest
578,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
579,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
580,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
581,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
582,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
583,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
584,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
585,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
586,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
587,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
588,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
589,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
590,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
591,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
592,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
593,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
594,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
595,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
596,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
597,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
598,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
599,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
600,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
601,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
602,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
603,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
604,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
605,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
606,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
607,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
608,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
609,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
610,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
611,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
612,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
613,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
614,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
615,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
616,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
617,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
618,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
619,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
620,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
621,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
622,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
623,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
624,Forest,NULL,Water,Water,Water,NULL,NULL,Water
625,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
626,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
627,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
628,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
629,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
630,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
631,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
632,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
633,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
634,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
635,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
636,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
637,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
638,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
639,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
640,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
641,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
642,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
643,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
644,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
645,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
646,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
647,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
648,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
649,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
650,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
651,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
652,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
653,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
654,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
655,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
656,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
657,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
658,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
659,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
660,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
661,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
662,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
663,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
664,Forest,Wetland,Water,NULL,Water,NULL,NULL,Water
665,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
666,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
667,Forest,Wetland,Water,Water,Water,NULL,NULL,NULL
668,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
669,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
670,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
671,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
672,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
673,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
674,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
675,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
676,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
677,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
678,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
679,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
680,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
681,Forest,Bareland,Water,Non_Water,Water,NULL,NULL,Water
682,Forest,Bareland,Water,Water,Water,NULL,NULL,Water
683,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
684,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
685,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
686,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
687,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
688,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
689,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
690,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
691,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
692,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
693,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
694,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
695,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
696,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
697,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
698,Forest,Built-up,Water,NULL,Water,NULL,NULL,Grassland
699,Forest,Built-up,Water,NULL,Water,NULL,NULL,Forest
700,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
701,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
702,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
703,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
704,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
705,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
706,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
707,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
708,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
709,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
710,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
711,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
712,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
713,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
714,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
715,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
716,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
717,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
