Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KQU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KQU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KQU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KQU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KQU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KQU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KQU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KQU_M_R
1497,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1498,Wetland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1499,Wetland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1500,Wetland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1501,Wetland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1502,Wetland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1503,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1504,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1505,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1506,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1507,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1508,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1509,Wetland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1510,Wetland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1511,Wetland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
1512,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1513,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
1514,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1515,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1516,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1517,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1518,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1519,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1520,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1521,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1522,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1523,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Cropland
1524,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1525,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1526,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1527,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1528,Wetland,Forest,Water,NULL,Water,NULL,NULL,Grassland
1529,Wetland,Forest,Water,NULL,Water,NULL,NULL,Cropland
1530,Wetland,Forest,Water,NULL,Water,NULL,NULL,Wetland
1531,Wetland,Forest,Water,NULL,Water,NULL,NULL,Water
1532,Wetland,Forest,Water,NULL,Water,NULL,NULL,Forest
1533,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,NULL
1534,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1535,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Cropland
1536,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
1537,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Water
1538,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1539,Wetland,Forest,Water,Water,Water,NULL,NULL,Grassland
1540,Wetland,Forest,Water,Water,Water,NULL,NULL,Cropland
1541,Wetland,Forest,Water,Water,Water,NULL,NULL,Wetland
1542,Wetland,Forest,Water,Water,Water,NULL,NULL,Water
1543,Wetland,Forest,Water,Water,Water,NULL,NULL,Forest
1544,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1545,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1546,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1547,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1548,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1549,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1550,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1551,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1552,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1553,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1554,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1555,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1556,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1557,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1558,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1559,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1560,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1561,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1562,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1563,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1564,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1565,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1566,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1567,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1568,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1569,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1570,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1571,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1572,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1573,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1574,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1575,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1576,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1577,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1578,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1579,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1580,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1581,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1582,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1583,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1584,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1585,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1586,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1587,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1588,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1589,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1590,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1591,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1592,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1593,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1594,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1595,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1596,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1597,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1598,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1599,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1600,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1601,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1602,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1603,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1604,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1605,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1606,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1607,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1608,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1609,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1610,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1611,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1612,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1613,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1614,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1615,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1616,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1617,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1618,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1619,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1620,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1621,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1622,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1623,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1624,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1625,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1626,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1627,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1628,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1629,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
1630,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1631,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1632,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
1633,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1634,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1635,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1636,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
1637,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1638,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1639,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1640,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1641,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1642,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1643,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1644,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1645,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1646,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1647,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1648,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1649,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1650,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1651,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1652,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1653,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1654,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1655,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1656,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1657,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1658,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
1659,Bareland,NULL,Water,NULL,Water,NULL,NULL,NULL
1660,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1661,Bareland,NULL,Water,NULL,Water,NULL,NULL,Cropland
1662,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
1663,Bareland,NULL,Water,NULL,Water,NULL,NULL,Built-up
1664,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
1665,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
1666,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1667,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
1668,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1669,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1670,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1671,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1672,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
1673,Bareland,NULL,Water,Water,Water,NULL,NULL,Cropland
1674,Bareland,NULL,Water,Water,Water,NULL,NULL,Wetland
1675,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
1676,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
1677,Bareland,NULL,Water,Water,Water,NULL,NULL,Forest
1678,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1679,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1680,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1681,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1682,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1683,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1684,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1685,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1686,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1687,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1688,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1689,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1690,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1691,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1692,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1693,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1694,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1695,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1696,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1697,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1698,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1699,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1700,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1701,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1702,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1703,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1704,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1705,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1706,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1707,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1708,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1709,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1710,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1711,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1712,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1713,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1714,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1715,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1716,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1717,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1718,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1719,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1720,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1721,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1722,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1723,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1724,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1725,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1726,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1727,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1728,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1729,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1730,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1731,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1732,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1733,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1734,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1735,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1736,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
1737,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Water
1738,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Forest
1739,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
1740,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
1741,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
1742,Bareland,Cropland,Water,Water,Water,NULL,NULL,Forest
1743,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1744,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1745,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1746,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1747,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1748,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1749,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1750,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1751,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Forest
1752,Bareland,Wetland,Water,Water,Water,NULL,NULL,Grassland
1753,Bareland,Wetland,Water,Water,Water,NULL,NULL,Water
1754,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1755,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1756,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1757,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1758,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1759,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1760,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1761,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1762,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
1763,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1764,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1765,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1766,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1767,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1768,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1769,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1770,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1771,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1772,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1773,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1774,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1775,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1776,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1777,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1778,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1779,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
1780,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1781,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1782,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
1783,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
1784,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1785,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1786,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1787,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1788,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1789,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1790,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1791,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1792,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1793,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1794,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1795,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1796,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1797,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1798,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1799,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1800,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1801,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1802,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1803,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1804,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1805,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1806,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1807,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1808,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1809,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1810,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1811,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1812,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1813,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1814,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1815,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1816,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1817,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1818,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1819,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Grassland
1820,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Forest
1821,Bareland,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
1822,Bareland,Built-up,Water,Non_Water,Water,NULL,NULL,Cropland
1823,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1824,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1825,Bareland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1826,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1827,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1828,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1829,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1830,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1831,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1832,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
