Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LDF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LDF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LDF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LDF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LDF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LDF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LDF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LDF_M_R
1718,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1719,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1720,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1721,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1722,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1723,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1724,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1725,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1726,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1727,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1728,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1729,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1730,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1731,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1732,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1733,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1734,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1735,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1736,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1737,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1738,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1739,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1740,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1741,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1742,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1743,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1744,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1745,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1746,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1747,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1748,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1749,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1750,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1751,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1752,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1753,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1754,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
1755,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
1756,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1757,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1758,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1759,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1760,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1761,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
1762,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
1763,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
1764,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
1765,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1766,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Forest
1767,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1768,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1769,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1770,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1771,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1772,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1773,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1774,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1775,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1776,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1777,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1778,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1779,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1780,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1781,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1782,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1783,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1784,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1785,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1786,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1787,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1788,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1789,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1790,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1791,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1792,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1793,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1794,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
1795,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
1796,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
1797,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Wetland
1798,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1799,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1800,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
1801,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
1802,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1803,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
1804,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
1805,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1806,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1807,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1808,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1809,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1810,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1811,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1812,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1813,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1814,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1815,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1816,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1817,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1818,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1819,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1820,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1821,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
1822,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1823,Bareland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1824,Bareland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1825,Bareland,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1826,Bareland,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Forest
1827,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1828,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1829,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1830,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1831,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1832,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1833,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1834,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1835,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1836,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1837,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1838,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1839,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1840,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1841,Bareland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1842,Bareland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1843,Bareland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1844,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1845,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1846,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1847,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1848,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
1849,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1850,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1851,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1852,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1853,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
1854,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
1855,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
1856,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
1857,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1858,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1859,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1860,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1861,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1862,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1863,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1864,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1865,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1866,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Bareland
1867,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Forest
1868,Bareland,Built-up,Water,Water,Water,NULL,NULL,Bareland
1869,Bareland,Built-up,Water,Water,Water,NULL,NULL,Water
1870,Bareland,Built-up,Water,Water,Water,NULL,NULL,Forest
1871,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1872,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1873,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
1874,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1875,Bareland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1876,Bareland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1877,Bareland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1878,Bareland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
1879,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1880,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1881,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1882,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1883,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1884,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1885,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1886,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1887,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1888,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1889,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1890,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1891,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1892,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1893,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1894,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1895,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1896,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1897,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1898,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1899,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1900,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1901,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1902,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1903,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
1904,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1905,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1906,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1907,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1908,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1909,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1910,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1911,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1912,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1913,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1914,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1915,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1916,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1917,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1918,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1919,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1920,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1921,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1922,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1923,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1924,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1925,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1926,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1927,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1928,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1929,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1930,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1931,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1932,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1933,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
1934,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1935,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1936,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1937,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1938,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1939,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1940,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1941,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
1942,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
1943,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Forest
1944,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1945,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1946,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1947,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1948,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1949,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1950,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1951,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1952,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1953,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1954,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1955,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1956,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1957,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1958,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1959,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1960,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1961,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1962,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1963,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1964,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1965,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1966,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1967,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1968,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
1969,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
1970,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
1971,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
1972,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1973,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1974,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
1975,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1976,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
1977,Bareland,Water,Water,Water,Water,NULL,NULL,Cropland
1978,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
1979,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1980,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
1981,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1982,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1983,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1984,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1985,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1986,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1987,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1988,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1989,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1990,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1991,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1992,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1993,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1994,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1995,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1996,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1997,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1998,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1999,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2000,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2001,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2002,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2003,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2004,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2005,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
2006,Bareland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
2007,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2008,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2009,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2010,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2011,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2012,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2013,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2014,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2015,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2016,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2017,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2018,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2019,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2020,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2021,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2022,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2023,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2024,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2025,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2026,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2027,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2028,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2029,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2030,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
2031,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2032,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2033,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2034,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2035,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2036,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2037,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2038,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2039,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
2040,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
2041,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
2042,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
2043,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2044,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2045,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2046,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2047,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2048,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
2049,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2050,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
2051,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
