Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KVG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KVG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KVG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KVG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KVG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KVG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KVG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KVG_M_R
9145,Water,NULL,Water,Non_Water,Water,NULL,Water,Grassland
9146,Water,NULL,Water,Non_Water,Water,NULL,Water,Bareland
9147,Water,NULL,Water,Non_Water,Water,NULL,Water,Water
9148,Water,NULL,Water,Non_Water,Water,Wetland,Water,Forest
9149,Water,NULL,Water,Non_Water,Water,Water,Wetland,Water
9150,Water,NULL,Water,Non_Water,Water,Water,Water,Bareland
9151,Water,NULL,Water,Non_Water,Water,Water,Water,Water
9152,Water,NULL,Water,Non_Water,Water,Water,Water,Forest
9153,Water,NULL,Water,Water,NULL,NULL,NULL,Water
9154,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
9155,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
9156,Water,NULL,Water,Water,Water,NULL,NULL,Water
9157,Water,NULL,Water,Water,Water,NULL,NULL,Forest
9158,Water,NULL,Water,Water,Water,NULL,Grassland,Grassland
9159,Water,NULL,Water,Water,Water,NULL,Grassland,Bareland
9160,Water,NULL,Water,Water,Water,NULL,Grassland,Water
9161,Water,NULL,Water,Water,Water,NULL,Grassland,Forest
9162,Water,NULL,Water,Water,Water,NULL,Wetland,Grassland
9163,Water,NULL,Water,Water,Water,NULL,Wetland,Wetland
9164,Water,NULL,Water,Water,Water,NULL,Wetland,Bareland
9165,Water,NULL,Water,Water,Water,NULL,Wetland,Water
9166,Water,NULL,Water,Water,Water,NULL,Wetland,Forest
9167,Water,NULL,Water,Water,Water,NULL,Water,Grassland
9168,Water,NULL,Water,Water,Water,NULL,Water,Bareland
9169,Water,NULL,Water,Water,Water,NULL,Water,Water
9170,Water,NULL,Water,Water,Water,NULL,Water,Forest
9171,Water,NULL,Water,Water,Water,Grassland,NULL,Grassland
9172,Water,NULL,Water,Water,Water,Grassland,Water,Grassland
9173,Water,NULL,Water,Water,Water,Wetland,Wetland,Grassland
9174,Water,NULL,Water,Water,Water,Wetland,Wetland,Bareland
9175,Water,NULL,Water,Water,Water,Wetland,Wetland,Water
9176,Water,NULL,Water,Water,Water,Wetland,Water,Grassland
9177,Water,NULL,Water,Water,Water,Wetland,Water,Wetland
9178,Water,NULL,Water,Water,Water,Wetland,Water,Forest
9179,Water,NULL,Water,Water,Water,Water,NULL,Water
9180,Water,NULL,Water,Water,Water,Water,NULL,Forest
9181,Water,NULL,Water,Water,Water,Water,Grassland,Grassland
9182,Water,NULL,Water,Water,Water,Water,Grassland,Water
9183,Water,NULL,Water,Water,Water,Water,Wetland,Grassland
9184,Water,NULL,Water,Water,Water,Water,Wetland,Water
9185,Water,NULL,Water,Water,Water,Water,Wetland,Forest
9186,Water,NULL,Water,Water,Water,Water,Water,Grassland
9187,Water,NULL,Water,Water,Water,Water,Water,Bareland
9188,Water,NULL,Water,Water,Water,Water,Water,Water
9189,Water,NULL,Water,Water,Water,Water,Water,Forest
9190,Water,NULL,Water,Water,Water,Water,Forest,Water
9191,Water,NULL,Water,Water,Water,Forest,Wetland,Forest
9192,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
9193,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
9194,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
9195,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
9196,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
9197,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
9198,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
9199,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
9200,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Water
9201,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
9202,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
9203,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
9204,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
9205,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Bareland
9206,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Water
9207,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
9208,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
9209,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Bareland
9210,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
9211,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
9212,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Water
9213,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
9214,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
9215,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
9216,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
9217,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
9218,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
9219,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
9220,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
9221,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
9222,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
9223,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
9224,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
9225,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
9226,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
9227,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
9228,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
9229,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
9230,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
9231,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
9232,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
9233,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
9234,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
9235,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
9236,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
9237,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
9238,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
9239,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Water
9240,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
9241,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
9242,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
9243,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
9244,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
9245,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
9246,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
9247,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
9248,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
9249,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
9250,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
9251,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
9252,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
9253,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
9254,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
9255,Water,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
9256,Water,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
9257,Water,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
9258,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
9259,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
9260,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
9261,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
9262,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
9263,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
9264,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
9265,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
9266,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
9267,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
9268,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9269,Water,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
9270,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
9271,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
9272,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Water
9273,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Grassland
9274,Water,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Grassland
9275,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
9276,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
9277,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
9278,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
9279,Water,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
9280,Water,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Bareland
9281,Water,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Forest
9282,Water,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
9283,Water,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Wetland
9284,Water,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Forest
9285,Water,NULL,Forest,Water,Non_Wetland,NULL,Water,Grassland
9286,Water,NULL,Forest,Water,Non_Wetland,NULL,Forest,Water
9287,Water,NULL,Forest,Water,Non_Wetland,NULL,Forest,Forest
9288,Water,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
9289,Water,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
9290,Water,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
9291,Water,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Wetland
9292,Water,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Grassland
9293,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
9294,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
9295,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Water
9296,Water,NULL,Forest,Water,Non_Wetland,Water,NULL,Forest
9297,Water,NULL,Forest,Water,Non_Wetland,Water,Grassland,Water
9298,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Bareland
9299,Water,NULL,Forest,Water,Non_Wetland,Forest,Wetland,Forest
9300,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
9301,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
9302,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
9303,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
9304,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
9305,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
9306,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
9307,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
9308,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Water
9309,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
9310,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
9311,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Water
9312,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Forest
9313,Water,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
9314,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
9315,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
9316,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
9317,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
9318,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
9319,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
9320,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
9321,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
9322,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
9323,Water,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Forest
9324,Water,Cropland,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
9325,Water,Cropland,NULL,NULL,Non_Wetland,Water,Wetland,Water
9326,Water,Cropland,NULL,NULL,Non_Wetland,Water,Water,Grassland
9327,Water,Cropland,NULL,NULL,Non_Wetland,Water,Water,Bareland
9328,Water,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
9329,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
9330,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
9331,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
9332,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
9333,Water,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9334,Water,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
9335,Water,Cropland,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
9336,Water,Cropland,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
9337,Water,Cropland,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
9338,Water,Cropland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
9339,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
9340,Water,Cropland,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
9341,Water,Cropland,NULL,Water,Non_Wetland,NULL,Wetland,Cropland
9342,Water,Cropland,NULL,Water,Non_Wetland,NULL,Wetland,Forest
9343,Water,Cropland,NULL,Water,Non_Wetland,NULL,Water,Grassland
9344,Water,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
9345,Water,Cropland,NULL,Water,Non_Wetland,Grassland,Water,Grassland
9346,Water,Cropland,NULL,Water,Non_Wetland,Wetland,Water,Wetland
9347,Water,Cropland,NULL,Water,Non_Wetland,Water,Water,Bareland
9348,Water,Cropland,NULL,Water,Non_Wetland,Water,Water,Water
9349,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
9350,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
9351,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
9352,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
9353,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
9354,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
9355,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
9356,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
9357,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
9358,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
9359,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
9360,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
9361,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Water
9362,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
9363,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
9364,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
9365,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9366,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9367,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
9368,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
9369,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
9370,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
9371,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
9372,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
9373,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
9374,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
9375,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
9376,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
9377,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
9378,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Forest
9379,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
9380,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
9381,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
9382,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Cropland
9383,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
9384,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
9385,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
9386,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
9387,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
9388,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
9389,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
9390,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
9391,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
9392,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
9393,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
9394,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
9395,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
9396,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
9397,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
9398,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Cropland
9399,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
9400,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
9401,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,Water,Forest
9402,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
9403,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9404,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9405,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
9406,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9407,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
9408,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9409,Water,Cropland,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
9410,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
9411,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
9412,Water,Cropland,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
9413,Water,Cropland,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
9414,Water,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
9415,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
9416,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
9417,Water,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9418,Water,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
9419,Water,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
9420,Water,Cropland,Grassland,Water,Non_Wetland,NULL,Wetland,Grassland
9421,Water,Cropland,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
9422,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9423,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
9424,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
9425,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
9426,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
9427,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
9428,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
9429,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
9430,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
9431,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
9432,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
9433,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
9434,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
9435,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
9436,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Forest
9437,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
9438,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9439,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
9440,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9441,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
9442,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9443,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
9444,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
9445,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
9446,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
9447,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
9448,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9449,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9450,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
9451,Water,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
9452,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
9453,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
9454,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
9455,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
9456,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Grassland
9457,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Bareland
9458,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Forest
9459,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
9460,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
9461,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9462,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9463,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
9464,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
9465,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,Wetland,Forest
9466,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
9467,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Water
9468,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Wetland,Cropland
9469,Water,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
9470,Water,Cropland,Cropland,Water,Non_Wetland,Water,Water,Water
9471,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
9472,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
9473,Water,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
9474,Water,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
9475,Water,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Forest
9476,Water,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Forest
9477,Water,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Forest
9478,Water,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Water
9479,Water,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
9480,Water,Cropland,Wetland,NULL,Wetland,Water,Wetland,Forest
9481,Water,Cropland,Wetland,NULL,Wetland,Forest,Wetland,Forest
9482,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
9483,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
9484,Water,Cropland,Bareland,Water,Non_Wetland,NULL,Water,Forest
9485,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
9486,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
9487,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
9488,Water,Cropland,Water,NULL,Water,NULL,Water,Forest
9489,Water,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
9490,Water,Cropland,Water,Water,Water,NULL,Water,Forest
9491,Water,Cropland,Water,Water,Water,Grassland,Grassland,Grassland
9492,Water,Cropland,Water,Water,Water,Water,Water,Grassland
9493,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
9494,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
