Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LVL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LVL_M_R
973,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
974,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
975,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
976,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
977,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
978,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
979,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
980,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
981,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
982,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
983,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
984,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
985,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
986,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
987,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
988,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
989,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
990,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
991,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
992,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
993,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
994,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
995,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
996,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
997,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
998,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
999,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1000,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1001,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
1002,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1003,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1004,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1005,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1006,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1007,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1008,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
1009,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1010,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1011,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
1012,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1013,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1014,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1015,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1016,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1017,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1018,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1019,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1020,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1021,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1022,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1023,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1024,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1025,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1026,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
1027,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1028,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1029,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1030,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
1031,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1032,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1033,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,Wetland
1034,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
1035,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
1036,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
1037,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
1038,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1039,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1040,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1041,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1042,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
1043,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1044,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1045,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1046,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1047,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
1048,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1049,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
1050,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
1051,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
1052,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
1053,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
1054,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1055,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
1056,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
1057,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1058,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1059,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1060,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1061,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1062,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1063,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1064,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1065,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1066,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1067,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1068,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1069,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1070,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
1071,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Wetland
1072,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1073,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1074,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1075,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1076,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1077,Grassland,NULL,Water,NULL,Water,Grassland,Water,Grassland
1078,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
1079,Grassland,NULL,Water,NULL,Water,Water,Water,Wetland
1080,Grassland,NULL,Water,Water,Water,NULL,Wetland,Grassland
1081,Grassland,NULL,Water,Water,Water,NULL,Wetland,Wetland
1082,Grassland,NULL,Water,Water,Water,NULL,Water,Wetland
1083,Grassland,NULL,Water,Water,Water,Bareland,Wetland,Wetland
1084,Grassland,NULL,Water,Water,Water,Bareland,Water,Wetland
1085,Grassland,NULL,Water,Water,Water,Water,Wetland,Grassland
1086,Grassland,NULL,Water,Water,Water,Water,Wetland,Wetland
1087,Grassland,NULL,Water,Water,Water,Water,Wetland,Water
1088,Grassland,NULL,Water,Water,Water,Water,Water,Grassland
1089,Grassland,NULL,Water,Water,Water,Water,Water,Wetland
1090,Grassland,NULL,Water,Water,Water,Forest,Wetland,Forest
1091,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1092,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1093,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
1094,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1095,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1096,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
1097,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1098,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1099,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
1100,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1101,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1102,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1103,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1104,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1105,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1106,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1107,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1108,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1109,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1110,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1111,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1112,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1113,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1114,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1115,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1116,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1117,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1118,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1119,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1120,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1121,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
1122,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1123,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1124,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1125,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
1126,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
1127,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1128,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1129,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1130,Grassland,NULL,Forest,Water,Non_Wetland,Shrubland,Wetland,Grassland
1131,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1132,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1133,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1134,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1135,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1136,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1137,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1138,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1139,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1140,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1141,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1142,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1143,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1144,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1145,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1146,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1147,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1148,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1149,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1150,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1151,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1152,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1153,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1154,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1155,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1156,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1157,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
1158,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1159,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1160,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1161,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1162,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1163,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1164,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1165,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Water,Grassland
1166,Grassland,Cropland,Wetland,NULL,Wetland,Water,Grassland,Grassland
1167,Grassland,Cropland,Wetland,NULL,Wetland,Water,Grassland,Forest
1168,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1169,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1170,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1171,Grassland,Cropland,Water,NULL,Water,Bareland,Grassland,Bareland
1172,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1173,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1174,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1175,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1176,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1177,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1178,Grassland,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
1179,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
1180,Grassland,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
1181,Grassland,Wetland,Wetland,Water,Wetland,Shrubland,Water,Grassland
1182,Grassland,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
1183,Grassland,Wetland,Water,Water,Water,Bareland,Water,Wetland
1184,Grassland,Wetland,Water,Water,Water,Water,Wetland,Wetland
1185,Grassland,Wetland,Water,Water,Water,Water,Water,Wetland
1186,Grassland,Wetland,Water,Water,Water,Water,Water,Water
1187,Grassland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1188,Grassland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1189,Grassland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1190,Grassland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1191,Grassland,Water,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
1192,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1193,Grassland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
1194,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1195,Grassland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1196,Grassland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1197,Grassland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
1198,Grassland,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
1199,Grassland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1200,Grassland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1201,Grassland,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
1202,Grassland,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
1203,Grassland,Water,Wetland,Water,Wetland,Bareland,Grassland,Grassland
1204,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1205,Grassland,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
1206,Grassland,Water,Water,NULL,Water,Grassland,Water,Grassland
1207,Grassland,Water,Water,Water,Water,Grassland,Water,Bareland
1208,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1209,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
1210,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
1211,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1212,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1213,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1214,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1215,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1216,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1217,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1218,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1219,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1220,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1221,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1222,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1223,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1224,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1225,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1226,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1227,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1228,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1229,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1230,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1231,Grassland,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
1232,Grassland,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
1233,Grassland,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
1234,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1235,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
1236,Grassland,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
1237,Grassland,Forest,Wetland,Water,Wetland,Water,Water,Wetland
1238,Grassland,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
1239,Grassland,Forest,Bareland,NULL,Non_Wetland,Water,Water,Wetland
1240,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
1241,Grassland,Forest,Water,NULL,Water,Bareland,Water,Wetland
1242,Grassland,Forest,Water,NULL,Water,Water,Water,Wetland
1243,Grassland,Forest,Water,Non_Water,Water,Water,Water,Wetland
1244,Grassland,Forest,Water,Water,Water,NULL,Wetland,Wetland
1245,Grassland,Forest,Water,Water,Water,Bareland,Water,Wetland
1246,Grassland,Forest,Water,Water,Water,Water,Wetland,Wetland
1247,Grassland,Forest,Water,Water,Water,Water,Water,Wetland
1248,Grassland,Forest,Water,Water,Water,Water,Water,Water
1249,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1250,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1251,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1252,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1253,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1254,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1255,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1256,Grassland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
1257,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
1258,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1259,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1260,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1261,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1262,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1263,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1264,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1265,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1266,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1267,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1268,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Forest,Grassland
1269,Cropland,NULL,NULL,Water,Non_Wetland,Water,Forest,Grassland
1270,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1271,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1272,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1273,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1274,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1275,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1276,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1277,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1278,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1279,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
1280,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
1281,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1282,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1283,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1284,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1285,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1286,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1287,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1288,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1289,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1290,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1291,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1292,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1293,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
1294,Cropland,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
1295,Cropland,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
1296,Cropland,NULL,Wetland,Water,Wetland,Water,Forest,Grassland
1297,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
1298,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
