Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LTR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LTR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LTR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LTR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LTR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LTR_M_R
6050,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
6051,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6052,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
6053,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
6054,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
6055,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6056,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
6057,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
6058,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
6059,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
6060,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
6061,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
6062,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
6063,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
6064,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
6065,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
6066,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
6067,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,NULL
6068,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
6069,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Cropland
6070,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
6071,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
6072,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
6073,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
6074,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
6075,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
6076,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Grassland
6077,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Wetland
6078,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
6079,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
6080,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
6081,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
6082,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
6083,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
6084,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
6085,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
6086,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,NULL
6087,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
6088,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Cropland
6089,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Water
6090,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
6091,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
6092,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Bareland
6093,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
6094,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Grassland
6095,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Wetland
6096,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Bareland
6097,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Water
6098,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
6099,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
6100,Cropland,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
6101,Cropland,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Cropland
6102,Cropland,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Wetland
6103,Cropland,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Water
6104,Cropland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
6105,Cropland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
6106,Cropland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
6107,Cropland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
6108,Cropland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Wetland
6109,Cropland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Bareland,Grassland
6110,Cropland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Bareland,Wetland
6111,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
6112,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Wetland
6113,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Water
6114,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
6115,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,NULL
6116,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
6117,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
6118,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
6119,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
6120,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Wetland
6121,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Water
6122,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
6123,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Water
6124,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
6125,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Wetland
6126,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
6127,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
6128,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
6129,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
6130,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
6131,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
6132,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
6133,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
6134,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
6135,Cropland,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
6136,Cropland,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
6137,Cropland,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
6138,Cropland,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
6139,Cropland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
6140,Cropland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
6141,Cropland,NULL,Shrubland,Water,Non_Wetland,Water,Bareland,Grassland
6142,Cropland,NULL,Shrubland,Water,Non_Wetland,Water,Bareland,Wetland
6143,Cropland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
6144,Cropland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
6145,Cropland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
6146,Cropland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
6147,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
6148,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
6149,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
6150,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
6151,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
6152,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
6153,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
6154,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6155,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Wetland
6156,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
6157,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
6158,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
6159,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
6160,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
6161,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Water
6162,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
6163,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,NULL
6164,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
6165,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,NULL
6166,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
6167,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
6168,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6169,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6170,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
6171,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6172,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6173,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6174,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6175,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6176,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6177,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6178,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6179,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
6180,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6181,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
6182,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
6183,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
6184,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6185,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6186,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6187,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
6188,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6189,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6190,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
6191,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
6192,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6193,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6194,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Bareland
6195,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
6196,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6197,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Cropland
6198,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
6199,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Wetland
6200,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6201,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6202,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6203,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Cropland
6204,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
6205,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6206,Cropland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
6207,Cropland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
6208,Cropland,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
6209,Cropland,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
6210,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
6211,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
6212,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
6213,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
6214,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
6215,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
6216,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6217,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
6218,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
6219,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,NULL
6220,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6221,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
6222,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
6223,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
6224,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
6225,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
6226,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6227,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
6228,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6229,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
6230,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
6231,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Water,NULL,Grassland
6232,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Water
6233,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
6234,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Forest,NULL,Grassland
6235,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
6236,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
6237,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,Grassland,Grassland
6238,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,Grassland,Wetland
6239,Cropland,NULL,Grassland,Water,Non_Wetland,Shrubland,NULL,Grassland
6240,Cropland,NULL,Grassland,Water,Non_Wetland,Shrubland,Grassland,Wetland
6241,Cropland,NULL,Grassland,Water,Non_Wetland,Shrubland,Grassland,Water
6242,Cropland,NULL,Grassland,Water,Non_Wetland,Shrubland,Grassland,Forest
6243,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,Grassland
6244,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,Wetland
6245,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
6246,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Wetland
6247,Cropland,NULL,Grassland,Water,Non_Wetland,Water,Shrubland,Wetland
6248,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
6249,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6250,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6251,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
6252,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
6253,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
6254,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
6255,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6256,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
6257,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6258,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
6259,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
6260,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
6261,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
6262,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
6263,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6264,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
6265,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
6266,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
6267,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
6268,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
6269,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6270,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
6271,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
6272,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
6273,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
6274,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
6275,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
6276,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
6277,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
6278,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
6279,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
6280,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
6281,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
6282,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6283,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6284,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
6285,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
6286,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
6287,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6288,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6289,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6290,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
6291,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6292,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6293,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6294,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6295,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6296,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
6297,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
6298,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6299,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
6300,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6301,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
6302,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
6303,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
6304,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
6305,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Bareland
6306,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
6307,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6308,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6309,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
6310,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
6311,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
6312,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6313,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6314,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6315,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6316,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
6317,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6318,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
6319,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6320,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6321,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
6322,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6323,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6324,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
6325,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6326,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
6327,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6328,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
6329,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Wetland
6330,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
6331,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
6332,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
6333,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6334,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
6335,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
6336,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
6337,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
6338,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
6339,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
6340,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
6341,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
6342,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6343,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6344,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
6345,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6346,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
6347,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
6348,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
6349,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
6350,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
6351,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6352,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6353,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
6354,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6355,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6356,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
6357,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6358,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6359,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
6360,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6361,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6362,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
6363,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6364,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
