Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KLV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KLV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KLV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KLV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KLV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KLV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KLV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KLV_M_R
2237,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2238,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2239,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2240,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2241,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2242,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2243,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2244,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2245,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2246,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2247,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2248,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2249,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
2250,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2251,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,NULL
2252,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2253,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Cropland
2254,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2255,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Built-up
2256,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
2257,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
2258,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2259,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2260,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2261,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2262,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2263,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2264,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
2265,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
2266,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
2267,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
2268,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
2269,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
2270,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2271,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
2272,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
2273,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2274,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,NULL
2275,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
2276,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Cropland
2277,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
2278,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
2279,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
2280,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
2281,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Cropland
2282,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
2283,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
2284,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2285,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2286,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2287,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2288,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2289,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2290,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2291,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2292,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2293,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2294,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2295,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
2296,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2297,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2298,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,NULL
2299,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2300,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
2301,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2302,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
2303,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
2304,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2305,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2306,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2307,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2308,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2309,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2310,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2311,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2312,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
2313,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2314,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
2315,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2316,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2317,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2318,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2319,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
2320,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2321,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
2322,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
2323,Bareland,Bareland,Water,NULL,Water,NULL,NULL,NULL
2324,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
2325,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Cropland
2326,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
2327,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
2328,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
2329,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,NULL
2330,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
2331,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Cropland
2332,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Wetland
2333,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
2334,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
2335,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
2336,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
2337,Bareland,Bareland,Water,Water,Water,NULL,NULL,Cropland
2338,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
2339,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
2340,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
2341,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2342,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2343,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2344,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2345,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2346,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2347,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2348,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2349,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2350,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2351,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2352,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2353,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2354,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2355,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2356,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
2357,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2358,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2359,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2360,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2361,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2362,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2363,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2364,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2365,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
2366,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2367,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2368,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2369,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2370,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2371,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2372,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2373,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2374,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2375,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2376,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2377,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
2378,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
2379,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Built-up
2380,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2381,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2382,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2383,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2384,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2385,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2386,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2387,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2388,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2389,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2390,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2391,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2392,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
2393,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Bareland
2394,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Built-up
2395,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2396,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2397,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2398,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2399,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2400,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2401,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2402,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
2403,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2404,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2405,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2406,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2407,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2408,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2409,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2410,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2411,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Cropland
2412,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2413,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
2414,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
2415,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2416,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2417,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2418,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2419,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2420,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2421,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2422,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2423,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2424,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2425,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2426,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2427,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
2428,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2429,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2430,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2431,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
2432,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2433,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2434,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2435,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2436,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2437,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2438,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2439,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2440,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2441,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2442,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2443,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2444,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2445,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2446,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2447,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2448,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
2449,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2450,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2451,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2452,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2453,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2454,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2455,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2456,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2457,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2458,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2459,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2460,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2461,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2462,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2463,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2464,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
2465,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2466,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
2467,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
2468,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
2469,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
2470,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
2471,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2472,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2473,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2474,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2475,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2476,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
2477,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2478,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,NULL
2479,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
2480,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
2481,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
2482,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
2483,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
2484,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
2485,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2486,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
2487,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
2488,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2489,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
2490,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
2491,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
2492,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
2493,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
2494,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
2495,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2496,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2497,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2498,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2499,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2500,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2501,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2502,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2503,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2504,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2505,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2506,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2507,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2508,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
2509,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2510,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
2511,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2512,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2513,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2514,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2515,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2516,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
2517,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2518,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2519,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2520,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2521,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2522,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2523,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
2524,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
2525,Bareland,Water,Water,NULL,Water,NULL,NULL,NULL
2526,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
2527,Bareland,Water,Water,NULL,Water,NULL,NULL,Cropland
2528,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
2529,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
2530,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
2531,Bareland,Water,Water,Non_Water,Water,NULL,NULL,NULL
2532,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
2533,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Cropland
2534,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
2535,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
2536,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
2537,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
2538,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
2539,Bareland,Water,Water,Water,Water,NULL,NULL,Cropland
2540,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
2541,Bareland,Water,Water,Water,Water,NULL,NULL,Water
2542,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
2543,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2544,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2545,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2546,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2547,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2548,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2549,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2550,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2551,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2552,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2553,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2554,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2555,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2556,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2557,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2558,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2559,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
2560,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
2561,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2562,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2563,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2564,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2565,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
2566,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2567,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2568,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2569,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
