Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LYR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LYR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LYR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LYR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LYR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LYR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LYR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LYR_M_R
8329,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8330,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Built-up,Cropland
8331,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
8332,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
8333,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
8334,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Water,NULL,Grassland
8335,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
8336,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland,Shrubland,Grassland
8337,Cropland,Cropland,Bareland,Water,Non_Wetland,Water,Water,Bareland
8338,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
8339,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
8340,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
8341,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
8342,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
8343,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
8344,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
8345,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
8346,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
8347,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
8348,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
8349,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
8350,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
8351,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
8352,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
8353,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
8354,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
8355,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
8356,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
8357,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Cropland
8358,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8359,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8360,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Cropland
8361,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
8362,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Bareland
8363,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
8364,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Cropland
8365,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
8366,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
8367,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
8368,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
8369,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8370,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8371,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
8372,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
8373,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
8374,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
8375,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
8376,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
8377,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
8378,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
8379,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
8380,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
8381,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
8382,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
8383,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
8384,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
8385,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
8386,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
8387,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
8388,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8389,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
8390,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
8391,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
8392,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
8393,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
8394,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
8395,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
8396,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
8397,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
8398,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
8399,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
8400,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
8401,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
8402,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
8403,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
8404,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
8405,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
8406,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
8407,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
8408,Cropland,Cropland,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
8409,Cropland,Cropland,Water,NULL,Water,Water,Water,Grassland
8410,Cropland,Cropland,Water,Water,Water,Water,Water,Water
8411,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
8412,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
8413,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
8414,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8415,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
8416,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
8417,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
8418,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Built-up
8419,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
8420,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
8421,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
8422,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
8423,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
8424,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
8425,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
8426,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
8427,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Cropland
8428,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
8429,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
8430,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
8431,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
8432,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
8433,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
8434,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
8435,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8436,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8437,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
8438,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8439,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
8440,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8441,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
8442,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
8443,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
8444,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
8445,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Cropland
8446,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
8447,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Built-up,Cropland
8448,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
8449,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
8450,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
8451,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
8452,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
8453,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
8454,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
8455,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8456,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8457,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
8458,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
8459,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8460,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
8461,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
8462,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
8463,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
8464,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
8465,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
8466,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Cropland
8467,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
8468,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
8469,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
8470,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
8471,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
8472,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
8473,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
8474,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
8475,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
8476,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8477,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
8478,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
8479,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
8480,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
8481,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
8482,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
8483,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
8484,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
8485,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
8486,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
8487,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
8488,Cropland,Cropland,Forest,NULL,Non_Wetland,Water,NULL,NULL
8489,Cropland,Cropland,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
8490,Cropland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
8491,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
8492,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
8493,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
8494,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
8495,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
8496,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
8497,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
8498,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8499,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
8500,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
8501,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
8502,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
8503,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8504,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Water,NULL,Cropland
8505,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8506,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
8507,Cropland,Bareland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
8508,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
8509,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
8510,Cropland,Bareland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8511,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8512,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
8513,Cropland,Bareland,Cropland,NULL,Non_Wetland,Water,Built-up,Bareland
8514,Cropland,Bareland,Bareland,NULL,Non_Wetland,Water,Built-up,Bareland
8515,Cropland,Bareland,Bareland,NULL,Non_Wetland,Water,Built-up,Water
8516,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
8517,Cropland,Bareland,Built-up,NULL,Non_Wetland,Water,Built-up,Water
8518,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
8519,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
8520,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
8521,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
8522,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
8523,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
8524,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
8525,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
8526,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
8527,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
8528,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
8529,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
8530,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Built-up
8531,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
8532,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
8533,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
8534,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
8535,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
8536,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
8537,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8538,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
8539,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8540,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8541,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
8542,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
8543,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
8544,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
8545,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
8546,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
8547,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
8548,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
8549,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
8550,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8551,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8552,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
8553,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
8554,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8555,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
8556,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
8557,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
8558,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
8559,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
8560,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
8561,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
8562,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
8563,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
8564,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
8565,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
8566,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8567,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
8568,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
8569,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
8570,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Cropland
8571,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
8572,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
8573,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
8574,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
8575,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
8576,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Built-up
8577,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
8578,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
8579,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
8580,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
8581,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
8582,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
8583,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
8584,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
8585,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
8586,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
8587,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Grassland
8588,Cropland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
8589,Cropland,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
8590,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
8591,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8592,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
8593,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
8594,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
8595,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
8596,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8597,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
8598,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
8599,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
8600,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
8601,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
8602,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
8603,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
8604,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
8605,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
8606,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
8607,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
8608,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
8609,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
8610,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
8611,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8612,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
8613,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
8614,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8615,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8616,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
8617,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
8618,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8619,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8620,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
8621,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8622,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
8623,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
8624,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
8625,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
8626,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
8627,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8628,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
8629,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
8630,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
8631,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8632,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8633,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8634,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
8635,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8636,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8637,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
8638,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
