Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KEB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KEB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KEB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KEB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KEB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KEB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KEB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KEB_M_R
1533,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1534,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
1535,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1536,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1537,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
1538,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Wetland
1539,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1540,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
1541,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
1542,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1543,Bareland,NULL,Water,NULL,Water,NULL,NULL,Wetland
1544,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
1545,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
1546,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
1547,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1548,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
1549,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1550,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1551,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1552,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
1553,Bareland,NULL,Water,Water,Water,NULL,NULL,Cropland
1554,Bareland,NULL,Water,Water,Water,NULL,NULL,Wetland
1555,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
1556,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
1557,Bareland,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Grassland
1558,Bareland,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
1559,Bareland,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1560,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1561,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1562,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1563,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1564,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1565,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1566,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1567,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1568,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1569,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1570,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1571,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1572,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1573,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1574,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1575,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1576,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1577,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1578,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1579,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1580,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1581,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1582,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1583,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1584,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1585,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1586,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1587,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1588,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1589,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1590,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1591,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1592,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1593,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1594,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1595,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1596,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1597,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1598,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1599,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1600,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1601,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1602,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1603,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1604,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1605,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1606,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1607,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1608,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1609,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1610,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1611,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1612,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1613,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1614,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1615,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1616,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,NULL
1617,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1618,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1619,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1620,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1621,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1622,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1623,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1624,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1625,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1626,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1627,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1628,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1629,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1630,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1631,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1632,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1633,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1634,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
1635,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
1636,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
1637,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1638,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
1639,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1640,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
1641,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1642,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
1643,Bareland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1644,Bareland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1645,Bareland,Cropland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
1646,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1647,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1648,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1649,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1650,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1651,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1652,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1653,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1654,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1655,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1656,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1657,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1658,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1659,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1660,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1661,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1662,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1663,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1664,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1665,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1666,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1667,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1668,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
1669,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1670,Bareland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1671,Bareland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1672,Bareland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1673,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1674,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
1675,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
1676,Bareland,Cropland,Water,Water,Water,NULL,NULL,Grassland
1677,Bareland,Cropland,Water,Water,Water,NULL,NULL,Wetland
1678,Bareland,Cropland,Water,Water,Water,NULL,NULL,Bareland
1679,Bareland,Cropland,Water,Water,Water,NULL,NULL,Water
1680,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1681,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1682,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1683,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1684,Bareland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1685,Bareland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1686,Bareland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1687,Bareland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1688,Bareland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1689,Bareland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1690,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1691,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1692,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1693,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1694,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1695,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1696,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1697,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1698,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1699,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1700,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1701,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1702,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1703,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1704,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1705,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1706,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1707,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1708,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1709,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1710,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1711,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1712,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1713,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1714,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1715,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1716,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1717,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1718,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1719,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1720,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1721,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1722,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1723,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1724,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,NULL
1725,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1726,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
1727,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1728,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
1729,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1730,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1731,Bareland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1732,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
1733,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1734,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1735,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1736,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1737,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1738,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1739,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1740,Bareland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1741,Bareland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1742,Bareland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1743,Bareland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1744,Bareland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1745,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1746,Bareland,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1747,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1748,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1749,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1750,Bareland,Wetland,Water,Water,Water,NULL,NULL,Grassland
1751,Bareland,Wetland,Water,Water,Water,NULL,NULL,Wetland
1752,Bareland,Wetland,Water,Water,Water,NULL,NULL,Bareland
1753,Bareland,Wetland,Water,Water,Water,NULL,NULL,Water
1754,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1755,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1756,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1757,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1758,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1759,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1760,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1761,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1762,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1763,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1764,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1765,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1766,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1767,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1768,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1769,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1770,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1771,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1772,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1773,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1774,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1775,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1776,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1777,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1778,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1779,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1780,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1781,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1782,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1783,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1784,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
1785,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1786,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1787,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1788,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1789,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1790,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1791,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1792,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1793,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1794,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1795,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1796,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1797,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Permanent_ice_and_snow
1798,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1799,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1800,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1801,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1802,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1803,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1804,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
1805,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
1806,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1807,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1808,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1809,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1810,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1811,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1812,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
1813,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1814,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1815,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1816,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1817,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1818,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1819,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1820,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1821,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1822,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1823,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1824,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1825,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1826,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1827,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1828,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1829,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1830,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1831,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1832,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1833,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1834,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1835,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1836,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
1837,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1838,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1839,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Wetland
1840,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1841,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1842,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1843,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1844,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
1845,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
1846,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1847,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1848,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
1849,Bareland,Bareland,Water,Water,Water,NULL,NULL,Wetland
1850,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1851,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
1852,Bareland,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Grassland
1853,Bareland,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
1854,Bareland,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1855,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
